II,aVR,PLETH
1954,1289,3843
1983,1294,3761
2041,1231,3667
2127,1121,3597
2222,976,3540
2307,819,3499
2355,665,3446
2343,561,3401
2243,524,3359
2055,561,3336
1781,664,3303
1442,863,3270
1042,1156,3229
613,1509,3205
198,1852,3183
-144,2156,3172
-409,2414,3152
-613,2631,3139
-774,2796,3121
-865,2933,3107
-887,3070,3075
-865,3234,3041
-842,3402,3002
-793,3536,2976
-688,3609,2946
-505,3623,2910
-282,3573,2858
-36,3450,2812
222,3254,2774
505,3019,2747
786,2778,2714
1045,2544,2682
1249,2328,2637
1406,2156,2583
1522,2046,2513
1622,1984,2453
1711,1937,2401
1802,1898,2355
1902,1849,2291
2019,1768,2224
2143,1634,2156
2271,1466,2093
2395,1279,2023
2523,1078,1962
2642,868,1910
2740,690,1864
2803,562,1802
2848,474,1733
2884,399,1663
2920,345,1602
2941,317,1538
2956,302,1472
2966,268,1401
2992,216,1341
3024,165,1288
3064,129,1243
3098,94,1194
3136,43,1145
3178,-34,1093
3244,-129,1046
3326,-238,998
3425,-345,948
3518,-442,896
3605,-518,850
3666,-582,804
3713,-647,752
3745,-717,696
3785,-776,654
3814,-809,623
3821,-819,589
3789,-822,538
3749,-819,491
3709,-806,455
3677,-776,425
3637,-735,389
3605,-690,360
3572,-647,343
3533,-604,327
3464,-550,294
3389,-474,262
3312,-385,252
3244,-302,262
3168,-235,258
3100,-173,229
3041,-107,189
2992,-43,164
2925,16,150
2848,86,131
2766,173,98
2704,259,65
2647,326,45
2596,388,33
2526,467,16
2451,561,0
2371,651,-5
2307,733,0
2248,816,2
2199,906,0
2141,996,-2
2091,1078,0
2045,1138,1
2019,1164,0
1995,1165,-1
1983,1164,0
1972,1171,1
1983,1164,0
2007,1130,-2
2055,1078,0
2106,1019,1
2163,949,0
2214,873,-3
2271,819,0
2314,796,4
2343,776,0
2355,735,-10
2379,690,0
2414,663,40
2451,647,98
2460,622,148
2451,604,196
2431,615,254
2415,647,327
2393,661,396
2379,647,458
2373,630,517
2379,647,589
2381,678,667
2379,690,752
2375,666,832
2379,647,916
2393,646,996
2415,647,1079
2436,613,1158
2451,561,1243
2473,499,1324
2523,431,1406
2606,329,1482
2704,216,1570
2788,113,1663
2848,43,1766
2856,-5,1859
2776,0,1962
2577,101,2068
2271,345,2191
1873,703,2311
1406,1121,2453
903,1549,2613
433,1984,2812
16,2408,3018
-360,2803,3237
-723,3165,3462
-1045,3536,3728
-1313,3921,4016
-1514,4269,4317
-1630,4515,4586
-1586,4658,4840
-1379,4719,5077
-1081,4701,5330
-800,4587,5584
-541,4399,5854
-279,4173,6115
0,3924,6377
259,3651,6610
505,3364,6835
741,3091,7034
973,2846,7227
1170,2622,7384
1334,2415,7521
1468,2237,7621
1586,2113,7718
1682,2037,7798
1766,1984,7881
1849,1911,7936
1947,1811,7979
2063,1675,7994
2199,1509,8012
2344,1304,8011
2487,1078,8012
2618,837,7990
2740,604,7979
2851,387,7959
2956,216,7946
3039,89,7910
3100,0,7881
3138,-74,7841
3172,-129,7816
3197,-163,7767
3208,-173,7718
3192,-173,7646
3172,-173,7587
3160,-174,7514
3172,-173,7456
3189,-170,7384
3208,-173,7325
3211,-189,7243
3208,-216,7162
3200,-242,7064
3208,-259,6998
3223,-273,6931
3244,-302,6867
3255,-356,6774
3280,-431,6704
3323,-516,6645
3389,-604,6606
3446,-692,6536
3497,-776,6475
3532,-850,6414
3569,-906,6377
3593,-938,6320
3605,-949,6279
3591,-948,6236
3569,-949,6213
3534,-955,6173
3497,-949,6148
3445,-906,6114
3389,-819,6082
3318,-709,6024
3244,-604,5984
3164,-515,5948
3100,-431,5919
3044,-344,5862
2992,-259,5821
2922,-178,5785
2848,-86,5755
2769,21,5688
2704,129,5625
2641,222,5568
2596,302,5527
2556,372,5459
2523,431,5396
2473,486,5337
2415,561,5298
2351,655,5234
2307,733,5167
2277,766,5093
2271,776,5036
2270,806,4967
2271,863,4905
2246,927,4834
2199,992,4774
2134,1059,4703
2091,1121,4644
2068,1170,4576
2055,1208,4513
2021,1235,4438
1983,1251,4382
1952,1262,4330
1947,1294,4284
1945,1333,4215
1947,1337,4153
1951,1283,4094
1983,1208,4055
2031,1142,4004
2091,1078,3957
2144,992,3901
2199,906,3859
2242,847,3816
2271,819,3793
2283,796,3764
2307,776,3728
2344,757,3669
2379,733,3630
2374,700,3607
2343,690,3597
2312,720,3563
2307,776,3532
2310,813,3506
2307,819,3499
2288,811,3481
2271,819,3466
2254,851,3446
2235,906,3434
2199,958,3411
2163,992,3401
2144,996,3394
2163,992,3401
2191,988,3398
2199,992,3401
2167,1003,3398
2127,1035,3401
2097,1082,3385
2091,1121,3368
2087,1130,3353
2091,1121,3368
2092,1113,3386
2091,1121,3401
2064,1150,3394
2019,1208,3401
1959,1279,3423
1911,1337,3466
1878,1364,3497
1875,1380,3532
1877,1401,3568
1875,1423,3630
1853,1428,3691
1838,1423,3761
1832,1422,3820
1838,1423,3891
1845,1399,3964
1875,1337,4055
1932,1237,4138
2019,1121,4218
2099,1016,4279
2163,949,4349
2205,918,4416
2235,906,4480
2255,872,4515
2271,819,4546
2286,762,4572
2307,733,4611
2337,716,4633
2379,690,4644
2430,629,4637
2487,561,4644
2553,481,4646
2632,388,4644
2706,270,4612
2740,173,4578
2695,118,4541
2559,129,4513
2324,216,4467
1983,431,4415
1531,788,4347
1009,1251,4284
467,1735,4213
-36,2199,4153
-467,2617,4086
-793,2976,4022
-1019,3260,3948
-1154,3493,3891
-1222,3697,3839
-1226,3881,3793
-1188,4030,3727
-1118,4140,3663
-1021,4207,3592
-865,4226,3532
-661,4188,3461
-433,4097,3401
-210,3963,3344
36,3795,3303
296,3593,3251
541,3364,3205
730,3136,3160
901,2933,3139
1079,2744,3120
1262,2544,3107
1414,2346,3084
1550,2199,3074
1689,2099,3068
1838,1984,3074
1981,1802,3071
2127,1596,3074
2284,1402,3080
2451,1208,3107
2611,963,3127
2776,690,3139
2943,432,3133
3100,216,3139
3212,24,3152
3280,-129,3172
3319,-238,3172
3353,-302,3172
3373,-352,3168
3389,-388,3172
3399,-401,3166
3425,-388,3172
3448,-378,3174
3461,-388,3172
3454,-415,3149
3461,-431,3139
3487,-432,3138
3533,-431,3139
3570,-449,3116
3605,-474,3107
3627,-498,3140
3641,-518,3237
3636,-541,3354
3641,-561,3466
3655,-566,3544
3677,-561,3597
3669,-558,3618
3641,-561,3630
3609,-564,3628
3605,-561,3630
3599,-548,3624
3569,-518,3630
3497,-463,3631
3425,-388,3630
3355,-303,3611
3280,-216,3597
3172,-128,3579
3064,-43,3564
2976,31,3540
2920,86,3532
2864,129,3529
2812,173,3532
2754,221,3515
2704,259,3499
2653,270,3479
2632,259,3466
2628,249,3443
2632,259,3434
2612,281,3430
2596,302,3434
2589,320,3417
2596,345,3401
2582,373,3390
2559,388,3401
2533,385,3404
2523,388,3401
2509,419,3380
2487,474,3368
2450,525,3360
2415,561,3368
2377,595,3370
2343,647,3368
2313,701,3348
2307,733,3336
2310,735,3327
2307,733,3336
2284,747,3336
2271,776,3336
2269,800,3326
2271,819,3336
2252,839,3350
2235,863,3368
2230,883,3367
2235,906,3368
2220,927,3365
2199,949,3368
2187,967,3362
2199,992,3368
2206,1019,3380
2199,1035,3401
2176,1034,3403
2163,1035,3401
2148,1051,3394
2127,1078,3401
2087,1100,3400
2055,1121,3401
2032,1156,3395
2019,1208,3401
1996,1246,3400
1983,1251,3401
1979,1227,3393
1983,1208,3401
1977,1193,3404
1983,1164,3401
2007,1104,3376
2055,1035,3368
2105,971,3376
2163,906,3401
2220,831,3403
2271,776,3401
2294,763,3401
2307,776,3434
2319,769,3475
2343,733,3532
2353,695,3586
2343,690,3663
2319,710,3739
2307,733,3826
2296,748,3909
2271,776,4022
2226,819,4148
2199,863,4284
2196,887,4397
2199,906,4513
2179,927,4624
2163,949,4742
2160,952,4839
2163,949,4938
2144,959,5024
2127,992,5101
2124,1023,5148
2127,1035,5200
2110,1029,5249
2091,1035,5298
2086,1054,5314
2091,1078,5330
2078,1094,5343
2055,1121,5363
2033,1150,5361
2019,1164,5363
2008,1157,5361
2019,1164,5363
2060,1169,5341
2127,1121,5330
2199,995,5325
2271,863,5330
2319,765,5312
2307,690,5298
2195,622,5278
1983,647,5265
1677,824,5227
1298,1121,5200
865,1444,5176
433,1768,5167
39,2086,5135
-288,2372,5101
-558,2587,5061
-757,2760,5036
-886,2919,4999
-937,3062,4971
-938,3170,4934
-901,3278,4905
-845,3409,4856
-757,3536,4807
-638,3598,4758
-469,3579,4742
-258,3497,4726
0,3364,4709
281,3173,4668
577,2933,4644
848,2668,4625
1081,2415,4611
1261,2206,4571
1406,2070,4546
1521,2006,4535
1622,1984,4546
1710,1955,4532
1802,1898,4513
1903,1802,4488
2019,1682,4480
2140,1538,4461
2271,1380,4447
2410,1196,4426
2559,992,4415
2698,781,4394
2812,604,4382
2882,474,4363
2920,388,4349
2936,329,4325
2956,302,4317
2975,299,4302
2992,302,4284
2992,286,4244
2992,259,4218
2998,235,4199
3028,216,4186
3063,182,4149
3100,129,4120
3129,65,4098
3172,0,4088
3231,-75,4055
3316,-173,4022
3406,-299,3994
3497,-431,3990
3571,-538,3975
3641,-604,3957
3686,-646,3920
3713,-690,3891
3723,-740,3863
3749,-776,3859
3777,-785,3856
3785,-776,3859
3741,-774,3841
3677,-776,3826
3615,-756,3805
3569,-690,3793
3514,-597,3773
3461,-518,3761
3405,-471,3741
3353,-431,3728
3282,-374,3705
3208,-302,3695
3132,-236,3689
3064,-173,3695
2989,-96,3683
2920,0,3663
2847,95,3633
2776,173,3630
2695,235,3631
2632,302,3630
2576,383,3607
2523,474,3597
2448,565,3595
2379,647,3597
2329,716,3576
2307,776,3564
2278,836,3561
2235,906,3564
2164,989,3545
2091,1078,3532
2021,1154,3527
1983,1208,3532
1960,1249,3514
1947,1294,3499
1922,1331,3492
1911,1337,3499
1916,1302,3485
1947,1251,3466
1978,1206,3453
2019,1164,3466
2065,1106,3472
2127,1035,3466
2183,964,3442
2235,906,3434
2273,857,3431
2307,819,3434
2327,780,3415
2343,733,3401
2355,680,3392
2379,647,3401
2402,640,3401
2415,647,3401
2402,645,3395
2379,647,3401
2355,661,3400
2343,690,3401
2328,713,3394
2307,733,3401
2281,751,3403
2271,776,3401
2271,798,3380
2271,819,3368
2254,838,3361
2235,863,3368
2215,884,3365
2199,906,3368
2176,925,3366
2163,949,3368
2159,971,3360
2163,992,3368
2149,1009,3381
2127,1035,3401
2092,1073,3399
2055,1121,3401
2011,1166,3406
1983,1208,3434
1963,1248,3459
1947,1294,3499
1911,1339,3540
1875,1380,3597
1846,1408,3653
1838,1423,3728
1834,1414,3805
1838,1380,3891
1849,1332,3966
1875,1294,4055
1904,1260,4148
1947,1208,4251
1995,1122,4334
2055,1035,4415
2110,977,4490
2163,949,4578
2202,914,4649
2235,863,4709
2254,808,4751
2271,776,4807
2276,767,4859
2271,776,4905
2251,792,4920
2235,819,4938
2217,857,4952
2199,906,4971
2174,940,4968
2163,949,4971
2161,940,4970
2163,949,4971
2146,973,4949
2127,992,4938
2117,990,4933
2127,992,4938
2132,1011,4920
2127,1035,4905
2106,1038,4886
2091,1035,4873
2083,1049,4836
2091,1078,4807
2096,1090,4784
2091,1078,4774
2072,1062,4743
2055,1078,4709
2039,1118,4669
2019,1164,4644
1992,1190,4608
1983,1208,4578
2004,1215,4540
2055,1208,4513
2119,1148,4475
2199,1035,4447
2292,880,4411
2379,733,4382
2418,607,4342
2379,518,4317
2245,473,4293
2019,518,4284
1706,676,4264
1334,949,4251
923,1286,4230
505,1639,4218
100,1961,4196
-252,2243,4186
-531,2487,4176
-721,2717,4186
-841,2927,4187
-901,3105,4186
-923,3241,4164
-901,3364,4153
-848,3493,4144
-757,3623,4153
-637,3706,4152
-469,3709,4153
-248,3618,4136
36,3450,4120
346,3228,4095
649,2976,4088
903,2710,4083
1118,2458,4088
1293,2250,4072
1442,2113,4055
1557,2036,4031
1658,1984,4022
1759,1923,4007
1875,1854,3990
1989,1776,3953
2091,1682,3924
2177,1560,3898
2271,1423,3891
2386,1266,3877
2523,1078,3859
2658,857,3821
2776,647,3793
2861,486,3770
2920,388,3761
2946,329,3742
2956,302,3728
2952,297,3707
2956,302,3695
2966,278,3675
2992,216,3663
3023,138,3643
3064,86,3630
3098,53,3608
3136,0,3597
3188,-98,3579
3280,-216,3564
3392,-327,3539
3497,-431,3532
3559,-531,3529
3605,-604,3532
3651,-646,3513
3713,-690,3499
3767,-770,3490
3821,-863,3499
3863,-927,3499
3893,-949,3499
3877,-941,3493
3821,-906,3499
3739,-843,3498
3677,-776,3499
3645,-739,3491
3641,-733,3499
3621,-728,3510
3569,-690,3532
3479,-614,3535
3389,-518,3532
3307,-437,3520
3244,-388,3532
3184,-356,3548
3136,-302,3564
3086,-219,3560
3028,-129,3564
2942,-48,3575
2848,43,3597
2750,154,3599
2668,259,3597
2597,333,3590
2559,388,3597
2531,449,3596
2487,518,3597
2400,593,3591
2307,690,3597
2234,805,3596
2199,906,3597
2165,974,3590
2127,1035,3597
2072,1106,3600
2019,1164,3597
1968,1190,3575
1947,1208,3564
1952,1237,3561
1983,1251,3564
2014,1208,3546
2055,1121,3532
2102,1029,3524
2163,949,3532
2208,875,3519
2235,819,3499
2244,791,3472
2271,776,3466
2317,744,3463
2379,690,3466
2423,636,3452
2451,604,3434
2456,596,3408
2451,604,3401
2431,621,3399
2415,647,3401
2395,674,3383
2379,690,3368
2364,693,3358
2379,690,3368
2413,680,3371
2451,647,3368
2474,588,3348
2523,518,3336
2614,442,3326
2740,345,3336
2852,219,3338
2956,86,3336
3058,-29,3314
3172,-129,3303
3272,-224,3296
3353,-302,3303
3397,-338,3300
3425,-345,3303
3445,-363,3299
3497,-431,3303
3567,-548,3305
3641,-690,3336
3685,-832,3378
3713,-949,3434
3714,-1025,3476
3677,-1035,3532
3581,-986,3592
3461,-906,3663
3351,-855,3719
3280,-863,3793
3232,-932,3882
3208,-1035,3990
3215,-1177,4083
3280,-1380,4186
3402,-1677,4293
3569,-2027,4415
3727,-2323,4516
3821,-2415,4611
3785,-2215,4690
3605,-1725,4774
3303,-1036,4841
2956,-259,4905
2623,488,4953
2343,1121,5003
2098,1598,5038
1875,1941,5069
1660,2186,5082
1478,2372,5101
1324,2512,5114
1190,2631,5134
1047,2741,5136
901,2846,5134
762,2926,5115
649,2976,5101
562,2999,5079
505,3019,5069
463,3039,5049
433,3062,5036
395,3082,5013
360,3105,5003
333,3128,4987
324,3148,4971
313,3163,4933
288,3191,4905
248,3231,4880
216,3278,4873
197,3303,4845
180,3321,4807
146,3336,4750
108,3364,4709
82,3386,4670
72,3407,4644
60,3421,4606
36,3450,4578
0,3488,4542
-36,3536,4513
-64,3568,4472
-72,3579,4447
-61,3562,4426
-36,3536,4415
-6,3498,4382
36,3450,4349
86,3372,4318
144,3278,4317
208,3168,4317
288,3062,4317
379,2952,4278
469,2846,4218
552,2736,4141
649,2631,4088
760,2509,4048
865,2372,4022
943,2226,3984
1009,2113,3957
1080,2038,3934
1154,1984,3924
1212,1919,3894
1262,1854,3859
1312,1789,3817
1370,1725,3793
1424,1651,3764
1478,1596,3728
1531,1554,3672
1586,1509,3630
1636,1441,3594
1694,1380,3564
1763,1335,3515
1838,1294,3466
1899,1228,3413
1947,1164,3368
1992,1118,3314
2055,1078,3270
2127,1014,3222
2199,949,3172
2245,911,3102
2271,906,3041
2284,893,2989
2307,863,2943
2328,829,2877
2343,819,2812
2341,834,2755
2343,863,2714
2345,886,2665
2343,906,2616
2324,924,2562
2307,949,2518
2299,962,2475
2307,949,2453
2317,907,2436
2343,863,2420
2376,822,2384
2415,776,2355
2445,714,2333
2487,647,2322
2539,582,2292
2596,518,2256
2632,447,2226
2668,388,2224
2703,356,2226
2740,345,2224
2758,329,2204
2776,302,2191
2792,273,2185
2812,259,2191
2814,255,2190
2812,259,2191
2798,258,2188
2776,259,2191
2734,268,2188
2704,302,2191
2693,349,2190
2704,388,2191
2707,397,2186
2704,388,2191
2687,379,2203
2668,388,2224
2642,408,2228
2632,431,2224
2630,452,2215
2632,474,2224
2614,496,2239
2596,518,2256
2575,537,2258
2559,561,2256
2535,584,2252
2523,604,2256
2521,620,2255
2523,647,2256
2497,687,2253
2451,733,2256
2392,774,2255
2343,819,2256
2298,880,2254
2271,949,2256
2259,993,2255
2271,992,2256
2276,964,2253
2271,949,2256
2256,942,2255
2271,906,2256
2315,823,2253
2379,733,2256
2432,665,2256
2487,604,2256
2542,531,2250
2596,474,2256
2621,449,2270
2632,431,2289
2639,388,2292
2668,345,2289
2693,333,2283
2704,345,2289
2687,347,2300
2668,345,2322
2646,358,2340
2632,388,2355
2611,412,2355
2596,431,2355
2577,451,2352
2559,474,2355
2534,494,2352
2523,518,2355
2522,542,2354
2523,561,2355
2506,562,2341
2487,561,2322
2477,574,2300
2487,604,2289
2492,618,2276
2487,604,2256
2468,584,2222
2451,604,2191
2421,666,2159
2379,733,2126
2330,777,2076
2307,819,2027
2295,881,1987
2271,949,1962
2213,997,1931
2163,1035,1897
2135,1079,1857
2127,1121,1831
2105,1136,1811
2091,1121,1799
2097,1098,1779
2127,1078,1766
2146,1046,1759
2163,992,1766
2187,924,1768
2235,863,1766
2286,804,1757
2343,733,1766
2396,656,1782
2451,604,1799
2491,582,1797
2523,561,1799
2542,516,1808
2559,474,1831
2564,463,1849
2559,474,1864
2540,476,1876
2523,474,1897
2504,487,1913
2487,518,1929
2465,543,1941
2451,561,1962
2446,577,1980
2451,604,1995
2442,628,2002
2415,647,2027
2373,662,2061
2343,690,2093
2322,731,2106
2307,776,2126
2284,807,2156
2271,819,2191
2266,820,2206
2271,819,2224
2268,818,2251
2271,819,2289
2274,830,2309
2271,863,2322
2242,907,2333
2199,949,2355
2155,973,2370
2127,992,2387
2116,1011,2403
2127,1035,2420
2145,1045,2422
2163,1035,2420
2194,990,2415
2271,906,2420
2385,769,2420
2487,604,2420
2530,447,2415
2523,345,2420
2479,286,2422
2379,259,2420
2168,283,2401
1838,431,2387
1429,717,2381
1009,1078,2387
611,1420,2378
252,1725,2355
-66,2010,2316
-324,2286,2289
-522,2524,2269
-649,2717,2256
-717,2874,2237
-721,3019,2224
-681,3152,2207
-613,3278,2191
-539,3382,2167
-433,3450,2158
-273,3449,2157
-36,3364,2158
244,3197,2141
541,2976,2126
809,2733,2118
1045,2501,2126
1239,2304,2125
1406,2156,2126
1541,2055,2123
1658,1984,2126
1761,1920,2122
1875,1854,2126
1998,1776,2127
2127,1682,2126
2241,1561,2108
2343,1423,2093
2443,1274,2085
2559,1121,2093
2676,954,2095
2776,776,2093
2839,604,2087
2884,474,2093
2920,393,2097
2956,345,2093
2977,301,2073
2992,259,2060
3003,216,2056
3028,173,2060
3057,115,2057
3100,43,2060
3147,-40,2062
3208,-129,2060
3272,-220,2042
3353,-302,2027
3438,-383,2022
3533,-474,2027
3612,-573,2026
3677,-647,2027
3716,-692,2028
3749,-733,2027
3768,-783,2010
3785,-819,1995
3795,-835,1989
3821,-863,1995
3846,-915,1984
3857,-949,1962
3828,-924,1936
3785,-863,1929
3742,-812,1930
3713,-776,1929
3677,-748,1912
3641,-733,1897
3601,-728,1889
3569,-690,1897
3521,-606,1898
3461,-518,1897
3383,-467,1890
3316,-431,1897
3257,-374,1910
3208,-302,1929
3142,-240,1934
3064,-173,1929
2970,-74,1919
2884,43,1929
2802,142,1948
2740,216,1962
2681,280,1958
2632,345,1962
2566,419,1976
2487,518,1995
2390,646,1995
2307,776,1995
2239,880,2004
2199,949,2027
2171,986,2035
2163,992,2027
2149,983,2015
2127,992,2027
2092,1023,2047
2091,1035,2060
2129,991,2055
2199,906,2060
2257,814,2076
2307,733,2093
2345,671,2090
2379,647,2093
2396,651,2107
2415,647,2126
2443,608,2125
2487,561,2126
2516,532,2137
2523,518,2158
2506,504,2161
2487,518,2158
2466,563,2155
2451,604,2158
2440,596,2154
2451,561,2158
2472,542,2171
2487,561,2191
2464,598,2193
2415,647,2191
2363,695,2187
2343,733,2191
2351,743,2188
2379,733,2191
2402,712,2189
2415,690,2191
2405,675,2183
2379,690,2191
2337,732,2204
2307,776,2224
2295,788,2222
2307,776,2224
2305,775,2229
2271,819,2256
2198,901,2289
2127,992,2355
2076,1064,2439
2055,1121,2551
2036,1168,2664
2019,1208,2812
1997,1234,2988
1983,1251,3205
1963,1256,3433
1947,1251,3695
1933,1232,3967
1947,1208,4251
1987,1161,4519
2055,1078,4807
2118,974,5102
2163,906,5396
2180,896,5629
2199,906,5821
2227,879,5988
2271,819,6181
2310,763,6368
2343,733,6540
2354,723,6672
2343,733,6802
2306,754,6921
2271,776,7031
2244,792,7100
2235,819,7162
2229,849,7211
2235,863,7260
2240,853,7275
2235,863,7292
2202,904,7305
2163,949,7325
2131,958,7312
2127,949,7292
2137,946,7265
2163,949,7260
2175,943,7242
2163,949,7227
2122,982,7191
2091,1035,7162
2083,1068,7110
2091,1078,7064
2091,1075,7004
2091,1078,6965
2093,1076,6915
2091,1078,6867
2073,1088,6796
2055,1121,6736
2058,1154,6668
2091,1164,6606
2140,1121,6518
2199,1035,6442
2259,911,6365
2307,776,6311
2309,653,6242
2235,604,6181
2055,656,6107
1766,819,6050
1379,1065,5978
937,1380,5919
484,1726,5856
72,2070,5821
-284,2381,5782
-577,2674,5755
-813,2948,5715
-973,3191,5690
-1052,3380,5654
-1045,3536,5625
-989,3674,5581
-901,3795,5559
-805,3878,5538
-685,3924,5527
-532,3920,5491
-324,3838,5461
-73,3658,5424
216,3407,5396
510,3126,5346
793,2846,5298
1033,2586,5241
1226,2372,5200
1363,2218,5147
1478,2113,5101
1594,2025,5047
1730,1941,5003
1866,1855,4940
1983,1768,4873
2073,1666,4795
2163,1553,4742
2265,1426,4692
2379,1294,4644
2487,1136,4572
2596,949,4513
2704,743,4458
2812,561,4415
2896,414,4349
2956,302,4284
2994,214,4214
3028,173,4153
3051,169,4081
3064,173,4022
3061,153,3968
3064,129,3924
3074,114,3858
3100,86,3793
3129,26,3732
3172,-43,3695
3220,-104,3649
3280,-173,3597
3342,-273,3535
3425,-388,3499
3515,-497,3468
3605,-604,3434
3666,-707,3376
3713,-776,3336
3748,-801,3312
3785,-819,3303
3806,-863,3270
3821,-906,3237
3824,-915,3212
3821,-906,3205
3793,-906,3186
3749,-906,3172
3691,-876,3153
3641,-819,3139
3588,-757,3114
3533,-690,3107
3460,-608,3106
3389,-518,3107
3314,-443,3085
3244,-388,3074
3168,-334,3072
3100,-259,3074
3028,-171,3054
2956,-86,3041
2875,-5,3038
2812,86,3041
2757,181,3023
2704,259,3009
2629,318,3004
2559,388,3009
2498,480,2992
2451,561,2976
2393,607,2968
2343,647,2976
2301,720,2964
2271,819,2943
2222,914,2918
2163,992,2910
2098,1062,2898
2055,1121,2878
2016,1166,2841
1983,1208,2812
1940,1255,2789
1911,1294,2780
1897,1304,2763
1911,1294,2747
1927,1277,2726
1947,1251,2714
1969,1198,2697
2019,1121,2682
2087,1034,2660
2163,949,2649
2221,874,2632
2271,819,2616
2309,777,2592
2343,733,2583
2361,682,2581
2379,647,2583
2395,638,2567
2415,647,2551
2420,649,2540
2415,647,2551
2396,657,2555
2379,690,2551
2358,722,2529
2343,733,2518
2324,726,2513
2307,733,2518
2285,756,2516
2271,776,2518
2264,776,2516
2271,776,2518
2274,792,2513
2271,819,2518
2252,839,2518
2235,863,2518
2216,901,2507
2199,949,2518
2175,979,2545
2163,992,2583
2159,993,2601
2163,992,2616
2150,986,2628
2127,992,2649
2090,1022,2659
2055,1078,2682
2015,1144,2717
1983,1208,2780
1946,1258,2841
1911,1294,2910
1877,1316,2980
1875,1337,3074
1891,1348,3177
1911,1337,3303
1908,1298,3428
1911,1251,3564
1933,1207,3701
1983,1164,3859
2034,1105,4011
2091,1035,4153
2146,964,4266
2199,906,4382
2225,856,4496
2235,819,4611
2243,793,4696
2271,776,4774
2297,755,4841
2307,733,4905
2289,720,4940
2271,733,4971
2264,757,4998
2271,776,5036
2261,787,5056
2235,819,5069
2204,868,5065
2199,906,5069
2203,908,5065
2199,906,5069
2175,922,5055
2163,949,5036
2163,955,4997
2163,949,4971
2142,958,4947
2127,992,4938
2124,1023,4909
2127,1035,4873
2109,1031,4817
2091,1035,4774
2086,1052,4733
2091,1078,4709
2079,1100,4676
2055,1121,4644
2033,1140,4592
2019,1164,4546
1999,1186,4491
1983,1208,4447
1993,1206,4394
2055,1164,4349
2158,1057,4296
2271,906,4251
2352,739,4196
2379,604,4153
2341,509,4111
2235,474,4088
2045,510,4054
1766,647,4022
1397,885,3980
973,1208,3957
538,1558,3936
144,1898,3924
-193,2195,3900
-469,2458,3891
-688,2687,3887
-829,2889,3891
-896,3054,3874
-901,3191,3859
-880,3315,3847
-829,3450,3859
-756,3579,3863
-649,3666,3859
-504,3666,3836
-288,3579,3826
-15,3427,3821
288,3234,3826
569,3008,3812
829,2760,3793
1061,2521,3769
1262,2329,3761
1405,2198,3746
1514,2113,3728
1615,2046,3692
1730,1984,3663
1843,1908,3628
1947,1811,3597
2045,1687,3557
2163,1553,3532
2302,1409,3512
2451,1251,3499
2576,1061,3467
2668,863,3434
2737,687,3396
2812,561,3368
2878,466,3332
2920,388,3303
2933,325,3268
2956,302,3237
2983,306,3197
2992,302,3172
2964,264,3153
2956,216,3139
2994,174,3106
3064,129,3074
3117,55,3039
3172,-43,3009
3249,-149,2968
3353,-259,2943
3446,-374,2925
3533,-474,2910
3609,-548,2875
3677,-604,2845
3717,-667,2822
3749,-733,2812
3772,-788,2792
3785,-819,2780
3769,-830,2774
3749,-819,2780
3729,-797,2766
3713,-776,2747
3677,-760,2723
3641,-733,2714
3604,-690,2708
3569,-647,2714
3515,-623,2716
3461,-604,2714
3405,-559,2694
3353,-474,2682
3282,-379,2675
3208,-302,2682
3132,-242,2680
3064,-173,2682
2989,-85,2679
2920,0,2682
2846,66,2677
2776,129,2682
2697,210,2683
2632,302,2682
2573,390,2661
2523,474,2649
2456,562,2644
2379,647,2649
2297,728,2645
2235,819,2649
2178,930,2651
2127,1035,2649
2065,1099,2627
2019,1121,2616
1988,1134,2615
1983,1164,2616
1979,1199,2596
1983,1208,2583
1989,1176,2581
2019,1121,2583
2064,1061,2565
2127,992,2551
2184,906,2547
2235,819,2551
2270,758,2533
2307,733,2518
2342,719,2513
2379,690,2518
2401,643,2503
2415,604,2485
2416,590,2475
2415,604,2485
2401,625,2488
2379,647,2485
2352,665,2478
2343,690,2485
2342,714,2488
2343,733,2485
2336,737,2466
2343,733,2453
2352,726,2446
2343,733,2453
2302,751,2452
2271,776,2453
2266,798,2448
2271,819,2453
2253,840,2451
2235,863,2453
2231,883,2447
2235,906,2453
2218,928,2452
2199,949,2453
2181,966,2444
2163,992,2453
2124,1031,2465
2091,1078,2485
2071,1122,2495
2055,1164,2518
2006,1206,2546
1947,1251,2583
1908,1295,2617
1911,1337,2682
1917,1356,2770
1911,1337,2878
1896,1288,2970
1911,1251,3074
1945,1234,3193
1983,1208,3336
2007,1134,3474
2055,1035,3630
2127,952,3791
2199,906,3957
2227,879,4092
2235,863,4218
2246,843,4342
2271,819,4480
2278,791,4601
2271,776,4709
2262,775,4792
2271,776,4873
2276,768,4938
2271,776,5003
2250,811,5054
2235,863,5101
2218,894,5123
2199,906,5134
2173,917,5127
2163,949,5134
2163,980,5145
2163,992,5167
2142,985,5169
2127,992,5167
2123,1016,5148
2127,1035,5134
2111,1034,5112
2091,1035,5101
2081,1054,5083
2091,1078,5069
2097,1081,5035
2091,1078,5003
2073,1089,4964
2055,1121,4938
2035,1147,4903
2019,1164,4873
2018,1169,4823
2055,1164,4774
2122,1121,4715
2199,1035,4676
2270,908,4639
2343,776,4611
