III,V,PLETH,RESP
7119,15092,2371,531
7044,15136,2352,514
7008,15211,2339,499
6948,15340,2332,483
7008,15451,2339,467
7194,15348,2338,448
7341,15211,2339,434
7281,15152,2335,426
7230,15211,2339,418
7414,15272,2337,403
7786,15451,2339,386
7989,15617,2336,369
7898,15571,2339,354
7665,15216,2337,336
7564,14972,2339,322
7578,15000,2336,313
7564,15092,2339,306
7395,14857,2336,292
7230,14493,2339,274
7256,14291,2336,255
7564,14373,2339,241
7959,14487,2336,228
8231,14612,2339,209
8214,14727,2336,184
8009,14852,2339,161
7824,14856,2337,143
7898,14852,2339,129
8151,14848,2336,108
8343,14852,2339,80
8252,14735,2337,52
8009,14612,2339,32
7814,14509,2335,23
7786,14493,2339,16
7798,14494,2339,7
7786,14612,2339,0
7740,14761,2322,-2
7786,14852,2307,0
7952,14708,2297,1
8231,14493,2307,0
8467,14374,2312,-1
8565,14493,2307,0
8474,14616,2284,0
8343,14612,2275,0
8283,14482,2273,0
8343,14493,2275,0
8355,14590,2256,0
8231,14612,2243,0
7976,14434,2235,0
7786,14373,2243,0
7735,14555,2239,0
7786,14852,2243,0
7761,14922,2257,0
7675,14852,2307,0
7668,14792,2365,0
7898,14852,2435,0
8171,14870,2502,0
8231,14852,2595,0
8032,14715,2706,0
7898,14493,2851,0
7945,14236,3003,0
8009,14253,3172,0
7888,14531,3348,0
7786,14852,3556,0
7882,14936,3768,0
8120,14972,3973,0
8266,15079,4137,0
8343,15211,4293,0
8355,15104,4444,0
8231,14852,4613,0
7916,14595,4773,0
7675,14493,4934,0
7641,14479,5079,0
7675,14612,5222,0
7563,14771,5338,0
7453,14852,5446,0
7468,14724,5538,0
7564,14612,5638,0
7626,14648,5723,0
7786,14852,5799,0
7988,14967,5846,0
8009,14972,5895,0
7799,14884,5937,0
7786,14852,5991,0
8127,14828,6025,0
8454,14852,6055,0
8334,14839,6066,0
8009,14852,6087,0
7882,14872,6099,0
8009,14972,6119,0
8094,14980,6118,0
8120,14852,6119,0
8169,14630,6108,0
8231,14612,6119,0
8153,14752,6130,0
8009,14852,6151,0
7880,14713,6149,0
7786,14612,6151,0
7675,14721,6143,0
7675,14972,6151,0
7790,14998,6147,0
7898,14852,6151,0
7872,14799,6144,0
7898,15092,6151,0
8084,15420,6148,0
8343,15451,6151,0
8433,15105,6133,0
8343,14852,6119,0
8068,14981,6093,0
7675,15451,6087,0
7322,15842,6071,0
7341,16050,6055,0
7666,16143,6017,0
7898,16289,5991,0
7786,16299,5958,0
7675,16050,5927,0
7833,15534,5872,0
8120,15092,5831,0
8247,14872,5793,0
8343,14852,5767,0
8502,14704,5708,0
8565,14373,5638,0
8343,14020,5561,0
8120,14014,5510,0
8151,14274,5451,0
8343,14493,5382,0
8418,14311,5282,0
8454,13894,5190,0
8544,13500,5101,0
8565,13415,5030,0
8289,13605,4938,0
7898,14014,4838,0
7670,14295,4727,0
7675,14253,4645,0
7690,13955,4566,0
7675,13894,4485,0
7690,14137,4379,0
7898,14373,4293,0
8139,14242,4221,0
8231,14014,4165,0
8045,13934,4093,0
7786,14014,4037,0
7494,14048,3986,0
7119,14253,3941,0
6659,14796,3870,0
6340,15571,3812,0
6074,16107,3771,0
5784,16289,3748,0
5907,16192,3702,0
6896,15930,3652,0
7732,15268,3607,0
7008,14253,3588,0
5660,13324,3559,0
6896,13175,3524,0
11758,13772,3481,0
17130,14493,3460,0
19436,14703,3443,0
18910,14612,3428,0
18067,14628,3393,0
17909,14852,3364,0
17392,14861,3330,0
15906,14493,3300,0
13873,13817,3259,0
11791,13175,3236,0
9861,12800,3219,0
8565,12936,3204,0
8140,13400,3167,0
8120,13894,3140,0
7829,14187,3120,0
7341,14493,3108,0
7074,14781,3073,0
7119,14852,3043,0
7142,14534,3022,0
7008,14253,3011,0
6772,14309,2981,0
6563,14612,2947,0
6386,14715,2920,0
6340,14612,2915,0
6403,14503,2904,0
6563,14612,2883,0
6652,14798,2847,0
6674,14972,2819,0
6636,14978,2796,0
6674,14852,2787,0
6795,14615,2771,0
7008,14493,2755,0
7142,14501,2732,0
7119,14612,2723,0
6970,14689,2720,0
6896,14852,2723,0
6908,15114,2710,0
6896,15451,2691,0
6766,15612,2667,0
6674,15571,2659,0
6728,15361,2657,0
6896,15211,2659,0
7000,15116,2645,0
7008,15092,2627,0
6897,15050,2604,0
6674,15092,2595,0
6367,15140,2591,0
6229,15211,2595,0
6432,15298,2583,0
6896,15571,2563,0
7235,15857,2536,0
7230,15930,2531,0
6967,15669,2533,0
6785,15451,2531,0
6806,15452,2510,0
6896,15571,2499,0
6772,15511,2497,0
6452,15451,2499,0
6185,15583,2480,0
6229,15930,2467,0
6444,16147,2463,0
6563,16169,2467,0
6477,16063,2450,0
6452,16050,2435,0
6666,16087,2427,0
7008,16169,2435,0
7107,16178,2433,0
6896,16169,2435,0
6638,16130,2434,0
6674,16169,2435,0
6902,16197,2417,0
7008,16169,2403,0
6835,15953,2395,0
6674,15690,2403,0
6750,15511,2402,0
7008,15571,2403,0
7174,15647,2408,0
7230,15571,2435,0
7267,15308,2466,0
7341,15211,2499,0
7330,15356,2517,0
7230,15571,2531,0
7110,15490,2531,0
7119,15211,2531,0
7276,14960,2526,0
7564,14972,2531,0
7786,15096,2532,0
7786,15211,2531,0
7546,15146,2513,0
7341,14972,2499,0
7354,14724,2490,0
7564,14612,2499,0
7734,14652,2502,0
7786,14852,2499,0
7753,15010,2480,0
7786,15092,2467,0
7917,15037,2459,0
8120,14972,2467,0
8209,14883,2470,0
8120,14852,2467,0
7962,14821,2447,0
8009,14852,2435,0
8227,14853,2428,0
8343,14852,2435,0
8117,14806,2435,0
7786,14852,2435,0
7682,14955,2421,0
7898,15092,2403,0
8121,15079,2378,0
8120,14972,2371,0
7883,14836,2370,0
7675,14852,2371,0
7670,14922,2352,0
7898,14972,2339,0
8116,14895,2331,0
8120,14852,2339,0
7826,14869,2335,0
7453,14972,2339,0
7235,15028,2345,0
7341,15092,2371,0
7657,15104,2395,0
8009,15092,2435,0
8202,14994,2484,0
8231,14972,2563,0
8098,15047,2650,0
7898,15211,2755,0
7710,15227,2866,0
7675,15092,3011,0
7733,14887,3177,0
7786,14852,3364,0
7790,14907,3538,0
7898,14972,3716,0
8065,14973,3896,0
8120,15092,4101,0
7949,15224,4299,0
7786,15211,4485,0
7762,14970,4634,0
7786,14852,4773,0
7674,14953,4899,0
7564,15092,5030,0
7611,14976,5143,0
7786,14852,5254,0
7848,14941,5349,0
7786,15211,5446,0
7726,15300,5526,0
7786,15211,5606,0
7833,15053,5670,0
7786,14972,5735,0
7677,14878,5782,0
7675,14852,5831,0
7743,14873,5863,0
7786,14972,5895,0
7771,15064,5907,0
7898,15211,5927,0
8159,15221,5938,0
8343,14972,5959,0
8206,14530,5968,0
7898,14373,5991,0
7646,14581,6004,0
7564,14852,6023,0
7537,14785,6020,0
7564,14612,6023,0
7648,14617,6016,0
7786,14852,6023,0
7861,14986,6017,0
7898,14972,6023,0
7937,14812,6018,0
8009,14612,6023,0
7957,14384,6015,0
7786,14373,6023,0
7705,14582,6021,0
8009,14852,6023,0
8495,14903,6001,0
8676,14852,5991,0
8299,14798,5981,0
7786,14852,5991,0
7572,15018,5979,0
7675,15451,5959,0
7770,15937,5918,0
7786,16169,5895,0
7756,16055,5872,0
7675,16050,5863,0
7474,16253,5832,0
7341,16289,5799,0
7418,15735,5746,0
7675,14972,5703,0
7911,14513,5649,0
8120,14493,5606,0
8274,14519,5553,0
8343,14493,5510,0
8301,14457,5449,0
8343,14493,5382,0
8514,14419,5295,0
8676,14253,5222,0
8599,13996,5142,0
8343,13774,5062,0
8041,13573,4958,0
7786,13534,4870,0
7525,13614,4785,0
7341,13774,4709,0
7339,13847,4610,0
7564,13894,4517,0
7816,13918,4428,0
8009,14014,4357,0
8131,14108,4272,-1
8343,14253,4197,0
8535,14345,4124,4
8565,14373,4069,16
8337,14272,4001,33
8120,14253,3941,48
8027,14449,3881,58
7898,14972,3844,64
7378,15643,3807,71
6563,16289,3780,80
5892,16607,3745,94
5784,16529,3716,113
6061,16080,3677,131
6229,15451,3652,145
5999,14567,3630,152
6007,13534,3620,161
7437,12765,3592,176
10901,12936,3556,193
15294,13917,3512,203
18576,14852,3492,209
19576,14920,3477,221
19021,14493,3460,241
18251,14437,3422,261
17686,15092,3396,274
16615,15620,3377,280
14572,15211,3364,290
12005,13925,3328,305
9900,12816,3300,322
8732,12594,3279,333
8343,13175,3268,338
8261,13865,3235,343
8231,14373,3204,354
8096,14660,3178,370
7786,14852,3172,386
7284,14878,3156,396
6785,14852,3140,402
6428,14754,3118,408
6229,14612,3108,418
6100,14435,3089,428
6118,14493,3076,434
6269,14749,3056,434
6452,14972,3043,434
6438,14916,3023,439
6340,14852,3011,450
6308,14935,2995,461
6452,15092,2979,467
6601,15055,2955,467
6674,14972,2947,467
6619,14938,2946,467
6563,14972,2947,467
6599,14963,2930,465
6785,15092,2915,467
6938,15321,2898,468
6896,15451,2883,467
6654,15240,2859,458
6452,14972,2851,450
6341,14872,2851,448
6229,14972,2851,450
6075,15026,2831,451
6118,15092,2819,450
6410,15162,2817,450
6674,15211,2819,450
6566,15112,2800,450
6229,15092,2787,450
6045,15260,2784,451
6229,15571,2787,450
6564,15677,2769,448
6785,15571,2755,450
6742,15404,2750,458
6563,15451,2755,467
6446,15595,2739,468
6563,15690,2723,467
6761,15616,2715,470
6785,15571,2723,483
6519,15562,2713,494
6229,15571,2691,499
6135,15538,2664,495
6229,15690,2659,499
6307,15967,2659,512
6340,16169,2659,531
6343,16106,2642,546
6340,16050,2627,563
6310,16100,2617,584
6340,16169,2627,611
6403,16099,2633,639
6452,16169,2627,676
6501,16412,2604,716
6674,16529,2595,756
6781,16134,2595,791
6563,15571,2595,837
6162,15325,2576,892
6229,15571,2563,949
6914,15863,2559,994
7564,15930,2563,1046
7470,15738,2548,1107
6896,15571,2531,1175
6572,15504,2512,1229
6785,15571,2499,1287
7087,15566,2476,1349
7119,15451,2467,1416
6945,15218,2466,1474
6896,15092,2467,1545
7039,15096,2448,1629
7230,15211,2435,1722
7241,15201,2430,1799
7119,15092,2435,1882
7084,15009,2420,1979
7341,15211,2403,2092
7687,15497,2393,2192
7786,15571,2403,2285
7527,15272,2406,2373
7230,14972,2403,2478
7132,14843,2395,2582
7230,14852,2403,2687
7368,14863,2408,2781
7564,15092,2403,2880
7749,15440,2380,2975
7786,15571,2371,3073
7599,15226,2370,3165
7453,14852,2371,3266
7545,14790,2352,3363
7786,14972,2339,3459
7846,15004,2335,3548
7675,14972,2339,3652
7443,15005,2322,3755
7341,15092,2307,3845
7292,14978,2299,3907
7230,14852,2307,3974
7193,14984,2296,4044
7341,15451,2275,4103
7598,15776,2248,4113
7786,15690,2243,4103
7793,15329,2240,4093
7786,15211,2243,4103
7821,15354,2236,4103
7786,15451,2243,4103
7531,15245,2252,4097
7230,15092,2275,4103
7079,15202,2296,4101
7119,15451,2339,4103
7174,15489,2392,4098
7230,15451,2467,4103
7323,15452,2547,4099
7453,15451,2659,4103
7427,15253,2792,4098
7230,15092,2947,4103
7036,15101,3098,4099
7119,15211,3268,4103
7392,15157,3449,4098
7564,15092,3652,4103
7438,15123,3844,4098
7230,15211,4037,4103
7151,15112,4213,4098
7230,14972,4389,4103
7325,14943,4548,4098
7453,15092,4709,4103
7565,15187,4849,4098
7564,15211,4966,4103
7377,15145,5044,4098
7230,15092,5126,4103
7272,15033,5216,4098
7453,15092,5318,4103
7573,15172,5390,4098
7675,15211,5446,4103
7832,15123,5488,4098
8009,15092,5542,4103
7964,15072,5589,4098
7675,14972,5638,4103
7340,14718,5671,4098
7230,14612,5703,4103
7261,14707,5716,4098
7230,14852,5735,4103
7093,14823,5745,4098
7119,14852,5767,4103
7348,15027,5777,4098
7564,15211,5799,4103
7570,15098,5811,4098
7564,14852,5831,4103
7651,14650,5830,4098
7675,14612,5831,4103
7445,14672,5820,4098
7230,14972,5831,4103
7325,15341,5832,4098
7675,15451,5831,4103
7871,15066,5806,4098
7786,14612,5799,4103
7574,14455,5795,4098
7453,14612,5799,4103
7355,14748,5777,4098
7230,14852,5767,4103
7124,14920,5760,4098
7230,14972,5767,4103
7511,14980,5749,4098
7786,15211,5735,4103
7858,15647,5714,4098
7786,16050,5703,4103
7636,16147,5668,4098
7453,16169,5638,4103
7247,16251,5603,4098
7230,16289,5574,4103
7492,15969,5523,4098
7898,15451,5478,4103
8093,15021,5427,4098
8009,14852,5382,4103
7844,14663,5314,4098
7898,14373,5254,4103
8130,14132,5197,4098
8343,14253,5158,4103
8369,14498,5098,4098
8343,14493,5030,4103
8378,14154,4944,4098
8454,14014,4870,4103
8375,14175,4787,4098
8120,14253,4709,4103
7786,13888,4614,4098
7564,13534,4517,4103
7495,13546,4411,4098
7564,13774,4325,4103
7635,13857,4242,4098
7675,14014,4165,4103
7645,14282,4067,4098
7675,14373,3973,4103
7733,14096,3880,4098
7786,14014,3812,4103
7701,14301,3744,4098
7564,14493,3684,4103
7385,14239,3614,4098
7119,14253,3556,4103
6558,15020,3498,4098
5784,16050,3460,4103
5141,16503,3422,4098
5117,16529,3396,4103
5733,16478,3361,4098
6452,16169,3332,4103
6506,15125,3296,4098
6007,13774,3268,4103
6221,12900,3231,4098
8565,12936,3204,4103
12748,13617,3178,4098
16796,14612,3172,4103
18883,15352,3160,4098
19021,15451,3140,4103
18323,15082,3100,4098
17575,15092,3076,4103
16740,15621,3058,4098
15684,15930,3043,4103
14330,15328,3008,4098
12681,14373,2979,4103
10866,13882,2959,4098
9344,14014,2947,4103
8343,14189,2915,4098
7675,14253,2883,4103
7066,14346,2858,4098
6674,14612,2851,4103
6672,14794,2836,4098
6896,14852,2819,4103
6975,14831,2798,4098
6896,14852,2787,4103
6836,14739,2770,4098
6896,14493,2755,4103
6928,14264,2734,4098
6896,14373,2723,4103
6778,14676,2706,4098
6674,14852,2691,4103
6564,14673,2668,4098
6563,14493,2659,4103
6705,14563,2655,4098
7008,14852,2659,4103
7233,15021,2646,4098
7230,15092,2627,4103
6999,15105,2603,4098
6785,15092,2595,4103
6658,14942,2592,4098
6563,14852,2595,4103
6469,14880,2582,4098
6563,14972,2563,4103
6825,14918,2538,4098
7008,14852,2531,4103
6888,14827,2529,4098
6674,14852,2531,4103
6606,14810,2516,4099
6674,14852,2499,4103
6648,14932,2478,4099
6563,14972,2467,4103
6585,14926,2459,4099
6785,15092,2467,4103
6938,15406,2471,4098
6896,15571,2467,4103
6696,15369,2445,4099
6563,15211,2435,4103
6571,15305,2434,4098
6674,15451,2435,4103
6708,15282,2416,4100
6674,15092,2403,4103
6633,15199,2399,4097
6674,15571,2403,4103
6707,15746,2387,4102
6674,15690,2371,4103
6580,15563,2364,4091
6563,15571,2371,4087
6617,15615,2360,4074
6674,15690,2339,4054
6628,15668,2313,4007
6563,15571,2307,3958
6561,15484,2305,3910
6674,15690,2307,3877
6791,16031,2302,3831
6896,16169,2307,3781
7024,15913,2309,3724
7230,15690,2307,3684
7343,15749,2288,3643
7230,15930,2275,3604
6944,15790,2268,3551
6785,15451,2275,3507
6823,15264,2274,3464
6896,15451,2275,3427
6827,15644,2272,3377
6785,15571,2275,3330
6936,15251,2271,3284
7230,15092,2275,3250
7373,15135,2276,3205
7341,15211,2275,3153
7342,15089,2256,3091
7564,14972,2243,3041
7764,14946,2237,2991
7675,14972,2243,2944
7378,14879,2240,2885
7341,14852,2243,2832
7671,14914,2243,2780
8009,14972,2243,2735
7983,14869,2225,2679
7786,14852,2211,2623
7709,14944,2203,2563
7786,14972,2211,2510
7827,14748,2211,2451
7898,14612,2211,2397
8066,14709,2206,2344
8231,14852,2211,2301
8171,14728,2211,2252
8009,14612,2211,2204
7970,14753,2205,2151
8120,15092,2211,2108
8204,15235,2213,2061
8120,15211,2211,2011
7977,15165,2191,1951
8009,15211,2179,1899
8157,15176,2174,1849
8231,15092,2179,1802
8086,14988,2166,1744
7898,14972,2146,1689
7804,14949,2123,1638
7786,14972,2114,1593
7655,15008,2109,1542
7453,15092,2114,1496
7300,15062,2113,1454
7341,14972,2114,1416
7556,14918,2106,1367
7898,15092,2114,1319
8134,15271,2134,1275
8120,15211,2179,1239
7958,14849,2221,1199
8009,14612,2275,1158
8248,14670,2336,1116
8343,14852,2435,1078
8131,14781,2554,1037
8009,14612,2691,998
8170,14636,2824,956
8343,14972,2979,917
8195,15197,3148,875
8009,15092,3332,837
8127,14813,3503,796
8454,14852,3684,756
8538,15180,3869,713
8343,15451,4069,676
8108,15335,4249,642
8009,15092,4421,611
7909,14925,4569,578
7786,14852,4709,547
7710,14688,4833,521
7786,14612,4966,499
7914,14700,5086,470
8009,14852,5190,434
7996,14772,5254,398
8009,14612,5318,370
8185,14608,5380,346
8565,14852,5446,322
8821,14983,5490,290
8676,14852,5542,257
8198,14560,5593,230
7898,14493,5638,209
8045,14684,5650,188
8454,14972,5671,161
8657,15049,5699,133
8565,14972,5735,113
8385,14853,5734,98
8343,14852,5735,80
8294,14850,5741,55
8120,14852,5767,32
7925,14821,5768,21
8009,14852,5767,16
8267,14848,5759,8
8343,14852,5767,0
8053,14882,5761,-3
7786,15092,5767,0
7876,15341,5765,1
8231,15451,5767,0
8418,15220,5744,-1
8343,14852,5735,0
8179,14559,5728,0
8120,14493,5735,0
8046,14450,5718,0
7898,14373,5703,0
7745,14326,5680,0
7786,14612,5671,0
7957,15221,5649,0
8120,15930,5638,0
8199,16303,5620,0
8343,16289,5606,0
8490,16080,5571,0
8454,16050,5542,0
8177,16156,5507,0
8009,16169,5478,0
8121,15796,5428,0
8343,15211,5382,0
8406,14718,5330,0
8454,14612,5286,0
8617,14733,5221,0
8787,14852,5158,0
8753,14728,5088,0
8676,14493,5030,0
8712,14285,4952,0
8787,14253,4870,0
8668,14197,4777,0
8454,14014,4709,0
8334,13691,4645,0
8343,13534,4581,0
8277,13615,4495,0
8120,13894,4421,0
7954,14143,4352,0
7898,14373,4293,0
7915,14526,4211,0
8009,14612,4133,0
8040,14538,4058,0
8009,14493,4005,0
7938,14597,3940,0
8009,14852,3876,0
8144,14858,3804,0
8231,14493,3748,0
8119,14067,3692,0
7898,14253,3652,0
7576,15093,3612,0
7119,16050,3588,0
6426,16493,3555,0
5784,16529,3524,0
5677,16420,3484,0
6229,16169,3460,0
6665,15401,3439,0
6452,14253,3428,0
6551,13290,3407,0
8787,13175,3396,0
13167,13877,3380,0
17352,14852,3364,0
19172,15242,3328,0
19021,14852,3300,0
18527,14274,3277,0
18242,14373,3268,0
17435,14886,3249,0
15795,14852,3236,0
13748,13872,3218,0
11791,12936,3204,0
10093,12861,3171,0
8899,13415,3140,0
8256,13793,3113,0
7898,14014,3108,0
7508,14378,3095,0
7230,14852,3076,0
7222,14974,3039,0
7341,14852,3011,0
7282,14808,2989,0
7119,14972,2979,0
7075,15006,2962,0
7230,14852,2947,0
7352,14641,2927,0
7341,14612,2915,0
7201,14692,2897,0
7119,14852,2883,0
7064,14975,2864,0
7008,15092,2851,0
6846,15114,2832,0
6674,15092,2819,0
6549,15000,2801,0
6563,14972,2787,0
6648,14964,2767,0
6785,14972,2755,0
6937,14896,2739,0
7119,14852,2723,0
7198,14825,2700,0
7119,14852,2691,0
6975,14865,2689,0
7008,14972,2691,0
7167,15069,2676,0
7230,15092,2659,0
7091,14978,2639,0
7008,14972,2627,0
7082,15086,2607,0
7119,15211,2595,0
6878,15139,2587,0
6563,15092,2595,0
6448,15268,2596,0
6563,15690,2595,0
6678,15961,2589,0
6785,15930,2595,0
6973,15681,2598,0
7230,15571,2595,0
7303,15612,2575,0
7119,15690,2563,0
6841,15587,2557,0
6785,15451,2563,0
6978,15447,2560,0
7230,15690,2563,0
7273,15899,2563,0
7119,15930,2563,0
6903,15832,2546,0
6785,15930,2531,0
6720,16131,2522,0
6674,16169,2531,0
6627,15862,2533,0
6674,15571,2531,0
6808,15523,2523,0
7008,15690,2531,0
7184,15801,2545,0
7341,15930,2563,0
7425,16055,2564,0
7453,16050,2563,0
7432,15684,2558,0
7453,15211,2563,0
7441,14918,2562,0
7341,14972,2563,0
7195,15175,2558,0
7230,15451,2563,0
7427,15612,2563,0
7564,15571,2563,0
7460,15255,2557,0
7341,14972,2563,0
7401,14907,2566,0
7564,15092,2563,0
7533,15214,2542,0
7341,15211,2531,0
7265,15136,2528,0
7564,15211,2531,0
8092,15351,2515,0
8565,15451,2499,0
8745,15361,2489,0
8676,15211,2499,0
8426,15020,2502,0
8120,14852,2499,0
7854,14658,2480,0
7786,14612,2467,0
7853,14735,2458,0
7898,14972,2467,0
7813,15046,2472,0
7786,14972,2467,0
7914,14869,2445,0
8120,14972,2435,0
8206,15141,2434,0
8231,15211,2435,0
8278,15041,2416,0
8343,14852,2403,0
8267,14772,2398,0
8120,14852,2403,0
8070,14879,2389,0
8231,14852,2371,0
8391,14799,2349,0
8343,14852,2339,0
8050,14878,2320,0
7786,14852,2307,0
7708,14777,2296,0
7786,14852,2307,0
7812,14998,2318,0
7786,15092,2339,0
7820,14972,2359,0
8009,14852,2403,0
8160,14878,2456,0
8120,15092,2531,0
7932,15191,2611,0
7898,15092,2723,0
8093,14879,2855,0
8343,14852,3011,0
8344,14934,3164,0
8120,14972,3332,0
7838,14860,3510,0
7675,14852,3716,0
7587,14937,3922,0
7564,14972,4133,0
7583,14838,4325,0
7675,14852,4517,0
7749,15057,4693,0
7786,15211,4870,0
7768,15034,5031,0
7786,14852,5190,0
7836,14906,5324,0
7898,15092,5446,0
7861,15032,5543,0
7786,14852,5638,0
7796,14767,5719,0
8009,14852,5799,0
8232,14866,5851,0
8231,14852,5895,0
7938,14867,5921,0
7675,14972,5959,0
7707,15000,5990,0
8009,14972,6023,0
8203,14823,6035,0
8120,14612,6055,0
7912,14376,6066,0
7898,14373,6087,0
8012,14584,6095,0
8009,14852,6119,0
7815,14901,6134,0
7786,14852,6151,0
8085,14812,6144,0
8454,14852,6151,0
8450,14775,6160,0
8120,14612,6183,0
7808,14419,6182,0
7786,14373,6183,0
7919,14434,6175,0
8009,14612,6183,0
7900,14754,6177,0
7675,14852,6183,0
7497,14883,6179,0
7564,14972,6183,0
7739,14976,6164,0
7786,14852,6151,0
7657,14716,6128,0
7675,14972,6119,0
7913,15548,6097,0
8120,16050,6087,0
8050,16148,6068,0
7898,16169,6055,0
7797,16347,6020,0
7675,16529,5991,0
7491,16273,5954,0
7564,15690,5927,0
7964,15126,5879,0
8343,14852,5831,0
8348,14673,5773,0
8231,14493,5735,0
8290,14297,5688,0
8454,14253,5638,0
8429,14295,5558,0
8343,14373,5478,0
8440,14338,5391,0
8676,14253,5318,0
8661,14105,5234,0
8343,14014,5158,0
8083,13960,5072,0
8231,14014,4998,0
8493,14038,4913,0
8343,14014,4838,0
7682,13930,4753,0
7119,14014,4677,0
7117,14277,4591,0
7564,14612,4517,0
7882,14680,4434,0
7898,14493,4357,0
7718,14252,4268,0
7564,14253,4197,0
7405,14312,4127,0
7341,14253,4069,0
7396,14184,3998,0
7453,14612,3941,0
7142,15464,3885,0
6452,16169,3844,0
5838,16280,3792,0
5895,16169,3748,0
6487,16069,3707,0
6896,15690,3684,0
6672,14629,3652,0
6563,13415,3620,0
7880,12830,3580,0
11123,13175,3556,0
15080,13936,3535,0
17909,14612,3524,0
18724,14789,3495,0
18242,14493,3460,0
17561,14131,3416,0
17019,14373,3396,0
16095,15023,3381,0
14460,15211,3364,0
12369,14381,3326,0
10456,13295,3300,0
9123,12909,3281,0
8454,13415,3268,0
8152,14117,3233,0
7898,14612,3204,0
7517,14813,3182,-1
7119,14852,3172,0
6735,14711,3140,5
6340,14612,3108,16
5975,14660,3081,27
5895,14852,3076,32
6129,14922,3063,31
6452,14852,3043,32
6588,14690,3008,40
6674,14612,2979,48
6826,14574,2953,50
7008,14612,2947,48
6936,14672,2946,47
6674,14852,2947,48
6491,15113,2932,49
6674,15451,2915,48
7056,15634,2895,49
7341,15571,2883,48
7319,15224,2865,47
7119,14852,2851,48
6871,14598,2832,50
6674,14612,2819,48
6560,14828,2801,40
6674,15211,2787,32
6971,15468,2768,31
7230,15451,2755,32
7181,15195,2737,27
6896,15092,2723,16
6588,15165,2704,5
6452,15211,2691,0
6487,15033,2673,-1
6674,14972,2659,0
6855,15204,2638,0
6896,15571,2627,0
6787,15661,2620,0
6785,15571,2627,0
7011,15497,2629,0
7341,15571,2627,0
7494,15625,2609,0
7453,15690,2595,0
7343,15678,2586,0
7341,15571,2595,0
7458,15384,2598,0
7675,15451,2595,0
7827,15759,2575,0
7786,16050,2563,0
7521,16026,2558,0
7230,15930,2563,0
7000,15913,2552,0
6785,15930,2531,0
6480,15781,2504,0
6229,15690,2499,0
6195,15775,2501,0
6452,15930,2499,0
6840,15816,2478,0
7230,15571,2467,0
7477,15467,2465,0
7564,15690,2467,0
7506,15921,2449,0
7453,15930,2435,0
7470,15665,2429,0
7564,15451,2435,0
7567,15414,2432,0
7453,15571,2435,0
7324,15685,2437,0
7341,15690,2435,0
7334,15458,2414,0
7119,15092,2403,0
6844,14769,2401,0
7008,14852,2403,0
7617,15242,2384,0
8120,15571,2371,0
8069,15445,2368,0
7786,15092,2371,0
7699,14831,2354,0
7786,14852,2339,0
7733,14953,2334,0
7675,15092,2339,0
7918,15175,2325,0
8454,15211,2307,0
8799,15123,2296,0
8676,15092,2307,0
8206,15133,2311,0
7786,15211,2307,0
7605,15130,2287,0
7675,14972,2275,0
7841,14757,2267,0
8009,14612,2275,0
8035,14592,2278,0
7898,14852,2275,0
7683,15150,2255,0
7675,15211,2243,0
7977,14989,2237,0
8454,14972,2243,0
8773,15280,2232,0
8787,15571,2211,0
8448,15350,2183,0
7898,14852,2179,0
7379,14529,2180,0
7230,14612,2179,0
7433,14768,2156,0
7675,14852,2146,0
7632,14925,2152,0
7453,15211,2179,0
7432,15507,2193,-1
7675,15571,2211,0
7872,15283,2238,1
7786,14972,2307,0
7460,14811,2394,-2
7230,14852,2499,0
7246,14961,2592,7
7453,15211,2691,16
7626,15443,2790,23
7675,15451,2915,32
7521,15111,3059,46
7230,14852,3236,64
6991,14987,3421,81
7119,15451,3620,97
7556,15701,3809,111
7898,15571,4005,129
7729,15235,4193,151
7230,15092,4389,177
6864,15127,4569,202
6896,15211,4741,225
7050,15160,4888,246
7008,15092,5030,274
6725,15008,5157,305
6563,14972,5286,338
6786,14978,5390,368
7341,15211,5478,402
7750,15539,5540,441
7675,15690,5606,483
7202,15397,5669,521
6785,14972,5735,563
6601,14806,5772,609
6563,15092,5799,660
6616,15444,5807,707
7008,15571,5831,756
7716,15396,5856,804
8343,15211,5895,853
8495,15070,5915,896
8343,14972,5927,949
8162,14838,5918,1010
8009,14852,5927,1078
7781,14973,5937,1140
7675,15092,5959,1207
7834,15033,5957,1281
8120,14972,5959,1368
8213,14932,5952,1449
8120,14852,5959,1528
7976,14576,5954,1605
7898,14373,5959,1689
7910,14465,5954,1774
8120,14852,5959,1866
8366,15075,5951,1959
8343,14972,5959,2059
7938,14745,5957,2151
7564,14852,5959,2236
7543,15195,5938,2312
7786,15451,5927,2397
7945,15452,5909,2485
8009,15571,5895,2574
8070,15870,5857,2647
8120,16050,5831,2719
7969,15814,5807,2788
7675,15571,5799,2864
7380,15653,5768,2932
7230,15930,5735,3009
7236,15895,5684,3086
7453,15571,5638,3170
7758,15172,5581,3241
8009,14852,5542,3314
8143,14487,5498,3384
8343,14253,5446,3459
8580,14293,5361,3522
8676,14612,5286,3588
8539,14854,5218,3648
8454,14852,5158,3717
8554,14507,5064,3778
8676,14014,4966,3845
8615,13583,4863,3903
8565,13534,4773,3958
8686,13755,4671,3996
8787,14014,4581,4038
8441,14109,4496,4073
7675,14253,4421,4103
6951,14439,4324,4105
6785,14493,4229,4103
