I,aVL,ABP,RESP
1592,1427,3280,1946
1688,1538,3323,2059
1730,1614,3412,2171
1767,1670,3533,2289
1834,1738,3710,2429
1904,1810,3930,2569
1938,1862,4207,2702
1891,1856,4500,2820
1765,1800,4803,2944
1635,1746,5080,3065
1626,1769,5333,3185
1753,1860,5528,3293
1903,1955,5665,3410
1962,1991,5720,3526
1938,1986,5731,3635
1877,1963,5709,3721
1799,1924,5698,3812
1706,1854,5688,3906
1661,1800,5698,3989
1705,1811,5705,4029
1799,1893,5731,4053
1840,1962,5765,4074
1799,1955,5830,4102
1715,1874,5899,4106
1661,1800,5963,4102
1665,1776,5988,4095
1730,1800,5996,4102
1804,1830,5989,4100
1834,1862,5996,4102
1795,1877,5986,4098
1730,1862,5963,4102
1672,1802,5909,4098
1626,1738,5863,4102
1576,1700,5812,4100
1557,1707,5764,4102
1607,1738,5692,4095
1730,1800,5632,4102
1853,1873,5566,4105
1903,1924,5499,4102
1843,1901,5398,4085
1730,1831,5300,4086
1651,1777,5207,4086
1661,1800,5135,4053
1702,1867,5049,3954
1695,1924,4969,3828
1620,1931,4882,3708
1557,1924,4803,3603
1579,1941,4711,3480
1661,1986,4638,3346
1670,1989,4575,3206
1557,1924,4538,3072
1441,1849,4497,2927
1488,1862,4472,2783
1628,1923,4449,2637
1661,1924,4439,2493
1562,1858,4408,2334
1557,1862,4373,2171
1711,1956,4321,2011
1799,1986,4273,1866
1637,1842,4206,1712
1419,1676,4141,1544
1395,1662,4067,1366
1522,1769,4008,1206
1551,1807,3950,1051
1453,1738,3909,885
1407,1669,3869,703
1522,1707,3843,547
1663,1796,3808,413
1695,1862,3776,273
1644,1876,3736,114
1661,1893,3710,0
1787,1926,3687,-28
1938,1955,3677,0
2012,1946,3658,12
2041,1924,3644,0
2098,1905,3622,-9
2214,1924,3611,0
2363,2029,3593,4
2526,2265,3578,0
2631,2509,3545,-4
2595,2576,3511,0
2435,2459,3470,1
2353,2420,3445,0
2508,2620,3423,-2
2837,2917,3412,0
3118,3078,3392,0
3218,3103,3379,0
3144,3106,3359,-1
2976,3103,3346,0
2779,3037,3325,0
2595,2948,3313,0
2396,2881,3294,0
2145,2793,3280,0
1884,2635,3257,0
1730,2482,3246,0
1691,2383,3230,0
1661,2296,3213,0
1584,2205,3187,0
1557,2203,3180,0
1620,2281,3179,0
1661,2265,3180,0
1557,2051,3159,0
1384,1800,3147,0
1266,1678,3153,0
1211,1645,3180,0
1132,1553,3188,0
1038,1427,3180,0
1004,1375,3156,0
1038,1396,3147,0
1011,1352,3142,-1
865,1210,3147,0
719,1098,3144,1
761,1148,3147,0
963,1277,3144,-2
1107,1303,3147,0
1047,1185,3143,2
900,1086,3147,0
833,1102,3145,-4
865,1148,3147,0
904,1121,3142,6
934,1086,3147,0
958,1107,3147,-13
934,1117,3147,0
835,1029,3129,68
761,931,3114,177
792,924,3104,282
865,962,3114,354
845,918,3116,406
727,807,3114,466
613,727,3103,533
588,714,3114,579
628,702,3131,597
692,683,3147,611
759,709,3142,634
830,807,3147,643
865,888,3160,620
830,869,3180,579
744,768,3168,546
692,714,3147,515
716,765,3130,462
796,869,3147,386
899,947,3165,313
1038,1024,3180,257
1168,1132,3174,202
1211,1241,3180,129
1166,1288,3188,51
1176,1303,3213,0
1322,1360,3235,-11
1522,1489,3280,0
1654,1641,3332,5
1730,1769,3412,0
1787,1842,3512,-3
1799,1862,3677,0
1749,1849,3897,2
1730,1862,4174,0
1797,1918,4462,-2
1868,1986,4770,0
1850,2017,5065,1
1799,2017,5333,0
1800,2002,5527,-1
1834,1986,5665,0
1828,1973,5745,0
1799,1986,5797,0
1792,2011,5805,0
1799,2017,5797,0
1791,1993,5781,0
1799,1986,5797,0
1840,2006,5831,0
1868,2017,5897,0
1837,1983,5969,0
1799,1955,6062,0
1817,1967,6148,0
1868,1986,6228,0
1847,1927,6278,0
1730,1800,6327,0
1607,1686,6363,0
1592,1676,6393,0
1666,1755,6386,0
1730,1862,6360,0
1711,1915,6308,0
1661,1893,6261,0
1641,1812,6204,0
1661,1738,6162,0
1676,1715,6100,0
1695,1769,6029,0
1747,1854,5935,0
1834,1924,5863,0
1896,1938,5798,0
1903,1924,5731,0
1876,1920,5628,0
1868,1955,5532,0
1867,1995,5444,0
1834,2017,5367,0
1764,2030,5253,-1
1730,2079,5135,0
1764,2144,5019,1
1834,2172,4936,0
1873,2142,4848,-3
1868,2110,4770,0
1808,2090,4690,3
1695,2048,4638,0
1584,1974,4592,-7
1592,1955,4571,0
1712,2017,4549,13
1799,2079,4538,16
1736,2039,4517,12
1626,1955,4505,48
1629,1946,4476,144
1765,2048,4439,273
1880,2134,4381,390
1868,2110,4340,499
1745,1997,4303,614
1626,1924,4273,740
1593,1934,4220,858
1661,1986,4174,981
1725,1991,4132,1113
1695,1955,4108,1255
1599,1915,4071,1384
1592,1924,4041,1512
1726,1981,4005,1644
1903,2079,3975,1785
1996,2143,3934,1916
2041,2110,3909,2043
2127,1994,3889,2168
2284,1955,3876,2300
2471,2110,3841,2424
2664,2420,3810,2541
2791,2705,3783,2651
2768,2855,3776,2767
2616,2895,3760,2880
2526,2948,3743,2992
2638,3081,3719,3093
2906,3289,3710,3201
3180,3500,3694,3306
3391,3662,3677,3410
3503,3736,3650,3502
3460,3724,3644,3603
3246,3626,3643,3702
2976,3475,3644,3796
2760,3299,3623,3872
2595,3134,3611,3957
2413,2988,3604,4039
2214,2855,3611,4102
2012,2681,3597,4112
1799,2451,3578,4102
1602,2232,3553,4093
1522,2141,3545,4102
1572,2174,3537,4102
1626,2203,3545,4102
1558,2105,3555,4098
1419,1924,3578,4102
1309,1757,3592,4098
1246,1645,3611,4102
1177,1539,3614,4102
1107,1427,3611,4102
1033,1321,3590,4093
934,1241,3578,4102
821,1186,3561,4111
796,1179,3545,4102
883,1203,3507,4048
969,1210,3478,3989
925,1151,3465,3933
796,1055,3478,3877
700,970,3483,3785
692,931,3478,3683
742,938,3465,3582
830,993,3478,3490
907,1042,3498,3384
900,1024,3511,3281
795,937,3493,3183
692,869,3478,3088
664,851,3471,2971
692,838,3478,2847
730,802,3465,2721
796,807,3445,2606
863,844,3420,2478
830,807,3412,2348
640,645,3404,2219
415,496,3412,2107
321,493,3423,1994
381,590,3445,1882
467,632,3448,1766
484,590,3445,1673
445,536,3435,1590
415,528,3445,1512
416,537,3449,1423
450,559,3445,1351
524,613,3419,1296
657,714,3412,1255
806,811,3411,1205
900,869,3412,1174
916,898,3386,1159
934,962,3379,1158
1027,1077,3388,1148
1176,1210,3412,1158
1285,1304,3408,1190
1315,1365,3412,1239
1323,1421,3439,1273
1384,1489,3511,1319
1465,1544,3586,1382
1488,1583,3677,1464
1450,1627,3800,1534
1453,1707,4008,1609
1542,1804,4271,1690
1661,1893,4571,1785
1760,1959,4863,1872
1868,2017,5168,1962
1963,2054,5461,2055
1938,2048,5731,2155
1770,1987,5916,2243
1626,1924,6029,2332
1638,1911,6074,2428
1730,1955,6095,2541
1737,1983,6081,2649
1661,1955,6062,2751
1619,1918,6042,2845
1661,1955,6062,2960
1696,2024,6101,3078
1661,2017,6162,3185
1586,1909,6217,3264
1557,1831,6294,3346
1593,1851,6375,3434
1661,1893,6460,3523
1705,1850,6504,3588
1695,1769,6526,3651
1593,1723,6523,3712
1419,1707,6526,3764
1285,1663,6512,3788
1349,1645,6493,3812
1598,1729,6445,3840
1834,1893,6393,3860
1863,1981,6322,3852
1730,1924,6261,3844
1625,1812,6191,3842
1661,1800,6128,3828
1739,1879,6044,3775
1730,1924,5963,3716
1628,1861,5871,3667
1557,1800,5797,3619
1571,1837,5713,3536
1626,1955,5632,3442
1681,2068,5528,3356
1765,2172,5433,3281
1838,2239,5329,3188
1799,2203,5234,3088
1649,2067,5126,2989
1557,1986,5035,2895
1591,2033,4944,2789
1626,2110,4870,2686
1571,2101,4788,2584
1557,2079,4737,2477
1667,2131,4705,2349
1765,2203,4704,2220
1691,2182,4699,2097
1557,2110,4704,1978
1532,2075,4692,1839
1592,2079,4671,1689
1573,2050,4619,1542
1488,2017,4571,1415
1477,2030,4520,1294
1592,2079,4472,1174
1680,2077,4401,1049
1626,2017,4340,933
1481,1944,4282,819
1419,1924,4240,708
1478,1946,4185,596
1557,1986,4141,499
1550,1996,4099,405
1522,1986,4075,306
1578,1978,4038,196
1730,2017,4008,113
1895,2082,3973,68
2041,2141,3942,48
2167,2169,3891,23
2284,2234,3843,0
2416,2420,3797,-8
2595,2731,3776,0
2722,2982,3757,3
2664,3010,3743,0
2490,2892,3710,-3
2491,2917,3677,0
2785,3186,3636,1
3149,3506,3611,0
3320,3668,3588,-1
3322,3724,3578,0
3274,3773,3559,0
3149,3755,3545,0
2862,3560,3523,-1
2526,3289,3511,0
2319,3120,3492,0
2249,3072,3478,0
2149,3006,3457,0
1938,2855,3445,0
1682,2648,3427,0
1488,2451,3412,0
1370,2306,3388,0
1315,2265,3379,0
1319,2297,3375,0
1384,2296,3379,0
1423,2173,3364,0
1349,1986,3346,0
1181,1836,3322,0
1073,1769,3313,0
1100,1736,3297,0
1176,1707,3280,0
1155,1655,3253,0
1038,1583,3246,0
911,1482,3246,0
830,1396,3246,0
785,1353,3226,0
796,1365,3213,0
864,1390,3207,0
934,1396,3213,0
921,1360,3200,0
830,1303,3180,0
740,1253,3155,0
727,1241,3147,0
790,1249,3141,0
865,1241,3147,0
850,1178,3146,0
727,1086,3147,0
609,1026,3140,0
657,1055,3147,0
835,1126,3150,0
934,1148,3147,0
821,1072,3124,0
623,962,3114,0
521,886,3112,0
554,869,3114,0
627,885,3094,0
692,931,3081,0
722,971,3076,0
692,962,3081,0
613,900,3064,-1
588,869,3048,0
662,904,3037,1
761,962,3048,0
799,987,3047,-2
830,1024,3048,0
941,1119,3040,2
1107,1241,3048,0
1197,1310,3046,-5
1176,1334,3048,0
1160,1387,3040,6
1280,1520,3048,0
1489,1681,3055,-15
1626,1800,3081,0
1620,1853,3111,59
1592,1893,3180,145
1660,1948,3284,224
1799,2017,3445,306
1901,2078,3639,397
1938,2141,3876,499
1914,2181,4138,592
1834,2172,4439,692
1748,2131,4733,801
1765,2141,5002,917
1856,2204,5206,1020
1868,2234,5367,1126
1754,2183,5471,1241
1695,2141,5532,1367
1796,2177,5538,1483
1903,2234,5532,1592
1839,2212,5523,1699
1695,2141,5532,1818
1655,2091,5538,1932
1730,2079,5565,2043
1787,2068,5605,2139
1799,2079,5665,2236
1815,2117,5711,2333
1834,2141,5764,2445
1797,2094,5812,2562
1730,2017,5863,2686
1689,1965,5887,2800
1695,1955,5897,2911
1711,1948,5881,3022
1730,1955,5863,3153
1740,1982,5828,3281
1730,2017,5797,3394
1699,2006,5750,3484
1695,1955,5698,3587
1718,1907,5616,3696
1730,1924,5532,3796
1714,1987,5441,3864
1730,2048,5367,3941
1799,2060,5282,4027
1868,2048,5201,4102
1868,2046,5109,4116
1834,2079,5035,4102
1833,2124,4954,4090
1868,2172,4870,4102
1853,2205,4762,4104
1765,2234,4671,4102
1688,2268,4583,4095
1730,2327,4505,4102
1838,2373,4410,4100
1868,2358,4340,4102
1763,2283,4292,4097
1661,2234,4273,4102
1685,2252,4239,4099
1799,2296,4207,4102
1852,2295,4177,4097
1799,2265,4174,4102
1705,2239,4162,4098
1661,2234,4141,4102
1694,2235,4090,4097
1799,2265,4041,4102
1888,2300,3986,4097
1868,2296,3942,4102
1746,2228,3897,4097
1661,2172,3876,4102
1677,2172,3857,4097
1730,2203,3843,4102
1735,2188,3806,4097
1730,2141,3776,4102
1721,2095,3751,4097
1661,2079,3743,4102
1572,2076,3725,4097
1626,2110,3710,4102
1865,2173,3688,4097
2111,2234,3677,4102
2192,2231,3658,4098
2214,2203,3644,4102
2353,2251,3623,4097
2595,2451,3611,4102
2762,2708,3591,4099
2768,2855,3578,4102
2650,2827,3556,4097
2491,2762,3545,4102
2382,2804,3535,4100
2457,2979,3545,4102
2768,3200,3548,4095
3183,3413,3545,4102
3419,3556,3521,4103
3322,3568,3511,4102
3018,3445,3509,4090
2768,3289,3511,4102
2628,3155,3492,4115
2457,3010,3478,4102
2189,2831,3470,4029
1972,2700,3478,3941
1875,2625,3476,3858
1765,2513,3478,3780
1554,2323,3476,3668
1419,2203,3478,3539
1492,2254,3471,3409
1626,2358,3478,3297
1586,2319,3484,3178
1419,2141,3478,3056
1314,1953,3441,2931
1315,1831,3412,2815
1295,1732,3394,2690
1211,1645,3379,2558
1119,1582,3340,2416
1073,1552,3313,2284
1048,1512,3305,2150
1038,1458,3313,2011
1028,1392,3296,1860
1003,1334,3280,1721
957,1295,3272,1595
934,1303,3280,1480
960,1333,3265,1356
1003,1334,3246,1239
996,1269,3234,1129
934,1179,3246,1029
874,1113,3251,923
865,1086,3246,820
860,1051,3224,721
796,993,3213,627
701,936,3207,528
692,931,3213,434
786,958,3210,341
865,962,3213,241
814,900,3210,137
692,807,3213,64
629,736,3208,36
657,714,3213,32
675,713,3214,18
623,714,3213,0
553,701,3193,-7
554,683,3180,0
604,659,3171,3
623,652,3180,0
580,670,3178,-3
554,714,3180,0
600,751,3174,1
692,776,3180,0
763,802,3177,-1
830,869,3180,0
936,984,3173,0
1073,1117,3180,0
1161,1199,3186,0
1176,1210,3213,0
1166,1203,3240,0
1211,1272,3280,0
1330,1423,3315,0
1488,1583,3379,0
1619,1680,3468,0
1695,1738,3611,0
1721,1797,3795,0
1730,1862,4041,0
1740,1900,4322,0
1765,1924,4638,0
1789,1953,4951,0
1799,1986,5267,0
1776,1986,5543,0
1730,1955,5764,0
1680,1922,5892,0
1661,1924,5963,0
1700,1961,5986,0
1799,2017,5996,0
1872,2044,5978,0
1834,2017,5963,0
1705,1955,5957,0
1626,1924,5996,0
1658,1936,6053,0
1730,1955,6128,0
1757,1941,6200,0
1765,1924,6294,0
1778,1923,6383,0
1765,1924,6460,0
1700,1877,6495,0
1661,1800,6526,0
1682,1738,6545,0
1695,1738,6559,0
1627,1770,6531,0
1557,1800,6493,0
1597,1804,6441,0
1730,1800,6393,0
1796,1775,6323,0
1730,1738,6261,0
1646,1726,6193,0
1695,1800,6128,0
1815,1901,6039,0
1834,1924,5963,0
1719,1853,5892,0
1661,1831,5830,0
1755,1918,5734,0
1868,2017,5632,0
1836,2016,5522,0
1730,1986,5433,0
1697,2018,5331,0
1730,2079,5234,0
1705,2060,5126,0
1626,1986,5035,0
1597,1958,4941,0
1661,2017,4870,0
1727,2085,4806,0
1730,2110,4770,0
1683,2093,4731,0
1661,2079,4704,0
1701,2090,4675,0
1799,2141,4671,0
1867,2185,4658,0
1834,2172,4638,0
1714,2081,4585,0
1626,1986,4538,0
1622,1941,4497,0
1661,1955,4472,0
1669,1975,4425,0
1661,1986,4373,0
1653,1979,4311,0
1661,1986,4273,0
1686,2014,4236,0
1765,2079,4207,0
1851,2135,4166,0
1868,2141,4141,0
1806,2062,4118,0
1799,1955,4108,0
1945,1897,4078,0
2180,1955,4041,0
2343,2089,3996,0
2422,2265,3975,0
2561,2510,3958,-1
2837,2855,3942,0
3053,3139,3905,0
2976,3165,3876,0
2700,3003,3851,-1
2630,3010,3843,0
2945,3331,3823,1
3391,3724,3810,0
3634,3923,3790,-3
3668,4003,3776,0
3615,4086,3752,3
3460,4065,3743,0
3152,3797,3740,-9
2837,3444,3743,0
2657,3243,3726,43
2526,3165,3710,113
2281,3003,3689,182
1972,2731,3677,241
1744,2488,3654,299
1626,2358,3644,370
1559,2288,3639,446
1557,2234,3644,515
1612,2171,3628,570
1626,2079,3611,627
1523,1942,3598,692
1384,1800,3611,756
1282,1671,3616,806
1176,1552,3611,853
1024,1423,3585,901
934,1334,3578,949
991,1321,3576,988
1107,1365,3578,1029
1112,1354,3557,1073
1003,1241,3545,1110
894,1115,3540,1132
865,1117,3545,1158
896,1185,3527,1193
934,1148,3511,1222
896,1005,3501,1232
761,962,3511,1239
657,1030,3512,1254
761,962,3511,1271
996,676,3505,1272
1073,496,3511,1271
886,664,3510,1278
692,962,3511,1287
705,1026,3505,1280
796,869,3511,1271
730,738,3512,1268
554,714,3511,1271
458,679,3493,1263
484,621,3478,1255
519,614,3468,1252
519,652,3478,1255
499,625,3482,1248
450,528,3478,1239
376,458,3456,1230
381,496,3445,1222
512,590,3439,1206
657,652,3445,1190
664,635,3440,1178
554,590,3445,1174
472,583,3443,1166
519,652,3445,1158
662,760,3425,1149
830,869,3412,1142
970,962,3401,1133
1073,1055,3412,1126
1134,1137,3421,1118
1176,1210,3445,1110
1248,1295,3460,1099
1384,1427,3478,1094
1519,1568,3491,1088
1557,1645,3545,1078
1505,1641,3635,1058
1488,1645,3776,1046
1554,1710,3944,1040
1626,1800,4174,1029
1649,1855,4452,1000
1695,1893,4770,965
1793,1934,5073,937
1834,1955,5367,917
1737,1932,5620,889
1626,1924,5830,853
1642,1960,5957,812
1730,1986,6029,772
1707,1935,6053,730
1557,1862,6062,692
1449,1854,6044,653
1522,1924,6029,611
1700,1986,6015,561
1799,1986,6029,515
1720,1920,6050,475
1557,1831,6095,434
1467,1764,6151,376
1522,1769,6228,306
1624,1811,6287,241
1661,1831,6327,193
1639,1815,6329,149
1661,1831,6327,97
1714,1872,6312,38
1695,1862,6294,0
1572,1768,6246,-9
1488,1707,6195,0
1540,1756,6128,3
1661,1862,6062,0
1724,1914,5973,-3
1730,1924,5897,0
1712,1937,5822,1
1661,1955,5764,0
1575,1936,5684,-1
1557,1924,5598,0
1662,1972,5495,0
1799,2079,5400,0
1820,2157,5293,-1
1730,2172,5201,0
1641,2157,5099,0
1626,2172,5002,0
1644,2208,4891,0
1661,2234,4803,0
1684,2242,4726,0
1730,2265,4671,0
1736,2275,4609,0
1661,2234,4571,0
1577,2172,4546,0
1626,2203,4538,0
1776,2315,4509,0
1834,2358,4472,0
1692,2233,4418,0
1522,2079,4373,0
1519,2061,4317,0
1661,2172,4273,0
1757,2251,4221,0
1730,2234,4174,0
1616,2147,4115,0
1488,2048,4075,0
1405,1979,4038,0
1453,2017,4008,0
1605,2127,3955,0
1730,2203,3909,0
1723,2187,3867,0
1661,2172,3843,0
1652,2178,3807,0
1730,2141,3776,0
1859,2067,3739,0
2041,2110,3710,0
2226,2263,3671,0
2318,2327,3644,0
2291,2231,3620,0
2284,2234,3611,0
2411,2502,3592,0
2595,2824,3578,0
2613,2878,3556,0
2422,2731,3545,0
2255,2698,3524,0
2387,2917,3511,0
2767,3173,3491,0
3079,3258,3478,0
3111,3213,3457,0
2976,3227,3445,0
2860,3330,3427,0
2768,3382,3412,0
2593,3276,3388,0
2353,3103,3379,0
2130,2984,3374,0
1938,2917,3379,0
1733,2810,3365,0
1557,2669,3346,0
1465,2560,3320,0
1453,2513,3313,0
1482,2484,3310,0
1557,2451,3313,0
1637,2397,3298,0
1626,2296,3280,0
1478,2128,3255,0
1315,1955,3246,0
1248,1834,3242,0
1246,1769,3246,0
1189,1699,3233,0
1073,1614,3213,0
980,1523,3186,0
969,1458,3180,0
994,1423,3180,0
1003,1427,3180,0
973,1438,3161,0
934,1427,3147,0
930,1390,3140,0
969,1365,3147,0
957,1327,3145,0
830,1241,3147,0
700,1152,3144,0
761,1179,3147,0
974,1297,3141,0
1073,1334,3147,0
930,1204,3149,0
761,1055,3147,0
760,1016,3124,0
830,1024,3114,0
788,956,3112,0
692,869,3114,0
682,870,3094,-1
727,931,3081,0
698,924,3076,0
623,838,3081,0
588,750,3064,-1
588,714,3048,0
579,707,3036,1
623,745,3048,0
757,837,3049,-3
900,962,3048,0
964,1052,3038,4
1003,1086,3048,0
1059,1071,3059,-9
1073,1055,3081,0
1020,1087,3092,39
1038,1210,3114,97
1216,1390,3127,152
1453,1552,3147,209
1590,1636,3155,281
1626,1676,3180,370
1635,1724,3214,453
1626,1800,3280,515
1575,1859,3367,562
1557,1893,3511,611
1654,1939,3700,659
1834,2048,3942,692
1957,2174,4206,702
1972,2234,4505,708
1946,2212,4809,717
1972,2203,5101,724
2029,2250,5329,718
2041,2296,5499,708
1983,2274,5600,705
1938,2234,5665,708
1958,2238,5686,698
2007,2265,5698,676
2007,2255,5693,657
1972,2234,5698,659
1949,2245,5709,671
1972,2296,5764,676
2056,2362,5841,669
2214,2451,5930,676
2344,2516,5993,696
2318,2482,6062,724
2171,2353,6130,743
2111,2265,6195,772
2174,2264,6219,815
2180,2265,6228,869
2040,2208,6224,913
1972,2203,6228,965
2117,2297,6211,1025
2284,2358,6195,1094
2208,2234,6162,1157
1972,2017,6128,1239
1840,1901,6064,1338
1903,1955,5996,1448
2016,2065,5921,1542
2076,2141,5863,1641
2076,2158,5786,1752
2041,2141,5698,1882
1974,2106,5589,2002
1938,2110,5499,2123
1989,2178,5412,2250
2111,2296,5333,2397
2192,2395,5232,2538
2180,2451,5135,2670
2118,2470,5030,2796
2111,2482,4936,2944
2157,2477,4827,3096
2180,2451,4737,3233
2121,2410,4657,3337
2041,2389,4605,3442
1991,2370,4546,3555
1972,2327,4505,3667
1973,2268,4473,3756
2041,2265,4472,3844
2146,2319,4471,3932
2180,2358,4472,4005
2101,2327,4444,4035
2041,2296,4406,4053
2077,2318,4348,4076
2111,2358,4306,4102
2005,2322,4268,4103
1834,2234,4240,4102
1747,2167,4190,4101
1799,2172,4141,4102
1892,2212,4092,4087
1972,2265,4075,4086
2015,2292,4058,4092
2041,2296,4041,4086
2093,2314,4003,4034
2249,2420,3975,3973
2454,2543,3953,3920
2560,2544,3942,3877
2509,2408,3911,3802
2457,2327,3876,3716
2530,2408,3834,3629
2699,2576,3810,3555
2879,2753,3786,3463
3079,3010,3776,3362
3243,3294,3759,3251
3253,3413,3743,3153
3142,3341,3717,3053
3183,3382,3710,2960
3492,3703,3708,2864
3841,4065,3710,2783
3964,4169,3690,2699
3910,4096,3677,2622
3831,4051,3671,2541
3702,4003,3677,2477
3423,3787,3662,2417
3079,3475,3644,2365
2809,3252,3620,2302
2595,3134,3611,2252
2335,2970,3593,2207
2076,2731,3578,2171
1919,2519,3554,2131
1868,2420,3545,2107
1825,2390,3537,2094
1765,2358,3545,2091
1710,2275,3546,2077
1661,2141,3545,2075
1563,1960,3524,2085
1419,1769,3511,2107
1263,1600,3503,2115
1142,1489,3511,2123
1061,1428,3511,2132
1038,1396,3511,2155
1062,1363,3504,2176
1107,1334,3511,2204
1096,1296,3513,2227
1003,1241,3511,2252
877,1173,3490,2265
830,1148,3478,2284
898,1184,3471,2310
1003,1241,3478,2348
1012,1234,3475,2376
900,1148,3478,2397
767,1026,3476,2412
727,931,3478,2445
757,882,3471,2480
761,869,3478,2509
692,850,3490,2522
623,807,3511,2541
610,749,3513,2566
623,714,3511,2590
585,681,3505,2596
519,621,3511,2606
521,553,3510,2621
623,559,3511,2638
688,616,3505,2637
588,621,3511,2638
390,532,3510,2643
311,465,3511,2654
401,490,3502,2648
484,528,3511,2638
418,477,3524,2628
311,403,3545,2622
324,418,3544,2601
450,528,3545,2574
575,634,3537,2540
692,714,3545,2509
855,815,3540,2468
1038,962,3545,2429
1138,1090,3548,2386
1142,1148,3578,2348
1132,1153,3607,2300
1176,1179,3644,2252
1247,1254,3667,2205
1315,1365,3710,2171
1417,1494,3761,2133
1592,1645,3843,2091
1742,1770,3943,2041
1730,1800,4108,2011
1583,1738,4327,1991
1522,1707,4605,1978
1658,1780,4894,1955
1834,1893,5201,1946
1846,1940,5493,1948
1730,1924,5764,1962
1649,1895,5971,1970
1661,1862,6128,1995
1689,1817,6219,2034
1695,1800,6261,2091
1688,1812,6246,2141
1661,1800,6228,2204
1594,1739,6214,2276
1522,1707,6228,2365
1467,1731,6244,2446
1419,1738,6294,2541
1380,1667,6365,2647
1419,1614,6460,2767
1543,1656,6531,2871
1661,1738,6592,2976
1656,1729,6628,3085
1557,1645,6658,3217
1476,1587,6661,3342
1488,1614,6658,3458
1549,1662,6631,3558
1592,1676,6592,3667
1582,1643,6523,3770
1557,1614,6460,3860
1545,1621,6390,3923
1557,1676,6327,3989
1567,1721,6239,4051
1557,1707,6162,4102
1513,1632,6086,4109
1453,1583,6029,4102
1405,1611,5949,4093
1419,1707,5863,4102
1512,1806,5758,4101
1661,1893,5665,4102
1766,1964,5560,4097
1765,2017,5466,4102
1685,2022,5360,4099
1626,1986,5267,4102
1603,1938,5162,4100
1557,1924,5068,4102
1477,1937,4971,4096
1453,1955,4903,4102
1511,1946,4842,4103
1557,1924,4803,4102
1520,1908,4761,4091
1488,1924,4737,4102
1525,1950,4714,4116
1557,1955,4704,4102
1483,1915,4674,4025
1384,1862,4638,3925
1375,1816,4583,3825
1453,1800,4538,3732
1524,1814,4485,3616
1557,1862,4439,3490
1525,1880,4381,3361
1419,1831,4340,3233
1320,1765,4301,3088
1384,1800,4273,2944
1519,1877,4226,2804
1453,1831,4174,2670
1148,1632,4113,2520
969,1520,4075,2365
1154,1634,4038,2208
1488,1831,4008,2059
1657,1898,3958,1899
1730,1893,3909,1737
1921,1964,3861,1572
2214,2141,3843,1415
2418,2348,3826,1249
2491,2576,3810,1078
2479,2761,3771,907
2387,2793,3743,756
2266,2697,3721,599
2318,2731,3710,418
2624,3017,3679,227
2976,3351,3644,97
3119,3475,3602,50
3079,3444,3578,48
3025,3443,3555,29
2976,3475,3545,0
2793,3378,3526,-12
2457,3134,3511,0
2129,2897,3489,5
1972,2793,3478,0
1941,2766,3462,-5
1868,2700,3445,0
1661,2530,3409,2
1419,2327,3379,0
1288,2217,3353,-2
1315,2265,3346,0
1404,2351,3329,0
1453,2296,3313,0
1397,2058,3288,-1
1246,1800,3280,0
1066,1648,3275,0
969,1583,3280,0
982,1515,3266,0
1038,1458,3246,0
1032,1439,3220,0
969,1427,3213,0
909,1359,3211,0
900,1272,3213,0
917,1230,3196,0
934,1241,3180,0
916,1249,3169,0
865,1241,3180,0
816,1226,3185,-1
830,1210,3180,0
894,1178,3157,1
934,1148,3147,0
909,1132,3142,-3
865,1117,3147,0
824,1067,3142,3
761,993,3147,0
686,934,3149,-7
692,931,3147,0
790,955,3125,9
865,962,3114,0
822,923,3112,-22
727,869,3114,0
662,817,3094,92
623,776,3081,225
576,751,3076,348
588,776,3081,466
703,834,3064,601
830,869,3048,756
822,840,3037,899
692,807,3048,1029
609,837,3047,1159
692,931,3048,1303
844,999,3041,1440
900,993,3048,1560
840,949,3044,1662
830,962,3048,1769
969,1060,3042,1878
1176,1210,3048,1978
1325,1356,3052,2060
1419,1489,3081,2139
1511,1600,3111,2221
1592,1676,3147,2300
1625,1716,3176,2360
1661,1769,3246,2413
1736,1850,3364,2462
1799,1924,3545,2509
1781,1948,3754,2542
1730,1955,4008,2574
1732,1988,4292,2605
1799,2048,4605,2638
1878,2085,4888,2656
1938,2079,5135,2670
1935,2038,5320,2683
1834,1986,5466,2702
1682,1937,5554,2712
1626,1924,5598,2718
1709,1957,5588,2716
1799,2017,5565,2718
1756,2047,5545,2715
1626,2017,5565,2718
1542,1936,5595,2717
1557,1862,5632,2718
1611,1835,5663,2709
1661,1862,5731,2702
1681,1884,5816,2691
1661,1862,5897,2686
1601,1794,5932,2675
1557,1738,5963,2670
1554,1714,5994,2665
1557,1707,6029,2670
1510,1675,6022,2669
1453,1645,5996,2670
1462,1651,5957,2664
1557,1707,5930,2670
1653,1752,5881,2676
1661,1738,5830,2686
1560,1653,5763,2684
1453,1583,5698,2686
1475,1614,5612,2688
1661,1769,5532,2702
1843,1917,5446,2710
1834,1924,5367,2718
1647,1793,5265,2720
1522,1707,5168,2734
1593,1783,5063,2750
1730,1955,4969,2767
1716,2047,4864,2771
1557,2017,4770,2783
1430,1953,4668,2796
1453,1955,4571,2815
1565,2015,4470,2820
1661,2079,4406,2831
1681,2095,4363,2843
1661,2079,4340,2863
1663,2082,4298,2871
1730,2141,4273,2879
1782,2187,4262,2884
1730,2141,4273,2895
1605,2029,4262,2895
