I,V,PLETH,RESP
3937,6617,7830,4675
3763,6203,7925,4670
3937,6713,8017,4675
3963,6948,8117,4670
3833,6617,8265,4675
3845,6457,8398,4670
3937,6713,8514,4675
3852,6887,8578,4670
3729,6809,8638,4675
3777,6659,8685,4670
3937,6617,8762,4675
4050,6666,8828,4670
4144,6713,8887,4675
4228,6655,8891,4670
4247,6617,8887,4675
4171,6611,8871,4670
4040,6617,8887,4675
3898,6598,8888,4670
3937,6521,8887,4675
4026,6480,8849,4670
3833,6713,8825,4675
3611,6893,8787,4670
4040,6521,8762,4675
4551,6110,8719,4670
3937,6713,8700,4675
3120,7422,8671,4670
4144,6521,8638,4675
5532,5328,8565,4670
4040,6713,8514,4675
1846,8676,8473,4670
4247,6617,8452,4675
8149,3194,8388,4670
3937,6617,8327,4675
-6902,15129,8273,4670
-9013,15344,8265,4675
4039,2529,8239,4670
17404,-9110,8203,4675
15755,-6158,8132,4670
4765,5179,8079,4675
-346,10400,8013,4670
2590,7768,7955,4675
4527,5907,7859,4670
2279,7864,7768,4675
672,9111,7679,4670
1761,7864,7644,4675
2437,7030,7612,4670
1347,7864,7582,4675
509,8433,7511,4670
932,7960,7457,4675
1387,7590,7411,4670
1140,7864,7395,4675
694,8057,7360,4670
518,7864,7333,4675
575,7564,7293,4670
829,7384,7271,4675
1160,7230,7231,4670
1347,7097,7209,4675
1301,6938,7190,4670
1140,6809,7209,4675
975,6775,7213,4670
1036,6809,7209,4675
1388,6816,7168,4670
1865,6905,7147,4675
2237,7110,7132,4670
2486,7384,7147,4675
2667,7609,7143,4670
2797,7864,7147,4675
2871,8140,7137,4670
3004,8343,7147,4675
3282,8333,7141,4670
3626,8247,7147,4675
3801,8237,7137,4671
3729,8343,7147,4675
3589,8389,7141,4669
3626,8343,7147,4675
3784,8282,7136,4672
3833,8343,7147,4675
3732,8431,7144,4667
3729,8439,7147,4675
3878,8347,7133,4676
3937,8343,7147,4675
3789,8445,7151,4646
3729,8535,7147,4620
3933,8488,7102,4593
4144,8439,7085,4583
4078,8444,7080,4562
3937,8439,7085,4546
3990,8322,7046,4522
4144,8247,7022,4510
4135,8282,7012,4488
4040,8343,7022,4473
4047,8286,6990,4450
4144,8247,6960,4436
4189,8293,6941,4414
4247,8343,6960,4400
4342,8247,6960,4377
4351,8151,6960,4363
4209,8167,6948,4340
4144,8247,6960,4326
4256,8217,6956,4304
4351,8151,6960,4290
4245,8128,6950,4266
4144,8151,6960,4253
4226,8105,6956,4233
4351,8056,6960,4216
4283,8041,6950,4184
4144,8056,6960,4161
4135,8004,6960,4137
4247,7960,6960,4125
4308,7947,6925,4103
4351,7960,6898,4088
4445,7910,6878,4066
4558,7864,6898,4051
4605,7847,6904,4028
4662,7864,6898,4015
4718,7822,6857,3995
4662,7768,6836,3978
4459,7738,6825,3946
4351,7768,6836,3923
4441,7750,6811,3899
4558,7672,6774,3886
4514,7571,6722,3864
4454,7576,6712,3850
4529,7637,6709,3829
4662,7672,6712,3813
4678,7611,6677,3782
4662,7576,6650,3758
4742,7582,6629,3733
4869,7576,6650,3721
4837,7471,6656,3701
4662,7384,6650,3685
4523,7366,6608,3661
4558,7384,6587,3648
4648,7331,6576,3628
4662,7288,6587,3611
4587,7284,6581,3582
4558,7288,6587,3556
4576,7221,6583,3524
4558,7192,6587,3501
4469,7233,6575,3472
4454,7288,6587,3446
4534,7241,6592,3414
4558,7192,6587,3391
4404,7211,6544,3364
4247,7288,6525,3336
4244,7302,6521,3295
4351,7288,6525,3263
4414,7278,6488,3232
4454,7288,6463,3208
4460,7240,6454,3170
4351,7192,6463,3135
4130,7197,6431,3100
4040,7288,6401,3080
4150,7333,6385,3053
4247,7288,6401,3025
4146,7191,6381,2984
4040,7192,6339,2952
4109,7257,6285,2920
4247,7288,6277,2897
4231,7219,6276,2861
4144,7192,6277,2823
4157,7241,6241,2779
4247,7288,6214,2750
4178,7229,6197,2721
3937,7192,6214,2695
3751,7233,6216,2656
3833,7288,6214,2622
4044,7238,6200,2588
4144,7192,6214,2567
4100,7196,6220,2538
4144,7192,6214,2512
4297,7108,6172,2480
4351,7097,6152,2457
4212,7171,6146,2428
4144,7192,6152,2402
4266,7059,6120,2369
4351,7001,6090,2347
4197,7103,6071,2321
4040,7192,6090,2292
4076,7087,6094,2250
4144,7001,6090,2218
4049,7110,6055,2196
3937,7192,6028,2182
3984,7031,5987,2155
4144,7001,5966,2127
4141,7180,5949,2096
3937,7097,5966,2072
3847,6761,5968,2041
4144,7001,5966,2017
4379,7521,5944,1995
4040,7097,5966,1980
3685,6269,5998,1959
4247,7001,6028,1943
4926,8282,6014,1926
4247,7192,6028,1907
3245,5239,6072,1875
4351,7097,6152,1852
6118,10540,6205,1838
4040,7192,6277,1833
-1574,-2767,6358,1816
-3833,-6809,6463,1797
941,1826,6541,1776
7148,12755,6650,1760
7910,13516,6785,1738
4558,7097,6960,1723
2861,4316,7109,1712
4040,6905,7271,1705
4842,8385,7440,1686
4040,6713,7644,1668
3419,5652,7828,1654
3833,6713,8017,1650
4200,7443,8177,1641
4040,6809,8327,1632
3957,6286,8440,1619
4144,6617,8576,1613
4116,6895,8724,1604
3833,6713,8887,1595
3688,6525,8993,1583
3833,6617,9073,1577
4012,6729,9125,1568
4040,6713,9197,1558
3898,6598,9255,1539
3729,6521,9322,1522
3727,6549,9357,1507
3937,6617,9384,1503
4101,6568,9376,1497
4040,6521,9384,1485
3905,6540,9381,1463
3937,6617,9384,1448
4109,6641,9349,1438
4351,6521,9322,1430
4371,6405,9283,1411
3937,6617,9260,1393
3503,6846,9216,1381
3833,6521,9197,1375
4316,6086,9168,1360
3729,6617,9135,1338
3011,7321,9060,1314
4144,6521,9011,1302
5544,5379,8971,1292
3937,6617,8949,1283
1586,8404,8883,1266
3937,6425,8825,1247
8020,3219,8758,1226
4144,6617,8700,1210
-6575,14961,8599,1191
-9013,15344,8514,1173
3697,2870,8437,1153
17404,-9110,8390,1137
16677,-7300,8315,1118
6216,3261,8265,1100
687,8962,8224,1079
2901,7384,8203,1063
4661,5963,8139,1046
2693,7672,8079,1027
1187,8750,8025,998
2072,7672,8017,972
2635,6957,7989,950
1657,7672,7955,935
878,8123,7884,917
1140,7672,7830,898
1395,7338,7778,879
1140,7576,7768,862
886,7741,7744,842
932,7576,7706,825
1047,7304,7626,806
1140,7097,7582,788
1269,6908,7566,767
1450,6809,7582,752
1594,6729,7555,741
1554,6617,7520,733
1252,6519,7471,723
1036,6521,7457,715
1227,6587,7444,706
1761,6713,7457,697
2275,6864,7458,683
2590,7097,7457,678
2734,7370,7419,679
2797,7672,7395,678
2814,7929,7379,668
2901,8151,7395,660
3180,8260,7392,659
3626,8247,7395,660
3955,8150,7384,651
3937,8151,7395,642
3669,8252,7391,638
3522,8343,7395,642
3640,8299,7384,641
3833,8247,7395,642
3901,8268,7394,648
3937,8343,7395,660
4018,8350,7361,664
4040,8343,7333,660
3942,8346,7294,655
3937,8343,7271,660
4116,8274,7232,670
4247,8247,7209,678
4117,8289,7173,678
3937,8343,7147,678
3939,8298,7101,683
4040,8247,7085,697
4041,8236,7074,708
4040,8247,7085,715
4145,8187,7075,715
4247,8151,7085,715
4198,8181,7085,720
4144,8247,7085,733
4196,8218,7045,746
4247,8151,7022,752
4173,8116,7010,748
4144,8151,7022,752
4260,8133,6997,761
4351,8056,6960,770
4214,7958,6911,769
4040,7960,6898,770
4094,8013,6889,778
4351,8056,6898,788
4505,7982,6891,789
4454,7864,6898,788
4339,7792,6891,795
4351,7864,6898,807
4463,7956,6890,810
4558,7960,6898,807
4508,7842,6892,803
4351,7768,6898,807
4211,7763,6889,808
4247,7768,6898,807
4442,7697,6894,803
4662,7672,6898,807
4733,7717,6887,815
4662,7768,6898,825
4558,7716,6899,826
4558,7672,6898,825
4624,7674,6860,823
4662,7672,6836,825
4608,7566,6822,825
4558,7480,6836,825
4579,7470,6814,824
4662,7480,6774,825
4693,7382,6718,824
4662,7288,6712,825
4622,7295,6714,824
4662,7384,6712,825
4734,7379,6668,823
4765,7288,6650,825
4688,7194,6646,825
4558,7192,6650,825
4425,7202,6610,822
4351,7192,6587,825
4349,7159,6596,833
4454,7192,6650,843
4592,7252,6682,845
4662,7288,6712,843
4586,7238,6716,841
4454,7192,6712,843
4361,7176,6670,843
4351,7192,6650,843
4353,7180,6643,842
4351,7192,6650,843
4339,7205,6615,843
4351,7192,6587,843
4353,7116,6573,842
4351,7097,6587,843
4339,7144,6566,843
4351,7192,6525,843
4358,7139,6473,842
4351,7097,6463,843
4301,7126,6461,842
4247,7192,6463,843
4192,7163,6430,842
4144,7097,6401,843
4078,7060,6362,842
4040,7097,6339,843
4056,7134,6298,842
4144,7192,6277,843
4223,7220,6261,842
4247,7192,6277,843
4194,7103,6278,842
4144,7097,6277,843
4152,7163,6244,842
4247,7192,6214,843
4335,7085,6173,842
4351,7001,6152,843
4287,7025,6120,842
4247,7097,6090,843
4247,7062,6044,842
4247,7001,6028,843
4192,6979,6021,842
4144,7001,6028,843
4131,6982,6015,842
4144,7001,6028,843
4133,7061,6052,842
4144,7097,6090,843
4181,7031,6091,842
4144,6905,6090,843
3984,6825,6081,842
3937,7001,6090,843
4039,7194,6082,843
4040,7001,6090,843
3939,6676,6087,842
4144,7001,6090,843
4456,7500,6073,843
4247,7001,6090,843
3898,6200,6118,842
4454,7001,6152,843
5171,8256,6143,843
4351,7097,6152,843
3054,5165,6190,840
4144,7097,6277,843
6258,10532,6339,851
4351,7097,6401,862
-1495,-2886,6463,864
-3833,-6809,6587,862
1351,2005,6731,857
7873,13042,6898,862
8293,13796,7042,870
4351,7288,7209,880
2491,4373,7378,882
3833,6809,7582,880
4642,8210,7783,876
3729,6617,8017,880
3233,5687,8237,888
3937,6713,8452,898
4381,7246,8610,906
4040,6521,8762,917
3811,6139,8903,926
4040,6617,9073,935
4133,6864,9226,935
3937,6617,9384,935
3825,6484,9509,939
3937,6617,9632,953
4008,6626,9724,966
3937,6521,9819,972
3830,6489,9885,968
3833,6521,9943,972
3941,6513,9949,982
4040,6521,9943,990
4006,6554,9923,988
3937,6617,9943,990
3978,6611,9949,999
4040,6617,9943,1008
3950,6677,9895,1007
3937,6617,9881,1008
4039,6440,9878,1016
3937,6521,9881,1027
3728,6729,9820,1026
4040,6521,9757,1027
4465,6169,9702,1034
3937,6617,9695,1045
3228,7194,9663,1045
4144,6425,9632,1045
5346,5401,9585,1051
3937,6617,9570,1063
1961,8338,9538,1066
4247,6521,9508,1063
7863,3488,9440,1061
3833,6617,9384,1063
-6597,14600,9311,1063
-9013,15344,9260,1063
3364,3513,9189,1063
17404,-9110,9135,1063
18032,-9355,9063,1061
8598,-96,9011,1063
2522,6628,8940,1066
3315,7097,8887,1063
4338,6533,8815,1051
2590,7768,8762,1045
1343,8471,8691,1045
2072,7672,8638,1045
2486,7208,8568,1034
1657,7768,8514,1027
989,8074,8439,1026
1036,7768,8390,1027
1067,7600,8340,1017
1036,7768,8327,1008
1306,7764,8297,1006
1554,7576,8265,1008
1361,7425,8195,1000
1140,7288,8141,990
1304,7020,8091,986
1554,6809,8079,990
1512,6737,8048,985
1347,6713,8017,972
1242,6651,7965,956
1140,6617,7955,953
964,6645,7951,954
1036,6713,7955,953
1544,6754,7916,943
2175,6905,7892,935
2530,7205,7876,931
2693,7576,7892,935
2867,7847,7887,935
3004,8056,7892,935
3069,8199,7885,933
3315,8247,7892,935
3751,8169,7881,935
3937,8151,7892,935
3634,8244,7894,932
3315,8343,7892,935
3417,8297,7850,936
3729,8247,7830,935
3836,8306,7821,930
3833,8439,7830,935
3972,8472,7798,944
4144,8439,7768,953
4091,8387,7729,952
3937,8343,7706,953
3902,8263,7660,960
3937,8247,7644,972
3876,8299,7636,973
3833,8343,7644,972
3928,8256,7611,975
4040,8151,7582,990
3992,8140,7544,1003
3937,8247,7520,1008
4077,8296,7473,1006
4351,8247,7457,1008
4464,8154,7452,1015
4351,8151,7457,1027
4181,8175,7419,1035
4144,8151,7395,1045
4199,8060,7384,1055
4247,8056,7395,1063
4236,8120,7365,1063
4247,8151,7333,1063
4301,8073,7310,1067
4351,8056,7333,1082
4288,8125,7340,1093
4144,8151,7333,1100
4022,7999,7291,1098
4040,7864,7271,1100
4173,7876,7257,1106
4351,7960,7271,1118
4455,7925,7267,1128
4454,7864,7271,1137
4382,7854,7260,1138
4351,7864,7271,1137
4357,7790,7268,1133
4351,7768,7271,1137
4315,7829,7241,1144
4351,7864,7209,1155
4431,7750,7161,1157
4454,7672,7147,1155
4404,7715,7139,1150
4454,7768,7147,1155
4605,7666,7118,1164
4662,7576,7085,1173
4527,7608,7037,1174
4454,7672,7022,1173
4594,7587,7011,1172
4765,7480,7022,1173
4717,7459,7017,1172
4558,7480,7022,1173
4473,7389,7014,1173
4454,7288,7022,1173
4383,7264,7017,1170
4351,7288,7022,1173
4411,7234,7012,1181
4454,7192,7022,1192
4379,7222,7019,1193
4351,7288,7022,1192
4458,7252,7009,1189
4558,7192,7022,1192
4503,7199,7026,1191
4454,7288,7022,1192
4519,7294,6980,1190
4558,7192,6960,1192
4408,7075,6952,1191
4247,7097,6960,1192
4251,7176,6928,1190
4351,7192,6898,1192
4362,7107,6878,1191
4351,7097,6898,1192
4407,7167,6901,1190
4454,7192,6898,1192
4333,7074,6881,1191
4144,7001,6898,1192
4069,7045,6905,1190
4144,7097,6898,1192
4192,7024,6853,1191
4144,7001,6836,1192
4055,7102,6831,1189
4040,7192,6836,1192
4082,7099,6799,1193
4144,7001,6774,1192
4185,7029,6762,1181
4247,7097,6774,1173
4318,7036,6745,1171
4351,7001,6712,1173
4244,7088,6687,1172
4040,7192,6712,1173
3881,7144,6722,1175
3937,7097,6712,1173
4155,7146,6665,1162
4351,7192,6650,1155
4332,7086,6645,1154
4144,7001,6650,1155
3957,7041,6615,1146
3937,7097,6587,1137
4041,6996,6569,1133
4144,6905,6587,1137
4129,6965,6587,1131
4040,7097,6587,1118
3949,7084,6574,1103
3937,7001,6587,1100
4004,6968,6587,1100
4144,7001,6587,1100
4251,6962,6570,1090
4247,6905,6587,1082
4128,6911,6612,1077
4040,7001,6650,1082
4053,7031,6648,1084
4144,7001,6650,1082
4239,6988,6639,1071
4351,7097,6650,1063
4417,7204,6640,1060
4351,7192,6650,1063
4153,7058,6661,1063
4040,7001,6712,1063
4138,7050,6760,1061
4351,7097,6836,1063
4464,7031,6912,1063
4454,7001,7022,1063
4401,7055,7114,1061
4351,7097,7209,1063
4226,6997,7281,1063
4040,6905,7395,1063
3905,6901,7529,1060
3937,6905,7706,1063
4032,6791,7876,1071
4040,6713,8079,1082
3947,6754,8285,1084
3937,6809,8514,1082
4019,6715,8703,1077
4040,6617,8887,1082
3941,6633,9055,1089
3937,6713,9260,1100
4076,6708,9451,1102
4144,6713,9632,1100
4010,6774,9758,1095
3937,6809,9881,1100
4058,6703,9993,1109
4144,6617,10130,1118
4011,6629,10233,1117
3833,6713,10316,1118
3815,6740,10345,1124
4040,6617,10378,1137
4181,6497,10397,1140
3937,6713,10440,1137
3701,6947,10466,1131
4144,6617,10502,1137
4610,6174,10505,1146
3937,6713,10502,1155
3120,7428,10464,1155
4144,6617,10440,1155
5473,5454,10401,1154
3937,6713,10378,1155
1753,8563,10334,1152
4144,6617,10316,1155
8036,3375,10283,1157
3937,6713,10254,1155
-6777,15010,10182,1143
-9013,15344,10130,1137
3816,2830,10083,1136
17404,-9110,10067,1137
16485,-7182,10011,1127
6008,3452,9943,1118
628,9113,9858,1116
2901,7480,9819,1118
4516,6092,9764,1110
2383,7864,9695,1100
901,8924,9578,1094
1968,7768,9508,1100
2713,7017,9466,1103
1865,7768,9446,1100
1147,8277,9358,1088
1347,7864,9260,1082
1454,7518,9167,1079
1140,7672,9135,1082
960,7738,9082,1082
1036,7576,9011,1082
1093,7417,8898,1074
1243,7288,8825,1063
1570,7035,8773,1049
1761,6809,8762,1045
1581,6681,8728,1046
1243,6617,8700,1045
1007,6582,8653,1034
1036,6617,8638,1027
1305,6695,8622,1026
1761,6809,8638,1027
2224,6914,8637,1017
2486,7097,8638,1008
2519,7357,8600,1006
2590,7672,8576,1008
2858,7935,8555,1000
3211,8151,8576,990
3485,8258,8579,985
3729,8247,8576,990
3936,8149,8533,991
3937,8151,8514,990
3694,8254,8498,988
3522,8343,8514,990
3626,8319,8508,989
3833,8343,8514,990
3903,8456,8503,990
3937,8535,8514,990
4057,8441,8507,987
4144,8343,8514,990
4042,8363,8504,998
3937,8439,8514,1008
4038,8403,8506,1010
4247,8343,8514,1008
4284,8333,8504,1005
4144,8343,8514,1008
3992,8273,8507,1009
3937,8247,8514,1008
3946,8302,8502,1005
4040,8343,8514,1008
4171,8240,8511,1015
4247,8151,8514,1027
4226,8175,8479,1030
4247,8247,8452,1027
4331,8207,8410,1021
4351,8151,8390,1027
4228,8143,8351,1037
4144,8151,8327,1045
4190,8080,8289,1042
4247,8056,8265,1045
4182,8110,8224,1054
4144,8151,8203,1063
4238,8049,8168,1062
4351,7960,8141,1063
4316,7981,8094,1072
4247,8056,8079,1082
4271,8020,8070,1081
4351,7960,8079,1082
4384,7944,8048,1089
4454,7960,8017,1100
4559,7902,7973,1100
4558,7864,7955,1100
4400,7869,7918,1107
4351,7864,7892,1118
4541,7752,7851,1119
4765,7672,7830,1118
4763,7695,7793,1122
4662,7768,7768,1137
4670,7736,7727,1148
4765,7672,7706,1155
4752,7647,7670,1155
4662,7672,7644,1155
4621,7633,7599,1151
4662,7576,7582,1155
4672,7548,7569,1163
4662,7576,7582,1173
4684,7551,7576,1175
4765,7480,7582,1173
4832,7395,7573,1171
4869,7384,7582,1173
4848,7394,7573,1173
4765,7384,7582,1173
4628,7293,7577,1171
4558,7192,7582,1173
4615,7108,7551,1173
4765,7097,7520,1173
4868,7122,7474,1171
4869,7192,7457,1173
4745,7222,7427,1175
4558,7192,7395,1173
4388,7107,7343,1163
4351,7097,7333,1155
4407,7151,7333,1151
4454,7192,7333,1155
4437,7108,7290,1156
4454,7001,7271,1155
4491,6981,7265,1146
4454,7097,7271,1137
4341,7192,7232,1124
4351,7192,7209,1118
4497,7112,7200,1116
4558,7097,7209,1118
4365,7139,7173,1112
4144,7192,7147,1100
4128,7185,7132,1086
4247,7192,7147,1082
4220,7205,7136,1082
4040,7192,7147,1082
3900,7116,7168,1072
3937,7097,7209,1063
4048,7144,7208,1054
4144,7192,7209,1045
4194,7139,7203,1032
4247,7097,7209,1027
4303,7128,7175,1026
4351,7192,7147,1027
4301,7132,7128,1018
4144,7001,7147,1008
3968,6926,7147,998
3937,7001,7147,990
4010,7089,7133,977
4040,7097,7147,972
3960,7018,7148,971
3937,7001,7147,972
4039,7048,7110,961
4144,7097,7085,953
4073,7053,7065,951
3937,7001,7085,953
3944,6983,7091,945
4144,7001,7085,935
4319,6989,7041,930
4247,6905,7022,935
3995,6790,7013,936
3937,6905,7022,935
4102,7083,6993,932
4144,6905,6960,935
4008,6581,6914,940
4144,6905,6898,953
4428,7414,6882,965
4247,6905,6898,972
3896,6084,6899,969
4351,6905,6898,972
4946,8165,6872,984
4144,6905,6898,1008
3017,4872,6952,1028
4247,6905,7022,1045
6300,10508,7044,1060
4144,6905,7085,1082
-2001,-3583,7151,1101
-4558,-7768,7271,1118
597,1410,7382,1131
7355,13042,7520,1155
8206,14001,7661,1183
4662,7288,7830,1210
2992,4232,7974,1226
4351,6809,8141,1247
5126,8374,8314,1271
4144,6713,8514,1302
3476,5607,8673,1326
3937,6617,8825,1357
4229,7288,8961,1392
3937,6617,9135,1430
3856,6125,9294,1457
4144,6521,9446,1485
4176,6825,9560,1517
3937,6617,9695,1558
3849,6408,9820,1594
3937,6521,9943,1632
3913,6659,10009,1668
3833,6617,10067,1705
3856,6436,10116,1731
3937,6329,10192,1760
3975,6399,10232,1792
4040,6521,10254,1833
4127,6483,10241,1869
4144,6425,10254,1907
4054,6448,10255,1941
3937,6521,10254,1980
3875,6528,10211,2013
4040,6425,10192,2053
4190,6380,10182,2096
3937,6617,10192,2145
3594,6782,10128,2183
3937,6425,10005,2218
4426,6053,9826,2248
3833,6617,9695,2292
3029,7283,9605,2337
4040,6521,9570,2383
5480,5467,9510,2418
4144,6617,9446,2457
1986,8254,9363,2497
4144,6425,9322,2548
7928,3460,9283,2588
4144,6617,9260,2622
-6320,14565,9196,2644
-9013,15344,9135,2677
3215,3601,9058,2710
17404,-9110,9011,2750
18248,-9655,8946,2783
8805,-575,8887,2823
2505,6322,8807,2859
3108,7097,8762,2897
4157,6655,8705,2922
2590,7864,8638,2952
1508,8595,8526,2981
2279,7864,8452,3025
2587,7378,8406,3062
1554,7864,8390,3098
763,8155,8326,3121
932,7864,8265,3153
1168,7674,8211,3185
1036,7864,8203,3226
850,7998,8173,3255
725,7960,8141,3281
553,7840,8091,3301
518,7672,8079,3336
744,7428,8067,3372
1036,7288,8079,3410
1171,7242,8071,3433
1140,7192,8079,3465
969,7094,8070,3496
829,7001,8079,3538
850,6928,8070,3571
1140,6905,8079,3611
1639,6923,8070,3645
2175,7097,8079,3685
2542,7406,8070,3715
2693,7768,8079,3758
2692,8038,8072,3801
2693,8247,8079,3850
2846,8383,8068,3877
3211,8439,8079,3905
3593,8379,8075,3932
3729,8343,8079,3978
3605,8375,8064,4016
3522,8439,8079,4051
3647,8405,8083,4072
3833,8343,8079,4106
3898,8340,8033,4140
3937,8439,8017,4180
4051,8488,8011,4204
4144,8439,8017,4235
4070,8339,7977,4264
3937,8343,7955,4308
3898,8408,7944,4343
3937,8439,7955,4381
3930,8370,7921,4406
3937,8343,7892,4436
4057,8388,7875,4457
4247,8439,7892,4491
4290,8387,7870,4523
4144,8343,7830,4565
3989,8346,7776,4592
4040,8343,7768,4620
4202,8233,7765,4635
4247,8151,7768,4656
4114,8171,7733,4664
4040,8247,7706,4675
4132,8247,7667,4671
4247,8247,7644,4675
4215,8262,7602,4670
4144,8247,7582,4675
4109,8153,7551,4670
4040,8151,7520,4675
3905,8237,7449,4670
3937,8247,7395,4675
4204,8073,7350,4670
4454,7960,7333,4675
4440,8006,7295,4670
4351,8056,7271,4675
4416,7935,7236,4670
4558,7864,7209,4675
4541,7960,7160,4670
4454,8056,7147,4675
4493,7924,7143,4670
4662,7768,7147,4675
4765,7774,7107,4670
4765,7864,7085,4675
4711,7796,7074,4670
4662,7672,7085,4675
4650,7636,7052,4670
4765,7672,7022,4675
4903,7594,7002,4670
4869,7480,7022,4675
4651,7465,7023,4670
4558,7576,7022,4675
4708,7597,7008,4670
4869,7480,7022,4675
4798,7346,7024,4670
4662,7384,7022,4675
4668,7486,6985,4670
4765,7480,6960,4675
4743,7335,6942,4670
4662,7288,6960,4675
4673,7364,6965,4670
4765,7384,6960,4675
4733,7215,6920,4670
4558,7097,6898,4675
4409,7166,6883,4670
4454,7288,6898,4675
4595,7246,6898,4670
4662,7192,6898,4675
4576,7268,6866,4670
4454,7384,6836,4675
4349,7323,6791,4670
4247,7192,6774,4675
4138,7146,6764,4670
4144,7192,6774,4675
4263,7187,6750,4670
4351,7192,6712,4675
4271,7243,6658,4670
4144,7288,6650,4675
4077,7228,6650,4670
4040,7192,6650,4675
3956,7236,6609,4670
3937,7288,6587,4675
4032,7230,6579,4670
4144,7192,6587,4675
4148,7236,6556,4670
4144,7288,6525,4675
4172,7230,6504,4670
4144,7192,6525,4675
4000,7236,6531,4670
3937,7288,6525,4675
4036,7229,6486,4670
4144,7192,6463,4675
4094,7238,6446,4670
4040,7288,6463,4675
4125,7225,6468,4670
4247,7192,6463,4675
4196,7248,6422,4670
4040,7288,6401,4675
3941,7179,6391,4670
3937,7097,6401,4675
3925,7161,6375,4670
3937,7288,6339,4675
4022,7274,6291,4670
4144,7192,6277,4675
4151,7157,6269,4670
4040,7192,6277,4675
3926,7189,6252,4670
3937,7192,6214,4675
4027,7237,6162,4670
4040,7192,6152,4675
3934,6993,6153,4670
3937,7001,6152,4675
4054,7221,6111,4670
4040,7192,6090,4675
3935,6911,6084,4670
4144,7097,6090,4675
4403,7469,6055,4670
4040,7001,6028,4675
3484,6298,6013,4670
3937,7097,6028,4675
4812,8235,6021,4670
4351,7001,6028,4675
3256,5137,6043,4670
4144,7192,6090,4675
5957,10655,6116,4670
4144,7097,6152,4675
-1370,-3121,6193,4670
-3833,-7288,6277,4675
680,1483,6359,4670
6837,12851,6463,4675
7776,14118,6567,4670
4662,7864,6712,4675
3097,4818,6860,4670
4247,7097,7022,4675
4960,8552,7148,4670
4144,7001,7271,4675
3565,5907,7380,4670
3937,6809,7520,4675
4141,7476,7645,4670
3833,6905,7768,4675
3716,6419,7871,4670
3937,6713,8017,4675
3977,6967,8173,4670
3833,6809,8327,4675
3827,6636,8420,4670
3937,6713,8514,4675
3936,6815,8619,4670
3937,6809,8762,4675
4055,6702,8868,4670
4144,6617,8949,4675
4056,6638,8997,4670
3937,6713,9073,4675
3909,6673,9137,4670
3937,6617,9197,4675
3942,6623,9220,4670
3937,6713,9260,4675
3957,6756,9289,4670
4144,6617,9322,4675
4245,6488,9315,4670
3937,6713,9322,4675
3583,6954,9320,4670
3937,6617,9322,4675
4451,6116,9282,4670
3937,6521,9260,4675
3205,7197,9247,4670
4144,6617,9260,4675
5449,5639,9230,4670
4144,6617,9197,4675
2064,8189,9153,4670
4040,6713,9135,4675
7626,3985,9097,4670
4144,6617,9073,4675
-5914,13978,9035,4670
-9013,15344,9011,4675
2487,4590,8951,4670
17404,-9110,8887,4675
20610,-12757,8790,4670
12742,-5658,8700,4675
5405,2687,8591,4670
3729,6425,8514,4675
3701,7262,8439,4670
2486,7864,8390,4675
1703,8118,8318,4670
2175,7768,8265,4675
2339,7581,8198,4670
1657,7864,8141,4675
1147,8015,8062,4670
1140,7864,8017,4675
1039,7722,7976,4669
829,7768,7955,4675
893,7837,7908,4671
1140,7864,7892,4675
1150,7772,7885,4668
932,7576,7892,4675
791,7310,7856,4674
932,7097,7830,4675
1284,6914,7811,4655
1554,6809,7830,4638
1421,6805,7827,4615
1036,6809,7830,4601
770,6742,7818,4573
932,6713,7830,4546
1432,6791,7824,4511
1968,7001,7830,4491
2307,7227,7821,4468
2486,7480,7830,4455
2622,7755,7823,4427
2797,8056,7830,4400
3019,8232,7822,4364
3315,8247,7830,4345
3629,8155,7823,4324
3833,8151,7830,4308
3806,8242,7822,4275
3626,8343,7830,4253
3483,8344,7823,4230
3522,8343,7830,4216
3681,8381,7821,4186
3833,8439,7830,4161
3903,8433,7825,4135
3937,8439,7830,4125
3949,8454,7819,4105
3937,8439,7830,4088
3904,8354,7829,4058
3937,8343,7830,4033
4042,8411,7795,3999
4144,8439,7768,3978
4158,8324,7731,3956
4144,8247,7706,3941
4142,8288,7643,3913
4144,8343,7582,3886
4118,8248,7523,3854
4144,8151,7520,3831
4215,8167,7520,3801
4247,8247,7520,3776
4180,8217,7479,3744
4144,8151,7457,3721
4196,8129,7444,3691
4247,8151,7457,3666
4190,8103,7449,3633
4144,8056,7457,3611
4211,8043,7456,3588
4351,8056,7457,3575
4427,7998,7420,3548
4454,7960,7395,3520
4438,7988,7379,3484
4351,8056,7395,3465
4221,8004,7392,3446
4247,7864,7395,3428
4461,7742,7386,3390
4662,7768,7395,3355
4652,7840,7388,3320
4558,7864,7395,3300
4533,7797,7391,3271
4558,7768,7395,3245
4509,7776,7366,3213
4454,7768,7333,3190
4478,7663,7287,3160
4558,7576,7271,3135
4600,7556,7241,3103
4662,7576,7209,3080
4776,7502,7157,3050
4869,7384,7147,3025
4805,7293,7147,2993
4662,7288,7147,2970
4592,7260,7104,2941
4662,7192,7085,2915
4717,7132,7080,2876
4662,7192,7085,2842
4550,7280,7045,2807
4558,7288,7022,2787
4676,7198,7015,2761
4765,7192,7022,2732
4720,7267,6985,2690
