II,aVR,ABP,RESP
2545,5410,2996,52
2342,5519,3098,27
2182,5548,3193,0
2030,5551,3277,-25
1863,5618,3390,-52
1678,5710,3523,-81
1500,5826,3666,-103
1341,5930,3785,-116
1227,6034,3903,-129
1152,6082,4017,-153
1091,6103,4139,-181
991,6134,4239,-198
864,6242,4336,-206
766,6350,4429,-217
773,6381,4533,-232
840,6299,4618,-246
864,6242,4691,-258
781,6277,4746,-270
682,6381,4809,-284
662,6415,4867,-297
727,6381,4927,-309
778,6342,4969,-322
773,6381,5006,-335
746,6412,5026,-348
773,6381,5046,-361
860,6302,5047,-373
954,6311,5046,-387
975,6373,5036,-400
909,6381,5046,-413
825,6281,5051,-425
818,6242,5046,-438
888,6309,5007,-451
954,6381,4967,-464
959,6320,4924,-476
954,6242,4888,-490
1015,6230,4829,-504
1136,6242,4770,-516
1212,6163,4706,-525
1182,6103,4652,-542
1101,6146,4576,-566
1091,6242,4494,-593
1176,6215,4405,-610
1273,6103,4336,-619
1300,6016,4261,-627
1273,6034,4179,-645
1240,6074,4073,-670
1227,6103,3981,-696
1236,6079,3897,-713
1273,6034,3824,-722
1308,5987,3738,-729
1273,6034,3666,-748
1125,6147,3600,-774
954,6242,3548,-799
927,6185,3483,-815
1091,6034,3430,-825
1248,5914,3384,-836
1182,5964,3351,-851
958,6113,3294,-864
864,6242,3232,-877
969,6238,3175,-888
1045,6172,3154,-903
950,6105,3137,-916
864,6103,3114,-928
922,6161,3068,-939
954,6311,3035,-954
786,6462,3013,-968
591,6519,2996,-980
582,6466,2956,-990
682,6450,2917,-1006
668,6503,2887,-1022
591,6519,2878,-1032
596,6429,2859,-1030
682,6381,2838,-1032
697,6441,2813,-1042
636,6519,2799,-1057
579,6481,2778,-1061
545,6450,2759,-1057
535,6484,2735,-1054
591,6519,2720,-1057
690,6436,2700,-1058
682,6381,2681,-1057
508,6446,2655,-1055
364,6519,2641,-1057
533,6292,2623,-1058
1136,5687,2602,-1057
2110,4771,2571,-1054
3318,3676,2562,-1057
4559,2437,2563,-1061
5590,1248,2562,-1057
6237,417,2538,-1042
6454,347,2523,-1032
6194,1219,2520,-1031
5318,2982,2523,-1032
3760,5246,2502,-1019
1773,7490,2483,-1006
-115,9125,2478,-1000
-1409,9848,2483,-1006
-1937,9714,2466,-1007
-1863,9155,2444,-1006
-1503,8538,2432,-1003
-1091,8045,2444,-1006
-720,7637,2450,-1006
-409,7351,2444,-1006
-206,7195,2421,-1004
-136,7143,2405,-1006
-124,7060,2395,-1005
-45,6935,2405,-1006
98,6816,2410,-1005
182,6797,2405,-1006
124,6835,2380,-1004
45,6866,2365,-1006
82,6834,2360,-1005
227,6797,2365,-1006
301,6801,2362,-1003
227,6866,2365,-1006
91,6915,2368,-1007
45,6935,2365,-1006
112,6896,2343,-1001
182,6866,2326,-1006
178,6842,2319,-1018
136,6866,2326,-1032
150,6878,2323,-1033
227,6866,2326,-1032
290,6810,2327,-1031
273,6797,2326,-1032
198,6819,2304,-1028
136,6866,2286,-1032
122,6886,2280,-1043
136,6935,2286,-1057
144,6989,2273,-1060
136,7005,2247,-1057
129,6929,2216,-1055
136,6866,2208,-1057
145,6868,2206,-1057
136,6935,2208,-1057
107,6978,2201,-1056
91,7005,2208,-1057
126,6973,2211,-1056
227,6866,2208,-1057
354,6669,2181,-1058
455,6519,2168,-1057
507,6461,2176,-1053
545,6450,2208,-1057
602,6361,2227,-1069
682,6242,2247,-1083
769,6144,2271,-1087
864,6103,2326,-1083
948,6056,2393,-1079
1000,6034,2483,-1083
1030,6027,2576,-1086
1091,6034,2681,-1083
1191,5995,2786,-1069
1273,5964,2917,-1057
1279,5948,3064,-1053
1227,5964,3232,-1057
1158,5978,3390,-1059
1091,6034,3548,-1057
1041,6086,3699,-1046
1045,6103,3863,-1032
1087,6069,4009,-1014
1091,6103,4139,-1006
1021,6192,4247,-1004
954,6242,4376,-1006
959,6166,4514,-997
1000,6103,4652,-980
996,6141,4753,-961
954,6242,4849,-954
934,6264,4942,-954
954,6242,5046,-954
969,6225,5128,-943
954,6242,5203,-928
923,6233,5263,-914
909,6242,5322,-903
920,6254,5359,-889
954,6242,5401,-877
998,6156,5437,-864
1045,6103,5479,-851
1076,6121,5501,-836
1091,6172,5519,-825
1103,6149,5520,-822
1136,6103,5519,-825
1174,6080,5496,-819
1182,6103,5479,-799
1154,6101,5468,-770
1136,6103,5479,-748
1152,6102,5470,-734
1182,6103,5440,-722
1199,6061,5387,-707
1227,6034,5361,-696
1267,6024,5345,-687
1273,6034,5322,-671
1197,6017,5259,-642
1091,6034,5203,-619
1045,6069,5158,-606
1091,6103,5125,-593
1148,6089,5062,-568
1136,6103,5006,-542
1059,6143,4960,-526
1000,6172,4927,-516
1008,6126,4857,-494
1045,6103,4770,-464
1030,6149,4678,-436
954,6242,4612,-413
892,6265,4537,-388
909,6242,4454,-361
960,6215,4350,-335
954,6242,4257,-309
861,6294,4169,-283
773,6381,4100,-258
749,6465,4021,-233
773,6519,3942,-206
748,6517,3853,-179
682,6519,3784,-155
640,6544,3720,-133
682,6589,3666,-103
755,6566,3600,-63
773,6519,3548,-26
724,6482,3500,1
682,6519,3469,26
689,6559,3427,60
682,6589,3390,103
594,6591,3346,145
500,6589,3311,181
603,6435,3267,209
1091,5964,3232,232
2012,5060,3202,253
3227,3884,3193,284
4443,2679,3177,323
5409,1664,3154,361
6075,881,3109,388
6454,555,3075,413
6297,1132,3047,440
5227,2982,3035,464
3295,5660,3014,478
1182,8114,2996,490
-386,9487,2972,512
-1227,9848,2956,542
-1582,9693,2934,561
-1636,9363,2917,567
-1439,8866,2894,573
-1091,8322,2878,593
-747,7871,2854,623
-455,7560,2838,645
-183,7280,2817,648
45,7074,2799,645
174,6986,2773,650
227,7005,2759,671
270,6990,2754,690
318,6935,2759,696
329,6877,2746,693
318,6866,2720,696
305,6863,2688,709
318,6866,2681,722
336,6861,2682,724
364,6866,2681,722
377,6856,2656,721
364,6866,2641,722
332,6860,2637,719
318,6866,2641,722
339,6853,2623,733
364,6866,2602,748
368,6866,2590,752
364,6866,2602,748
366,6845,2607,744
364,6866,2602,748
341,6903,2578,750
318,6935,2562,748
312,6903,2553,744
318,6866,2562,748
318,6846,2566,759
318,6866,2562,774
321,6866,2539,778
318,6866,2523,774
307,6857,2514,768
318,6866,2523,774
361,6842,2525,787
409,6797,2523,799
433,6719,2501,800
455,6658,2483,799
507,6585,2470,806
591,6519,2483,825
669,6437,2501,843
727,6381,2523,851
783,6316,2534,848
864,6242,2562,851
960,6127,2607,861
1045,6034,2681,877
1113,5972,2755,888
1182,5964,2838,903
1246,5955,2924,917
1273,5964,3035,928
1241,5981,3150,928
1182,6034,3272,928
1130,6071,3382,937
1091,6103,3508,954
1058,6121,3640,968
1045,6172,3784,980
1051,6216,3917,991
1045,6242,4060,1006
1002,6227,4199,1018
954,6242,4336,1032
940,6275,4441,1043
954,6311,4533,1057
949,6302,4620,1069
909,6311,4730,1083
865,6341,4834,1095
864,6381,4927,1109
892,6374,4999,1121
909,6381,5085,1135
890,6409,5169,1146
864,6450,5243,1161
853,6427,5281,1172
864,6381,5322,1186
892,6332,5361,1198
954,6311,5401,1212
1036,6271,5403,1224
1091,6242,5401,1238
1095,6224,5396,1249
1091,6242,5401,1264
1112,6242,5381,1275
1136,6242,5361,1289
1122,6230,5347,1301
1091,6242,5361,1315
1080,6240,5365,1327
1091,6242,5361,1341
1083,6228,5337,1352
1045,6242,5322,1367
994,6265,5300,1379
954,6311,5282,1393
939,6323,5243,1403
954,6311,5203,1418
971,6265,5155,1431
954,6242,5125,1444
902,6229,5086,1454
864,6242,5046,1470
862,6235,4983,1485
864,6242,4927,1496
826,6256,4866,1494
773,6311,4809,1496
751,6354,4730,1505
773,6381,4652,1522
791,6368,4566,1533
773,6381,4494,1547
709,6428,4412,1561
636,6519,4336,1573
572,6599,4251,1572
545,6658,4179,1573
538,6690,4097,1580
545,6727,4021,1599
542,6743,3935,1613
545,6727,3863,1625
553,6666,3795,1626
545,6658,3745,1625
530,6670,3685,1619
545,6658,3627,1625
578,6604,3558,1637
545,6658,3508,1651
446,6753,3463,1651
364,6727,3430,1651
322,6566,3386,1649
364,6450,3351,1651
788,6097,3308,1647
1909,5063,3272,1651
3424,3567,3226,1661
4591,2497,3193,1676
5192,1943,3166,1679
5727,1179,3154,1676
6287,293,3132,1672
6045,832,3114,1676
4412,3532,3090,1677
2091,6935,3075,1676
275,9047,3052,1671
-682,9709,3035,1676
-1194,9885,3012,1686
-1500,9918,2996,1702
-1507,9443,2973,1706
-1273,8669,2956,1702
-1030,8153,2934,1694
-818,7976,2917,1702
-524,7720,2893,1716
-182,7351,2878,1728
50,7109,2856,1725
136,7074,2838,1728
162,7047,2813,1737
182,7005,2799,1754
193,6992,2780,1764
227,7005,2759,1779
279,6965,2729,1794
318,6935,2720,1805
300,6960,2721,1801
273,7005,2720,1805
279,6979,2696,1817
318,6935,2681,1831
339,6910,2678,1828
318,6935,2681,1831
285,6934,2660,1842
273,6935,2641,1857
292,6926,2635,1855
318,6935,2641,1857
328,6925,2625,1868
318,6935,2602,1883
310,6937,2587,1881
318,6935,2602,1883
315,6911,2610,1893
273,6935,2602,1908
220,6980,2573,1908
227,7005,2562,1908
288,6957,2561,1917
318,6935,2562,1934
274,6962,2540,1936
227,7005,2523,1934
251,6955,2514,1932
318,6866,2523,1934
356,6798,2521,1930
364,6797,2523,1934
392,6777,2520,1945
455,6727,2523,1960
511,6643,2513,1960
545,6589,2523,1960
578,6547,2550,1967
636,6519,2602,1986
720,6437,2651,1991
818,6311,2720,1986
915,6166,2804,1976
1000,6103,2917,1986
1060,6095,3028,2001
1091,6103,3154,2012
1096,6078,3282,2007
1091,6103,3430,2012
1074,6171,3577,2024
1045,6242,3745,2037
1014,6238,3916,2035
1000,6242,4100,2037
990,6292,4262,2047
954,6381,4415,2063
894,6401,4549,2063
864,6381,4691,2063
883,6357,4827,2070
909,6381,4967,2089
894,6388,5087,2093
864,6381,5203,2089
855,6358,5302,2081
864,6381,5401,2089
850,6414,5480,2101
818,6450,5558,2115
801,6448,5618,2116
818,6450,5676,2115
844,6427,5716,2109
864,6381,5755,2115
891,6293,5776,2125
954,6242,5795,2141
1035,6229,5804,2143
1091,6242,5834,2141
1099,6227,5859,2133
1091,6242,5874,2141
1089,6278,5851,2152
1091,6311,5834,2166
1086,6277,5824,2167
1091,6242,5834,2166
1104,6228,5819,2163
1091,6242,5795,2166
1026,6229,5761,2165
954,6242,5755,2166
930,6273,5741,2164
954,6311,5716,2166
972,6301,5665,2164
954,6311,5637,2166
908,6345,5618,2164
864,6381,5598,2166
846,6345,5537,2164
864,6311,5479,2166
883,6320,5431,2164
864,6381,5401,2166
808,6397,5344,2164
773,6381,5282,2166
774,6355,5216,2164
773,6381,5164,2166
730,6413,5089,2165
682,6450,5006,2166
653,6472,4916,2163
636,6519,4849,2166
589,6583,4773,2166
545,6658,4691,2166
528,6703,4586,2160
545,6727,4494,2166
549,6723,4407,2177
545,6727,4336,2192
549,6715,4254,2192
545,6727,4179,2192
534,6728,4096,2189
545,6727,4021,2192
562,6702,3934,2188
500,6727,3863,2192
384,6759,3798,2201
364,6727,3745,2218
493,6534,3679,2221
773,6172,3627,2218
1427,5479,3580,2210
2682,4369,3548,2218
4134,3054,3505,2230
5045,2011,3469,2244
5429,1326,3427,2243
5999,902,3390,2244
6649,1092,3341,2248
6090,2705,3311,2269
3711,5621,3289,2286
818,8461,3272,2295
-899,9893,3231,2291
-1318,10056,3193,2295
-1426,9817,3163,2305
-1636,9571,3154,2321
-1617,9113,3134,2330
-1273,8530,3114,2347
-921,8091,3089,2362
-682,7837,3075,2373
-418,7530,3052,2368
-136,7213,3035,2373
13,7049,3013,2384
45,7074,2996,2398
82,7095,2972,2395
136,7074,2956,2398
141,7055,2937,2409
136,7074,2917,2424
171,7058,2888,2422
227,7005,2878,2424
236,6945,2876,2434
227,6935,2878,2450
240,6934,2858,2449
273,6935,2838,2450
288,6910,2816,2458
273,6935,2799,2476
248,6975,2771,2478
227,7005,2759,2476
219,6963,2758,2471
227,6935,2759,2476
239,6948,2738,2474
227,7005,2720,2476
194,7015,2713,2474
182,7005,2720,2476
205,6988,2707,2471
227,7005,2681,2476
210,7004,2650,2478
182,7005,2641,2476
187,6993,2639,2459
227,7005,2641,2450
248,7005,2624,2448
227,7005,2602,2450
202,6952,2572,2436
227,6866,2562,2424
299,6761,2558,2419
364,6727,2562,2424
389,6734,2556,2414
409,6727,2562,2398
461,6630,2573,2379
545,6519,2602,2373
636,6430,2620,2361
727,6381,2641,2347
809,6307,2664,2327
864,6242,2720,2321
897,6169,2791,2319
954,6103,2878,2321
1039,6029,2962,2310
1091,6034,3075,2295
1064,6098,3205,2277
1000,6172,3351,2269
949,6191,3483,2257
909,6242,3627,2244
871,6322,3778,2224
864,6381,3942,2218
882,6360,4084,2217
864,6381,4218,2218
786,6460,4336,2205
727,6519,4454,2192
742,6450,4553,2177
773,6381,4652,2166
742,6411,4745,2149
682,6519,4849,2141
661,6550,4933,2138
682,6519,5006,2141
690,6491,5060,2129
682,6519,5125,2115
678,6528,5184,2098
682,6519,5243,2089
675,6503,5279,2074
682,6519,5322,2063
720,6503,5360,2049
773,6450,5401,2037
803,6378,5418,2019
818,6381,5440,2012
837,6422,5458,2010
864,6450,5479,2012
886,6406,5477,1999
909,6381,5479,1986
921,6400,5478,1971
909,6450,5479,1960
890,6431,5457,1943
909,6381,5440,1934
952,6328,5419,1932
954,6311,5401,1934
901,6270,5357,1923
864,6242,5322,1908
873,6263,5284,1893
864,6381,5243,1883
792,6489,5175,1867
727,6519,5125,1857
736,6442,5085,1845
773,6381,5046,1831
748,6384,4966,1804
682,6450,4888,1779
654,6469,4821,1762
682,6450,4770,1754
690,6439,4692,1740
636,6519,4612,1728
567,6614,4529,1715
545,6658,4454,1702
557,6613,4355,1677
545,6589,4257,1651
490,6631,4167,1622
455,6727,4100,1599
453,6784,4021,1572
455,6797,3942,1547
405,6790,3856,1521
364,6797,3784,1496
381,6770,3703,1467
455,6727,3627,1444
498,6684,3552,1421
455,6727,3508,1393
379,6804,3470,1351
364,6866,3430,1315
394,6838,3364,1288
364,6797,3311,1264
274,6764,3267,1226
273,6727,3232,1186
458,6521,3185,1153
864,6034,3154,1135
1656,5172,3132,1113
2954,4022,3114,1083
4373,2754,3071,1043
5272,1664,3035,1006
5644,949,3011,975
6090,832,2996,954
6595,1540,2957,932
6136,3260,2917,903
4095,5675,2887,863
1364,8045,2878,825
-647,9589,2858,795
-1545,10126,2838,774
-1862,9944,2814,749
-1954,9501,2799,722
-1779,9019,2777,693
-1409,8600,2759,671
-1068,8207,2737,647
-773,7837,2720,619
-416,7470,2694,588
-91,7213,2681,567
21,7102,2675,555
-45,7143,2681,542
-111,7225,2668,517
-91,7282,2641,490
-6,7224,2608,464
136,7074,2602,438
237,6949,2604,410
182,7005,2602,387
-3,7159,2577,373
-91,7213,2562,361
-18,7086,2559,338
45,7005,2562,309
-11,7060,2543,290
-45,7143,2523,284
56,7075,2514,277
136,7005,2523,258
46,7063,2512,229
-91,7213,2483,206
-85,7252,2449,192
0,7213,2444,181
6,7184,2448,165
-45,7213,2444,155
-55,7212,2418,154
-45,7213,2405,155
-79,7216,2403,145
-91,7213,2405,129
-33,7155,2382,115
0,7143,2365,103
-55,7184,2360,90
-91,7213,2365,77
-39,7142,2347,66
0,7074,2326,52
-17,7041,2314,35
45,7005,2326,26
222,6889,2328,27
318,6797,2326,26
249,6741,2316,14
227,6658,2326,0
387,6487,2339,-3
545,6381,2365,0
565,6361,2392,-6
636,6311,2444,-26
893,6131,2510,-46
1091,6034,2602,-52
978,6155,2694,-48
727,6381,2799,-52
670,6448,2906,-66
818,6381,3035,-77
942,6288,3168,-78
954,6242,3311,-77
936,6202,3445,-87
909,6242,3587,-103
826,6331,3723,-117
727,6381,3863,-129
711,6320,3994,-143
773,6311,4139,-155
784,6410,4278,-157
682,6519,4415,-155
571,6492,4530,-162
591,6450,4652,-181
697,6498,4770,-199
727,6589,4888,-206
653,6532,4973,-205
636,6381,5046,-206
734,6310,5103,-216
773,6450,5164,-232
622,6645,5205,-246
455,6727,5243,-258
490,6633,5274,-270
682,6519,5322,-284
802,6477,5351,-296
773,6519,5361,-309
685,6537,5348,-323
636,6519,5361,-335
661,6452,5384,-346
773,6381,5401,-361
908,6308,5378,-377
954,6311,5361,-387
896,6373,5357,-386
864,6450,5361,-387
917,6440,5326,-397
954,6381,5282,-413
901,6319,5248,-426
864,6311,5243,-438
941,6286,5214,-451
1045,6242,5164,-464
1026,6197,5093,-475
909,6242,5046,-490
836,6325,5004,-507
864,6381,4967,-516
910,6344,4907,-513
909,6311,4849,-516
877,6324,4785,-529
864,6381,4730,-542
868,6388,4654,-542
864,6381,4573,-542
828,6388,4484,-552
773,6450,4415,-567
717,6495,4339,-572
682,6519,4257,-567
669,6511,4153,-564
682,6519,4060,-567
709,6515,3974,-569
727,6519,3903,-567
685,6531,3819,-565
591,6589,3745,-567
501,6663,3676,-568
500,6727,3627,-567
541,6740,3568,-565
545,6727,3508,-567
486,6707,3440,-569
455,6727,3390,-567
497,6733,3344,-564
545,6727,3311,-567
532,6701,3269,-572
500,6727,3232,-567
522,6743,3189,-552
545,6727,3154,-542
461,6694,3109,-541
318,6727,3075,-542
391,6628,3044,-530
954,6103,3035,-516
2008,5053,3020,-512
3272,3814,2996,-516
4435,2667,2950,-509
5363,1664,2917,-490
6041,816,2892,-471
6363,555,2878,-464
6078,1372,2852,-466
5000,3329,2838,-464
3250,5787,2833,-453
1273,7976,2838,-438
-417,9382,2823,-424
-1500,9987,2799,-413
-1956,9960,2770,-400
-1954,9571,2759,-387
-1693,9003,2743,-374
-1318,8461,2720,-361
-929,8018,2689,-347
-591,7698,2681,-335
-329,7422,2681,-323
-136,7213,2681,-309
-11,7085,2657,-293
45,7074,2641,-284
46,7086,2636,-283
45,7074,2641,-284
76,7022,2624,-275
136,7005,2602,-258
161,7029,2588,-242
136,7074,2602,-232
91,7081,2609,-222
91,7074,2602,-206
122,7060,2575,-189
136,7074,2562,-181
113,7067,2560,-181
91,7074,2562,-181
109,7067,2544,-171
136,7074,2523,-155
128,7062,2511,-140
91,7074,2523,-129
75,7075,2530,-117
91,7074,2523,-103
91,7050,2497,-89
45,7074,2483,-77
-7,7116,2479,-65
0,7143,2483,-52
57,7101,2480,-38
91,7074,2483,-26
55,7092,2485,-14
0,7143,2483,0
-4,7128,2461,14
45,7074,2444,26
87,7016,2435,36
91,7005,2444,52
90,6981,2444,76
136,6935,2444,103
225,6834,2438,121
318,6727,2444,129
389,6628,2442,136
455,6589,2444,155
537,6541,2448,182
636,6450,2483,206
732,6309,2533,220
818,6242,2602,232
893,6241,2670,253
954,6242,2759,284
1002,6160,2855,312
1045,6103,2956,335
1069,6136,3045,358
1045,6242,3154,387
988,6276,3280,416
954,6242,3430,438
960,6199,3567,450
954,6242,3705,464
907,6312,3839,486
864,6381,3981,516
846,6409,4104,543
818,6450,4218,567
770,6466,4325,591
773,6450,4454,619
837,6389,4580,645
864,6381,4691,671
783,6434,4768,695
682,6519,4849,722
655,6537,4927,748
682,6519,5006,774
685,6497,5061,797
682,6519,5125,825
718,6529,5187,852
773,6519,5243,877
782,6457,5261,899
773,6381,5282,928
825,6287,5314,958
954,6242,5361,980
1055,6248,5384,989
1045,6311,5401,1006
972,6337,5402,1032
954,6311,5401,1057
1009,6247,5374,1069
1045,6242,5361,1083
1016,6258,5357,1108
1000,6242,5361,1135
1050,6149,5328,1147
1091,6103,5282,1161
1014,6165,5232,1183
864,6311,5203,1212
781,6387,5164,1228
818,6381,5125,1238
867,6344,5077,1249
818,6381,5046,1264
701,6432,5007,1274
636,6450,4967,1289
655,6402,4906,1313
682,6381,4849,1341
671,6381,4784,1357
682,6381,4730,1367
730,6344,4668,1376
727,6381,4612,1393
619,6505,4538,1405
500,6658,4454,1418
455,6720,4349,1429
455,6727,4257,1444
422,6724,4172,1456
409,6727,4100,1470
437,6711,4015,1481
455,6727,3942,1496
399,6772,3874,1507
364,6797,3824,1522
411,6741,3762,1533
455,6727,3705,1547
412,6769,3643,1559
364,6797,3587,1573
407,6728,3521,1584
455,6727,3469,1599
372,6832,3422,1611
182,6935,3390,1625
39,6895,3347,1635
136,6727,3311,1651
712,6212,3269,1662
1863,5132,3232,1676
3245,3740,3185,1686
4318,2705,3154,1702
5019,2025,3128,1716
5727,1179,3114,1728
6353,380,3090,1728
6090,971,3075,1728
4460,3513,3057,1733
2136,6727,3035,1754
228,8852,2992,1771
-864,9640,2956,1779
-1424,9845,2931,1775
-1682,9848,2917,1779
-1641,9446,2892,1791
-1409,8808,2878,1805
-1190,8336,2873,1804
-1000,8114,2878,1805
-730,7837,2861,1813
-409,7490,2838,1831
-183,7253,2813,1836
-91,7213,2799,1831
-49,7194,2777,1823
0,7143,2759,1831
32,7085,2737,1844
45,7074,2720,1857
54,7070,2696,1858
91,7074,2681,1857
125,7070,2662,1854
136,7074,2641,1857
110,7066,2611,1856
91,7074,2602,1857
107,7066,2603,1854
136,7074,2602,1857
147,7065,2577,1856
136,7074,2562,1857
131,7067,2561,1854
136,7074,2562,1857
141,7066,2539,1858
136,7074,2523,1857
132,7067,2521,1844
136,7074,2523,1831
139,7067,2500,1823
136,7074,2483,1831
132,7067,2480,1836
136,7074,2483,1831
141,7067,2462,1812
136,7074,2444,1805
126,7068,2439,1806
136,7074,2444,1805
176,7048,2424,1789
227,7005,2405,1779
272,6926,2396,1778
318,6866,2405,1779
382,6798,2390,1765
455,6727,2365,1754
509,6637,2345,1752
545,6589,2365,1754
594,6537,2401,1740
682,6450,2444,1728
786,6310,2473,1725
864,6242,2523,1728
908,6242,2589,1716
954,6242,2681,1702
1014,6156,2769,1696
1045,6103,2878,1702
1015,6144,3001,1695
954,6242,3154,1676
917,6259,3306,1655
909,6242,3469,1651
885,6266,3623,1652
818,6381,3784,1651
735,6474,3935,1637
682,6519,4100,1625
671,6511,4259,1612
682,6519,4415,1599
687,6518,4537,1580
682,6519,4652,1573
663,6502,4760,1574
636,6519,4888,1573
606,6548,5009,1558
591,6589,5125,1547
591,6591,5210,1546
591,6589,5282,1547
570,6578,5336,1533
545,6589,5401,1522
549,6583,5459,1519
591,6589,5519,1522
631,6585,5557,1509
636,6589,5598,1496
620,6557,5632,1490
636,6519,5676,1496
699,6471,5700,1495
773,6450,5716,1496
821,6416,5712,1496
864,6381,5716,1496
927,6327,5713,1483
1000,6311,5716,1470
1027,6308,5698,1464
1000,6311,5676,1470
970,6274,5634,1472
1000,6242,5598,1470
1063,6223,5552,1466
1091,6242,5519,1470
1050,6246,5476,1472
1000,6242,5440,1470
975,6224,5394,1463
954,6242,5361,1470
907,6272,5320,1483
864,6311,5282,1496
858,6313,5222,1494
864,6311,5164,1496
849,6295,5097,1506
818,6311,5046,1522
794,6335,4985,1523
773,6381,4927,1522
779,6375,4849,1527
864,6311,4770,1547
1038,6171,4682,1564
1227,6034,4612,1573
1383,5884,4535,1571
1591,5687,4454,1573
1980,5344,4351,1580
2500,4924,4257,1599
2859,4559,4169,1615
2772,4439,4100,1625
2250,4570,4019,1622
1500,4924,3942,1625
610,5410,3857,1634
-500,6034,3784,1651
-1751,6703,3713,1662
-2727,7282,3666,1676
-3068,7580,3624,1689
-2909,7629,3587,1702
-2763,7600,3528,1702
-2909,7698,3469,1702
-3082,7839,3415,1707
-2818,7837,3390,1728
-2047,7595,3369,1745
-1182,7351,3351,1754
-680,7354,3312,1750
-636,7698,3272,1754
-879,8210,3225,1763
-1227,8739,3193,1779
-1567,9148,3165,1790
-1727,9363,3154,1805
-1553,9247,3135,1819
-1045,8808,3114,1831
-400,8181,3073,1830
182,7629,3035,1831
578,7262,3003,1838
773,7074,2996,1857
833,6943,2995,1870
864,6866,2996,1883
917,6835,2977,1891
954,6866,2956,1908
955,6875,2931,1922
954,6866,2917,1934
982,6843,2897,1942
1000,6866,2878,1960
976,6879,2851,1975
954,6866,2838,1986
982,6810,2833,1982
1045,6797,2838,1986
1083,6822,2825,1996
1091,6866,2799,2012
1112,6844,2766,2013
1182,6797,2759,2012
1275,6743,2762,2015
1364,6727,2759,2037
1443,6696,2734,2056
1545,6658,2720,2063
1674,6590,2718,2057
1818,6519,2720,2063
1953,6415,2698,2076
2091,6311,2681,2089
2242,6196,2674,2086
2409,6103,2681,2089
2571,5998,2663,2100
2727,5895,2641,2115
2873,5757,2625,2114
3000,5618,2641,2115
3088,5479,2659,2123
3136,5410,2681,2141
3137,5388,2692,2143
3091,5410,2720,2141
3007,5407,2751,2143
2909,5410,2799,2166
2792,5419,2848,2185
2636,5479,2917,2192
2435,5544,2990,2185
2227,5618,3075,2192
2040,5672,3159,2206
1863,5756,3272,2218
1663,5852,3402,2214
1454,5964,3548,2218
1285,6037,3670,2230
1182,6103,3784,2244
1089,6177,3892,2241
954,6311,4021,2244
790,6439,4143,2254
682,6519,4257,2269
649,6516,4351,2267
636,6519,4454,2269
588,6545,4555,2280
545,6589,4652,2295
541,6590,4715,2294
545,6589,4770,2295
505,6585,4820,2304
455,6589,4888,2321
437,6571,4949,2321
455,6589,5006,2321
459,6627,5045,2328
455,6658,5085,2347
453,6622,5109,2351
455,6589,5125,2347
445,6578,5120,2339
455,6589,5125,2347
497,6551,5124,2358
545,6519,5125,2373
558,6526,5103,2374
545,6589,5085,2373
536,6612,5063,2366
545,6589,5046,2373
563,6531,5006,2383
591,6519,4967,2398
632,6523,4922,2400
682,6519,4888,2398
728,6451,4834,2392
773,6381,4770,2398
820,6342,4687,2409
864,6381,4612,2424
879,6426,4529,2426
864,6450,4454,2424
847,6415,4371,2417
864,6381,4297,2424
890,6357,4215,2435
864,6381,4139,2450
772,6408,4053,2452
682,6450,3981,2450
644,6477,3914,2444
636,6519,3863,2450
617,6529,3803,2460
591,6519,3745,2476
572,6490,3677,2478
545,6519,3627,2476
507,6566,3580,2468
500,6589,3548,2476
533,6539,3506,2488
545,6519,3469,2502
489,6563,3425,2499
409,6658,3390,2502
369,6706,3348,2509
364,6727,3311,2527
347,6725,3266,2531
318,6727,3232,2527
293,6708,3202,2519
273,6727,3193,2527
227,6790,3178,2539
182,6866,3154,2553
162,6882,3108,2553
182,6866,3075,2553
191,6852,3050,2549
182,6866,3035,2553
173,6855,3009,2559
182,6866,2996,2579
205,6871,2991,2594
227,6866,2996,2605
229,6830,2979,2600
182,6866,2956,2605
109,6906,2931,2615
45,6866,2917,2631
-18,6766,2895,2629
0,6727,2878,2631
431,6417,2855,2638
1545,5410,2838,2656
3024,3918,2814,2660
4181,2774,2799,2656
4844,2104,2780,2648
5454,1318,2759,2656
6056,508,2729,2668
5863,1040,2720,2682
4321,3580,2721,2682
2045,6866,2720,2682
139,9072,2696,2678
-1000,9918,2681,2682
-1653,10168,2678,2680
-2000,10195,2681,2682
-1976,9753,2660,2678
-1682,9016,2641,2682
-1378,8449,2635,2680
-1136,8184,2641,2682
-857,7905,2625,2678
-545,7560,2602,2682
-324,7318,2587,2682
-227,7282,2602,2682
-182,7272,2611,2668
-136,7213,2602,2656
-105,7137,2573,2647
-91,7143,2562,2656
-94,7190,2563,2660
-91,7213,2562,2656
-80,7152,2539,2637
-45,7074,2523,2631
-12,7038,2518,2630
0,7074,2523,2631
-17,7084,2505,2614
-45,7074,2483,2605
-56,7048,2472,2601
-45,7074,2483,2605
-33,7086,2489,2591
-45,7074,2483,2579
-74,7036,2461,2573
-91,7074,2444,2579
-76,7156,2434,2570
-45,7213,2444,2553
-31,7154,2450,2531
-45,7074,2444,2527
-74,7058,2417,2527
-91,7143,2405,2527
-94,7211,2403,2513
-91,7213,2405,2502
-79,7136,2383,2494
