II,aVL,PLETH,RESP
5782,1722,3579,837
6825,-286,3558,822
7256,-2296,3544,805
7237,-3347,3522,787
7256,-3616,3510,773
7396,-3717,3489,757
7218,-3559,3475,740
6382,-2744,3453,722
5215,-1492,3441,708
4283,-468,3418,694
3779,115,3407,676
3484,506,3393,651
3250,861,3407,628
3083,1090,3429,610
2986,1205,3475,595
2876,1315,3520,574
2759,1435,3579,547
2669,1484,3636,519
2608,1492,3716,499
2527,1531,3795,482
2456,1607,3888,467
2420,1654,3987,450
2419,1665,4129,435
2397,1663,4292,419
2381,1665,4473,402
2371,1667,4637,384
2381,1665,4817,370
2365,1665,5002,360
2343,1665,5196,354
2314,1663,5365,346
2305,1665,5540,338
2289,1681,5710,329
2267,1722,5884,322
2238,1761,6024,313
2230,1779,6159,306
2229,1773,6280,298
2230,1779,6400,290
2221,1806,6488,280
2230,1837,6572,274
2239,1840,6642,272
2230,1837,6710,274
2193,1851,6746,273
2192,1894,6779,274
2239,1946,6797,274
2305,2009,6813,274
2332,2087,6797,271
2343,2181,6779,274
2359,2257,6754,281
2381,2296,6744,290
2380,2298,6713,291
2381,2296,6675,290
2394,2295,6618,294
2419,2296,6572,306
2438,2290,6517,316
2494,2296,6469,322
2596,2305,6400,326
2721,2296,6331,338
2819,2245,6243,355
2910,2181,6159,370
3005,2120,6064,378
3099,2066,5987,386
3151,2003,5900,400
3174,1952,5815,418
3178,1917,5716,430
3174,1894,5643,435
3153,1860,5573,439
3137,1837,5506,451
3122,1830,5409,467
3099,1837,5334,483
3042,1832,5273,493
2986,1837,5230,499
2951,1859,5159,504
2948,1894,5093,515
2936,1905,5031,530
2910,1894,4989,547
2867,1880,4932,558
2834,1894,4886,563
2808,1923,4844,568
2797,1952,4817,579
2779,1958,4765,595
2759,1952,4714,612
2730,1926,4664,621
2721,1894,4645,628
2720,1872,4625,634
2721,1894,4611,644
2709,1936,4576,652
2721,1952,4542,660
2753,1918,4498,667
2797,1894,4473,676
2827,1912,4450,683
2872,1952,4439,692
2919,1962,4415,700
2948,1952,4404,708
2930,1930,4387,714
2910,1894,4370,724
2906,1829,4331,734
2910,1779,4301,740
2878,1785,4275,739
2834,1837,4267,740
2803,1862,4247,747
2797,1837,4232,756
2780,1790,4211,759
2759,1779,4198,756
2744,1788,4165,754
2759,1779,4129,756
2766,1722,4085,757
2759,1665,4060,756
2734,1649,4039,754
2759,1665,4026,756
2816,1675,3993,758
2872,1665,3957,756
2884,1657,3913,747
2910,1665,3888,740
2936,1674,3866,738
2910,1665,3854,740
2827,1641,3822,736
2797,1665,3785,724
2778,1803,3739,711
2645,2066,3716,708
2460,2356,3696,710
2494,2583,3682,708
2720,2758,3654,698
2910,2985,3647,692
3246,3216,3646,691
4308,3100,3647,692
5981,2119,3623,684
7256,172,3613,676
7488,-2079,3618,673
7256,-3616,3647,676
7266,-3999,3670,676
7256,-3616,3716,676
6588,-3035,3777,675
5442,-2353,3854,676
4506,-1450,3914,674
4006,-459,3992,676
3636,282,4084,681
3288,689,4198,692
3094,932,4295,700
3061,1148,4404,708
3008,1303,4520,715
2910,1378,4645,724
2859,1388,4737,730
2834,1435,4817,740
2760,1490,4893,754
2721,1435,4989,773
2735,1332,5076,788
2683,1435,5161,805
2573,1605,5229,819
2645,1435,5299,837
2783,1159,5352,856
2645,1435,5402,885
2397,1873,5436,916
2608,1435,5471,950
2952,753,5490,978
2608,1435,5506,1014
2050,2531,5504,1053
2645,1435,5506,1094
3672,-561,5491,1126
2570,1435,5471,1159
-698,7612,5432,1194
-2381,11021,5402,1239
-181,7163,5369,1280
3174,918,5334,1320
3941,-778,5267,1356
2532,1550,5196,1400
1800,2770,5119,1446
2419,1665,5058,1497
2809,1010,4987,1543
2419,1779,4921,1593
2153,2265,4845,1645
2381,1837,4783,1706
2499,1593,4712,1768
2305,1952,4645,1835
2190,2206,4560,1897
2305,2124,4473,1963
2382,2121,4367,2026
2343,2296,4267,2092
2331,2376,4167,2153
2419,2353,4095,2221
2510,2387,4024,2285
2570,2468,3957,2350
2625,2483,3868,2404
2721,2468,3785,2462
2856,2444,3704,2518
2986,2411,3647,2575
3052,2352,3591,2622
3099,2296,3544,2672
3154,2245,3489,2719
3212,2181,3441,2768
3234,2086,3384,2807
3250,2009,3338,2849
3274,1973,3293,2888
3288,1952,3269,2929
3254,1897,3246,2959
3212,1837,3235,2994
3187,1813,3214,3026
3174,1837,3200,3058
3135,1852,3179,3073
3099,1837,3166,3090
3087,1799,3145,3110
3099,1779,3131,3138
3088,1775,3110,3155
3061,1779,3097,3171
3032,1776,3077,3178
3023,1779,3062,3187
3006,1781,3041,3185
2986,1779,3028,3187
2970,1770,3010,3180
2986,1779,2994,3171
2998,1792,2969,3149
2986,1779,2959,3138
2936,1719,2955,3131
2910,1665,2959,3122
2928,1649,2945,3090
2986,1665,2925,3058
3016,1668,2899,3030
3023,1665,2890,3010
3011,1668,2885,2971
3023,1665,2890,2929
3027,1654,2890,2889
3023,1665,2890,2865
2994,1703,2875,2835
2986,1722,2856,2800
2989,1711,2830,2755
2986,1722,2822,2720
2936,1756,2819,2685
2872,1779,2822,2656
2800,1839,2807,2619
2721,2066,2787,2591
2650,2420,2763,2563
2683,2698,2753,2543
2882,2812,2736,2511
3326,2870,2718,2479
4144,2777,2692,2441
5366,2124,2684,2414
6589,665,2682,2387
7256,-1205,2684,2366
7304,-2774,2665,2339
7256,-3616,2650,2318
7355,-3767,2639,2296
7180,-3387,2650,2285
6306,-2611,2651,2269
5064,-1607,2650,2253
4093,-634,2637,2230
3590,115,2650,2221
3282,586,2674,2218
3023,861,2718,2221
2863,1044,2760,2212
2797,1205,2822,2205
2698,1325,2894,2199
2570,1378,2994,2205
2495,1389,3100,2204
2494,1435,3235,2205
2475,1509,3379,2206
2419,1550,3544,2221
2357,1521,3706,2236
2343,1492,3888,2253
2353,1511,4082,2259
2381,1550,4301,2269
2385,1560,4511,2280
2381,1550,4714,2301
2367,1553,4898,2317
2381,1550,5093,2334
2400,1519,5282,2345
2419,1492,5471,2366
2417,1509,5630,2383
2419,1550,5781,2398
2418,1561,5907,2402
2419,1550,6022,2414
2410,1540,6108,2433
2419,1550,6194,2462
2436,1568,6266,2481
2456,1607,6331,2495
2466,1648,6365,2503
2494,1665,6400,2527
2535,1651,6432,2551
2570,1665,6469,2575
2570,1720,6475,2587
2570,1779,6469,2607
2584,1804,6447,2628
2608,1837,6435,2656
2599,1895,6404,2671
2570,1952,6366,2688
2539,1972,6307,2701
2532,2009,6263,2720
2529,2093,6211,2732
2532,2181,6159,2752
2539,2202,6075,2773
2570,2181,5987,2800
2606,2185,5882,2816
2645,2239,5781,2833
2676,2288,5667,2849
2721,2296,5574,2881
2774,2251,5484,2906
2834,2181,5402,2929
2875,2109,5305,2940
2910,2066,5230,2961
2933,2039,5159,2988
2948,2009,5093,3026
2935,1967,4998,3051
2910,1952,4921,3074
2869,1958,4859,3086
2834,1952,4817,3106
2814,1895,4748,3125
2834,1837,4680,3154
2854,1832,4615,3178
2834,1894,4576,3203
2775,1950,4524,3216
2759,1952,4473,3235
2797,1893,4422,3253
2834,1837,4404,3283
2799,1817,4387,3306
2759,1837,4370,3332
2757,1857,4330,3351
2797,1837,4301,3380
2812,1795,4276,3403
2834,1779,4267,3428
2855,1794,4246,3441
2872,1779,4232,3460
2871,1730,4212,3474
2910,1722,4198,3492
2960,1754,4173,3504
2948,1779,4164,3525
2840,1873,4159,3540
2759,2181,4164,3557
2805,2549,4147,3560
2986,2640,4129,3573
3268,2476,4106,3587
3779,2411,4095,3605
4673,2314,4074,3604
5858,1492,4060,3605
6850,-269,4040,3607
7256,-2124,4026,3621
7221,-3216,4002,3622
7256,-3616,3992,3621
7435,-3784,3975,3615
7256,-3616,3957,3621
6350,-2808,3918,3621
5102,-1607,3888,3621
4146,-617,3865,3610
3666,0,3854,3605
3374,478,3832,3594
3099,918,3819,3589
2891,1183,3803,3576
2797,1263,3785,3573
2725,1298,3744,3564
2645,1378,3716,3557
2577,1464,3696,3537
2532,1550,3682,3525
2470,1624,3644,3512
2419,1665,3613,3509
2399,1657,3590,3492
2419,1665,3579,3476
2423,1719,3544,3455
2419,1779,3510,3444
2395,1797,3481,3425
2381,1779,3475,3412
2368,1772,3459,3392
2381,1779,3441,3380
2387,1783,3414,3360
2381,1779,3407,3348
2351,1777,3401,3328
2343,1779,3407,3315
2357,1774,3402,3296
2381,1779,3407,3283
2380,1801,3412,3264
2381,1837,3441,3251
2394,1865,3471,3230
2419,1894,3510,3219
2422,1920,3537,3206
2419,1952,3579,3203
2413,1993,3631,3192
2419,2066,3716,3187
2426,2143,3802,3175
2456,2181,3888,3171
2488,2172,3963,3159
2494,2181,4060,3154
2453,2234,4163,3144
2419,2296,4267,3138
2419,2308,4346,3125
2456,2296,4439,3122
2490,2306,4540,3119
2532,2353,4645,3122
2582,2394,4717,3112
2645,2411,4783,3106
2708,2394,4847,3100
2797,2353,4921,3106
2898,2290,4974,3105
2986,2239,5024,3106
3026,2206,5061,3100
3061,2181,5093,3106
3103,2132,5094,3112
3137,2066,5093,3122
3125,1997,5088,3120
3099,1952,5093,3122
3086,1933,5077,3119
3099,1952,5058,3122
3099,1969,5024,3118
3099,1952,4989,3122
3095,1888,4935,3121
3099,1837,4886,3122
3068,1845,4832,3116
3023,1894,4783,3122
2981,1938,4713,3129
2986,1952,4645,3138
2993,1952,4571,3129
2986,1952,4508,3122
2952,1954,4434,3117
2948,1952,4370,3122
2969,1923,4298,3115
2986,1894,4232,3106
2939,1950,4156,3092
2872,2181,4095,3090
2880,2525,4037,3082
3061,2813,3992,3074
3397,2921,3934,3055
3893,2870,3888,3042
4623,2630,3845,3023
5631,2009,3819,3010
6645,785,3784,2990
7256,-918,3751,2977
7345,-2578,3709,2961
7256,-3616,3682,2945
7275,-3880,3656,2918
7256,-3616,3647,2897
6822,-3099,3630,2876
5933,-2353,3613,2865
4906,-1389,3586,2842
4081,-402,3579,2816
3527,327,3576,2781
3174,746,3579,2752
2940,996,3560,2718
2797,1205,3544,2688
2695,1357,3533,2652
2608,1435,3544,2623
2517,1478,3547,2591
2456,1550,3544,2559
2427,1625,3523,2516
2419,1665,3510,2479
2393,1657,3501,2442
2381,1665,3510,2414
2387,1715,3511,2380
2419,1779,3510,2350
2424,1803,3489,2316
2419,1779,3475,2285
2408,1763,3465,2245
2419,1779,3475,2205
2420,1812,3478,2161
2419,1837,3475,2124
2400,1857,3453,2084
2381,1894,3441,2044
2356,1932,3433,1999
2343,1952,3441,1963
2327,1944,3439,1925
2305,1952,3441,1883
2253,1996,3435,1831
2192,2066,3441,1786
2146,2111,3447,1746
2154,2124,3475,1706
2181,2132,3505,1654
2192,2181,3544,1609
2166,2264,3570,1574
2154,2353,3613,1545
2158,2416,3667,1504
2154,2468,3751,1465
2121,2520,3833,1429
2116,2583,3923,1400
2162,2643,4003,1361
2230,2698,4095,1320
2266,2720,4178,1283
2305,2698,4267,1255
2381,2637,4345,1224
2494,2583,4439,1191
2593,2535,4535,1156
2683,2468,4645,1127
2775,2371,4746,1095
2872,2296,4852,1062
2940,2248,4941,1027
2986,2181,5024,998
3011,2060,5087,971
3023,1952,5161,950
3007,1906,5232,925
2986,1894,5299,901
2964,1844,5335,876
2948,1779,5368,853
2922,1752,5389,828
2910,1779,5402,805
2907,1797,5384,780
2910,1779,5368,756
2891,1737,5349,730
2872,1722,5334,708
2845,1742,5295,689
2834,1779,5265,676
2814,1803,5233,660
2797,1779,5196,644
2778,1733,5124,626
2797,1722,5058,612
2799,1760,5002,596
2759,1779,4955,579
2713,1759,4872,561
2759,1779,4783,547
2807,1858,4700,537
2721,1952,4645,531
2578,2121,4577,523
2645,2468,4508,515
2896,2770,4429,506
3099,2698,4370,499
3386,2415,4311,491
4308,2353,4267,483
5873,2143,4213,474
7218,804,4164,467
7573,-1627,4102,459
7256,-3616,4060,451
7081,-4062,4021,441
7256,-3616,3992,435
7253,-3369,3949,427
6689,-3157,3923,418
5715,-2269,3900,408
4724,-918,3888,402
3943,48,3864,402
3439,459,3854,402
3161,768,3848,396
3023,1148,3854,386
2924,1359,3837,377
2834,1378,3819,370
2739,1420,3806,362
2645,1550,3819,354
2555,1619,3825,346
2494,1607,3819,338
2449,1608,3793,329
2419,1665,3785,322
2387,1695,3784,314
2381,1665,3785,306
2366,1615,3763,296
2343,1607,3751,290
2295,1643,3746,283
2267,1665,3751,274
2247,1657,3732,257
2230,1665,3716,241
2185,1718,3706,231
2154,1779,3716,225
2147,1806,3715,218
2154,1837,3716,209
2127,1896,3710,200
2079,1952,3716,193
2038,1955,3712,186
2041,1952,3716,177
2049,1990,3722,167
2041,2066,3751,161
2009,2128,3770,160
2003,2181,3785,161
2020,2238,3787,156
2041,2296,3819,145
2036,2326,3867,133
2041,2353,3923,129
2069,2399,3953,130
2116,2468,3992,129
2148,2529,4046,121
2192,2583,4129,113
2267,2622,4200,111
2381,2640,4267,113
2485,2620,4326,113
2570,2583,4404,113
2637,2549,4476,113
2721,2526,4542,113
2824,2480,4589,111
2948,2411,4645,113
3057,2338,4697,120
3137,2296,4749,129
3177,2257,4779,132
3212,2181,4817,129
3250,2057,4851,126
3288,1952,4886,129
3297,1903,4900,136
3288,1894,4921,145
3265,1853,4939,153
3250,1779,4955,161
3228,1702,4939,168
3212,1665,4921,177
3188,1655,4901,185
3174,1665,4886,193
3141,1673,4840,200
3099,1665,4783,209
3034,1653,4720,218
2986,1665,4680,225
2938,1684,4631,231
2910,1665,4576,241
2883,1631,4502,258
2872,1665,4439,274
2856,1741,4379,283
2834,1779,4336,290
2780,1830,4282,297
2721,2066,4232,306
2731,2429,4175,312
2910,2640,4129,322
3247,2599,4075,337
3741,2526,4026,354
4486,2434,3967,364
5555,1894,3923,370
6639,548,3880,377
7256,-1263,3854,386
7312,-2796,3818,395
7256,-3616,3785,402
7346,-3822,3742,410
7256,-3616,3716,418
6561,-3047,3693,426
5442,-2124,3682,435
4416,-1049,3661,443
3741,-115,3647,451
3285,500,3627,457
2948,861,3613,467
2749,1110,3590,477
2683,1320,3579,483
2638,1449,3570,482
2570,1492,3579,483
2499,1504,3578,490
2456,1550,3579,499
2424,1613,3571,501
2419,1665,3579,499
2443,1691,3580,498
2494,1722,3579,499
2513,1756,3557,499
2494,1779,3544,499
2442,1786,3535,499
2419,1779,3544,499
2416,1763,3543,497
2419,1722,3544,499
2383,1673,3537,501
2343,1665,3544,499
2315,1715,3542,489
2305,1779,3544,483
2274,1795,3536,483
2230,1779,3544,483
2183,1783,3554,474
2154,1837,3579,467
2119,1900,3601,466
2079,1952,3647,467
2031,1996,3706,459
2003,2066,3785,451
1982,2154,3852,449
1965,2239,3923,451
1939,2298,3994,444
1927,2353,4095,435
1934,2411,4197,430
1965,2468,4301,435
1998,2501,4391,438
2041,2526,4508,435
2088,2566,4639,425
2154,2640,4783,418
2224,2698,4903,416
2305,2698,5024,418
2391,2638,5140,420
2494,2583,5265,418
2602,2553,5368,415
2721,2526,5471,418
2826,2469,5560,427
2910,2411,5643,435
2957,2357,5696,434
2986,2296,5746,435
2990,2219,5793,440
2986,2181,5850,451
2975,2185,5877,459
2986,2181,5884,467
2997,2122,5873,474
2986,2066,5884,483
2939,2057,5890,490
2910,2066,5884,499
2918,2023,5845,506
2948,1952,5815,515
2952,1903,5784,522
2948,1894,5746,531
2955,1874,5672,544
2986,1837,5609,563
3009,1796,5555,581
3023,1779,5506,595
3023,1772,5418,609
3023,1779,5334,628
3027,1781,5258,646
3061,1779,5196,660
3095,1769,5106,666
3099,1779,5024,676
3051,1792,4948,692
3023,1779,4886,708
3012,1743,4796,716
2986,1722,4714,724
2899,1742,4647,738
2834,1779,4611,756
2810,1795,4560,767
2797,1779,4508,773
2760,1764,4446,778
2759,1779,4404,789
2761,1802,4361,797
2683,1837,4336,805
2537,1977,4310,811
2494,2296,4301,821
2569,2626,4281,830
2645,2755,4267,837
2793,2765,4242,838
3401,2870,4232,837
4604,2773,4222,835
5971,1779,4232,837
6895,-221,4233,838
7256,-2296,4232,837
7318,-3453,4210,834
7256,-3616,4198,837
6942,-3323,4189,839
6273,-2813,4198,837
5347,-1997,4195,826
4422,-976,4198,821
3695,-102,4192,821
3250,459,4198,821
3012,800,4194,812
2872,1033,4198,805
2747,1173,4193,804
2645,1263,4198,805
2574,1349,4193,797
2532,1435,4198,789
2490,1493,4194,786
2456,1550,4198,789
2428,1598,4192,782
2419,1607,4198,773
2411,1566,4196,767
2419,1550,4198,773
2417,1582,4188,776
2419,1607,4198,773
2398,1583,4212,761
2381,1550,4232,756
2366,1566,4230,756
2381,1607,4232,756
2391,1619,4239,753
2381,1607,4267,756
2338,1602,4282,765
2305,1607,4301,773
2294,1585,4320,771
2305,1550,4370,773
2317,1529,4422,779
2343,1550,4473,789
2369,1596,4500,789
2381,1665,4542,789
2369,1731,4599,794
2381,1779,4680,805
2420,1801,4739,812
2456,1837,4783,821
2443,1907,4807,834
2419,2009,4852,853
2409,2103,4901,864
2419,2181,4955,869
2415,2240,4987,873
2419,2296,5024,885
2434,2349,5055,900
2456,2411,5093,917
2464,2455,5110,932
2494,2468,5127,950
2558,2458,5129,965
2645,2468,5127,982
2719,2487,5105,996
2797,2468,5093,1014
2887,2384,5077,1030
2986,2296,5058,1046
3052,2254,5007,1058
3099,2239,4955,1078
3145,2176,4900,1102
3212,2066,4852,1127
3265,1971,4780,1141
3288,1952,4714,1159
3273,1967,4654,1181
3250,1952,4611,1207
3205,1887,4546,1224
3137,1837,4473,1239
3056,1828,4393,1257
3023,1837,4336,1288
3028,1829,4281,1319
3023,1837,4232,1352
2976,1868,4164,1377
2948,1894,4095,1400
2964,1887,4016,1420
2986,1894,3957,1448
2942,1929,3900,1480
2872,1952,3854,1513
2829,1919,3796,1536
2834,1894,3751,1561
2837,1918,3708,1589
2834,1952,3682,1626
2828,1915,3646,1654
2834,1837,3613,1674
2839,1782,3571,1686
2872,1779,3544,1706
2926,1783,3520,1730
2986,1779,3510,1754
3011,1773,3492,1769
3023,1779,3475,1786
3024,1780,3451,1807
3023,1779,3441,1835
3012,1775,3436,1853
3023,1779,3441,1867
3048,1778,3427,1878
3061,1779,3407,1899
3027,1776,3389,1917
2986,1779,3407,1931
2957,1777,3428,1936
2948,1779,3407,1947
2907,1780,3278,1961
2872,1779,3062,1980
2855,1782,2815,1988
2872,1779,2615,1996
2883,1760,2471,2001
2910,1722,2374,2012
2923,1684,2292,2019
2910,1665,2237,2028
2884,1674,2196,2029
2910,1722,2168,2028
2902,1793,2128,2022
2759,1894,2099,2028
2579,2071,2076,2036
2608,2353,2065,2044
2765,2619,2041,2041
2797,2755,2030,2044
2872,2850,2024,2050
3628,2985,2030,2060
5148,2757,2023,2058
6614,1550,2030,2060
7245,-569,2050,2065
7256,-2583,2099,2076
7245,-3582,2143,2077
7256,-3616,2202,2076
6863,-3272,2271,2073
6009,-2755,2374,2076
5049,-1940,2494,2073
4270,-918,2650,2076
3672,-61,2823,2080
3250,459,3028,2092
3014,756,3240,2099
2910,976,3475,2108
2825,1138,3720,2114
2759,1263,3992,2124
2730,1366,4263,2129
2721,1435,4542,2141
2681,1441,4801,2148
2645,1435,5058,2157
2637,1468,5299,2159
2645,1550,5540,2173
2635,1624,5746,2188
2645,1665,5918,2205
2666,1672,6053,2208
2683,1665,6194,2221
2658,1663,6335,2241
2645,1665,6469,2269
2647,1667,6562,2284
2645,1665,6641,2301
2600,1663,6710,2320
2570,1665,6779,2350
2592,1650,6809,2372
2645,1607,6813,2398
2649,1541,6792,2425
2608,1492,6779,2462
2567,1477,6750,2493
2570,1492,6710,2527
2569,1515,6641,2555
2532,1550,6572,2591
2472,1564,6489,2621
2419,1607,6400,2656
2385,1667,6280,2685
2419,1665,6159,2720
2442,1654,6032,2749
2343,1837,5918,2784
2212,2060,5792,2814
2305,1952,5678,2849
2462,1743,5555,2877
2305,2066,5437,2913
2052,2533,5294,2943
2305,2181,5161,2977
2689,1601,5031,3005
2305,2296,4921,3042
1702,3340,4797,3079
2381,2296,4680,3122
3563,416,4552,3154
2494,2296,4439,3187
-837,8029,4323,3213
-2381,11021,4232,3251
244,7134,4142,3283
3968,1148,4060,3315
4749,-363,3964,3336
3174,1952,3888,3364
2427,3099,3825,3390
3174,1952,3785,3428
3619,1248,3732,3458
3174,1952,3682,3492
2891,2398,3624,3515
3174,1952,3579,3541
3342,1666,3532,3559
3174,1952,3510,3589
3093,2106,3491,3618
3212,1894,3475,3653
3222,1766,3437,3675
3099,1894,3407,3702
3046,1995,3382,3723
3099,1952,3372,3750
3115,1871,3352,3764
3099,1837,3338,3782
3118,1826,3320,3795
3174,1837,3303,3814
3209,1816,3267,3825
3212,1779,3235,3847
3197,1762,3209,3863
3212,1779,3200,3879
3239,1789,3183,3875
3250,1779,3166,3879
3215,1751,3133,3883
3174,1722,3097,3895
3146,1687,3053,3892
3137,1665,3028,3895
3117,1657,3010,3893
3099,1665,2994,3895
3079,1666,2956,3882
3061,1665,2925,3879
3022,1659,2902,3876
2986,1665,2890,3879
2949,1682,2859,3861
2910,1722,2822,3847
2848,1759,2781,3832
2797,1779,2753,3830
2763,1774,2718,3815
2759,1779,2684,3798
2747,1789,2645,3776
2759,1779,2615,3766
2775,1746,2579,3749
2797,1722,2546,3734
2799,1740,2508,3706
2834,1779,2477,3686
2871,1798,2441,3658
2872,1779,2409,3637
2831,1757,2370,3608
2834,1779,2340,3589
2842,1845,2304,3563
2759,1952,2271,3541
2617,2131,2229,3505
2608,2411,2202,3476
2720,2691,2179,3447
2797,2870,2168,3428
2933,3004,2144,3401
3590,3157,2133,3380
4889,2990,2133,3352
6273,1952,2168,3332
7068,16,2210,3303
7256,-2009,2271,3283
7250,-3267,2337,3262
7256,-3616,2443,3251
7074,-3461,2578,3233
6538,-3042,2753,3219
5717,-2331,2933,3198
4837,-1378,3131,3187
4083,-453,3336,3169
3590,230,3579,3154
3349,637,3841,3132
3250,861,4129,3122
3159,985,4406,3111
3061,1091,4680,3106
2984,1190,4935,3088
2948,1263,5196,3074
2914,1291,5440,3060
2872,1320,5678,3058
2822,1357,5887,3049
2797,1378,6091,3042
2777,1351,6271,3028
2759,1320,6435,3026
2725,1329,6552,3023
2721,1378,6641,3026
2726,1424,6705,3017
2721,1435,6779,3010
2674,1429,6839,2996
2645,1435,6882,2994
2652,1461,6885,2990
2683,1492,6882,2994
2686,1517,6866,2985
2683,1550,6848,2977
2683,1583,6799,2964
2683,1607,6744,2961
2659,1622,6676,2958
2645,1665,6607,2961
2646,1727,6506,2953
2645,1779,6400,2945
2607,1800,6288,2931
2570,1837,6194,2929
2547,1898,6080,2926
2532,1952,5953,2929
2491,1970,5804,2920
2456,2009,5678,2913
2436,2094,5554,2901
2419,2181,5437,2897
2373,2216,5293,2887
2343,2239,5161,2881
2349,2289,5043,2868
2381,2353,4955,2865
2396,2386,4853,2856
2419,2411,4749,2849
2463,2446,4633,2829
2532,2468,4542,2816
2598,2426,4452,2805
2683,2353,4370,2800
2791,2305,4275,2785
2910,2296,4198,2768
2996,2264,4123,2747
3061,2181,4060,2736
3116,2076,3984,2725
3174,2009,3923,2720
3204,1979,3864,2705
3212,1952,3819,2688
3205,1892,3762,2660
3212,1837,3716,2639
3216,1819,3674,2620
3212,1837,3647,2607
3190,1830,3609,2584
3174,1779,3579,2559
3158,1705,3542,2529
3137,1665,3510,2511
3103,1659,3466,2493
3099,1665,3441,2479
3127,1642,3423,2454
3174,1607,3407,2430
3209,1587,3367,2403
3250,1607,3338,2382
3293,1641,3317,2356
3326,1665,3303,2334
3324,1663,3267,2307
3326,1665,3235,2285
3331,1682,3211,2260
3326,1722,3200,2237
3283,1757,3168,2210
3250,1779,3131,2189
3244,1780,3092,2164
3250,1779,3062,2141
3219,1775,3024,2113
3174,1779,2994,2092
3129,1779,2970,2069
3099,1779,2959,2044
3049,1781,2931,2009
3023,1779,2890,1980
3017,1780,2844,1953
3023,1779,2822,1931
2996,1781,2806,1899
2986,1779,2787,1867
2990,1779,2748,1837
2986,1779,2718,1819
2953,1771,2697,1796
2948,1779,2684,1770
2909,1864,2651,1736
2759,2066,2615,1706
2592,2321,2577,1673
2645,2526,2546,1642
2857,2648,2508,1607
3023,2755,2477,1577
3348,2809,2445,1546
4384,2526,2409,1513
6006,1504,2352,1471
7256,-287,2305,1432
7499,-2271,2266,1397
7256,-3616,2237,1368
7233,-3970,2194,1330
7256,-3616,2168,1288
6685,-2984,2148,1242
5555,-2181,2133,1207
4489,-1199,2102,1174
3855,-230,2099,1143
3478,429,2123,1107
3174,746,2168,1078
2957,918,2193,1053
2872,1091,2237,1030
2825,1219,2305,998
2759,1263,2409,966
2691,1270,2513,937
2683,1320,2650,917
2709,1392,2818,895
2721,1435,3028,869
2680,1429,3240,836
2645,1435,3475,805
2659,1483,3723,777
2721,1550,3992,756
2741,1590,4245,734
2721,1607,4508,708
2684,1637,4775,680
2683,1665,5058,660
2685,1655,5321,644
2683,1607,5574,628
2662,1561,5803,602
2645,1550,6022,579
2635,1568,6213,561
2645,1607,6400,547
2650,1643,6566,529
2645,1665,6710,515
2622,1662,6805,506
2608,1665,6882,499
2592,1684,6937,483
2570,1722,6985,467
2527,1752,7004,455
2494,1779,7020,451
2472,1818,7022,444
2456,1894,7020,435
2420,1985,6987,425
2381,2066,6951,418
2350,2122,6900,411
2343,2181,6848,402
2327,2244,6765,393
2305,2296,6675,386
2287,2321,6570,383
2305,2353,6469,386
2332,2409,6346,388
2343,2468,6228,386
2339,2485,6102,377
2381,2468,5987,370
2471,2438,5851,368
2570,2411,5712,370
2637,2363,5562,371
2721,2296,5437,370
2836,2210,5311,369
2948,2124,5196,370
2997,2049,5066,370
3023,2009,4955,370
3057,1985,4845,370
3099,1952,4749,370
3115,1890,4637,369
3137,1837,4542,370
3167,1803,4448,371
3174,1779,4370,370
3122,1744,4277,367
3061,1722,4198,370
3020,1717,4121,379
2986,1722,4060,386
2930,1715,3987,386
2910,1722,3923,386
2942,1750,3860,393
2986,1779,3819,402
2973,1764,3778,404
2948,1722,3751,402
2961,1697,3714,405
3023,1722,3682,418
3071,1744,3638,431
3099,1722,3613,435
3126,1670,3592,431
3174,1665,3579,435
3195,1703,3543,444
3174,1722,3510,451
3134,1684,3481,449
3137,1665,3475,451
3167,1710,3462,458
3174,1779,3441,467
3109,1793,3401,467
3023,1779,3372,467
2963,1791,3350,473
2948,1837,3338,483
2928,1855,3307,485
2910,1837,3269,483
2884,1825,3225,481
2872,1837,3200,483
2847,1865,3180,483
2834,1894,3166,483
2824,1913,3133,484
2834,1894,3097,483
2837,1851,3055,475
2834,1837,3028,467
2814,1856,2996,463
2797,1894,2959,467
2744,2013,2904,469
2645,2296,2856,467
2554,2612,2814,459
2608,2755,2787,451
2853,2795,2751,442
3326,2985,2718,435
4130,3108,2679,426
5329,2468,2650,418
6556,767,2612,411
7256,-1320,2581,402
7321,-2873,2541,393
7256,-3616,2512,386
7355,-3822,2482,380
7256,-3616,2477,370
6503,-2934,2483,354
5329,-1894,2512,338
4333,-859,2537,328
3779,-57,2581,322
3461,497,2632,314
3212,861,2718,306
3047,1054,2821,297
2986,1148,2959,290
2928,1225,3114,281
2834,1320,3303,274
2737,1396,3501,266
2683,1435,3716,258
2644,1436,3929,247
2608,1435,4164,241
2560,1449,4390,242
2532,1492,4611,241
2517,1533,4798,234
2532,1550,4989,225
2544,1549,5185,223
2570,1550,5402,225
2600,1557,5610,226
2645,1550,5815,225
2650,1535,5994,225
2608,1550,6159,225
2533,1604,6296,225
2494,1665,6435,225
2491,1681,6561,226
2494,1665,6675,225
2459,1649,6750,222
2419,1665,6813,225
2402,1691,6863,234
2419,1722,6916,241
2424,1746,6940,241
2419,1779,6951,241
2409,1823,6936,247
