I,II,PLETH
824,4374,2303
753,4291,2276
641,4215,2259
530,4143,2243
447,4045,2208
391,3995,2176
336,4034,2152
279,4143,2142
234,4231,2125
223,4291,2109
238,4312,2090
251,4291,2075
239,4207,2053
223,4143,2042
247,4162,2039
335,4291,2042
452,4446,2027
530,4587,2008
530,4671,1987
474,4735,1975
409,4796,1955
363,4883,1941
344,4891,1922
363,4735,1908
410,4417,1884
474,4143,1874
568,4055,1877
698,4143,1908
789,4242,1946
725,4291,2008
496,4321,2080
251,4439,2176
135,4677,2279
140,5031,2410
144,5380,2560
84,5622,2745
-22,5722,2947
-140,5770,3180
-261,5795,3423
-363,5770,3682
-411,5680,3931
-391,5622,4184
-338,5593,4421
-307,5475,4653
-330,5151,4858
-391,4735,5054
-437,4376,5228
-419,4143,5389
-274,3964,5514
28,3847,5623
415,3760,5709
725,3699,5791
879,3610,5848
921,3551,5891
877,3501,5909
725,3403,5925
596,3229,5925
670,3107,5925
831,3088,5905
781,3107,5891
643,3079,5869
837,3107,5858
1189,3268,5836
837,3551,5824
-474,3941,5804
-1786,4587,5791
-2134,5557,5766
-1786,6806,5757
-1605,8253,5740
-1786,9765,5724
-1895,10775,5684
-1786,10505,5657
-1715,8759,5632
-1786,6362,5623
-1831,4377,5601
-1786,3255,5590
-1757,2813,5571
-1786,2811,5556
-1802,3047,5518
-1786,3255,5490
-1780,3195,5464
-1786,2959,5456
-1790,2796,5426
-1786,2811,5389
-1791,2856,5334
-1786,2811,5289
-1781,2671,5235
-1786,2515,5188
-1796,2353,5123
-1786,2219,5054
-1773,2146,4966
-1786,2219,4887
-1808,2376,4801
-1786,2515,4720
-1747,2529,4618
-1786,2515,4519
-1886,2599,4412
-1786,2811,4318
-1165,3015,4214
28,3107,4117
1455,3102,4020
2651,3107,3950
3378,3131,3881
3711,3107,3816
3821,2973,3738
3795,2811,3682
3673,2736,3639
3544,2811,3615
3480,2961,3578
3460,3107,3548
3415,3203,3512
3348,3255,3481
3298,3228,3438
3265,3107,3414
3216,2931,3396
3153,2811,3381
3081,2786,3342
2986,2811,3314
2863,2810,3294
2762,2811,3280
2724,2859,3243
2735,2959,3213
2752,3048,3193
2790,3107,3180
2844,3120,3144
2902,3107,3113
2930,3088,3091
2958,3107,3079
2983,3098,3046
2986,2959,3013
2927,2662,2986
2846,2367,2979
2784,2211,2963
2762,2219,2946
2758,2325,2924
2762,2515,2912
2779,2715,2883
2818,2811,2845
2852,2748,2800
2846,2663,2778
2791,2683,2763
2707,2811,2745
2572,2952,2707
2372,3107,2678
2184,3268,2658
2121,3403,2644
2105,3470,2611
1981,3551,2577
1770,3692,2552
1646,3847,2544
1471,3895,2528
837,3847,2510
-326,3762,2489
-1423,3699,2477
-1873,3630,2459
-1786,3551,2444
-1690,3458,2423
-1786,3403,2410
-1860,3452,2391
-1786,3699,2377
-1729,4119,2357
-1786,4587,2343
-1724,4912,2324
-1200,5031,2310
-187,4984,2290
893,4883,2276
1506,4745,2256
1563,4587,2243
1548,4448,2234
1897,4439,2243
2301,4527,2247
1981,4587,2243
722,4489,2220
-753,4291,2209
-1612,4059,2206
-1786,3847,2209
-1746,3686,2191
-1786,3699,2176
-1820,3891,2165
-1786,4143,2176
-1758,4312,2186
-1786,4439,2209
-1801,4545,2233
-1786,4587,2276
-1782,4506,2326
-1786,4439,2410
-1787,4510,2514
-1786,4735,2644
-1802,5010,2778
-1786,5327,2946
-1767,5657,3144
-1786,5918,3381
-1826,5958,3614
-1786,5770,3849
-1733,5455,4076
-1786,5179,4318
-1874,5023,4554
-1786,5031,4787
-1639,5160,4992
-1786,5327,5188
-2111,5356,5360
-1786,5179,5523
-203,4855,5661
2176,4587,5791
4206,4378,5887
5218,4143,5958
5406,3809,5991
5330,3551,6025
5297,3445,6056
5330,3403,6092
5346,3267,6098
5330,3107,6092
5313,3052,6070
5330,3107,6059
5355,3129,6038
5330,3107,6025
5216,3150,6003
5051,3403,5992
4928,3883,5970
4939,4587,5958
5080,5532,5936
5246,6806,5925
5327,8388,5903
5330,10061,5891
5322,11339,5868
5330,11689,5858
5242,10765,5836
4967,8730,5824
4492,6208,5801
3962,3995,5791
3510,2524,5770
3209,1776,5757
3013,1520,5733
2902,1628,5724
2852,1939,5706
2874,2219,5690
2903,2285,5652
2902,2219,5623
2861,2180,5589
2874,2219,5556
2976,2279,5501
3153,2367,5456
3295,2462,5406
3348,2515,5356
3271,2488,5272
3097,2515,5188
2860,2645,5100
2651,2811,5021
2514,2852,4920
2483,2811,4820
2527,2782,4714
2651,2811,4619
2835,2827,4511
3069,2811,4418
3288,2794,4328
3460,2811,4251
3567,2825,4161
3655,2811,4084
3742,2781,4010
3851,2811,3950
3970,2931,3877
4102,3107,3816
4184,3233,3758
4158,3255,3715
3983,3183,3661
3739,3107,3615
3521,3078,3571
3404,3107,3548
3360,3130,3516
3348,3107,3481
3324,3032,3436
3293,2959,3414
3255,2887,3397
3237,2811,3381
3257,2755,3342
3348,2811,3314
3477,2965,3293
3600,3107,3280
3668,3135,3246
3711,3107,3213
3737,3093,3187
3739,3107,3180
3670,3106,3164
3544,3107,3146
3376,3079,3114
3209,2959,3079
3050,2723,3036
2930,2515,3013
2823,2449,2996
2707,2515,2979
2565,2595,2940
2456,2663,2912
2410,2730,2894
2428,2811,2879
2463,2876,2841
2511,2959,2812
2553,3084,2793
2567,3255,2778
2529,3411,2741
2483,3551,2711
2481,3689,2692
2539,3847,2678
2588,3960,2640
2567,3995,2611
2458,3971,2602
2316,3995,2611
2172,4076,2598
2037,4143,2577
1899,4094,2557
1786,3995,2544
1707,3983,2512
1646,4143,2477
1542,4347,2449
1367,4439,2444
1138,4376,2432
921,4291,2410
770,4232,2372
725,4143,2343
763,3972,2320
837,3847,2310
893,3862,2293
921,3995,2276
923,4138,2254
921,4291,2243
924,4413,2226
949,4439,2209
975,4343,2184
977,4291,2176
926,4351,2174
837,4439,2176
733,4436,2157
642,4439,2142
569,4515,2132
530,4587,2142
519,4490,2151
530,4291,2176
550,4141,2202
586,4143,2243
638,4250,2280
698,4439,2343
755,4664,2426
809,4883,2544
852,5039,2676
865,5179,2845
836,5328,3035
781,5475,3247
721,5529,3454
670,5475,3682
635,5328,3924
642,5179,4184
697,5104,4425
781,5179,4653
842,5348,4857
837,5475,5054
754,5374,5217
614,5031,5356
460,4557,5468
335,4143,5590
258,3816,5700
223,3551,5791
197,3284,5841
167,3107,5891
147,3052,5940
167,3107,5992
221,3140,6012
279,3107,6025
334,3064,6025
419,3107,6025
532,3159,6003
614,3107,5992
604,3007,5985
502,3107,5992
336,3441,5974
140,3847,5958
-18,4323,5934
-28,5179,5925
158,6490,5901
474,7990,5891
816,9474,5883
1116,10949,5891
1307,11918,5877
1284,11393,5858
1023,9032,5828
642,5918,5824
294,3490,5821
28,2219,5824
-163,1664,5804
-279,1480,5791
-337,1613,5769
-391,1923,5757
-453,2099,5724
-474,2071,5690
-467,2008,5648
-502,2071,5623
-564,2255,5589
-530,2515,5556
-427,2738,5504
-502,2811,5456
-912,2688,5392
-1451,2515,5322
-1772,2397,5232
-1786,2367,5155
-1725,2349,5072
-1786,2367,4987
-1886,2417,4879
-1786,2515,4787
-1397,2644,4701
-865,2811,4619
-393,2946,4503
-56,2959,4385
199,2857,4271
419,2811,4184
600,2923,4094
725,3107,4017
792,3177,3932
781,3107,3849
665,2997,3754
474,2959,3682
302,3005,3625
223,3107,3582
200,3165,3523
167,3107,3481
165,2943,3456
279,2811,3448
436,2781,3416
363,2811,3381
-107,2816,3350
-781,2811,3347
-1252,2814,3336
-1284,2811,3314
-970,2783,3273
-558,2811,3247
-203,2938,3226
112,3107,3213
475,3176,3191
921,3107,3180
1369,2952,3165
1702,2811,3146
1858,2710,3107
1870,2663,3079
1784,2651,3061
1618,2663,3046
1380,2625,3009
1116,2515,2979
901,2387,2958
781,2367,2946
727,2447,2911
670,2515,2879
553,2501,2855
391,2515,2845
256,2633,2816
223,2811,2778
319,2956,2736
502,3107,2711
694,3274,2690
837,3403,2678
914,3453,2660
949,3551,2644
964,3761,2622
977,3995,2611
973,4110,2596
949,4143,2577
905,4160,2541
865,4143,2510
839,4013,2488
837,3847,2477
855,3774,2449
893,3847,2410
931,3952,2365
949,3995,2343
937,3942,2328
921,3847,2310
922,3746,2272
949,3699,2243
996,3726,2222
1060,3847,2209
1107,4006,2187
1088,4143,2176
981,4179,2173
837,4143,2176
720,4100,2158
670,4143,2142
678,4223,2134
725,4291,2142
766,4333,2132
753,4439,2109
674,4561,2079
586,4587,2075
551,4450,2076
586,4291,2075
640,4199,2061
670,4143,2075
669,4043,2114
670,3995,2176
688,4089,2229
725,4291,2310
782,4453,2423
865,4587,2577
957,4805,2735
1032,5179,2912
1086,5563,3109
1144,5770,3347
1191,5702,3595
1172,5475,3849
1074,5259,4077
977,5179,4285
951,5183,4463
977,5179,4653
975,5074,4848
921,4883,5054
846,4610,5231
781,4291,5389
724,3916,5523
670,3551,5657
611,3249,5767
558,3107,5858
523,3079,5911
530,3107,5958
558,3107,5991
558,3107,6025
506,3107,6040
446,3107,6059
426,3089,6061
446,3107,6059
469,3166,6034
474,3255,6025
457,3355,6020
419,3551,6025
377,3899,6006
391,4439,5992
526,5214,5970
809,6362,5958
1198,7878,5932
1591,9469,5925
1887,10563,5920
2009,10653,5925
1903,9550,5903
1563,7546,5891
1103,5270,5883
698,3403,5891
408,2263,5874
167,1776,5858
-18,1673,5833
-56,1776,5824
-20,1946,5803
-84,2071,5791
-137,2080,5771
112,2071,5757
450,2165,5723
195,2367,5690
-813,2519,5641
-1786,2515,5590
-2024,2367,5517
-1786,2219,5456
-1691,2156,5389
-1786,2219,5322
-1803,2343,5232
-1786,2515,5155
-1874,2679,5074
-1786,2811,4987
-1181,2848,4866
-251,2811,4753
488,2771,4648
837,2811,4552
986,2904,4428
1088,2959,4318
1135,2907,4233
1116,2811,4184
1095,2768,4120
1088,2811,4050
1062,2846,3973
1005,2811,3916
966,2756,3859
977,2811,3816
1018,2973,3774
1032,3107,3749
1017,3085,3714
977,2959,3682
855,2850,3640
502,2811,3615
-132,2760,3592
-893,2663,3582
-1495,2595,3561
-1786,2663,3548
-1826,2790,3528
-1786,2811,3515
-1771,2666,3492
-1786,2515,3481
-1793,2480,3465
-1786,2515,3448
-1781,2477,3410
-1786,2367,3381
-1789,2263,3357
-1786,2219,3347
-1783,2201,3319
-1786,2219,3280
-1787,2277,3235
-1786,2367,3213
-1784,2440,3197
-1786,2515,3180
-1786,2593,3144
-1786,2663,3113
-1784,2678,3078
-1786,2663,3046
-1784,2642,3004
-1786,2663,2979
-1784,2754,2962
-1786,2959,2946
-1784,3209,2907
-1786,3403,2879
-1784,3487,2860
-1786,3551,2845
-1784,3635,2808
-1786,3699,2778
-1784,3690,2759
-1786,3699,2745
-1784,3804,2708
-1786,3995,2678
-1784,4164,2658
-1786,4291,2644
-1784,4379,2608
-1786,4439,2577
-1784,4445,2558
-1786,4439,2544
-1785,4438,2508
-1786,4439,2477
-1783,4384,2458
-1786,4291,2444
-1785,4194,2407
-1786,4143,2377
-1782,4123,2367
-1786,4143,2377
-1789,4193,2366
-1786,4291,2343
-1755,4386,2317
-1702,4439,2310
-1646,4393,2294
-1618,4291,2276
-1606,4184,2251
-1591,4143,2243
-1572,4137,2228
-1591,4143,2209
-1655,4131,2179
-1730,4143,2176
-1772,4156,2188
-1786,4143,2209
-1783,4064,2213
-1758,3995,2243
-1695,4005,2305
-1618,4143,2410
-1555,4355,2516
-1507,4587,2644
-1453,4763,2793
-1395,4883,2979
-1334,4988,3161
-1256,5179,3347
-1131,5432,3532
-949,5622,3749
-700,5580,3976
-391,5327,4218
-53,5029,4447
251,4883,4686
485,4880,4919
642,4883,5155
721,4730,5362
698,4439,5556
576,4108,5727
419,3847,5891
318,3619,6021
307,3403,6126
343,3197,6194
363,3107,6259
353,3102,6310
335,3107,6360
323,3031,6381
307,2959,6393
302,2979,6387
335,3107,6393
381,3223,6391
363,3255,6393
232,3186,6375
56,3107,6360
-74,3099,6335
-112,3255,6326
-88,3591,6306
0,4143,6293
186,4980,6267
502,6214,6259
884,7771,6241
1228,9322,6226
1424,10355,6196
1423,10505,6192
1198,9687,6190
837,8138,6192
571,6241,6168
698,4439,6159
1292,3079,6155
2121,2367,6159
2818,2259,6126
3209,2515,6092
3352,2776,6062
3404,2811,6059
3435,2613,6033
3460,2367,5992
3478,2188,5930
3516,2071,5891
3578,1967,5846
3655,1923,5791
3722,1967,5702
3767,2071,5623
3753,2152,5541
3655,2219,5456
3469,2245,5335
3265,2219,5222
3103,2123,5115
3014,2071,5021
2973,2115,4901
2986,2219,4787
3050,2298,4677
3153,2367,4586
3221,2451,4479
3209,2515,4385
3098,2475,4294
2958,2367,4218
2853,2301,4126
2846,2367,4050
2912,2523,3988
3014,2663,3950
3085,2665,3897
3125,2515,3849
3138,2314,3804
3153,2219,3782
3146,2263,3750
3097,2367,3715
2984,2445,3671
2846,2515,3649
2718,2593,3630
2651,2663,3615
2659,2716,3578
2762,2811,3548
2925,2928,3523
3097,2959,3515
3218,2830,3486
3293,2663,3448
3334,2604,3402
3348,2663,3381
3303,2704,3365
3181,2663,3347
2984,2572,3309
2762,2515,3280
2574,2504,3259
2456,2515,3247
2364,2479,3214
2260,2367,3180
2180,2196,3151
2232,2071,3146
2421,2074,3136
2595,2219,3113
2555,2396,3072
2260,2515,3046
1831,2567,3027
1423,2663,3013
1095,2856,2979
837,3107,2946
626,3301,2910
474,3403,2879
373,3420,2838
307,3403,2812
254,3379,2793
223,3403,2778
197,3469,2743
140,3551,2711
9,3616,2687
-167,3699,2678
-342,3787,2659
-474,3847,2644
-565,3847,2627
-614,3847,2611
-637,3859,2586
-642,3847,2577
-628,3767,2578
-558,3699,2577
-412,3721,2546
-195,3847,2510
47,3997,2484
279,4143,2477
465,4247,2461
586,4291,2444
637,4239,2422
642,4143,2410
621,4043,2392
586,3995,2377
534,4014,2356
474,4143,2343
424,4317,2323
391,4439,2310
364,4413,2289
335,4291,2276
308,4130,2255
307,3995,2243
344,3917,2230
419,3995,2243
522,4246,2265
642,4587,2310
742,4824,2352
781,4883,2410
758,4804,2475
725,4735,2577
728,4750,2706
753,4883,2879
755,5090,3068
725,5327,3280
700,5478,3499
725,5475,3749
819,5325,4010
977,5179,4285
1167,5134,4538
1339,5179,4787
1427,5167,5020
1395,5031,5255
1272,4797,5464
1144,4587,5657
1088,4424,5816
1116,4291,5958
1158,4098,6066
1144,3847,6159
1050,3494,6227
921,3107,6293
796,2774,6334
698,2663,6360
623,2769,6356
586,2959,6360
595,3074,6358
642,3107,6360
701,3068,6338
753,2959,6326
780,2807,6318
781,2811,6326
776,3151,6312
809,3847,6293
911,4736,6263
1088,5770,6259
1330,7066,6255
1618,8730,6259
1891,10483,6241
2037,11689,6226
1964,11694,6200
1674,10357,6192
1258,8123,6173
837,5770,6159
488,3920,6132
251,2811,6126
142,2288,6110
167,2071,6092
282,1957,6049
391,1923,6025
388,1971,6007
251,2071,5992
35,2156,5940
-167,2219,5891
-315,2245,5848
-446,2219,5824
-655,2132,5768
-949,2071,5690
-1186,2093,5594
-1144,2219,5523
-752,2367,5445
-167,2515,5356
342,2609,5232
642,2663,5121
762,2663,5016
809,2663,4920
841,2666,4800
865,2663,4686
871,2644,4577
865,2663,4485
857,2732,4378
865,2811,4285
894,2831,4202
949,2811,4151
1020,2794,4096
1088,2811,4050
1119,2825,3996
1088,2811,3950
1008,2746,3892
921,2663,3849
870,2616,3809
865,2663,3782
888,2757,3744
921,2811,3715
958,2793,3680
1005,2811,3649
1046,2934,3606
1060,3107,3582
1033,3180,3562
977,3107,3548
904,2944,3512
837,2811,3481
798,2765,3456
809,2811,3448
842,2855,3420
837,2811,3381
757,2659,3335
642,2515,3314
549,2468,3298
502,2515,3280
481,2545,3243
474,2515,3213
481,2474,3191
502,2515,3180
534,2606,3149
586,2663,3113
663,2647,3072
753,2663,3046
821,2776,3013
837,2959,2979
790,3120,2938
698,3255,2912
580,3354,2891
474,3403,2879
422,3390,2849
446,3403,2812
508,3472,2767
530,3551,2745
463,3560,2729
335,3551,2711
196,3591,2674
84,3699,2644
16,3826,2622
28,3995,2611
133,4209,2591
307,4439,2577
494,4580,2562
670,4587,2544
824,4429,2507
949,4143,2477
1005,3799,2457
977,3551,2444
876,3475,2410
753,3551,2377
649,3648,2351
586,3699,2343
565,3693,2327
586,3699,2310
633,3741,2287
698,3847,2276
787,3981,2259
921,4143,2243
1070,4297,2220
1172,4439,2209
1194,4494,2192
1200,4439,2176
1276,4281,2150
1451,4143,2142
1676,4090,2138
1870,4143,2142
1956,4221,2133
1897,4291,2142
1741,4340,2164
1591,4439,2209
1513,4618,2258
1479,4883,2343
1432,5146,2458
1395,5327,2611
1409,5359,2767
1479,5327,2946
1568,5385,3144
1674,5622,3381
1747,5837,3625
1730,5770,3883
1605,5436,4132
1367,5179,4385
851,5161,4619
-56,5179,4854
-1075,4956,5073
-1674,4587,5289
-1766,4295,5470
-1786,4143,5623
-1956,3988,5733
-1786,3847,5824
-795,3787,5892
753,3847,5958
2104,3882,6008
2902,3847,6059
3313,3723,6092
3572,3551,6126
3691,3327,6141
3655,3107,6159
3526,2924,6159
3376,2811,6159
3219,2760,6139
3069,2811,6126
2932,2969,6103
2818,3255,6092
2762,3667,6070
2818,4291,6059
2996,5247,6037
3265,6658,6025
3629,8429,6002
4046,10209,5992
4347,11456,5971
4269,11689,5958
3725,10656,5934
2902,8582,5925
2120,6141,5907
1563,4143,5891
1184,2938,5852
893,2367,5824
705,2148,5798
670,2219,5791
691,2485,5762
642,2663,5724
597,2521,5666
698,2219,5623
719,2052,5573
195,2071,5523
-867,2061,5451
-1786,1923,5389
-2013,1730,5321
-1786,1628,5255
-1673,1639,5157
-1786,1776,5054
-1856,1939,4945
-1786,2071,4854
-1742,2134,4752
-1786,2219,4653
-1814,2314,4543
-1786,2367,4452
-1767,2396,4362
-1786,2515,4285
-1796,2665,4196
-1786,2663,4117
-1779,2511,4039
-1786,2515,3983
-1788,2799,3928
-1786,3107,3883
-1784,3163,3827
-1786,3107,3782
-1784,3190,3740
-1786,3403,3715
-1788,3535,3682
-1786,3551,3649
-1783,3510,3604
-1786,3403,3582
-1796,3182,3563
-1786,2959,3548
-1773,2843,3511
-1786,2811,3481
-1812,2783,3458
-1786,2811,3448
-1748,2940,3418
-1786,3107,3381
-1849,3201,3337
-1786,3255,3314
-1688,3325,3294
-1786,3403,3280
-1945,3420,3249
-1618,3403,3213
-613,3390,3171
642,3403,3146
1772,3404,3127
2958,3403,3113
4302,3366,3081
5330,3255,3046
5574,3037,3005
5330,2811,2979
5204,2676,2957
5330,2663,2946
5402,2674,2927
5330,2663,2912
5281,2673,2890
5330,2811,2879
5357,3041,2862
5330,3255,2845
5311,3392,2810
5330,3551,2778
5340,3774,2751
5330,3995,2745
5327,4101,2743
5330,4143,2745
5330,4200,2730
5330,4291,2711
5333,4321,2687
5330,4291,2678
5320,4256,2665
5330,4291,2644
5341,4366,2605
5330,4439,2577
5304,4461,2558
5330,4439,2544
5380,4368,2510
5330,4291,2477
5040,4247,2452
4492,4291,2444
3702,4376,2426
2707,4439,2410
1612,4434,2390
614,4439,2377
-196,4493,2356
-865,4587,2343
-1433,4620,2326
-1786,4587,2310
-1863,4509,2284
-1786,4439,2276
-1752,4319,2275
-1786,4143,2276
-1809,3945,2256
-1786,3847,2243
-1781,3835,2236
-1786,3847,2243
-1796,3821,2237
-1786,3847,2243
-1791,3966,2252
-1786,4143,2276
-1789,4284,2295
-1786,4439,2343
-1794,4685,2421
-1786,5031,2544
-1782,5324,2679
-1786,5475,2845
-1791,5517,3030
-1786,5622,3247
-1764,5870,3469
-1786,6214,3715
-1877,6504,3973
-1786,6658,4251
-882,6645,4511
1172,6510,4753
3683,6296,4959
5330,6066,5155
5626,5802,5325
5330,5475,5490
5257,5079,5636
5330,4735,5791
5277,4478,5932
5330,4291,6059
5598,4075,6147
5330,3847,6226
3757,3535,6283
1284,3107,6326
-814,2594,6339
-1786,2219,6360
-1898,2113,6377
-1786,2219,6393
-1752,2363,6375
-1786,2515,6360
-1799,2708,6351
-1786,2959,6360
-1775,3179,6344
-1786,3403,6326
-1797,3795,6300
-1786,4587,6293
-1780,5813,6273
-1786,7398,6259
-1793,9193,6235
-1786,10949,6226
-1784,12058,6204
-1786,11837,6192
-1790,10110,6170
-1786,7546,6159
-1784,5072,6136
-1786,3255,6126
-1784,2176,6104
-1786,1776,6092
-1799,1888,6067
-1786,2219,6059
-1763,2446,6041
-1786,2515,6025
-1833,2553,5986
-1786,2663,5958
-1711,2775,5924
-1786,2811,5891
-1910,2751,5825
-1786,2663,5757
-1597,2574,5684
-1786,2515,5623
-2085,2476,5540
-1786,2515,5456
-1299,2623,5364
-1786,2811,5289
-2735,3018,5204
-1786,3255,5121
1770,3492,5019
5330,3699,4920
6275,3812,4812
5330,3847,4720
4839,3845,4618
5330,3847,4519
5625,3809,4406
5330,3699,4318
5137,3530,4242
5330,3403,4184
5450,3367,4112
5330,3403,4050
5251,3421,3991
5330,3403,3950
5373,3380,3897
5330,3403,3849
5303,3429,3803
5330,3403,3782
5339,3314,3763
5330,3255,3749
5324,3288,3724
5330,3403,3715
5324,3503,3701
5330,3551,3682
5324,3550,3642
5330,3551,3615
5324,3552,3595
5330,3551,3582
5324,3502,3545
5330,3403,3515
5324,3252,3491
5330,3107,3481
5324,2999,3450
5330,2959,3414
5324,2958,3374
5330,2959,3347
5324,2871,3312
5330,2663,3280
5324,2387,3242
5330,2219,3213
5324,2265,3177
5330,2515,3146
5324,2828,3110
5330,3107,3079
5324,3291,3042
5330,3403,3013
5324,3469,2987
5330,3551,2979
5324,3633,2965
5330,3699,2946
5324,3744,2908
5330,3847,2879
5324,4003,2856
5330,4143,2845
5324,4174,2817
5330,4143,2778
5324,4116,2733
5330,4143,2711
5324,4199,2696
5330,4291,2678
5324,4382,2640
5330,4439,2611
5324,4433,2591
5330,4439,2577
5324,4496,2544
5330,4587,2510
5324,4616,2484
5330,4587,2477
5324,4551,2462
5330,4587,2444
5324,4664,2419
5330,4735,2410
5324,4744,2406
5330,4735,2410
5324,4727,2397
5330,4735,2377
5324,4688,2349
5330,4587,2343
5325,4469,2343
5330,4439,2343
5325,4495,2321
5330,4587,2310
5324,4611,2304
5330,4587,2310
5326,4559,2302
5330,4587,2310
5324,4609,2330
5330,4587,2377
5328,4537,2427
5330,4587,2510
5322,4769,2615
5330,5031,2745
5330,5263,2876
5330,5475,3046
5324,5691,3249
5330,5918,3481
5268,6059,3687
5051,6066,3883
4649,5942,4081
4213,5770,4318
3905,5598,4556
3795,5475,4787
3774,5387,4995
3739,5327,5222
3626,5223,5447
3460,5031,5657
3225,4697,5814
2902,4291,5958
2534,3909,6093
2260,3699,6226
2130,3647,6318
2065,3699,6393
1991,3720,6447
1925,3699,6494
1779,3630,6509
1423,3551,6527
983,3461,6542
837,3403,6561
1094,3383,6546
1563,3403,6527
2235,3443,6501
3265,3551,6494
4134,3730,6473
3739,3995,6460
1791,4383,6439
-474,5031,6427
-1678,5982,6391
-1786,7250,6360
-1681,8818,6326
-1786,10505,6326
-1866,11598,6325
-1786,11245,6326
-1742,9298,6302
-1786,6658,6293
-1811,4364,6285
-1786,2811,6293
-1792,1863,6275
-1786,1480,6259
-1762,1638,6234
-1786,2071,6226
-1845,2385,6206
-1786,2515,6192
-1698,2633,6159
-1786,2811,6126
-1939,2890,6070
-1786,2811,6025
-1539,2713,5972
-1786,2811,5925
-2295,3095,5855
-1786,3403,5791
392,3543,5721
3153,3551,5657
4897,3524,5563
5330,3551,5456
5278,3527,5330
5330,3403,5222
5385,3219,5115
5330,3107,5021
5286,3090,4906
5330,3107,4787
5354,3097,4655
5330,3107,4552
5312,3165,4460
5330,3255,4385
5336,3326,4295
5330,3403,4218
5325,3492,4142
5330,3551,4084
5328,3505,4012
5330,3403,3950
5329,3345,3898
5330,3403,3883
5325,3502,3869
5330,3551,3849
5324,3500,3807
5330,3403,3782
5325,3309,3764
5330,3255,3749
5324,3230,3710
5330,3255,3682
5325,3323,3661
5330,3403,3649
5328,3396,3612
5330,3255,3582
5280,3014,3559
5162,2811,3548
4971,2736,3514
4799,2811,3481
4692,2959,3455
4660,3107,3448
4628,3165,3421
4576,3107,3381
4503,2952,3334
4465,2811,3314
4466,2753,3299
4520,2811,3280
4596,2935,3240
4688,3107,3213
4747,3280,3195
4744,3403,3180
4637,3387,3143
4465,3255,3113
4286,3111,3091
4186,3107,3079
4152,3238,3048
4130,3403,3013
4024,3491,2975
3823,3551,2946
3547,3660,2906
3265,3847,2879
3006,4023,2858
2790,4143,2845
2576,4210,2812
2344,4291,2778
2105,4375,2751
1925,4439,2745
1810,4447,2732
1730,4439,2711
1660,4431,2674
1646,4439,2644
1683,4438,2621
1702,4439,2611
1608,4394,2594
1423,4291,2577
1213,4166,2555
1032,4143,2544
867,4220,2529
725,4291,2510
615,4238,2474
558,4143,2444
533,4103,2419
530,4143,2410
530,4159,2393
530,4143,2377
511,4117,2353
474,4143,2343
417,4199,2326
363,4291,2310
321,4376,2283
307,4439,2276
318,4445,2282
363,4439,2310
432,4427,2334
530,4439,2377
655,4473,2428
809,4587,2510
951,4780,2600
1032,5031,2711
1042,5265,2830
1032,5475,2979
1050,5643,3145
1088,5770,3347
1119,5812,3567
1144,5770,3816
1179,5643,4073
1228,5475,4351
1297,5296,4622
1395,5179,4887
1481,5141,5122
1479,5179,5356
1368,5214,5575
1228,5179,5791
1131,4968,5969
1060,4587,6126
967,4140,6248
865,3847,6360
786,3729,6446
725,3699,6527
645,3621,6583
558,3551,6628
482,3495,6644
419,3403,6661
350,3232,6662
279,3107,6661
195,3089,6638
84,3107,6628
-19,3073,6619
-28,3107,6628
76,3320,6613
195,3699,6594
229,4183,6563
223,4883,6561
326,5900,6558
642,7250,6561
1138,8846,6537
1674,10505,6527
2066,11655,6518
2176,11541,6527
1999,9866,6511
1646,7250,6494
1235,4679,6464
809,2811,6460
396,1772,6455
56,1480,6460
-172,1696,6443
-307,2071,6427
-368,2301,6389
-335,2367,6360
-208,2367,6319
-56,2367,6293
67,2389,6256
167,2515,6226
234,2702,6175
195,2811,6126
7,2785,6057
-251,2811,5992
-473,2966,5906
-614,3107,5824
-681,3019,5724
-642,2811,5623
-496,2668,5501
-307,2663,5389
-175,2673,5268
-112,2663,5155
-81,2692,5028
-56,2811,4920
-49,2968,4815
-56,3107,4720
-48,3197,4608
0,3255,4519
78,3273,4442
167,3255,4385
261,3191,4312
391,3107,4251
584,3014,4192
837,2959,4151
1090,2978,4095
1284,3107,4050
1412,3279,4008
1535,3403,3983
1709,3422,3947
1925,3403,3916
2105,3400,3878
2176,3403,3849
2130,3346,3809
2037,3255,3782
1976,3207,3759
1981,3255,3749
2013,3304,3720
2009,3255,3682
1934,3099,3636
1814,2959,3615
1702,2873,3599
1646,2811,3582
1653,2757,3542
1702,2811,3515
1748,2973,3495
1758,3107,3481
1708,3076,3445
1618,2959,3414
1510,2865,3391
1423,2811,3381
1364,2726,3350
1339,2663,3314
1323,2688,3274
1311,2811,3247
1300,2953,3212
1311,3107,3180
1346,3262,3143
1395,3403,3113
1421,3482,3075
1423,3551,3046
1431,3664,3012
1507,3847,2979
1649,4021,2937
1814,4143,2912
1953,4211,2893
2093,4291,2879
2269,4375,2844
2483,4439,2812
2667,4444,2786
2762,4439,2778
2739,4436,2762
2623,4439,2745
2446,4425,2722
2260,4439,2711
2097,4459,2695
1981,4439,2678
1905,4348,2655
1870,4291,2644
1874,4328,2631
1925,4439,2611
1985,4526,2572
2009,4587,2544
1976,4610,2524
1925,4587,2510
1889,4499,2477
1870,4439,2444
1855,4428,2416
1870,4439,2410
