III,V,PLETH,ABP
4876,-481,7035,6997
4591,87,7070,7110
3870,684,7064,7234
2977,1247,7070,7359
2230,1704,7088,7432
1741,2031,7133,7469
1421,2232,7139,7439
1211,2350,7133,7359
1098,2408,7113,7203
1059,2437,7133,7027
1034,2449,7156,6840
1009,2466,7195,6695
998,2483,7200,6563
1009,2495,7195,6474
1018,2495,7174,6404
1034,2495,7195,6391
1049,2497,7226,6393
1059,2495,7258,6418
1051,2481,7248,6426
1059,2466,7258,6446
1083,2460,7279,6447
1110,2466,7320,6446
1109,2467,7321,6412
1110,2466,7320,6391
1121,2461,7311,6373
1135,2466,7320,6391
1126,2466,7309,6407
1110,2466,7320,6446
1105,2459,7340,6480
1110,2466,7383,6529
1101,2477,7389,6555
1085,2495,7383,6584
1070,2504,7363,6600
1059,2524,7383,6640
1037,2549,7408,6680
1009,2582,7446,6750
988,2606,7447,6824
984,2640,7446,6916
978,2679,7428,6976
959,2727,7446,6999
921,2766,7468,6941
883,2814,7508,6833
853,2868,7512,6663
832,2930,7508,6474
809,2977,7488,6262
782,3017,7508,6086
747,3046,7535,5943
706,3075,7571,5865
655,3091,7568,5827
605,3104,7571,5865
561,3107,7563,5935
530,3104,7571,6031
501,3089,7558,6091
479,3075,7571,6142
467,3052,7591,6159
479,3017,7633,6169
509,2958,7638,6145
555,2901,7633,6142
609,2845,7614,6150
681,2785,7633,6197
772,2700,7657,6244
883,2611,7696,6335
997,2529,7699,6451
1110,2466,7696,6612
1213,2397,7676,6766
1312,2321,7696,6944
1395,2231,7721,7125
1463,2147,7758,7331
1520,2065,7757,7513
1589,2002,7758,7691
1667,1950,7748,7840
1741,1915,7758,7995
1793,1880,7751,8123
1841,1857,7758,8244
1886,1836,7751,8314
1917,1828,7758,8355
1920,1822,7749,8349
1917,1828,7758,8355
1924,1830,7754,8351
1942,1828,7758,8355
1954,1812,7742,8338
1968,1799,7758,8355
1982,1793,7781,8387
1993,1799,7821,8438
1981,1803,7821,8451
1968,1799,7821,8465
1960,1793,7809,8464
1968,1799,7821,8465
1960,1806,7815,8424
1942,1799,7821,8382
1918,1786,7811,8332
1917,1799,7821,8299
1914,1830,7814,8239
1892,1857,7821,8189
1847,1879,7812,8133
1816,1944,7821,8106
1798,2014,7813,8060
1791,1973,7821,8023
1828,1705,7813,7969
1993,1247,7821,7940
2294,707,7812,7895
2674,174,7821,7857
3095,-335,7814,7793
3607,-783,7821,7746
4194,-1135,7811,7685
4692,-1364,7821,7635
4892,-1499,7816,7566
4818,-1538,7821,7525
4725,-1445,7806,7486
4818,-1160,7821,7469
4948,-696,7842,7432
4768,-116,7883,7414
4128,479,7886,7391
3279,1044,7883,7387
2549,1541,7865,7361
2043,1944,7883,7359
1669,2218,7906,7361
1387,2379,7946,7387
1229,2456,7950,7385
1186,2495,7946,7387
1174,2510,7924,7368
1160,2524,7946,7359
1152,2538,7974,7318
1160,2553,8009,7276
1160,2555,8000,7213
1160,2553,8009,7165
1165,2551,8026,7102
1186,2553,8071,7055
1196,2553,8077,6998
1211,2553,8071,6972
1222,2551,8050,6953
1236,2553,8071,6972
1235,2552,8096,6990
1236,2553,8134,7027
1233,2550,8135,7047
1236,2553,8134,7082
1234,2551,8115,7105
1236,2553,8134,7138
1237,2548,8157,7140
1236,2553,8196,7138
1223,2560,8198,7106
1211,2582,8196,7082
1205,2605,8178,7044
1211,2640,8196,7027
1213,2669,8218,7003
1211,2698,8259,6999
1206,2720,8262,6981
1211,2756,8259,6972
1215,2796,8238,6939
1211,2843,8259,6916
1195,2881,8285,6887
1186,2930,8321,6889
1185,2985,8318,6892
1186,3046,8321,6916
1173,3091,8314,6924
1160,3133,8321,6944
1148,3173,8291,6944
1135,3220,8259,6944
1108,3246,8211,6913
1085,3249,8196,6889
1067,3231,8183,6853
1059,3220,8196,6833
1051,3210,8192,6791
1059,3191,8196,6750
1081,3139,8181,6687
1110,3075,8196,6640
1137,3011,8217,6586
1186,2959,8259,6557
1257,2895,8263,6520
1337,2814,8259,6501
1399,2711,8238,6474
1463,2611,8259,6474
1542,2516,8284,6474
1640,2437,8321,6501
1730,2360,8320,6526
1816,2292,8321,6584
1902,2226,8310,6644
1993,2176,8321,6723
2065,2129,8315,6783
2119,2089,8321,6861
2155,2042,8311,6934
2195,2002,8321,7027
2233,1958,8314,7096
2270,1915,8321,7165
2297,1863,8312,7213
2321,1828,8321,7276
2335,1805,8315,7318
2346,1799,8321,7359
2346,1792,8310,7368
2346,1799,8321,7387
2338,1811,8317,7394
2321,1828,8321,7414
2290,1828,8307,7413
2270,1828,8321,7414
2264,1835,8324,7388
2270,1857,8321,7359
2261,1866,8278,7306
2245,1857,8259,7276
2224,1835,8250,7251
2220,1828,8259,7248
2217,1839,8225,7226
2220,1857,8196,7221
2207,1863,8175,7212
2195,1857,8196,7221
2175,1851,8198,7205
2169,1857,8196,7193
2159,1868,8161,7162
2144,1886,8134,7138
2109,1916,8091,7082
2068,1973,8071,7027
2028,2020,8037,6958
2018,2002,8009,6916
2049,1853,7959,6875
2144,1567,7946,6861
2313,1155,7940,6839
2573,667,7946,6833
2898,144,7909,6818
3279,-348,7883,6833
3729,-765,7864,6844
4238,-1073,7883,6861
4651,-1286,7881,6852
4818,-1393,7883,6861
4795,-1368,7868,6862
4818,-1160,7883,6861
4903,-768,7898,6817
4768,-232,7946,6778
4201,356,7977,6732
3405,928,8009,6695
2724,1426,8018,6623
2270,1828,8071,6557
1922,2110,8132,6496
1640,2292,8196,6474
1476,2388,8215,6449
1438,2437,8259,6446
1424,2454,8315,6445
1387,2466,8384,6474
1346,2478,8406,6495
1337,2495,8447,6529
1337,2502,8499,6543
1337,2495,8572,6557
1329,2477,8597,6533
1337,2466,8634,6501
1347,2464,8682,6450
1362,2466,8759,6418
1361,2465,8793,6374
1362,2466,8822,6335
1360,2467,8840,6280
1362,2466,8885,6252
1350,2450,8907,6230
1337,2437,8947,6225
1330,2430,8974,6201
1337,2437,9010,6197
1341,2437,9004,6199
1337,2437,9010,6225
1323,2431,9020,6226
1312,2437,9072,6225
1299,2446,9103,6211
1286,2466,9135,6225
1271,2480,9147,6234
1261,2495,9197,6252
1252,2503,9234,6248
1236,2524,9260,6252
1208,2549,9240,6246
1186,2582,9260,6252
1173,2607,9307,6237
1160,2640,9385,6225
1128,2677,9416,6199
1085,2727,9448,6197
1042,2771,9467,6191
1009,2814,9510,6197
966,2851,9530,6187
908,2901,9573,6197
839,2949,9603,6204
782,2988,9635,6225
740,3005,9622,6221
706,3017,9635,6225
660,3021,9657,6217
605,3017,9698,6225
554,2990,9691,6210
530,2959,9698,6197
524,2920,9713,6163
530,2872,9760,6142
542,2800,9764,6106
580,2727,9760,6086
639,2654,9742,6053
706,2582,9760,6031
764,2493,9758,5993
832,2408,9760,5976
916,2331,9744,5959
1009,2263,9760,5976
1087,2185,9761,6005
1160,2118,9760,6086
1241,2066,9718,6199
1337,2031,9698,6363
1430,1987,9683,6533
1513,1944,9698,6723
1581,1897,9671,6891
1640,1857,9635,7055
1682,1808,9581,7175
1715,1770,9573,7276
1741,1744,9567,7327
1766,1741,9573,7359
1782,1739,9537,7361
1791,1741,9510,7387
1790,1738,9467,7411
1791,1741,9448,7442
1792,1739,9407,7439
1791,1741,9385,7442
1778,1739,9345,7437
1766,1741,9323,7442
1757,1740,9279,7414
1766,1741,9260,7387
1777,1740,9225,7356
1791,1741,9197,7359
1791,1741,9128,7356
1791,1741,9072,7359
1784,1740,9020,7339
1791,1741,9010,7331
1800,1742,8978,7311
1816,1741,8947,7304
1818,1735,8895,7274
1816,1741,8885,7248
1805,1769,8877,7201
1791,1828,8885,7165
1769,1881,8848,7115
1766,1886,8822,7082
1799,1787,8798,7036
1892,1567,8822,6999
2052,1212,8824,6938
2295,754,8822,6889
2603,237,8796,6832
2977,-261,8822,6806
3451,-697,8853,6772
4036,-1044,8885,6750
4561,-1306,8866,6711
4818,-1451,8885,6695
4822,-1443,8931,6674
4818,-1247,9010,6667
4861,-880,9038,6635
4692,-377,9072,6612
4104,188,9113,6577
3304,754,9197,6557
2635,1253,9256,6519
2195,1654,9323,6501
1851,1935,9373,6499
1564,2118,9448,6557
1392,2224,9500,6638
1337,2292,9573,6750
1310,2329,9632,6847
1286,2350,9698,6944
1280,2352,9723,6993
1286,2350,9760,6999
1265,2347,9785,6931
1236,2350,9823,6833
1224,2350,9820,6704
1236,2350,9823,6584
1236,2348,9812,6464
1236,2350,9823,6391
1240,2351,9813,6345
1261,2350,9823,6335
1268,2347,9819,6314
1261,2350,9823,6308
1242,2351,9787,6299
1236,2350,9760,6308
1237,2343,9719,6300
1236,2350,9698,6308
1223,2363,9654,6312
1211,2379,9635,6335
1199,2377,9602,6343
1186,2379,9573,6363
1166,2387,9500,6373
1160,2408,9448,6391
1165,2421,9400,6378
1160,2437,9385,6363
1134,2457,9346,6328
1110,2495,9323,6308
1099,2526,9283,6274
1085,2553,9260,6252
1046,2573,9212,6217
1009,2611,9197,6197
992,2663,9187,6163
984,2727,9197,6142
953,2775,9164,6106
908,2814,9135,6086
865,2849,9091,6062
832,2901,9072,6059
795,2952,9031,6043
757,2988,9010,6031
718,3000,8972,5995
681,3017,8947,5976
638,3037,8898,5958
605,3046,8885,5976
587,3022,8876,5999
580,2988,8885,6059
573,2957,8850,6126
580,2930,8822,6225
607,2879,8781,6317
656,2814,8759,6418
711,2740,8714,6485
782,2669,8697,6529
865,2583,8686,6513
959,2495,8697,6474
1046,2412,8667,6405
1135,2350,8634,6363
1230,2291,8588,6343
1337,2234,8572,6391
1439,2170,8537,6482
1539,2118,8509,6640
1637,2069,8465,6818
1741,2031,8447,7027
1824,1994,8414,7214
1867,1973,8384,7387
1868,1956,8318,7508
1867,1944,8259,7608
1885,1915,8186,7660
1917,1886,8134,7691
1935,1861,8064,7677
1942,1857,8009,7663
1949,1855,7938,7632
1968,1857,7883,7608
1983,1852,7813,7559
1993,1857,7758,7525
1993,1859,7689,7487
1993,1857,7633,7469
1990,1840,7561,7441
1993,1828,7508,7442
1992,1823,7442,7454
1993,1828,7383,7497
1987,1828,7305,7524
1993,1828,7258,7552
2001,1827,7219,7554
2018,1828,7195,7552
2019,1827,7134,7513
2018,1828,7070,7469
2011,1829,6996,7399
2018,1828,6945,7331
2019,1822,6878,7239
2018,1828,6820,7165
2003,1849,6749,7093
1993,1886,6695,7055
1966,1928,6626,7022
1917,1973,6570,7027
1859,1971,6500,7034
1867,1857,6444,7055
1993,1568,6375,7050
2245,1131,6319,7055
2591,609,6251,7040
3027,87,6194,7027
3533,-390,6121,6988
4061,-783,6069,6972
4517,-1091,6022,6953
4818,-1306,6006,6944
4902,-1428,5977,6908
4818,-1422,5944,6889
4736,-1261,5894,6862
4818,-928,5881,6833
4952,-464,5879,6760
4818,87,5881,6695
4230,662,5845,6639
3380,1218,5819,6612
2598,1688,5803,6570
2043,2031,5819,6557
1664,2234,5816,6572
1413,2350,5819,6640
1280,2419,5810,6698
1236,2466,5819,6750
1210,2484,5811,6773
1186,2495,5819,6806
1174,2507,5833,6813
1186,2524,5881,6806
1188,2528,5916,6753
1186,2524,5944,6695
1180,2521,5955,6612
1186,2524,6006,6529
1184,2525,6068,6428
1186,2524,6132,6363
1183,2522,6155,6311
1186,2524,6194,6280
1182,2523,6247,6234
1186,2524,6319,6225
1186,2521,6352,6240
1186,2524,6382,6280
1174,2522,6421,6290
1160,2524,6507,6308
1145,2519,6579,6327
1135,2524,6632,6363
1124,2532,6650,6364
1110,2553,6695,6363
1087,2567,6748,6353
1059,2582,6820,6363
1029,2599,6872,6356
1009,2640,6945,6363
996,2686,7010,6367
984,2727,7070,6391
962,2750,7090,6392
933,2785,7133,6391
897,2837,7189,6369
858,2901,7258,6363
816,2948,7283,6345
782,2988,7320,6335
748,3027,7371,6304
706,3075,7446,6280
652,3110,7479,6235
605,3133,7508,6197
567,3144,7529,6144
530,3162,7571,6114
477,3170,7591,6086
429,3162,7633,6086
402,3131,7684,6078
404,3104,7758,6086
414,3079,7794,6079
429,3046,7821,6086
446,2989,7835,6083
479,2930,7883,6114
528,2873,7919,6162
605,2814,7946,6252
708,2730,7935,6340
832,2640,7946,6446
958,2551,7963,6549
1085,2466,8009,6695
1208,2371,8034,6851
1337,2292,8071,7027
1459,2229,8094,7177
1564,2176,8134,7331
1637,2104,8155,7466
1690,2031,8196,7608
1742,1964,8224,7720
1816,1915,8259,7829
1898,1865,8255,7903
1968,1828,8259,7967
2009,1803,8267,8001
2043,1799,8321,8050
2080,1794,8360,8091
2119,1799,8384,8133
2139,1800,8367,8142
2144,1799,8384,8161
2141,1782,8410,8171
2144,1770,8447,8189
2144,1765,8439,8178
2144,1770,8447,8189
2140,1770,8465,8206
2144,1770,8509,8244
2143,1770,8512,8261
2144,1770,8509,8299
2130,1767,8494,8337
2119,1770,8509,8382
2102,1774,8504,8383
2094,1770,8509,8382
2078,1760,8498,8367
2068,1770,8509,8355
2047,1796,8502,8292
2018,1828,8509,8216
1975,1866,8500,8123
1942,1944,8509,8050
1916,2009,8501,7960
1917,1944,8509,7884
1990,1644,8500,7801
2195,1160,8509,7746
2515,610,8500,7689
2901,87,8509,7663
3326,-394,8500,7637
3834,-812,8509,7635
4386,-1153,8500,7623
4818,-1393,8509,7635
4945,-1531,8500,7635
4818,-1538,8509,7635
4706,-1392,8500,7601
4818,-1073,8509,7580
4981,-616,8500,7549
4818,-58,8509,7525
4169,533,8500,7472
3304,1102,8509,7442
2570,1583,8500,7418
2068,1944,8509,7414
1693,2176,8500,7381
1413,2321,8509,7359
1264,2408,8500,7334
1236,2466,8509,7331
1230,2489,8500,7301
1211,2495,8509,7276
1198,2492,8500,7239
1211,2495,8509,7221
1214,2496,8500,7185
1211,2495,8509,7165
1210,2492,8500,7141
1236,2495,8509,7138
1262,2498,8500,7117
1286,2495,8509,7110
1297,2480,8500,7097
1312,2466,8509,7110
1322,2459,8501,7108
1337,2466,8509,7110
1338,2468,8500,7088
1337,2466,8509,7082
1334,2458,8501,7065
1337,2466,8509,7055
1338,2479,8499,7019
1337,2495,8509,6999
1327,2494,8502,6969
1312,2495,8509,6944
1294,2500,8498,6892
1286,2524,8509,6861
1287,2550,8505,6836
1286,2582,8509,6833
1267,2607,8492,6804
1236,2640,8509,6778
1205,2675,8531,6748
1186,2727,8572,6750
1165,2782,8572,6746
1135,2843,8572,6750
1094,2890,8558,6732
1059,2930,8572,6723
1033,2966,8567,6699
1009,3017,8572,6695
966,3067,8560,6678
908,3104,8572,6667
847,3117,8567,6632
807,3133,8572,6612
780,3151,8558,6587
757,3162,8572,6584
725,3141,8572,6564
706,3104,8572,6557
707,3059,8531,6534
732,3017,8509,6529
764,2961,8492,6516
807,2901,8509,6529
860,2831,8505,6535
933,2756,8509,6557
1016,2658,8498,6566
1110,2553,8509,6612
1200,2453,8502,6675
1286,2379,8509,6778
1369,2308,8499,6876
1463,2234,8509,6999
1558,2151,8501,7124
1640,2089,8509,7276
1692,2041,8500,7403
1741,2002,8509,7525
1804,1952,8501,7616
1892,1915,8509,7718
1976,1893,8500,7802
2043,1886,8509,7884
2093,1869,8500,7934
2144,1857,8509,7995
2189,1851,8500,8046
2220,1857,8509,8106
2224,1848,8500,8132
2220,1828,8509,8161
2216,1795,8500,8179
2220,1770,8509,8216
2219,1748,8500,8232
2220,1741,8509,8244
2219,1737,8500,8226
2220,1741,8509,8216
2209,1738,8501,8193
2195,1741,8509,8189
2170,1748,8500,8171
2144,1770,8509,8161
2113,1789,8501,8127
2094,1799,8509,8106
2079,1795,8499,8071
2068,1799,8509,8050
2050,1812,8503,8013
2043,1828,8509,7995
2041,1831,8496,7963
2043,1828,8509,7940
2027,1826,8509,7890
2018,1828,8509,7857
2013,1827,8469,7818
2018,1828,8447,7801
2005,1836,8430,7766
1993,1857,8447,7746
1979,1881,8442,7713
1968,1915,8447,7691
1942,1957,8436,7642
1917,2002,8447,7608
1892,1989,8439,7568
1892,1857,8447,7552
1972,1559,8438,7526
2195,1131,8447,7525
2513,628,8436,7510
2850,116,8447,7497
3228,-361,8441,7456
3759,-754,8447,7442
4376,-1059,8431,7435
4818,-1276,8447,7442
4911,-1399,8467,7411
4818,-1364,8509,7387
4785,-1135,8512,7360
4818,-725,8509,7359
4681,-205,8489,7330
4238,377,8509,7304
3575,957,8532,7264
2901,1480,8572,7248
2341,1886,8573,7216
1942,2176,8572,7193
1688,2359,8552,7155
1564,2466,8572,7138
1520,2507,8595,7106
1513,2524,8634,7082
1507,2536,8634,7041
1513,2553,8634,7027
1533,2557,8620,7016
1564,2553,8634,7027
1577,2548,8631,7012
1589,2553,8634,6999
1607,2558,8616,6973
1640,2553,8634,6972
1655,2536,8657,6958
1665,2524,8697,6944
1670,2521,8697,6905
1690,2524,8697,6889
1704,2522,8682,6871
1715,2524,8697,6861
1715,2523,8693,6817
1715,2524,8697,6778
1713,2517,8680,6737
1715,2524,8697,6723
1716,2537,8717,6692
1715,2553,8759,6667
1705,2551,8763,6629
1690,2553,8759,6612
1673,2560,8737,6581
1665,2582,8759,6557
1655,2595,8785,6517
1640,2611,8822,6501
1612,2630,8818,6474
1589,2669,8822,6446
1574,2710,8812,6392
1564,2756,8822,6363
1543,2796,8809,6341
1513,2843,8822,6335
1476,2885,8839,6301
1438,2930,8885,6280
1389,2969,8891,6266
1337,3017,8885,6280
1282,3062,8860,6267
1236,3104,8885,6252
1187,3132,8914,6225
1135,3162,8947,6225
1077,3184,8936,6210
1034,3191,8947,6197
1004,3168,8966,6159
984,3133,9010,6142
956,3091,9011,6119
933,3046,9010,6114
928,2987,8995,6090
959,2930,9010,6086
1006,2873,9004,6091
1059,2814,9010,6142
1111,2730,8998,6198
1186,2640,9010,6280
1282,2557,9002,6359
1387,2495,9010,6474
1478,2428,9000,6597
1564,2350,9010,6750
1643,2256,9000,6894
1715,2176,9010,7055
1767,2109,9001,7201
1816,2060,9010,7359
1867,2010,8999,7488
1917,1973,9010,7608
1947,1939,9002,7691
1968,1915,9010,7774
1989,1891,8998,7830
2018,1886,9010,7884
2036,1886,9005,7908
2043,1886,9010,7940
2040,1868,8992,7961
2043,1857,9010,7995
2050,1854,9032,8006
2068,1857,9072,8023
2083,1844,9070,8027
2094,1828,9072,8050
2083,1822,9060,8060
2068,1828,9072,8078
2048,1830,9063,8075
2043,1828,9072,8078
2040,1825,9065,8059
2043,1828,9072,8050
2030,1827,9056,8020
2018,1828,9072,7995
2002,1832,9093,7947
1993,1857,9135,7912
1971,1897,9134,7865
1942,1944,9135,7829
1910,1938,9121,7769
1917,1828,9135,7718
2012,1570,9129,7654
2220,1189,9135,7608
2474,717,9123,7546
2724,203,9135,7497
3035,-309,9128,7440
3531,-754,9135,7414
4142,-1110,9123,7382
4616,-1364,9135,7359
4797,-1506,9128,7309
4818,-1480,9135,7276
4843,-1261,9121,7238
4818,-870,9135,7221
4549,-371,9134,7185
4011,203,9135,7165
3349,794,9094,7140
2724,1335,9072,7138
2194,1747,9055,7118
1791,2031,9072,7110
1528,2210,9067,7087
1387,2321,9072,7082
1309,2367,9060,7062
1261,2379,9072,7055
1228,2384,9065,7032
1211,2408,9072,7027
1195,2431,9062,7007
1186,2437,9072,6999
1179,2421,9064,6969
1186,2408,9072,6944
1188,2407,9062,6904
1186,2408,9072,6889
1167,2395,9064,6868
1160,2379,9072,6861
1159,2372,9061,6829
1160,2379,9072,6806
1137,2381,9066,6778
1110,2379,9072,6778
1089,2374,9058,6765
1085,2379,9072,6750
1076,2379,9072,6711
1059,2379,9072,6695
1040,2372,9031,6676
1034,2379,9010,6667
1036,2391,8994,6632
1034,2408,9010,6612
1021,2408,9002,6591
1009,2408,9010,6584
1006,2411,9004,6551
1009,2437,9010,6529
1002,2465,8975,6505
984,2495,8947,6501
957,2517,8922,6480
933,2553,8947,6474
908,2594,8955,6464
883,2640,8947,6474
856,2677,8897,6459
832,2727,8885,6446
807,2784,8881,6421
782,2843,8885,6418
747,2885,8841,6401
706,2930,8822,6391
662,2976,8814,6365
631,3017,8822,6363
605,3026,8782,6357
580,3017,8759,6363
549,3000,8749,6345
530,2988,8759,6335
531,2964,8723,6314
555,2930,8697,6308
587,2877,8682,6286
631,2814,8697,6280
684,2730,8666,6268
757,2640,8634,6280
839,2546,8608,6283
933,2466,8634,6308
1032,2390,8641,6325
1135,2321,8634,6363
1234,2246,8589,6392
1337,2176,8572,6446
1439,2108,8560,6495
1539,2060,8572,6557
1622,2024,8545,6601
1690,2002,8509,6667
1736,1974,8456,6730
1766,1944,8447,6806
1786,1900,8441,6855
1816,1857,8447,6916
1848,1815,8413,6967
1867,1799,8384,7027
1864,1795,8343,7062
1867,1799,8321,7110
1881,1793,8282,7149
1892,1799,8259,7193
1874,1812,8221,7203
1841,1828,8196,7221
1811,1826,8153,7230
1791,1828,8134,7248
1765,1839,8103,7234
1741,1857,8071,7221
1721,1861,7999,7198
1715,1857,7946,7193
1709,1854,7902,7164
1715,1857,7883,7138
1724,1857,7825,7098
1741,1857,7758,7082
1741,1858,7679,7054
1741,1857,7633,7027
1735,1852,7572,6976
1741,1857,7508,6944
1734,1868,7424,6908
1715,1886,7383,6889
1678,1914,7351,6852
1640,1973,7320,6833
1602,2020,7248,6811
1589,1973,7195,6806
1637,1756,7155,6783
1791,1393,7133,6778
2049,935,7067,6769
2396,435,7008,6778
2824,-81,6958,6762
3355,-551,6945,6750
3962,-928,6911,6726
4515,-1189,6882,6723
4814,-1358,6842,6704
4818,-1422,6820,6695
4736,-1351,6780,6672
4818,-1102,6757,6667
4971,-688,6722,6649
4818,-145,6695,6640
4152,445,6647,6614
3229,1015,6632,6612
2440,1503,6627,6606
1917,1886,6632,6612
1536,2142,6596,6593
1236,2292,6570,6584
1058,2362,6553,6565
1009,2408,6570,6557
1001,2442,6567,6531
984,2466,6570,6529
963,2467,6560,6525
959,2466,6570,6529
955,2475,6563,6498
959,2495,6570,6474
967,2504,6564,6448
984,2495,6570,6446
985,2477,6559,6427
984,2466,6570,6418
979,2463,6571,6398
984,2466,6570,6391
982,2466,6530,6367
984,2466,6507,6363
980,2463,6494,6356
984,2466,6507,6363
986,2465,6501,6346
984,2466,6507,6335
972,2460,6502,6315
959,2466,6507,6308
945,2475,6493,6285
933,2495,6507,6280
919,2508,6532,6272
908,2524,6570,6280
897,2535,6570,6264
883,2553,6570,6252
859,2573,6561,6229
832,2611,6570,6225
807,2653,6558,6206
782,2698,6570,6197
748,2734,6590,6175
706,2785,6632,6169
664,2843,6638,6151
631,2901,6632,6142
597,2942,6613,6117
555,2988,6632,6114
502,3035,6658,6107
454,3075,6695,6114
413,3089,6697,6097
378,3104,6695,6086
338,3122,6678,6062
303,3133,6695,6059
273,3109,6718,6049
252,3075,6757,6059
231,3044,6762,6054
227,3017,6757,6059
249,2966,6738,6047
303,2901,6757,6059
365,2828,6784,6072
429,2756,6820,6114
501,2669,6819,6145
605,2582,6820,6197
724,2494,6811,6256
832,2408,6820,6363
917,2313,6812,6479
1009,2234,6820,6612
1121,2169,6816,6725
1236,2118,6820,6861
1328,2056,6804,6994
1413,2002,6820,7138
1502,1962,6845,7247
1589,1944,6882,7359
1648,1919,6881,7453
1690,1886,6882,7552
1728,1838,6876,7619
1766,1799,6882,7691
1792,1763,6869,7753
1816,1741,6882,7829
1843,1721,6906,7874
1867,1712,6945,7912
1871,1705,6945,7929
1867,1712,6945,7967
1857,1721,6937,7994
1841,1741,6945,8023
1813,1756,6933,8021
1791,1770,6945,8023
1784,1772,6966,8013
1791,1770,7008,8023
1784,1766,7012,8019
1766,1770,7008,8023
1742,1773,6993,8004
1741,1770,7008,7995
1742,1764,7008,7964
1741,1770,7008,7940
1715,1786,6990,7892
1690,1799,7008,7857
1669,1798,7033,7807
1665,1799,7070,7774
1652,1808,7069,7724
1640,1828,7070,7691
1618,1856,7061,7642
1589,1915,7070,7608
1544,1976,7062,7556
1513,1973,7070,7525
1532,1820,7066,7487
1640,1509,7070,7469
1850,1065,7055,7435
2169,551,7070,7414
2559,17,7094,7386
3002,-464,7133,7387
3520,-859,7133,7372
4112,-1160,7133,7359
4608,-1387,7123,7320
4818,-1509,7133,7304
4797,-1484,7125,7284
4818,-1276,7133,7276
4928,-906,7128,7240
4818,-406,7133,7221
4238,163,7117,7199
3380,754,7133,7193
2607,1295,7157,7159
2043,1741,7195,7138
1591,2057,7194,7112
1236,2263,7195,7110
1042,2378,7187,7090
984,2437,7195,7082
941,2455,7183,7063
883,2466,7195,7055
855,2478,7215,7020
883,2495,7258,6999
916,2499,7263,6974
933,2495,7258,6972
939,2490,7238,6952
959,2495,7258,6944
972,2500,7283,6923
984,2495,7320,6916
987,2479,7322,6893
1009,2466,7320,6889
1035,2461,7303,6880
1059,2466,7320,6889
1059,2465,7343,6874
1059,2466,7383,6861
1069,2463,7387,6826
1085,2466,7383,6806
1080,2463,7362,6779
1059,2466,7383,6778
1039,2463,7410,6763
1034,2466,7446,6750
1035,2469,7442,6712
1034,2495,7446,6695
1024,2525,7438,6684
1009,2553,7446,6695
993,2561,7432,6681
984,2582,7446,6667
974,2618,7467,6641
959,2669,7508,6640
932,2710,7511,6625
908,2756,7508,6612
885,2809,7493,6575
858,2872,7508,6557
819,2918,7508,6534
782,2959,7508,6529
746,2998,7490,6506
706,3046,7508,6501
654,3082,7532,6492
605,3104,7571,6501
572,3106,7571,6486
555,3104,7571,6474
532,3092,7558,6447
504,3075,7571,6446
480,3045,7566,6438
479,3017,7571,6446
497,2979,7559,6438
530,2930,7571,6446
570,2858,7567,6446
631,2785,7571,6474
704,2711,7555,6501
782,2640,7571,6557
852,2553,7592,6611
933,2466,7633,6695
1022,2384,7637,6778
1110,2321,7633,6889
1183,2259,7615,6998
1261,2205,7633,7138
1349,2154,7656,7264
1438,2118,7696,7387
1511,2085,7699,7475
1589,2060,7696,7580
1678,2029,7675,7677
1766,2002,7696,7774
1825,1969,7723,7828
1867,1944,7758,7884
1911,1914,7754,7933
1968,1886,7758,7995
2013,1850,7752,8023
2043,1828,7758,8050
2063,1819,7743,8068
2094,1828,7758,8106
2124,1830,7781,8120
2144,1828,7821,8133
2143,1819,7820,8125
2144,1828,7821,8133
2153,1843,7811,8120
2169,1857,7821,8106
2179,1856,7810,8067
2195,1857,7821,8050
2209,1859,7839,8032
2220,1857,7883,8023
2213,1841,7890,7980
2220,1828,7883,7940
2239,1825,7860,7888
2270,1828,7883,7857
2277,1826,7913,7808
2270,1828,7946,7774
2258,1840,7938,7726
2270,1857,7946,7691
2278,1866,7963,7630
2270,1886,8009,7580
2239,1925,8015,7524
2220,1973,8009,7497
2211,1967,7986,7455
2220,1857,8009,7414
2278,1602,8036,7348
2447,1218,8071,7304
2704,739,8067,7262
3002,232,8071,7248
3350,-252,8063,7217
3834,-667,8071,7193
4397,-1006,8060,7153
4818,-1247,8071,7138
4919,-1380,8071,7115
4818,-1364,8071,7110
4758,-1178,8031,7088
4818,-812,8009,7082
4791,-314,7994,7062
4465,261,8009,7055
3843,837,8001,7024
3153,1364,8009,6999
2587,1786,8006,6960
2195,2089,8009,6944
1918,2271,7971,6914
1741,2379,7946,6889
1657,2437,7928,6838
1640,2466,7946,6806
1621,2466,7943,6770
1589,2466,7946,6750
1563,2476,7933,6713
1564,2495,7946,6695
1558,2501,7941,6674
1539,2495,7946,6667
1512,2489,7934,6635
1513,2495,7946,6612
1526,2500,7943,6585
1539,2495,7946,6584
1526,2478,7929,6568
1513,2466,7946,6557
1507,2462,7969,6531
1513,2466,8009,6529
1505,2464,8009,6523
1488,2466,8009,6529
1469,2465,7995,6511
1463,2466,8009,6501
1455,2459,8003,6480
1438,2466,8009,6474
1409,2478,8014,6453
1387,2495,8071,6446
1373,2494,8132,6426
1362,2495,8196,6418
1340,2501,8220,6397
1312,2524,8259,6391
