I,II,PLETH,RESP
6577,8389,2712,-1116
6586,8404,2709,-1117
6578,8457,2689,-1116
6586,8552,2674,-1117
6584,8596,2664,-1116
6586,8627,2674,-1117
6566,8648,2678,-1116
6586,8701,2674,-1117
6640,8711,2652,-1116
6725,8701,2638,-1117
6770,8671,2631,-1116
6794,8701,2638,-1117
6788,8760,2637,-1116
6794,8850,2638,-1117
6803,8897,2634,-1116
6864,8924,2638,-1117
6938,8914,2635,-1116
7002,8924,2638,-1117
7005,8919,2635,-1116
7002,8924,2638,-1117
6996,8907,2634,-1116
7002,8924,2638,-1117
6987,8949,2638,-1116
7002,8998,2638,-1117
7016,9005,2620,-1116
7002,8998,2602,-1117
6920,8974,2589,-1116
6864,8998,2602,-1117
6851,9011,2620,-1116
6864,8998,2638,-1117
6824,8935,2635,-1116
6794,8924,2638,-1117
6807,8954,2646,-1116
6864,8998,2674,-1117
6855,8966,2701,-1116
6794,8924,2745,-1117
6724,8898,2791,-1116
6725,8924,2852,-1117
6739,8923,2910,-1116
6725,8924,2994,-1117
6646,8911,3092,-1116
6586,8924,3208,-1117
6564,8915,3311,-1116
6586,8924,3422,-1117
6586,8919,3535,-1116
6586,8924,3672,-1117
6578,8903,3807,-1116
6586,8924,3957,-1117
6577,8957,4107,-1116
6586,8998,4278,-1117
6588,8990,4448,-1116
6586,8998,4634,-1117
6543,9000,4811,-1116
6517,8998,4991,-1117
6506,8947,5149,-1116
6517,8924,5312,-1117
6486,8899,5466,-1116
6448,8850,5632,-1117
6419,8736,5780,-1116
6448,8701,5918,-1117
6483,8778,6026,-1116
6517,8924,6132,-1117
6514,8986,6220,-1116
6517,8998,6310,-1117
6511,8984,6381,-1116
6517,8998,6452,-1117
6507,9005,6507,-1116
6517,9073,6559,-1117
6516,9161,6583,-1116
6517,9222,6595,-1117
6498,9160,6588,-1116
6517,9073,6595,-1117
6551,9007,6595,-1116
6586,8998,6595,-1117
6559,8974,6572,-1116
6517,8998,6559,-1117
6487,9079,6541,-1116
6517,9222,6524,-1117
6552,9314,6472,-1116
6586,9370,6417,-1117
6584,9390,6354,-1116
6586,9445,6310,-1117
6577,9503,6254,-1116
6586,9593,6203,-1117
6581,9646,6132,-1116
6586,9668,6060,-1117
6575,9642,5967,-1116
6586,9668,5882,-1117
6620,9709,5788,-1116
6725,9742,5704,-1117
6859,9720,5606,-1116
7002,9742,5525,-1117
7088,9771,5448,-1116
7141,9742,5383,-1117
7148,9581,5295,-1116
7141,9445,5205,-1117
7099,9404,5105,-1116
7072,9445,5026,-1117
7055,9437,4939,-1116
7072,9445,4848,-1117
7071,9496,4735,-1116
7072,9593,4634,-1117
7057,9612,4536,-1116
7072,9593,4456,-1117
7093,9568,4364,-1117
7141,9593,4278,-1117
7177,9592,4183,-1115
7210,9593,4100,-1117
7191,9576,4005,-1119
7141,9593,3921,-1117
7061,9610,3838,-1113
7002,9668,3779,-1117
6918,9694,3720,-1122
6794,9668,3672,-1117
6624,9545,3613,-1104
6517,9445,3565,-1099
6491,9403,3507,-1098
6517,9445,3458,-1064
6492,9456,3408,-983
6448,9445,3387,-886
6419,9413,3369,-806
6448,9445,3351,-727
6461,9505,3308,-624
6448,9593,3280,-496
6395,9636,3269,-371
6378,9668,3280,-248
6368,9659,3268,-120
6378,9668,3244,18
6358,9653,3213,156
6378,9668,3208,301
6407,9659,3207,457
6448,9668,3208,621
6429,9650,3199,779
6378,9668,3208,940
6283,9689,3223,1105
6170,9742,3244,1277
6000,9742,3244,1439
5754,9668,3244,1596
5354,9409,3240,1755
4853,8998,3244,1932
4455,8504,3238,2110
4576,8180,3244,2269
5487,8185,3256,2403
7141,8627,3280,2535
9090,9395,3285,2671
10954,10411,3280,2801
12596,11524,3258,2909
14005,12642,3244,3014
14777,13520,3235,3118
14351,13981,3244,3209
12605,13909,3248,3267
10261,13461,3244,3315
8204,12793,3221,3363
6864,12122,3208,3404
6117,11551,3204,3412
5824,11230,3208,3404
5852,11085,3192,3396
6032,11006,3173,3404
6103,10849,3149,3404
6032,10709,3137,3404
5902,10613,3117,3399
5824,10560,3101,3404
5773,10441,3080,3402
5754,10337,3066,3404
5743,10293,3044,3400
5754,10337,3030,3404
5745,10347,3011,3401
5754,10337,2994,3404
5745,10306,2969,3400
5754,10337,2959,3404
5755,10362,2956,3401
5824,10411,2959,3404
5920,10454,2943,3400
6032,10560,2923,3404
6080,10647,2900,3400
6101,10709,2888,3404
6115,10714,2868,3400
6170,10783,2852,3404
6217,10872,2831,3400
6240,10932,2816,3404
6206,10863,2795,3400
6170,10783,2781,3404
6126,10725,2761,3400
6101,10709,2745,3404
6078,10649,2722,3400
6101,10635,2709,3404
6135,10659,2692,3400
6170,10709,2674,3404
6181,10688,2646,3400
6240,10709,2638,3404
6338,10812,2638,3400
6448,11006,2638,3404
6493,11142,2616,3400
6517,11230,2602,3404
6540,11260,2599,3400
6586,11304,2602,3404
6594,11322,2585,3400
6586,11378,2567,3404
6570,11420,2558,3400
6586,11453,2567,3404
6586,11425,2557,3400
6586,11453,2531,3404
6607,11553,2500,3400
6725,11750,2495,3404
6878,11933,2498,3400
7002,12122,2495,3404
7058,12276,2472,3400
7141,12419,2460,3404
7222,12480,2458,3400
7210,12494,2460,3404
7038,12432,2440,3400
6864,12345,2424,3404
6789,12215,2418,3400
6794,12122,2424,3404
6757,12035,2420,3400
6725,11973,2424,3404
6737,11878,2437,3400
6794,11824,2460,3404
6817,11782,2463,3400
6864,11750,2460,3404
6940,11627,2454,3400
7002,11453,2460,3404
6935,11221,2459,3400
6794,11006,2460,3404
6638,10770,2456,3400
6517,10560,2460,3404
6371,10330,2458,3400
6240,10114,2460,3404
6139,9867,2456,3400
6101,9668,2460,3404
6060,9505,2458,3400
6032,9445,2460,3404
6018,9454,2456,3400
6101,9593,2460,3404
6289,9797,2459,3400
6586,10040,2460,3404
6874,10212,2453,3400
7072,10337,2460,3404
7127,10387,2474,3400
7141,10411,2495,3404
7162,10373,2498,3400
7210,10337,2495,3404
7200,10287,2489,3400
7141,10263,2495,3404
7048,10194,2497,3400
7002,10114,2495,3404
6984,10009,2487,3400
7002,9965,2495,3404
7027,9952,2511,3400
7072,9965,2531,3404
7040,9877,2533,3400
6864,9668,2531,3404
6520,9327,2526,3400
6170,8998,2531,3404
5939,8737,2530,3400
5893,8627,2531,3404
5955,8652,2528,3400
6101,8850,2531,3404
6269,9095,2529,3400
6448,9296,2531,3404
6589,9371,2529,3400
6725,9445,2531,3404
6802,9529,2528,3400
6794,9593,2531,3404
6680,9530,2529,3400
6586,9445,2531,3404
6558,9404,2526,3400
6586,9445,2531,3404
6580,9452,2543,3400
6586,9445,2567,3404
6630,9424,2575,3400
6725,9445,2567,3404
6780,9441,2541,3400
6794,9445,2531,3404
6761,9432,2528,3400
6725,9445,2531,3404
6654,9416,2522,3400
6586,9370,2531,3404
6526,9303,2548,3400
6517,9296,2567,3404
6515,9299,2562,3400
6517,9296,2567,3404
6478,9239,2580,3400
6448,9222,2602,3404
6442,9238,2609,3400
6517,9296,2638,3404
6620,9339,2685,3400
6725,9445,2745,3404
6789,9569,2787,3400
6864,9668,2852,3404
6933,9659,2937,3400
7002,9668,3030,3404
7047,9743,3093,3400
7141,9891,3173,3404
7273,9980,3283,3400
7418,10040,3422,3404
7482,10073,3543,3400
7488,10114,3672,3404
7431,10068,3818,3400
7349,9965,3993,3404
7225,9824,4153,3400
7141,9742,4313,3404
7113,9685,4469,3400
7141,9668,4634,3404
7126,9646,4778,3400
7072,9668,4919,3404
7001,9671,5056,3400
7002,9668,5205,3404
7052,9653,5334,3400
7141,9742,5454,3404
7223,9892,5557,3400
7349,10040,5668,3404
7490,10079,5763,3400
7626,10114,5846,3404
7681,10173,5899,3400
7696,10263,5953,3404
7685,10273,6004,3400
7696,10263,6060,3404
7690,10248,6086,3400
7696,10263,6096,3404
7672,10205,6088,3401
7626,10114,6096,3404
7522,10009,6098,3400
7418,9965,6096,3404
7286,9881,6062,3402
7141,9742,6025,3404
6997,9577,5980,3399
7002,9593,5953,3404
7180,9835,5917,3405
7488,10263,5882,3404
7804,10698,5828,3397
8112,11081,5775,3404
8294,11275,5703,3409
8250,11230,5632,3404
7947,10955,5552,3389
7626,10709,5490,3404
7463,10607,5420,3428
7488,10635,5347,3404
7543,10628,5251,3285
7626,10635,5169,3120
7760,10681,5091,2967
7973,10783,5026,2837
8146,10810,4938,2688
8250,10783,4848,2518
8266,10709,4751,2343
8250,10635,4670,2181
8167,10472,4579,2015
8042,10263,4492,1844
7878,10053,4395,1667
7765,9965,4313,1489
7717,9946,4224,1303
7765,9965,4135,1117
7847,9965,4026,935
7973,10040,3921,762
8107,10156,3819,582
8250,10263,3743,390
8303,10225,3669,195
8250,10114,3600,18
8120,9997,3520,-158
8042,9965,3458,-355
8008,9949,3400,-563
7973,9965,3351,-727
7877,9997,3290,-832
7834,10114,3244,-922
7881,10241,3203,-1030
7973,10337,3173,-1117
7917,10283,3131,-1139
7696,10114,3101,-1117
7399,9860,3077,-1106
7210,9668,3066,-1117
7141,9571,3042,-1124
7141,9593,3030,-1117
7115,9618,3024,-1113
7072,9593,3030,-1117
6984,9479,3015,-1120
6864,9370,2994,-1117
6691,9272,2978,-1115
6586,9222,2994,-1117
6599,9212,3015,-1117
6794,9370,3030,-1117
7097,9690,3024,-1116
7488,10114,3030,-1117
7839,10453,3044,-1116
8042,10635,3066,-1117
7983,10589,3066,-1116
7696,10337,3066,-1117
7256,9916,3072,-1116
6725,9445,3101,-1117
6038,8931,3124,-1116
5200,8329,3137,-1117
4387,7599,3131,-1116
3952,6916,3137,-1117
4091,6495,3150,-1116
4784,6470,3173,-1117
5897,6750,3176,-1116
7349,7214,3173,-1117
8929,7766,3163,-1116
10330,8404,3173,-1117
11280,8998,3188,-1116
11578,9296,3208,-1117
10803,8943,3211,-1116
8597,7734,3208,-1117
5337,5697,3200,-1116
2288,3272,3208,-1117
508,1161,3213,-1116
0,0,3208,-1117
-3,-216,3184,-1116
0,0,3173,-1117
-33,84,3170,-1117
0,0,3173,-1117
23,-64,3153,-1115
0,0,3137,-1117
-29,36,3129,-1118
0,0,3137,-1117
9,-60,3125,-1114
0,0,3101,-1117
-21,55,3071,-1121
0,0,3066,-1117
10,-94,3066,-1111
0,0,3066,-1117
-26,134,3046,-1126
0,0,3030,-1117
27,-273,3010,-1102
0,0,2994,-1117
-4,1135,2969,-1149
416,2752,2959,-1117
1622,4377,2956,-972
3259,5801,2959,-762
4186,6575,2942,-571
3674,6173,2923,-408
2689,5246,2901,-236
3328,5801,2888,-35
6493,9029,2865,165
10469,13312,2852,355
12324,15350,2845,542
10677,13461,2852,745
6784,9171,2840,946
3051,5354,2816,1135
915,3316,2786,1308
208,2231,2781,1489
73,1061,2783,1672
0,0,2781,1844
-37,-296,2757,1993
0,0,2745,2145
27,161,2743,2307
0,0,2745,2464
-20,-104,2725,2595
0,0,2709,2713
13,65,2704,2829
0,0,2709,2943
-13,-48,2694,3040
0,0,2674,3138
5,25,2661,3235
0,0,2674,3315
-9,-23,2679,3352
0,0,2674,3369
-5,0,2651,3383
0,0,2638,3404
0,-5,2631,3408
0,0,2638,3404
0,0,2638,3398
0,0,2638,3404
0,0,2633,3403
0,0,2638,3404
0,0,2638,3400
0,0,2638,3404
0,0,2630,3402
0,0,2638,3404
0,0,2653,3400
0,0,2674,3404
0,0,2676,3401
0,0,2674,3404
0,0,2667,3400
0,0,2674,3404
0,0,2674,3401
0,0,2674,3404
0,0,2666,3400
0,0,2674,3404
0,0,2688,3400
0,0,2709,3404
-12,-15,2714,3400
0,0,2709,3404
6,10,2699,3400
0,0,2709,3404
-32,-42,2727,3400
0,0,2745,3404
28,42,2744,3400
0,0,2745,3404
-65,-91,2743,3400
0,0,2745,3404
75,115,2738,3400
0,0,2745,3404
-139,-204,2759,3400
0,0,2781,3404
212,316,2783,3400
0,0,2781,3404
-488,-670,2775,3401
0,74,2781,3404
2320,3206,2779,3400
5824,7511,2781,3404
8901,10926,2777,3402
10885,13014,2781,3404
12396,14697,2778,3399
14282,16584,2781,3404
16320,18170,2777,3405
17679,18964,2781,3404
17944,19058,2778,3397
17679,18964,2781,3404
17544,18920,2778,3410
17679,18964,2781,3404
17746,18973,2778,3389
17679,18964,2781,3404
17620,18939,2778,3429
17679,18964,2781,3404
17708,18966,2778,3284
17679,18964,2781,3120
17645,18947,2778,2969
17679,18964,2781,2837
17692,18959,2777,2685
17679,18964,2781,2518
17650,18952,2778,2353
17679,18964,2781,2198
17682,18939,2777,2028
17679,18964,2781,1844
17649,18962,2777,1660
17679,18964,2781,1489
17602,18918,2777,1316
17333,18964,2781,1135
16859,18984,2777,945
16570,18964,2781,762
16607,18880,2775,579
16847,18964,2781,390
16808,19041,2788,196
16362,18815,2816,18
15616,18062,2845,-159
14975,17253,2888,-355
14629,16853,2928,-563
14698,17030,2994,-727
14990,17394,3072,-833
15322,17699,3173,-922
15448,17800,3262,-1030
15391,17774,3351,-1117
15188,17581,3428,-1140
15045,17402,3529,-1117
15041,17374,3651,-1106
15322,17699,3814,-1117
15780,18219,3986,-1124
16293,18741,4171,-1117
16587,18973,4342,-1113
16639,18964,4527,-1117
16477,18780,4713,-1120
16293,18592,4919,-1117
16048,18303,5115,-1115
15669,17848,5312,-1117
14933,17038,5487,-1117
13866,15915,5668,-1117
12533,14517,5841,-1116
11231,13163,6025,-1117
10185,12088,6189,-1116
9706,11601,6345,-1117
9846,11705,6472,-1116
10538,12345,6595,-1117
11394,13179,6700,-1116
12133,13981,6809,-1117
12515,14470,6899,-1116
12618,14650,6987,-1117
12458,14489,7046,-1116
12133,14130,7094,-1117
11593,13551,7111,-1116
11023,12940,7130,-1117
10608,12462,7140,-1116
10677,12494,7165,-1117
11237,13080,7170,-1116
12202,14130,7165,-1117
13232,15241,7138,-1116
14143,16212,7130,-1117
14681,16802,7115,-1116
14837,17030,7094,-1117
14671,16937,7035,-1116
14490,16807,6987,-1117
14398,16743,6945,-1116
14421,16807,6916,-1117
14474,16911,6849,-1116
14698,17179,6773,-1117
15109,17622,6690,-1116
15669,18220,6631,-1117
16176,18696,6559,-1116
16639,18964,6488,-1117
16996,18988,6395,-1116
17263,18964,6310,-1117
17416,18931,6212,-1116
17610,18964,6132,-1117
17759,18971,6041,-1116
17679,18964,5953,-1117
17181,18818,5842,-1116
16501,18518,5739,-1117
15881,17990,5628,-1116
15461,17402,5525,-1117
15083,16850,5410,-1116
14767,16510,5312,-1117
14535,16340,5206,-1116
14490,16361,5098,-1117
14527,16408,4963,-1116
14629,16435,4848,-1117
14683,16314,4749,-1116
14698,16138,4670,-1117
14567,15897,4563,-1116
14351,15692,4456,-1117
14067,15468,4352,-1117
13866,15320,4278,-1117
13725,15200,4191,-1115
13658,15171,4100,-1117
13548,15145,3996,-1119
13450,15171,3921,-1117
13331,15148,3859,-1112
13242,15097,3814,-1117
13057,14915,3756,-1123
12826,14725,3707,-1117
12607,14580,3662,-1106
12618,14650,3636,-1117
12841,14866,3600,-1139
13173,15171,3565,-1117
13367,15378,3521,-1016
13381,15468,3494,-869
13187,15353,3468,-730
12895,15097,3458,-603
12497,14700,3438,-441
12133,14353,3422,-230
11816,14088,3397,-22
11647,13981,3387,124
11559,13915,3380,219
11647,13981,3387,319
11923,14208,3384,441
12479,14725,3387,532
13102,15345,3382,568
13519,15840,3387,585
13362,15804,3384,620
12618,15171,3387,638
11461,14098,3382,613
10330,13089,3387,567
9508,12373,3384,543
9221,12048,3387,514
9457,12026,3382,447
10330,12419,3387,355
11890,13123,3384,280
14074,14055,3387,213
16251,15156,3382,121
17679,16584,3387,0
17983,18030,3386,-114
17679,18964,3387,-213
17491,19105,3369,-321
17679,18964,3351,-461
17668,18947,3328,-607
16917,18964,3315,-727
15555,18651,3295,-820
14421,18220,3280,-922
14009,18006,3258,-1035
14143,18071,3244,-1117
14214,18017,3223,-1136
14005,17699,3208,-1117
13560,17120,3187,-1107
13034,16435,3173,-1117
12437,15712,3152,-1122
11925,15171,3137,-1117
11591,14843,3116,-1113
11439,14650,3101,-1117
11250,14378,3081,-1119
10954,14055,3066,-1117
10494,13621,3044,-1115
9914,13014,3030,-1117
9118,12086,3011,-1117
8250,11081,2994,-1117
7537,10308,2971,-1116
7349,10114,2959,-1117
7678,10407,2943,-1116
8320,11006,2923,-1117
8885,11561,2884,-1116
9290,11973,2852,-1117
9495,12127,2826,-1116
9568,12122,2816,-1117
9451,11963,2798,-1116
9290,11824,2781,-1117
9169,11720,2759,-1116
9221,11750,2745,-1117
9375,11841,2725,-1116
9637,12048,2709,-1117
9899,12296,2689,-1116
10192,12642,2674,-1117
10522,13032,2652,-1116
11023,13535,2638,-1117
11584,14036,2619,-1116
12063,14502,2602,-1117
12329,14838,2577,-1116
12549,15171,2567,-1117
12806,15501,2563,-1116
13103,15840,2567,-1117
13299,16058,2552,-1116
13450,16212,2531,-1117
13561,16305,2507,-1116
13658,16435,2495,-1117
13672,16556,2479,-1116
13727,16733,2460,-1117
13844,16889,2434,-1116
14005,17030,2424,-1117
14062,17070,2422,-1116
14074,17105,2424,-1117
14080,17123,2409,-1116
14143,17179,2388,-1117
14159,17198,2364,-1116
14143,17253,2353,-1117
14086,17309,2346,-1116
14074,17402,2353,-1117
14061,17441,2356,-1116
14074,17476,2353,-1117
14043,17452,2331,-1116
14005,17402,2317,-1117
13905,17255,2312,-1116
13797,17105,2317,-1117
13646,16935,2315,-1116
13519,16807,2317,-1117
13373,16628,2318,-1116
13242,16435,2317,-1117
13065,16170,2298,-1116
12895,15915,2281,-1117
12705,15652,2274,-1116
12549,15468,2281,-1117
12352,15263,2281,-1116
12133,15022,2281,-1117
11845,14692,2278,-1116
11578,14427,2281,-1117
11329,14218,2279,-1116
11162,14055,2281,-1117
11009,13798,2280,-1116
10885,13535,2281,-1117
10712,13294,2277,-1116
10538,13163,2281,-1117
10355,13035,2283,-1116
10261,12940,2281,-1117
10209,12836,2262,-1116
10192,12791,2246,-1117
10119,12716,2237,-1116
10053,12642,2246,-1117
9974,12536,2248,-1116
9914,12494,2246,-1117
9786,12433,2239,-1116
9637,12345,2246,-1117
9484,12168,2250,-1116
9429,12048,2246,-1117
9415,12000,2224,-1116
9429,12048,2210,-1117
9391,12053,2207,-1116
9360,12048,2210,-1117
9313,12002,2194,-1116
9290,11973,2175,-1117
9242,11892,2163,-1116
9221,11824,2175,-1117
9204,11756,2182,-1116
9221,11750,2175,-1117
9212,11737,2150,-1116
9221,11750,2139,-1117
9233,11737,2138,-1116
9290,11750,2139,-1117
9309,11738,2120,-1116
9290,11750,2103,-1117
9227,11739,2095,-1116
9221,11750,2103,-1117
9231,11716,2104,-1116
9221,11676,2103,-1117
9134,11608,2099,-1116
9082,11601,2103,-1117
9073,11602,2102,-1116
9082,11601,2103,-1117
9015,11523,2100,-1116
8944,11453,2103,-1117
8873,11392,2101,-1116
8805,11378,2103,-1117
8679,11334,2101,-1116
8597,11304,2103,-1117
8577,11258,2099,-1116
8597,11230,2103,-1117
8539,11150,2102,-1116
8458,11081,2103,-1117
8396,11014,2096,-1116
8389,11006,2103,-1117
8336,10976,2115,-1116
8250,10932,2139,-1117
8150,10840,2163,-1116
8112,10783,2210,-1117
8078,10731,2262,-1116
8042,10709,2317,-1117
7982,10656,2359,-1116
7973,10635,2424,-1117
7979,10617,2506,-1116
7973,10635,2602,-1117
7896,10626,2682,-1116
7834,10635,2781,-1117
7811,10605,2905,-1116
7834,10560,3066,-1117
7811,10463,3222,-1116
7765,10411,3387,-1117
7708,10392,3555,-1118
7696,10411,3743,-1117
7667,10375,3921,-1115
7626,10337,4100,-1117
7547,10305,4270,-1120
7488,10337,4456,-1117
7434,10344,4635,-1112
7418,10337,4813,-1117
7406,10304,4970,-1125
7418,10337,5133,-1117
7398,10380,5282,-1105
7349,10411,5419,-1117
7258,10364,5525,-1142
7210,10337,5632,-1117
7197,10344,5727,-1013
7210,10411,5811,-869
7177,10427,5862,-737
7141,10411,5918,-603
7116,10354,5973,-428
7141,10337,6025,-213
7150,10319,6042,-4
7141,10337,6060,177
7096,10354,6077,358
7072,10411,6096,567
7035,10428,6080,785
7002,10411,6060,975
6970,10340,6039,1148
7002,10337,6025,1347
7031,10409,5976,1565
7002,10560,5918,1737
6896,10658,5854,1841
6864,10709,5811,1932
6926,10717,5757,2049
7002,10783,5704,2145
6956,10858,5632,2182
6864,10932,5561,2198
6798,10932,5471,2239
6794,10932,5383,2269
6776,10939,5286,2246
6794,11006,5205,2198
6869,11050,5114,2173
7002,11081,5026,2145
7090,11066,4929,2076
7141,11081,4848,1986
7165,11083,4761,1914
7210,11081,4670,1844
7223,11009,4555,1739
7210,10932,4456,1613
7166,10839,4363,1502
7141,10783,4278,1401
7106,10722,4167,1279
7072,10709,4064,1135
7019,10699,3967,989
7002,10709,3886,851
6997,10670,3780,705
7002,10635,3672,550
6982,10580,3566,395
7002,10560,3494,248
7063,10537,3423,95
7141,10560,3351,-71
7120,10568,3257,-239
7002,10560,3173,-390
6835,10480,3101,-544
6725,10411,3066,-727
6632,10353,3043,-924
6517,10337,3030,-1064
6350,10291,2997,-1109
6240,10263,2959,-1099
6212,10238,2913,-1099
6240,10263,2888,-1117
6216,10263,2866,-1125
6170,10263,2852,-1117
6141,10240,2827,-1112
6170,10263,2816,-1117
6184,10292,2812,-1120
6170,10337,2816,-1117
6118,10335,2800,-1115
6101,10337,2781,-1117
6090,10320,2765,-1118
6101,10337,2781,-1117
6083,10328,2801,-1116
6101,10337,2816,-1117
6124,10322,2811,-1117
6170,10337,2816,-1117
6177,10331,2829,-1116
6170,10337,2852,-1117
6138,10301,2865,-1116
6101,10263,2888,-1117
5986,10172,2907,-1116
5754,10040,2923,-1117
5380,9765,2918,-1116
4992,9370,2923,-1117
4752,8911,2938,-1116
4922,8627,2959,-1117
5702,8651,2957,-1116
7141,9073,2959,-1117
8910,9783,2970,-1116
10608,10709,2994,-1117
12035,11658,2998,-1116
13242,12494,2994,-1117
13957,13012,2988,-1116
13658,13163,2994,-1117
12144,12883,2994,-1116
10053,12271,2994,-1117
8230,11449,2990,-1116
7072,10709,2994,-1117
6415,10213,2992,-1116
6101,10040,2994,-1117
6031,10039,2992,-1116
6101,10114,2994,-1117
6110,10137,2990,-1116
6032,10114,2994,-1117
5915,10008,2993,-1116
5824,9891,2994,-1117
5714,9779,2988,-1116
5616,9742,2994,-1117
5548,9731,2998,-1116
5546,9742,2994,-1117
5545,9723,2971,-1116
5546,9742,2959,-1117
5525,9791,2956,-1116
5546,9891,2959,-1117
5575,9924,2940,-1116
5616,9891,2923,-1117
5591,9789,2914,-1116
5546,9742,2923,-1117
5510,9711,2924,-1116
5546,9668,2923,-1117
5594,9543,2907,-1116
5616,9445,2888,-1117
5592,9405,2860,-1116
5616,9445,2852,-1117
5682,9450,2853,-1116
5754,9445,2852,-1117
5757,9423,2829,-1116
5754,9445,2816,-1117
5773,9445,2814,-1116
5824,9445,2816,-1117
5830,9400,2796,-1116
5824,9370,2781,-1117
5830,9338,2775,-1116
5893,9370,2781,-1117
5961,9406,2765,-1116
6032,9445,2745,-1117
6070,9426,2733,-1118
6101,9445,2745,-1117
6115,9511,2750,-1115
6170,9668,2745,-1117
6256,9817,2724,-1120
6378,9965,2709,-1117
6480,10088,2700,-1112
6586,10263,2709,-1117
6682,10444,2713,-1125
6794,10635,2709,-1117
6893,10776,2686,-1105
7002,10932,2674,-1117
7082,11076,2669,-1142
7141,11230,2674,-1117
7162,11334,2670,-1013
7210,11453,2674,-869
7274,11581,2675,-738
7349,11750,2674,-603
7385,11878,2652,-427
7418,11973,2638,-213
7428,11991,2633,-8
7418,11973,2638,177
7368,11898,2633,362
7349,11824,2638,567
7352,11719,2652,776
7349,11601,2674,975
7278,11440,2675,1165
7210,11304,2674,1365
7184,11158,2670,1568
7210,11006,2674,1755
7199,10805,2668,1916
7141,10635,2674,2074
7015,10460,2687,2237
6864,10263,2709,2393
6695,9987,2713,2528
6586,9742,2709,2659
6513,9539,2702,2791
6448,9370,2709,2908
6335,9158,2711,2995
6240,8998,2709,3085
6164,8902,2701,3187
6101,8850,2709,3280
5989,8714,2725,3327
5893,8552,2745,3351
5835,8401,2746,3374
5824,8329,2745,3404
5787,8271,2740,3410
5754,8255,2745,3404
5734,8223,2743,3397
5754,8180,2745,3404
5756,8084,2742,3404
5754,8032,2745,3404
5739,8014,2742,3399
5754,8032,2745,3404
5777,8012,2743,3402
5824,8032,2745,3404
5838,8091,2740,3400
5824,8180,2745,3404
5788,8194,2747,3401
5824,8180,2745,3404
5921,8177,2723,3400
6032,8255,2709,3404
6056,8338,2703,3401
6032,8404,2709,3404
6003,8405,2706,3400
6032,8404,2709,3404
6069,8390,2710,3400
6101,8404,2709,3404
6098,8398,2689,3400
6101,8404,2674,3404
6095,8392,2666,3400
6101,8404,2674,3404
6094,8399,2673,3400
6101,8404,2674,3404
6097,8390,2670,3400
6101,8404,2674,3404
6090,8402,2670,3400
6101,8404,2674,3404
6124,8385,2673,3400
6170,8404,2674,3404
6186,8414,2667,3400
6170,8404,2674,3404
6103,8324,2678,3400
6032,8255,2674,3404
5951,8203,2647,3400
5893,8180,2638,3404
5839,8108,2649,3400
5824,8032,2674,3404
5817,7983,2674,3400
5824,8032,2674,3404
5814,8108,2680,3400
5824,8180,2709,3404
5825,8186,2737,3400
5824,8180,2781,3404
5803,8164,2829,3400
5824,8180,2888,3404
5863,8178,2933,3400
5893,8180,2994,3404
5856,8163,3070,3400
5824,8180,3173,3404
5832,8205,3271,3400
5893,8255,3387,3404
5914,8265,3514,3400
5893,8255,3672,3404
5841,8204,3828,3400
5824,8180,3993,3404
5816,8165,4147,3400
5824,8180,4313,3404
5814,8175,4471,3400
5824,8180,4634,3404
5845,8170,4788,3400
5893,8180,4955,3404
5907,8173,5115,3400
5893,8180,5276,3404
5862,8172,5417,3400
5893,8180,5561,3404
5962,8170,5689,3400
6032,8180,5811,3404
6036,8195,5912,3400
6032,8255,6025,3404
6047,8298,6124,3400
6101,8329,6203,3404
6118,8317,6236,3400
6101,8329,6274,3404
6052,8333,6322,3400
6032,8329,6381,3404
6021,8275,6404,3400
6032,8255,6417,3404
6027,8272,6425,3400
6032,8329,6452,3404
6024,8337,6458,3400
6032,8329,6452,3404
6027,8308,6427,3400
6032,8329,6417,3404
6023,8348,6397,3400
6032,8404,6381,3404
6026,8484,6343,3400
6032,8627,6310,3404
6042,8754,6267,3400
6101,8850,6238,3404
6153,8880,6190,3400
6170,8924,6132,3404
6126,8961,6050,3400
6101,8998,5989,3404
6096,8989,5932,3400
6101,8998,5882,3404
6074,8999,5807,3400
6101,8998,5739,3404
6208,8987,5666,3400
6378,9073,5597,3404
6503,9210,5502,3400
6586,9296,5419,3404
6645,9208,5340,3400
6725,9073,5276,3404
6773,8991,5188,3400
6794,8998,5098,3404
6786,8973,5001,3400
6794,8924,4919,3404
6776,8867,4826,3400
6725,8850,4741,3404
6634,8789,4647,3400
6586,8701,4563,3404
6577,8593,4466,3400
6586,8552,4385,3404
6565,8540,4306,3400
6586,8552,4242,3404
6670,8536,4167,3400
6794,8552,4100,3404
6839,8579,4024,3400
6794,8627,3957,3404
6684,8627,3889,3400
6586,8627,3850,3404
6481,8616,3816,3400
6378,8627,3779,3404
6257,8596,3716,3400
6170,8552,3672,3404
6111,8469,3646,3401
6101,8404,3636,3404
6094,8358,3600,3400
6101,8404,3565,3404
6095,8482,3537,3401
6101,8552,3529,3404
6095,8548,3508,3400
6101,8552,3494,3404
6091,8576,3484,3403
6101,8627,3494,3404
6092,8625,3493,3399
6101,8627,3494,3404
6089,8618,3488,3406
6101,8627,3494,3404
6072,8580,3491,3395
6032,8552,3494,3404
5990,8555,3489,3415
6032,8627,3494,3404
