aVF,V,PLETH
1494,5548,4096
1453,5540,4100
1363,5451,4078
1211,5342,4048
1032,5277,4008
920,5276,3996
889,5278,3992
872,5276,3996
809,5268,3986
726,5276,3996
668,5252,4017
630,5210,4048
592,5168,4051
581,5210,4048
602,5314,4040
630,5408,4048
689,5304,4045
920,4880,4048
1463,4068,4043
2373,2968,4048
3601,1737,4043
4940,659,4048
5888,5,4046
5860,0,4048
4693,600,4039
2906,1583,4048
1266,2624,4052
242,3561,4048
-139,4311,4014
-48,4880,3996
263,5231,3991
533,5408,3996
613,5471,3968
581,5540,3944
575,5628,3928
630,5738,3944
682,5812,3958
726,5870,3996
774,5882,4037
823,5870,4100
843,5841,4172
872,5870,4307
928,5939,4480
1017,6001,4671
1100,6021,4834
1211,6067,5034
1347,6164,5276
1501,6265,5553
1629,6285,5790
1744,6265,6020
1860,6249,6260
1986,6265,6539
2114,6259,6790
2276,6265,7006
2493,6303,7182
2761,6397,7369
3035,6476,7539
3293,6529,7681
3526,6552,7763
3729,6595,7837
3881,6615,7894
3971,6595,7940
4008,6518,7940
4020,6463,7940
4024,6429,7940
4020,6397,7940
3978,6323,7893
3875,6265,7837
3703,6211,7776
3487,6133,7733
3248,5988,7659
3003,5870,7577
2742,5815,7486
2470,5804,7421
2193,5740,7344
1937,5672,7266
1706,5643,7159
1501,5672,7058
1302,5643,6944
1114,5540,6850
931,5401,6758
775,5342,6695
650,5336,6619
581,5342,6539
561,5318,6428
581,5342,6332
594,5393,6228
581,5408,6124
532,5313,5986
484,5210,5864
460,5172,5750
484,5210,5657
541,5235,5543
630,5276,5449
738,5369,5361
872,5540,5294
1018,5695,5206
1162,5804,5138
1275,5845,5076
1356,5870,5034
1425,5871,4971
1501,5870,4930
1545,5825,4911
1501,5738,4930
1374,5596,4933
1259,5474,4930
1239,5402,4915
1308,5408,4930
1367,5445,4950
1356,5474,4982
1256,5439,4998
1114,5342,5034
958,5214,5077
823,5144,5138
741,5148,5172
726,5210,5190
755,5254,5181
775,5276,5190
744,5251,5205
678,5210,5242
618,5170,5267
630,5210,5294
779,5289,5295
1114,5276,5294
1611,4935,5283
2228,4155,5294
2970,2952,5297
3875,1583,5294
4806,404,5260
5376,-198,5242
5135,-112,5233
3971,528,5242
2261,1414,5218
678,2374,5190
-242,3301,5152
-387,4155,5138
-59,4825,5110
339,5276,5086
578,5503,5046
678,5606,5034
721,5640,5023
726,5672,5034
654,5677,5040
533,5672,5086
448,5650,5146
484,5672,5242
617,5725,5343
775,5804,5501
873,5850,5690
920,5870,5916
945,5866,6132
1017,5870,6383
1125,5868,6654
1259,5870,6954
1381,5880,7234
1501,5935,7525
1634,5986,7795
1792,6001,8044
1958,5971,8229
2131,6001,8407
2323,6113,8584
2567,6265,8771
2842,6336,8911
3100,6331,9030
3306,6284,9114
3487,6265,9186
3665,6255,9213
3826,6265,9238
3940,6265,9243
4020,6265,9238
4082,6232,9184
4117,6199,9134
4095,6160,9078
4020,6133,9030
3910,6075,8948
3778,6001,8874
3605,5915,8794
3390,5870,8719
3135,5838,8607
2857,5804,8511
2567,5713,8424
2276,5606,8356
1968,5491,8249
1647,5408,8148
1352,5324,8053
1162,5276,7992
1076,5272,7898
1017,5342,7785
895,5404,7640
726,5408,7525
557,5330,7414
436,5276,7318
372,5282,7188
387,5342,7058
444,5359,6914
484,5342,6799
461,5316,6683
436,5342,6591
459,5380,6484
533,5408,6383
593,5379,6266
630,5342,6176
664,5330,6088
726,5408,6020
813,5535,5934
920,5672,5864
1039,5751,5796
1162,5804,5761
1271,5838,5724
1356,5870,5709
1402,5834,5681
1405,5738,5657
1374,5608,5603
1356,5540,5553
1383,5531,5506
1453,5540,5501
1494,5493,5500
1453,5408,5501
1316,5322,5470
1162,5276,5449
1058,5238,5435
1017,5210,5449
987,5188,5450
920,5210,5449
818,5229,5422
726,5210,5397
690,5129,5360
726,5078,5345
809,5103,5337
920,5210,5345
1080,5280,5326
1356,5210,5294
1806,4850,5250
2470,4155,5242
3349,3192,5242
4359,2242,5242
5231,1559,5208
5570,1319,5190
5066,1521,5182
3778,2110,5190
2138,2866,5165
726,3561,5138
-81,4047,5103
-242,4419,5086
10,4761,5053
387,5078,5034
680,5264,5005
823,5342,4982
844,5366,4940
823,5408,4930
821,5438,4942
872,5474,4982
946,5503,5001
1017,5540,5034
1051,5544,5086
1065,5540,5190
1071,5526,5292
1114,5540,5397
1201,5581,5485
1356,5672,5605
1519,5762,5743
1647,5804,5916
1704,5753,6088
1744,5672,6280
1815,5607,6460
1937,5606,6643
2078,5629,6797
2228,5672,6954
2383,5701,7091
2567,5738,7214
2787,5763,7292
3051,5804,7369
3331,5838,7442
3584,5870,7525
3776,5849,7566
3923,5804,7577
4050,5765,7549
4165,5804,7525
4228,5862,7491
4214,5870,7473
4130,5774,7445
4020,5672,7421
3891,5614,7372
3729,5606,7318
3531,5570,7237
3342,5540,7162
3177,5546,7075
3003,5606,7006
2763,5616,6925
2470,5540,6850
2165,5389,6762
1889,5276,6695
1643,5217,6619
1453,5210,6539
1336,5213,6427
1308,5276,6332
1315,5376,6244
1308,5474,6176
1222,5476,6076
1065,5408,5968
871,5299,5850
726,5210,5761
672,5140,5674
726,5144,5605
839,5217,5523
969,5342,5449
1061,5426,5361
1114,5474,5294
1148,5511,5230
1211,5606,5190
1305,5715,5137
1405,5804,5086
1467,5834,5022
1501,5870,4982
1536,5911,4948
1598,5935,4930
1674,5880,4899
1744,5804,4878
1795,5764,4849
1840,5804,4826
1875,5834,4790
1889,5804,4775
1859,5685,4766
1792,5540,4775
1683,5413,4769
1550,5342,4775
1392,5300,4774
1259,5276,4775
1180,5258,4746
1162,5276,4723
1170,5291,4708
1162,5276,4723
1106,5201,4725
1017,5144,4723
950,5135,4710
969,5210,4723
1047,5342,4729
1114,5540,4723
1149,5669,4687
1259,5540,4671
1572,4957,4667
2179,3957,4671
3105,2694,4643
4262,1451,4619
5307,500,4607
5715,132,4619
5110,409,4602
3632,1187,4567
1871,2150,4522
484,3100,4515
-188,3922,4516
-194,4616,4515
165,5147,4482
581,5540,4463
872,5788,4453
1017,5935,4463
1048,5986,4456
1017,6001,4463
956,5993,4476
920,6001,4515
924,5998,4538
969,6001,4567
1016,5992,4598
1065,6001,4671
1108,6022,4760
1162,6067,4878
1206,6107,4996
1259,6133,5138
1314,6130,5281
1405,6133,5449
1529,6148,5620
1695,6199,5813
1883,6257,5994
2083,6331,6176
2275,6393,6329
2470,6463,6487
2675,6523,6638
2906,6595,6799
3138,6621,6919
3342,6595,7006
3497,6512,7052
3632,6463,7110
3772,6451,7165
3923,6463,7214
4060,6450,7219
4165,6463,7214
4220,6498,7190
4214,6529,7162
4139,6480,7104
4020,6397,7058
3879,6313,7022
3729,6265,7006
3540,6201,6961
3293,6133,6902
3000,6055,6820
2712,6001,6747
2456,5953,6660
2228,5935,6591
2004,5910,6526
1792,5870,6487
1580,5773,6421
1356,5672,6332
1105,5582,6210
872,5540,6124
688,5498,6062
581,5474,6020
541,5471,5944
581,5540,5864
662,5621,5777
726,5672,5709
708,5644,5623
630,5606,5553
538,5568,5488
484,5540,5449
463,5485,5396
484,5474,5345
553,5536,5284
678,5672,5242
827,5787,5186
969,5870,5138
1075,5925,5090
1162,6001,5086
1253,6055,5089
1356,6067,5086
1434,6007,5047
1453,5935,5034
1424,5878,5048
1405,5870,5086
1422,5852,5089
1453,5804,5086
1433,5707,5077
1356,5606,5086
1234,5504,5078
1114,5408,5086
989,5317,5103
872,5276,5138
777,5270,5143
726,5276,5138
716,5241,5123
726,5210,5138
734,5211,5157
726,5276,5190
713,5343,5197
726,5408,5190
772,5454,5155
872,5474,5138
1111,5293,5128
1598,4748,5138
2314,3777,5133
3196,2572,5138
4282,1342,5133
5521,330,5138
6359,-230,5129
6006,-66,5138
4332,785,5139
2228,1978,5138
714,3059,5106
48,3891,5086
-111,4534,5074
0,5078,5086
321,5458,5082
678,5672,5086
824,5752,5079
775,5804,5086
727,5835,5075
775,5870,5086
837,5890,5114
872,5935,5190
892,5973,5264
920,6001,5345
947,5993,5423
1017,6001,5553
1126,6028,5704
1259,6067,5864
1370,6091,6001
1501,6133,6176
1649,6195,6377
1792,6265,6591
1891,6296,6766
1986,6331,6954
2127,6385,7143
2325,6463,7318
2514,6485,7422
2664,6463,7525
2815,6427,7646
3051,6463,7785
3367,6549,7869
3681,6661,7940
3924,6736,8011
4117,6793,8096
4273,6810,8133
4359,6793,8148
4338,6704,8143
4262,6595,8148
4187,6497,8122
4117,6463,8096
4021,6453,8060
3923,6463,8044
3835,6458,8014
3729,6463,7992
3562,6444,7945
3342,6397,7888
3065,6282,7800
2712,6133,7733
2300,5956,7672
1937,5804,7629
1682,5673,7551
1501,5606,7473
1320,5581,7384
1162,5606,7318
1065,5614,7235
1017,5606,7162
937,5562,7076
823,5540,7006
733,5527,6921
726,5540,6850
748,5539,6767
726,5540,6695
639,5492,6607
581,5408,6539
613,5316,6459
726,5342,6383
849,5486,6290
969,5672,6228
1088,5768,6170
1211,5804,6124
1313,5838,6057
1405,5935,6020
1497,6042,5992
1598,6133,5968
1697,6160,5905
1792,6133,5864
1839,6040,5850
1792,5935,5864
1660,5825,5841
1550,5738,5813
1539,5656,5792
1598,5606,5813
1590,5555,5819
1453,5474,5813
1220,5337,5778
1017,5210,5761
914,5155,5748
920,5210,5761
988,5312,5760
1065,5408,5761
1112,5432,5748
1114,5408,5761
1083,5350,5766
1065,5342,5761
1091,5406,5723
1162,5540,5709
1270,5588,5706
1453,5408,5709
1799,4894,5677
2422,4089,5657
3369,3012,5649
4553,1781,5657
5663,637,5630
6248,0,5605
5908,69,5575
4601,725,5553
2739,1606,5497
1017,2506,5449
-5,3354,5410
-194,4155,5397
146,4811,5367
581,5276,5345
829,5519,5314
872,5606,5294
815,5579,5254
775,5540,5242
791,5532,5250
872,5606,5294
975,5706,5316
1065,5804,5345
1102,5847,5390
1114,5870,5501
1121,5871,5629
1162,5870,5761
1216,5855,5855
1308,5870,5968
1429,5919,6103
1598,6001,6280
1764,6071,6438
1889,6133,6591
1949,6153,6730
1986,6133,6902
2046,6074,7066
2179,6067,7214
2399,6135,7314
2712,6265,7421
3078,6372,7526
3439,6463,7629
3740,6531,7685
3971,6595,7733
4131,6610,7763
4214,6595,7785
4210,6535,7759
4165,6463,7733
4153,6378,7703
4214,6331,7681
4282,6299,7625
4262,6265,7577
4121,6191,7525
3923,6133,7473
3719,6094,7386
3487,6067,7318
3175,5983,7261
2809,5870,7214
2461,5751,7129
2179,5672,7058
1922,5581,6999
1647,5474,6954
1355,5347,6871
1114,5276,6799
956,5255,6737
872,5276,6695
804,5275,6614
726,5276,6539
615,5268,6473
484,5276,6435
356,5270,6364
291,5276,6280
294,5257,6184
339,5210,6124
364,5122,6065
387,5078,6020
447,5106,5960
581,5210,5916
756,5313,5860
920,5408,5813
1012,5478,5749
1017,5540,5709
965,5553,5672
920,5540,5657
919,5518,5626
969,5540,5605
1054,5561,5573
1162,5540,5553
1247,5425,5518
1259,5276,5501
1202,5142,5489
1162,5078,5501
1203,5058,5499
1308,5078,5501
1374,5108,5491
1356,5144,5501
1266,5155,5502
1162,5144,5501
1054,5090,5472
920,5012,5449
750,4904,5433
581,4814,5449
467,4752,5455
436,4748,5449
469,4770,5414
533,4814,5397
595,4846,5390
678,4880,5397
862,4878,5374
1259,4814,5345
1921,4593,5309
2809,4155,5294
3806,3442,5267
4746,2572,5242
5370,1793,5204
5376,1451,5190
4588,1666,5168
3148,2308,5138
1478,3052,5077
97,3693,5034
-642,4151,5000
-678,4485,4982
-263,4730,4946
242,4946,4930
595,5109,4924
775,5210,4930
837,5224,4903
823,5210,4878
771,5177,4860
775,5144,4878
877,5112,4894
1017,5144,4930
1076,5199,4968
1065,5210,5034
1065,5132,5098
1162,5078,5190
1310,5115,5297
1453,5210,5449
1535,5261,5602
1598,5276,5761
1687,5275,5903
1840,5276,6072
2033,5255,6248
2228,5276,6435
2402,5342,6592
2567,5408,6747
2705,5372,6880
2809,5276,7006
2898,5194,7090
3051,5210,7162
3311,5290,7213
3632,5408,7266
3893,5495,7292
4020,5540,7318
4033,5515,7321
4020,5474,7318
4020,5445,7286
4020,5474,7266
3984,5512,7239
3923,5540,7214
3855,5533,7157
3778,5540,7110
3646,5528,7057
3439,5474,7006
3162,5359,6924
2857,5276,6850
2553,5237,6772
2276,5210,6695
2031,5130,6582
1840,5078,6487
1712,5108,6418
1647,5210,6383
1580,5252,6317
1453,5210,6228
1238,5118,6114
1017,5078,6020
866,5090,5916
823,5144,5813
825,5181,5694
823,5210,5605
806,5227,5522
823,5276,5449
870,5336,5344
920,5408,5242
941,5449,5146
969,5474,5086
1027,5468,5013
1114,5474,4930
1191,5506,4831
1259,5606,4775
1327,5717,4742
1405,5804,4723
1490,5832,4669
1598,5870,4619
1714,5916,4577
1792,5935,4567
1780,5840,4556
1695,5672,4567
1598,5498,4571
1550,5408,4567
1558,5387,4530
1598,5408,4515
1593,5401,4528
1501,5342,4567
1328,5252,4573
1162,5210,4567
1048,5211,4556
969,5210,4567
901,5163,4568
872,5144,4567
891,5168,4543
920,5210,4515
928,5205,4475
920,5210,4463
851,5223,4462
678,5210,4463
517,5076,4435
630,4814,4411
1119,4327,4385
1840,3495,4359
2645,2280,4304
3536,989,4256
4369,54,4219
4698,-198,4204
4117,202,4174
2761,1055,4152
1211,2080,4124
48,3100,4100
-470,3961,4060
-387,4616,4048
26,5031,4048
436,5276,4048
637,5414,4014
678,5540,3996
688,5646,3992
726,5738,3996
754,5777,3963
775,5804,3944
822,5824,3953
920,5870,3996
1025,5904,4017
1114,5935,4048
1180,5958,4102
1259,6001,4204
1324,6027,4302
1356,6001,4411
1339,5918,4537
1356,5870,4723
1470,5915,4928
1695,6067,5138
1969,6224,5316
2228,6331,5501
2413,6350,5681
2518,6331,5864
2587,6286,6019
2712,6265,6176
2928,6269,6329
3196,6331,6487
3452,6401,6604
3681,6463,6695
3876,6488,6764
4020,6529,6850
4103,6570,6916
4165,6595,6954
4217,6544,6950
4214,6463,6954
4105,6381,6957
3923,6331,6954
3727,6252,6906
3536,6133,6850
3302,5964,6793
3003,5804,6747
2657,5651,6671
2325,5540,6591
2057,5465,6504
1889,5474,6435
1787,5532,6353
1695,5606,6280
1550,5607,6196
1356,5540,6124
1130,5406,6038
920,5276,5968
754,5170,5890
678,5144,5813
681,5164,5704
726,5210,5605
744,5216,5512
726,5210,5449
690,5197,5371
678,5210,5294
678,5211,5203
678,5210,5138
665,5192,5075
678,5210,5034
746,5273,4993
872,5408,4982
1007,5551,4977
1114,5672,4982
1185,5738,4957
1259,5804,4930
1354,5854,4907
1453,5870,4930
1496,5793,4958
1453,5672,4982
1349,5550,4974
1259,5474,4982
1218,5389,5001
1211,5276,5034
1180,5149,5035
1114,5078,5034
1013,5065,5041
920,5078,5086
851,5093,5121
823,5144,5138
823,5200,5126
823,5210,5138
792,5121,5161
726,5012,5190
647,4943,5187
581,4946,5190
534,4944,5189
533,4946,5190
639,4976,5159
920,5012,5138
1357,4776,5127
1889,4023,5138
2524,2787,5133
3342,1451,5138
4268,268,5137
4940,-659,5138
4884,-1147,5108
3923,-791,5086
2362,415,5074
823,1913,5086
-164,3046,5068
-436,3759,5034
-216,4309,4988
145,4814,4982
418,5132,4982
581,5276,4982
678,5363,4948
726,5474,4930
713,5529,4919
678,5540,4930
672,5548,4932
726,5606,4982
800,5650,5081
872,5672,5242
935,5663,5395
1017,5672,5553
1082,5696,5698
1114,5738,5864
1112,5771,6015
1162,5804,6176
1288,5831,6335
1453,5870,6539
1588,5896,6760
1695,5935,7006
1815,5983,7236
1986,6067,7473
2205,6159,7685
2470,6265,7888
2748,6343,8048
3003,6397,8200
3222,6401,8329
3439,6397,8459
3644,6385,8549
3778,6397,8615
3803,6415,8641
3778,6463,8667
3769,6503,8669
3778,6529,8667
3753,6506,8637
3681,6463,8615
3575,6379,8569
3439,6265,8511
3249,6116,8421
3003,6001,8356
2719,5923,8298
2422,5870,8252
2109,5774,8170
1792,5672,8096
1496,5581,8016
1259,5540,7940
1076,5503,7828
920,5474,7733
764,5431,7645
630,5408,7577
524,5374,7472
436,5342,7369
321,5278,7258
194,5210,7162
86,5128,7045
48,5078,6954
75,5054,6870
145,5078,6799
207,5109,6690
242,5144,6591
242,5145,6498
242,5144,6435
267,5150,6352
339,5210,6280
447,5297,6209
581,5408,6176
724,5506,6141
872,5606,6124
1006,5664,6093
1114,5672,6072
1194,5609,6034
1259,5540,6020
1306,5472,6010
1308,5408,6020
1232,5303,6014
1114,5210,6020
1035,5171,6015
1065,5210,6020
1145,5243,6011
1162,5210,6020
1045,5104,6020
872,5012,6020
742,4960,5988
678,4946,5968
633,4929,5957
581,4946,5968
529,4981,5950
484,5012,5916
457,4983,5871
484,4946,5864
585,4930,5865
775,4946,5864
1116,4906,5831
1695,4748,5813
2476,4361,5804
3342,3693,5813
4248,2770,5790
5182,1847,5761
5838,1237,5723
5667,1187,5709
4427,1640,5682
2567,2374,5657
825,3097,5619
-339,3693,5605
-861,4152,5581
-823,4551,5553
-405,4868,5493
97,5078,5449
415,5144,5411
533,5144,5397
576,5127,5365
630,5144,5345
687,5168,5327
775,5210,5345
899,5242,5361
1017,5276,5397
1048,5297,5431
1017,5342,5501
982,5386,5584
1017,5408,5709
1110,5376,5845
1259,5342,6020
1411,5328,6194
1550,5342,6383
1664,5338,6555
1792,5342,6747
1951,5360,6942
2131,5408,7162
2300,5441,7354
2470,5474,7525
2664,5495,7653
2906,5540,7785
3175,5593,7895
3439,5672,7992
3660,5725,8045
3826,5738,8096
3925,5696,8128
3971,5672,8148
3992,5666,8121
4020,5672,8096
4041,5654,8068
4020,5672,8044
3937,5713,7973
3826,5738,7888
3711,5662,7797
3584,5540,7733
3410,5435,7655
3196,5408,7577
2970,5405,7474
2761,5408,7369
2562,5379,7237
2373,5342,7110
2179,5292,6973
1986,5276,6850
1784,5271,6714
1598,5276,6591
1433,5261,6456
1308,5276,6332
1200,5305,6193
1114,5342,6072
1043,5340,5941
1017,5342,5813
1027,5341,5668
1065,5342,5553
1093,5303,5445
1114,5276,5345
1129,5281,5226
1162,5342,5138
1204,5403,5061
1259,5474,4982
1321,5552,4865
1405,5672,4775
1499,5783,4715
1598,5870,4671
1691,5903,4586
1792,5935,4515
1883,5968,4474
1937,6001,4463
1943,5968,4415
1937,5870,4359
1937,5705,4315
1937,5540,4307
1928,5399,4285
1937,5342,4256
1955,5373,4217
1937,5474,4204
1836,5552,4194
1695,5540,4204
1548,5419,4205
1405,5276,4204
1262,5189,4176
1162,5210,4152
1137,5259,4136
1162,5276,4152
1177,5233,4159
1162,5210,4152
1134,5206,4117
1114,5210,4100
1094,5196,4095
1114,5210,4100
1271,5128,4077
1647,4748,4048
2176,3931,4015
2761,2836,3996
3415,1685,3967
4165,725,3944
4697,200,3914
4456,396,3892
3227,1257,3861
1550,2374,3840
253,3275,3813
-242,3891,3789
-120,4352,3751
242,4748,3737
584,5017,3733
823,5210,3737
950,5395,3710
1017,5606,3685
1052,5746,3669
1065,5804,3685
1055,5797,3688
1065,5804,3685
1106,5820,3667
1162,5870,3685
1202,5911,3723
1259,5935,3789
1343,5911,3851
1453,5870,3944
1535,5825,4057
1598,5804,4204
1653,5791,4350
1744,5804,4515
1870,5825,4684
2034,5870,4878
2219,5900,5074
2422,5935,5294
2619,5975,5505
2809,6067,5709
2994,6172,5870
3196,6265,6020
3401,6299,6151
3584,6331,6280
3732,6381,6381
3875,6463,6487
4025,6495,6589
4165,6463,6695
4260,6381,6761
4310,6331,6799
4314,6297,6798
4262,6265,6799
4139,6208,6792
3971,6199,6799
3786,6231,6781
3584,6265,6747
3338,6218,6685
3051,6133,6643
2750,6051,6597
2470,6001,6539
2201,5918,6434
1937,5804,6332
1674,5659,6242
1453,5540,6176
1295,5427,6078
1211,5342,5968
1157,5275,5848
1114,5276,5761
1061,5323,5677
1017,5408,5605
970,5459,5518
920,5474,5449
861,5421,5384
823,5342,5345
797,5267,5293
775,5276,5242
753,5336,5175
775,5408,5138
838,5450,5106
920,5540,5086
1011,5673,5047
1162,5804,5034
1367,5849,5042
1550,5870,5086
1646,5899,5113
1695,5935,5138
1740,5896,5150
1744,5804,5190
1647,5674,5233
1501,5540,5294
1419,5385,5340
1453,5276,5397
1516,5240,5444
1501,5276,5501
1359,5318,5532
1162,5342,5553
995,5328,5560
920,5276,5605
914,5173,5658
920,5078,5709
890,5034,5725
823,5078,5761
745,5147,5808
678,5210,5864
620,5235,5885
581,5276,5916
580,5318,5959
678,5342,6020
954,5245,6046
1453,4946,6072
2119,4294,6106
2906,3232,6176
3856,1850,6231
4940,528,6280
5736,-332,6301
5618,-462,6332
4381,72,6349
2567,1055,6383
953,2176,6405
-48,3232,6435
-432,4086,6435
-291,4748,6435
191,5218,6422
678,5540,6435
879,5714,6435
823,5804,6435
731,5818,6414
726,5804,6435
756,5774,6476
775,5804,6539
789,5868,6575
823,5935,6643
848,5941,6744
872,5935,6902
900,5949,7052
969,6001,7214
1053,6041,7373
1162,6067,7577
1286,6086,7795
1453,6133,8044
1635,6190,8264
1792,6265,8459
1906,6329,8604
2034,6397,8771
2226,6453,8950
2470,6529,9134
2688,6596,9227
2857,6661,9238
3023,6709,9176
3245,6793,9134
3504,6892,9113
3729,6991,9134
3877,7035,9137
3971,7057,9134
4026,7039,9100
4020,6991,9082
3939,6886,9052
3826,6793,9030
3715,6736,8976
3584,6727,8926
3389,6681,8863
3148,6595,8823
2903,6477,8767
2664,6397,8719
2392,6330,8639
2083,6265,8563
1769,6162,8469
1501,6067,8407
1275,5985,8346
1065,5935,8304
844,5868,8228
630,5804,8148
439,5727,8037
291,5672,7940
159,5600,7841
48,5540,7785
-34,5482,7729
-48,5474,7681
2,5493,7596
97,5540,7525
171,5551,7457
194,5540,7421
166,5512,7367
145,5540,7318
166,5598,7251
242,5672,7214
365,5720,7176
533,5804,7162
715,5925,7131
872,6067,7110
978,6135,7072
1065,6133,7058
1164,6087,7045
1259,6067,7058
1298,6043,7054
1259,6001,7058
1178,5921,7046
1114,5870,7058
1083,5856,7057
1065,5870,7058
1013,5833,7040
920,5738,7058
782,5614,7083
630,5540,7110
487,5520,7084
387,5540,7058
342,5543,7039
339,5540,7058
358,5525,7060
387,5540,7058
406,5562,7028
387,5606,7006
323,5621,6970
291,5606,6954
429,5512,6927
872,5342,6902
1643,5021,6845
2664,4485,6799
3784,3651,6756
4843,2638,6747
5625,1697,6722
5860,1187,6695
5306,1262,6638
3971,1847,6591
2229,2625,6532
678,3363,6487
-232,3978,6426
-436,4551,6383
-204,5052,6328
145,5408,6280
419,5553,6214
581,5606,6176
652,5643,6141
678,5672,6124
692,5617,6086
726,5540,6072
770,5501,6060
823,5540,6072
894,5579,6076
1017,5606,6124
1154,5607,6192
1259,5606,6280
1286,5575,6328
1308,5540,6383
1372,5518,6458
1501,5540,6591
1642,5570,6723
1792,5606,6850
1967,5626,6948
2179,5672,7058
2399,5729,7159
2615,5804,7266
2840,5846,7343
3100,5870,7421
3366,5848,7477
3584,5804,7525
3711,5726,7531
3778,5672,7525
3825,5646,7497
3875,5672,7473
3907,5717,7423
3923,5804,7369
3928,5902,7292
3923,6001,7214
3880,6032,7110
3778,6001,7006
3605,5922,6876
3390,5870,6747
3175,5833,6619
3003,5804,6539
2848,5738,6455
2664,5672,6332
2438,5602,6137
2228,5540,5968
2041,5442,5862
1840,5342,5813
1602,5248,5724
1405,5210,5605
1296,5213,5478
1259,5276,5397
1230,5348,5321
1211,5408,5242
1182,5412,5131
1114,5408,5034
994,5399,4943
920,5408,4878
944,5401,4800
1017,5408,4723
1036,5408,4632
1017,5408,4567
1030,5388,4507
1114,5408,4463
1218,5463,4406
1308,5540,4359
1377,5559,4303
1453,5540,4256
1540,5512,4195
1647,5540,4152
1765,5599,4115
1889,5672,4100
1986,5694,4074
2034,5672,4048
2023,5603,4011
1986,5540,3996
1950,5471,3987
1937,5408,3996
1922,5332,3994
1889,5276,3996
1807,5234,3990
1695,5210,3996
1564,5173,3994
1453,5144,3996
1370,5126,3987
1308,5144,3996
1264,5135,4014
1259,5078,4048
1286,4984,4059
1308,4946,4048
1302,4944,4012
1308,4946,3996
1337,4955,3992
1405,5078,3996
1593,5224,3972
2034,5144,3944
2687,4615,3912
3390,3759,3892
4079,2819,3863
4795,2044,3840
5287,1606,3812
5037,1715,3789
3834,2352,3753
2179,3232,3737
778,3940,3730
-48,4353,3737
-352,4565,3716
-194,4748,3685
313,4921,3646
872,5078,3633
1182,5168,3626
1259,5210,3633
1290,5218,3629
1356,5276,3633
1378,5387,3626
1356,5540,3633
1362,5658,3643
1453,5738,3685
1575,5740,3732
1695,5672,3789
1788,5535,3829
1889,5408,3892
1983,5336,3977
2083,5342,4100
2159,5372,4223
2228,5408,4359
2291,5413,4499
2373,5408,4671
2490,5388,4849
2664,5408,5034
2876,5476,5193
3100,5606,5345
3310,5724,5476
3536,5804,5605
3779,5814,5712
4020,5804,5813
4225,5771,5891
4407,5738,5968
4572,5686,6023
4698,5672,6072
4737,5705,6098
4698,5804,6124
4622,5907,6128
4553,6001,6124
4474,6052,6095
4359,6067,6072
4185,6003,6043
3971,5870,6020
3720,5684,5971
3439,5540,5916
3136,5468,5853
2857,5474,5813
2621,5465,5765
2422,5408,5709
2223,5276,5623
2034,5144,5553
1856,5060,5493
1695,5078,5449
1523,5126,5376
1356,5144,5294
1210,5099,5202
1114,5078,5138
1037,5083,5078
969,5078,5034
901,5006,4978
872,4946,4930
869,4928,4872
872,4946,4826
856,4951,4771
872,5012,4723
956,5136,4662
1114,5276,4619
1292,5346,4580
1453,5408,4567
1568,5501,4557
1647,5606,4567
1709,5614,4565
1792,5540,4567
1872,5429,4555
1889,5342,4567
1809,5258,4586
1695,5210,4619
1630,5192,4621
1647,5210,4619
1688,5218,4621
1695,5210,4671
1624,5161,4727
1501,5078,4775
1348,4985,4789
1211,4946,4826
1102,4965,4877
1017,5012,4930
939,5021,4947
872,5012,4982
831,5000,5046
823,5012,5138
815,4986,5196
775,4946,5242
717,4966,5282
726,5144,5345
891,5323,5395
1259,5210,5449
1837,4554,5496
2664,3429,5553
3759,2054,5582
4988,725,5605
5928,-288,5618
6054,-659,5657
5111,-272,5686
3390,725,5709
1557,1943,5702
242,3100,5709
-311,4037,5709
-242,4748,5709
105,5225,5676
436,5540,5657
603,5733,5645
630,5870,5657
596,5943,5649
581,6001,5657
596,6052,5668
630,6133,5709
655,6206,5745
678,6265,5813
696,6272,5896
726,6265,6020
760,6253,6138
823,6265,6280
903,6289,6436
1017,6331,6643
1134,6369,6850
1259,6397,7058
1378,6394,7233
1501,6397,7421
1633,6411,7602
1792,6463,7785
1987,6520,7919
2228,6595,8044
2493,6659,8160
2761,6727,8304
3011,6764,8420
3245,6793,8511
3455,6792,8557
3632,6793,8615
3769,6781,8666
3875,6793,8719
3946,6796,8725
3971,6793,8719
3941,6757,8689
3875,6727,8667
3788,6673,8614
3681,6595,8563
3531,6480,8499
3342,6397,8459
3127,6335,8404
2906,6265,8356
2672,6133,8291
2422,6001,8252
2152,5889,8200
1889,5804,8148
1649,5692,8060
1453,5606,7992
1279,5554,7927
1114,5540,7888
952,5484,7829
823,5408,7785
720,5323,7729
630,5276,7681
538,5232,7597
484,5210,7525
472,5195,7455
484,5210,7421
482,5210,7369
484,5210,7318
501,5210,7249
533,5276,7214
564,5391,7179
630,5540,7162
752,5651,7125
920,5738,7110
1081,5799,7097
1211,5870,7110
1314,5911,7105
1405,5935,7110
1472,5946,7100
1501,6001,7110
1476,6058,7104
1405,6067,7110
1317,5963,7101
1259,5804,7110
1244,5646,7105
1259,5540,7110
1255,5461,7100
1211,5408,7110
1107,5367,7108
