I,II,ABP,RESP
-273,3926,5560,1699
-296,3924,5487,1699
-273,3926,5435,1699
-197,3966,5392,1693
-182,4012,5373,1699
-256,4005,5339,1710
-273,4012,5310,1726
-168,4057,5272,1735
-91,4097,5248,1753
-139,4081,5212,1771
-182,4097,5185,1781
-123,4180,5148,1774
-91,4268,5123,1781
-187,4275,5086,1805
-273,4268,5060,1836
-228,4282,5024,1848
-182,4268,4998,1863
-268,4146,4960,1887
-364,4012,4935,1918
-304,3944,4902,1932
-182,4012,4873,1945
-198,4062,4814,1967
-364,3841,4748,2000
-468,3526,4671,2018
-364,3670,4623,2027
-214,4025,4584,2034
-273,3756,4560,2055
-435,3209,4523,2079
-364,3670,4498,2110
-162,4463,4483,2135
-273,3670,4498,2164
-545,2373,4504,2189
-364,3585,4498,2219
23,5647,4461,2246
-273,3841,4435,2274
-861,431,4422,2297
-364,3841,4435,2329
675,13453,4437,2358
-182,16389,4435,2384
-3052,6280,4424,2394
-4461,-5292,4435,2411
-2330,-5338,4442,2434
637,2475,4435,2466
977,6180,4397,2490
-637,3841,4373,2521
-1329,2329,4365,2549
-637,4012,4373,2575
-245,5051,4349,2586
-637,4012,4311,2603
-830,3309,4265,2625
-546,3841,4248,2658
-388,3993,4240,2682
-455,3329,4248,2712
-335,2929,4248,2741
-91,3158,4248,2767
2,3449,4222,2777
91,3756,4186,2795
420,4293,4125,2819
819,4865,4061,2849
1191,5157,3989,2862
1730,5378,3936,2877
2292,5724,3877,2898
2185,6060,3811,2932
1216,6122,3730,2949
182,5975,3686,2959
-155,6004,3675,2963
-91,6487,3686,2986
-410,7170,3679,3013
-1275,7597,3686,3041
-2233,7633,3709,3054
-3004,7597,3748,3069
-3650,7693,3758,3079
-4188,7768,3748,3096
-4498,7599,3717,3106
-4552,7341,3686,3123
-4412,7245,3643,3135
-4097,7255,3623,3151
-3642,6998,3634,3159
-3187,6316,3686,3178
-2821,5425,3729,3193
-2458,4695,3748,3205
-1985,4249,3740,3200
-1457,4012,3748,3205
-1045,3827,3755,3216
-819,3670,3748,3233
-690,3552,3709,3231
-546,3500,3686,3233
-405,3455,3683,3240
-364,3414,3686,3260
-420,3386,3653,3271
-455,3414,3623,3288
-408,3434,3613,3300
-364,3414,3623,3315
-369,3348,3601,3313
-364,3329,3561,3315
-299,3361,3518,3321
-273,3414,3498,3342
-326,3419,3470,3355
-364,3414,3436,3370
-310,3410,3393,3378
-273,3414,3373,3397
-323,3398,3365,3409
-364,3414,3373,3425
-311,3462,3370,3433
-273,3500,3373,3452
-330,3465,3387,3465
-364,3414,3436,3479
-274,3396,3480,3477
-182,3414,3498,3479
-238,3415,3484,3484
-364,3414,3498,3507
-404,3414,3535,3523
-364,3414,3561,3534
-352,3399,3532,3528
-364,3414,3498,3534
-332,3436,3486,3544
-273,3414,3498,3562
-258,3340,3492,3561
-273,3329,3498,3562
-250,3411,3523,3564
-182,3500,3561,3589
-124,3481,3565,3607
-91,3414,3561,3616
-34,3386,3556,3608
91,3414,3561,3616
272,3420,3549,3629
455,3414,3561,3644
582,3433,3605,3638
637,3500,3686,3644
667,3555,3751,3655
728,3585,3811,3671
825,3587,3863,3667
910,3585,3936,3671
961,3550,4015,3681
1001,3500,4123,3699
1054,3461,4224,3696
1093,3500,4311,3699
1076,3588,4363,3707
1001,3670,4435,3726
907,3684,4525,3725
819,3670,4623,3726
733,3661,4684,3732
637,3670,4748,3753
541,3667,4827,3757
455,3670,4935,3753
372,3667,5028,3742
273,3670,5123,3753
168,3706,5210,3766
91,3841,5310,3781
46,3993,5398,3778
0,4012,5497,3781
-58,3840,5591,3777
-91,3670,5685,3781
-87,3653,5747,3774
-91,3756,5810,3781
-136,3823,5866,3790
-182,3841,5935,3808
-191,3842,5990,3809
-182,3841,6060,3808
-186,3819,6122,3801
-182,3841,6185,3808
-167,3901,6215,3808
-182,3926,6247,3808
-241,3868,6272,3799
-273,3841,6310,3808
-236,3886,6333,3819
-182,3926,6372,3836
-175,3876,6404,3834
-182,3841,6435,3836
-147,3881,6433,3832
-91,3926,6435,3836
-72,3879,6431,3829
-91,3841,6435,3836
-102,3900,6405,3845
-91,4012,6372,3863
-83,4040,6331,3863
-91,4012,6310,3863
-97,3995,6275,3857
-91,4012,6247,3863
-84,4005,6210,3860
-91,4012,6185,3863
-99,4051,6132,3858
-91,4097,6060,3863
-80,4071,5957,3859
-91,4012,5872,3863
-108,3955,5799,3859
-91,4012,5747,3863
-52,4107,5681,3859
-91,4012,5622,3863
-193,3842,5554,3859
-182,4097,5497,3863
-39,4561,5427,3858
0,4439,5373,3863
-108,4006,5309,3860
-91,4439,5248,3863
34,5130,5170,3857
-91,4353,5123,3863
-317,3191,5088,3863
-91,4439,5060,3863
279,6363,4996,3846
-91,4439,4935,3836
-698,1000,4887,3828
-91,4268,4873,3836
1052,13575,4844,3835
91,16389,4810,3836
-3010,6573,4766,3821
-4461,-4609,4748,3808
-2090,-4617,4738,3787
1093,2902,4748,3781
1388,6345,4747,3777
-364,3926,4748,3781
-1021,2390,4720,3767
-182,4012,4685,3753
210,5020,4639,3734
-364,4012,4623,3726
-668,3375,4617,3710
-273,4012,4623,3699
6,4371,4615,3681
-182,4012,4623,3671
-332,3917,4627,3654
-182,4268,4623,3644
-34,4343,4587,3626
-91,4097,4560,3616
-218,3994,4534,3599
-273,4097,4498,3589
-295,4102,4425,3572
-364,4012,4373,3562
-481,3954,4357,3544
-546,4012,4373,3534
-480,4122,4371,3517
-364,4183,4373,3507
-353,4118,4374,3490
-455,4012,4373,3479
-545,3957,4338,3462
-546,4012,4311,3452
-498,4065,4301,3435
-455,4012,4311,3425
-416,3791,4284,3407
-364,3500,4248,3397
-259,3221,4225,3380
-91,3073,4248,3370
114,3118,4262,3353
273,3414,4248,3342
407,3848,4201,3326
637,4268,4186,3315
1067,4544,4205,3297
1639,4780,4248,3288
2210,5113,4257,3271
2549,5548,4248,3260
2380,5828,4234,3242
1639,5804,4248,3233
789,5681,4255,3218
455,5890,4248,3205
606,6504,4214,3184
455,7170,4186,3178
-546,7511,4152,3176
-2003,7597,4123,3178
-3136,7664,4081,3163
-3733,7768,4061,3151
-4138,7744,4054,3135
-4552,7597,4061,3123
-4782,7488,4038,3103
-4643,7511,3998,3096
-4247,7486,3950,3094
-3824,7170,3936,3096
-3440,6461,3932,3079
-3004,5548,3936,3069
-2468,4715,3927,3064
-1912,4183,3936,3069
-1451,3911,3942,3055
-1093,3756,3936,3041
-791,3577,3897,3024
-546,3414,3873,3014
-406,3344,3868,2995
-364,3414,3873,2986
-362,3500,3843,2983
-364,3500,3811,2986
-367,3419,3794,2973
-364,3414,3811,2959
-352,3477,3815,2941
-364,3500,3811,2932
-381,3423,3799,2914
-364,3414,3811,2904
-300,3513,3817,2890
-273,3585,3811,2877
-311,3500,3775,2855
-364,3414,3748,2849
-371,3439,3735,2849
-364,3500,3748,2849
-371,3458,3753,2823
-364,3414,3748,2795
-312,3453,3717,2772
-273,3500,3686,2767
-303,3446,3664,2755
-364,3414,3686,2740
-385,3493,3721,2720
-364,3585,3748,2712
-354,3553,3742,2700
-364,3500,3748,2685
-370,3527,3772,2655
-364,3585,3811,2630
-363,3574,3817,2610
-364,3585,3811,2603
-362,3654,3801,2589
-364,3670,3811,2575
-371,3535,3810,2556
-364,3414,3811,2548
-354,3432,3804,2536
-364,3500,3811,2521
-364,3466,3807,2490
-273,3414,3811,2466
-87,3442,3806,2446
91,3500,3811,2438
192,3491,3804,2424
273,3500,3811,2411
402,3561,3825,2394
546,3585,3873,2384
648,3511,3929,2368
728,3500,3998,2356
827,3603,4054,2340
910,3670,4123,2329
929,3598,4202,2313
910,3585,4311,2301
910,3753,4410,2285
910,3926,4498,2274
853,3861,4554,2258
728,3670,4623,2247
584,3593,4703,2230
455,3670,4810,2219
354,3712,4905,2203
273,3670,4998,2192
194,3654,5063,2175
91,3756,5123,2164
-21,3855,5170,2149
-91,3841,5248,2137
-100,3751,5337,2120
-91,3756,5435,2110
-119,3859,5500,2095
-182,3926,5560,2082
-240,3872,5614,2063
-273,3841,5685,2055
-308,3918,5743,2052
-364,4012,5810,2055
-401,3985,5869,2044
-364,3926,5935,2027
-290,3944,5971,2006
-273,4012,5997,2000
-327,4019,6014,1999
-364,4012,6060,2000
-353,4023,6099,1988
-364,4012,6122,1973
-406,3942,6111,1954
-364,3926,6122,1945
-199,3960,6149,1932
-91,4012,6185,1918
-141,3998,6184,1898
-182,3841,6185,1890
-129,3726,6184,1888
-182,4012,6185,1890
-365,4315,6149,1879
-364,3926,6122,1863
-169,3425,6111,1845
-182,4097,6122,1836
-333,4980,6097,1823
-91,4012,6060,1808
275,2606,6015,1789
-91,4097,5997,1781
-719,6379,5968,1778
-182,4012,5935,1781
911,-435,5873,1770
0,2646,5810,1753
-3009,12912,5736,1733
-4461,16389,5685,1726
-2152,6120,5627,1725
1093,-5378,5560,1726
1581,-4392,5457,1714
-91,4439,5373,1699
-890,7958,5318,1680
-182,4695,5310,1671
306,2799,5288,1666
-91,4780,5248,1671
-404,5958,5176,1674
-182,4609,5123,1671
-12,3697,5079,1655
-182,4439,5060,1644
-327,4936,5028,1639
-273,4439,4998,1644
-251,4068,4956,1644
-364,4268,4935,1644
-441,4365,4905,1641
-364,4183,4873,1644
-226,4066,4826,1643
-182,4097,4810,1644
-240,4075,4808,1642
-273,4012,4810,1644
-210,3924,4778,1642
-182,3841,4748,1644
-280,3827,4714,1642
-364,3926,4685,1644
-298,4043,4640,1642
-182,4097,4623,1644
-159,4079,4622,1642
-182,4097,4623,1644
-168,4154,4586,1642
-182,4183,4560,1644
-283,4129,4554,1642
-364,4097,4560,1644
-354,4132,4529,1642
-364,4183,4498,1644
-476,4150,4484,1642
-546,4097,4498,1644
-465,4079,4479,1642
-364,4097,4435,1644
-417,4086,4384,1642
-546,4097,4373,1644
-563,4141,4374,1642
-455,4183,4373,1644
-366,4126,4339,1642
-364,4012,4311,1644
-384,3859,4295,1642
-364,3670,4311,1644
-268,3415,4316,1642
-91,3244,4311,1644
151,3311,4276,1642
364,3670,4248,1644
519,4131,4231,1642
728,4524,4248,1644
1190,4781,4259,1642
1912,5036,4248,1644
2603,5390,4205,1642
2822,5804,4186,1644
2379,6031,4185,1643
1548,5975,4186,1644
870,5874,4149,1641
637,6146,4123,1644
613,6820,4117,1643
273,7511,4123,1644
-648,7851,4094,1640
-1912,7938,4061,1644
-3028,8037,4044,1646
-3733,8194,4061,1644
-4141,8203,4064,1628
-4461,8024,4061,1616
-4662,7832,4050,1612
-4552,7768,4061,1616
-4128,7639,4063,1616
-3642,7170,4061,1616
-3272,6311,4031,1615
-2913,5378,3998,1616
-2407,4671,3956,1614
-1821,4268,3936,1616
-1364,4019,3925,1618
-1093,3841,3936,1616
-906,3696,3936,1601
-728,3585,3936,1589
-598,3473,3926,1583
-546,3414,3936,1589
-542,3404,3940,1590
-546,3414,3936,1589
-548,3393,3900,1586
-546,3414,3873,1589
-515,3469,3861,1589
-455,3500,3873,1589
-386,3444,3874,1586
-364,3414,3873,1589
-400,3451,3865,1589
-455,3500,3873,1589
-444,3461,3874,1585
-364,3414,3873,1589
-305,3408,3846,1591
-364,3414,3811,1589
-491,3363,3766,1574
-546,3329,3748,1562
-467,3359,3742,1556
-364,3414,3748,1562
-366,3414,3742,1562
-455,3414,3748,1562
-505,3454,3751,1559
-455,3500,3748,1562
-374,3470,3715,1561
-364,3414,3686,1562
-445,3395,3672,1560
-546,3414,3686,1562
-589,3387,3688,1560
-546,3329,3686,1562
-453,3318,3675,1560
-364,3414,3686,1562
-308,3509,3690,1560
-273,3500,3686,1562
-235,3415,3651,1560
-182,3414,3623,1562
-130,3490,3608,1560
-91,3500,3623,1562
-33,3385,3628,1560
91,3329,3623,1562
279,3412,3606,1561
455,3500,3623,1562
566,3455,3670,1559
637,3414,3748,1562
720,3489,3812,1561
819,3585,3873,1562
918,3552,3926,1558
1001,3500,3998,1562
1044,3556,4062,1564
1001,3670,4123,1562
899,3691,4171,1546
819,3670,4248,1534
788,3699,4339,1529
728,3756,4435,1534
595,3730,4497,1535
455,3670,4560,1534
366,3650,4636,1532
273,3670,4748,1534
129,3664,4849,1533
0,3670,4935,1534
-29,3709,4990,1532
0,3756,5060,1534
-14,3777,5141,1533
-91,3841,5248,1534
-186,3923,5343,1532
-273,3926,5435,1534
-342,3815,5499,1533
-364,3756,5560,1534
-354,3825,5611,1532
-364,3926,5685,1534
-395,3932,5752,1534
-364,3926,5810,1534
-256,3973,5833,1531
-182,4012,5872,1534
-240,3960,5926,1537
-364,3926,5997,1534
-414,3972,6034,1518
-364,4012,6060,1507
-323,3929,6078,1503
-364,3841,6122,1507
-414,3880,6156,1505
-364,4012,6185,1507
-242,4059,6184,1508
-182,4012,6185,1507
-229,3970,6176,1492
-273,4012,6185,1479
-234,4045,6185,1474
-182,4012,6185,1479
-208,3935,6155,1480
-273,3926,6122,1479
-291,3977,6081,1476
-273,4012,6060,1479
-273,3967,6030,1479
-273,3926,5997,1479
-232,3948,5934,1476
-182,4012,5872,1479
-171,4025,5802,1480
-182,4012,5747,1479
-179,4023,5681,1474
-182,4097,5622,1479
-199,4184,5553,1491
-182,4268,5497,1507
-121,4298,5431,1510
-91,4268,5373,1507
-135,4219,5301,1502
-182,4268,5248,1507
-154,4383,5201,1508
-91,4439,5185,1507
-68,4356,5160,1501
-91,4268,5123,1507
-129,4257,5052,1519
-182,4268,4998,1534
-247,4193,4955,1536
-273,4097,4935,1534
-228,4043,4901,1531
-182,4012,4873,1534
-231,3924,4837,1534
-364,3841,4810,1534
-440,3821,4769,1531
-364,3841,4748,1534
-221,3785,4738,1535
-182,3670,4748,1534
-275,3578,4727,1529
-364,3585,4685,1534
-368,3630,4633,1547
-364,3670,4623,1562
-393,3695,4625,1563
-364,3756,4623,1562
-248,3818,4585,1559
-182,3841,4560,1562
-239,3818,4553,1560
-273,3841,4560,1562
-176,3905,4532,1561
-91,3926,4498,1562
-183,3837,4477,1558
-364,3756,4498,1562
-458,3765,4509,1572
-455,3841,4498,1589
-456,3860,4455,1593
-455,3926,4435,1589
-426,4056,4431,1581
-455,4012,4435,1589
-581,3813,4406,1603
-637,3926,4373,1616
-561,4177,4353,1617
-546,3841,4373,1616
-628,3241,4384,1615
-546,3585,4373,1616
-277,4198,4330,1612
-182,3244,4311,1616
-209,1797,4307,1628
91,2902,4311,1644
536,5125,4279,1646
455,3926,4248,1644
334,1168,4231,1640
1366,4609,4248,1644
2858,13672,4255,1644
2458,16389,4248,1644
172,6971,4212,1640
-728,-3585,4186,1644
1445,-3185,4170,1645
3824,4524,4186,1644
3211,8341,4194,1638
637,6658,4186,1644
-931,5880,4145,1656
-1184,7853,4123,1671
-1861,8821,4119,1673
-3278,7768,4123,1671
-4221,7298,4093,1668
-4370,8109,4061,1671
-4480,8392,4043,1670
-4734,7768,4061,1671
-4622,7446,4069,1670
-4097,7597,4061,1671
-3610,7249,4024,1668
-3278,6231,3998,1671
-2850,5218,3985,1673
-2276,4609,3998,1671
-1752,4246,4003,1656
-1366,4012,3998,1644
-1065,3826,3964,1639
-819,3670,3936,1644
-646,3551,3919,1644
-546,3500,3936,1644
-497,3507,3944,1641
-455,3585,3936,1644
-402,3658,3897,1642
-364,3670,3873,1644
-355,3581,3865,1643
-364,3500,3873,1644
-362,3497,3868,1641
-364,3585,3873,1644
-366,3654,3875,1645
-364,3670,3873,1644
-351,3602,3840,1629
-364,3500,3811,1616
-381,3430,3797,1610
-364,3500,3811,1616
-329,3630,3813,1618
-364,3670,3811,1616
-450,3569,3801,1612
-455,3500,3811,1616
-345,3541,3812,1619
-273,3585,3811,1616
-347,3505,3798,1601
-455,3414,3811,1589
-448,3426,3836,1583
-364,3500,3873,1589
-334,3510,3898,1590
-364,3500,3936,1589
-379,3508,3970,1585
-364,3500,3998,1589
-361,3431,3995,1590
-364,3414,3998,1589
-358,3473,4001,1583
-364,3500,3998,1589
-388,3424,3962,1602
-364,3414,3936,1616
-246,3546,3928,1617
-91,3670,3936,1616
18,3613,3909,1615
91,3500,3873,1616
200,3497,3850,1612
364,3585,3873,1616
526,3607,3903,1628
637,3585,3936,1644
720,3604,3955,1647
819,3670,3998,1644
931,3688,4052,1640
1001,3670,4123,1644
1012,3657,4182,1644
1001,3670,4248,1644
1004,3665,4305,1640
1001,3670,4373,1644
968,3702,4429,1645
910,3756,4498,1644
839,3767,4559,1638
728,3756,4623,1644
580,3768,4656,1656
455,3841,4685,1671
398,3886,4705,1673
364,3841,4748,1671
291,3747,4796,1668
182,3756,4873,1671
80,3858,4956,1671
0,3926,5060,1671
-60,3875,5152,1669
-91,3841,5248,1671
-116,3911,5333,1670
-182,4012,5435,1671
-265,3996,5530,1670
-273,3926,5622,1671
-205,3924,5685,1669
-182,4012,5747,1671
-269,4055,5802,1671
-364,4012,5872,1671
-379,3936,5933,1668
-364,3926,5997,1671
-381,3965,6035,1673
-364,4012,6060,1671
-267,4018,6055,1656
-182,4012,6060,1644
-207,4002,6058,1638
-273,4012,6060,1644
-259,4012,6046,1644
-182,4012,6060,1644
-149,4004,6086,1641
-182,4012,6122,1644
-206,4011,6124,1643
-182,4012,6122,1644
-160,4004,6116,1642
-182,4012,6122,1644
-209,4009,6096,1642
-182,4012,6060,1644
-119,4050,6014,1642
-91,4183,5997,1644
-105,4348,5971,1642
-91,4439,5935,1644
-29,4380,5867,1642
0,4268,5810,1644
-46,4214,5748,1642
-91,4268,5685,1644
-57,4355,5587,1642
0,4439,5497,1644
-18,4491,5420,1642
-91,4524,5373,1644
-122,4500,5310,1642
-91,4439,5248,1644
-66,4371,5174,1642
-91,4353,5123,1644
-142,4337,5078,1643
-182,4268,5060,1644
-191,4127,5033,1641
-182,4012,4998,1644
-200,3956,4930,1644
-273,3926,4873,1644
-328,3847,4827,1639
-273,3756,4810,1644
-169,3692,4780,1655
-182,3670,4748,1671
-315,3651,4706,1674
-364,3670,4685,1671
-231,3737,4656,1665
-91,3841,4623,1671
-104,3932,4576,1682
-182,4012,4560,1699
-179,4015,4558,1703
-182,4012,4560,1699
-289,4000,4527,1690
-364,3841,4498,1699
-329,3648,4482,1714
-364,3841,4498,1726
-523,4124,4502,1722
-546,3756,4498,1726
-440,3228,4469,1739
-546,3841,4435,1753
-759,4699,4391,1751
-546,3756,4373,1753
-163,2369,4368,1766
-455,3841,4373,1781
-1029,6080,4346,1779
-546,3670,4311,1781
468,-836,4270,1792
-364,2219,4248,1808
-3137,12611,4216,1807
-4461,16389,4186,1808
-2276,6317,4145,1818
819,-5378,4123,1836
1526,-4834,4111,1837
455,3841,4123,1836
250,7709,4127,1843
1275,4951,4123,1863
2093,3332,4089,1869
2367,5463,4061,1863
2673,6946,4044,1854
2640,5975,4061,1863
1659,5184,4069,1878
455,5804,4061,1890
136,6415,4022,1888
364,6573,3998,1890
-12,7048,3990,1899
-1184,7682,3998,1918
-2385,7756,3975,1923
-3187,7597,3936,1918
-3795,7786,3888,1908
-4370,8024,3873,1918
-4733,7822,3869,1934
-4734,7511,3873,1945
-4458,7462,3866,1941
-4097,7426,3873,1945
-3722,6962,3876,1957
-3278,6146,3873,1973
-2763,5359,3839,1972
-2276,4780,3811,1973
-1866,4295,3797,1981
-1457,3926,3811,2000
-1033,3736,3814,2004
-728,3670,3811,2000
-641,3579,3800,1994
-637,3500,3811,2000
-534,3484,3816,2002
-364,3500,3811,2000
-296,3450,3776,1992
-364,3414,3748,2000
-419,3439,3735,2013
-364,3500,3748,2027
-271,3502,3751,2027
-273,3500,3748,2027
-343,3505,3737,2026
-364,3500,3748,2027
-299,3438,3755,2021
-273,3414,3748,2027
-328,3453,3711,2041
-364,3500,3686,2055
-310,3461,3676,2052
-273,3414,3686,2055
-325,3433,3683,2066
-364,3500,3686,2082
-311,3493,3686,2082
-273,3414,3686,2082
-329,3359,3655,2090
-364,3414,3623,2110
-303,3494,3605,2122
-273,3500,3623,2137
-345,3429,3634,2150
-364,3414,3623,2164
-249,3468,3584,2163
-182,3500,3561,2164
-283,3444,3553,2172
-364,3414,3561,2192
-276,3458,3556,2205
-182,3500,3561,2219
-237,3449,3560,2230
-273,3414,3561,2247
-112,3482,3547,2258
91,3585,3561,2274
124,3576,3590,2286
91,3500,3623,2301
213,3462,3621,2310
455,3500,3623,2329
635,3539,3642,2353
728,3585,3686,2384
823,3636,3713,2400
910,3670,3748,2411
952,3660,3796,2418
1001,3670,3873,2438
1083,3693,3938,2462
1093,3670,3998,2493
992,3591,4048,2510
910,3585,4123,2521
925,3653,4206,2525
910,3670,4311,2548
777,3587,4404,2576
637,3585,4498,2603
595,3727,4581,2612
546,3841,4685,2630
378,3769,4783,2656
182,3670,4873,2685
101,3714,4929,2696
91,3841,4998,2712
23,3869,5079,2736
-91,3841,5185,2767
-134,3864,5276,2781
-91,3926,5373,2795
-86,3906,5463,2814
-182,3841,5560,2849
-285,3836,5627,2868
-273,3926,5685,2877
-192,3999,5734,2879
-182,4012,5810,2904
-257,3996,5877,2933
-273,4012,5935,2959
-198,4002,5960,2968
-182,3926,5997,2986
-292,3827,6047,3010
-364,3841,6122,3041
-282,3947,6168,3054
-182,4012,6185,3069
-210,3959,6170,3087
-273,3926,6185,3123
-238,3974,6213,3151
-182,4012,6247,3178
-222,3953,6247,3199
-273,3926,6247,3233
-206,3984,6244,3261
-91,4012,6247,3288
-86,3910,6218,3299
-182,3841,6185,3315
-256,3888,6144,3333
-273,3926,6122,3370
-278,3845,6087,3400
-273,3841,6060,3425
-230,4037,6024,3432
-182,4268,5997,3452
-172,4309,5940,3476
-182,4268,5872,3507
-181,4297,5794,3519
-182,4353,5747,3534
-191,4308,5694,3553
-182,4268,5622,3589
-160,4335,5513,3617
-182,4439,5435,3644
-249,4446,5392,3656
-273,4439,5373,3671
-219,4468,5313,3678
-182,4439,5248,3699
-249,4260,5195,3722
-364,4097,5185,3753
-406,4074,5162,3768
-364,4097,5123,3781
-324,3966,5052,3787
-364,3841,4998,3808
-420,3873,4952,3822
-364,3841,4935,3836
-248,3668,4906,3832
-273,3756,4873,3836
-399,3978,4825,3841
-364,3670,4810,3863
-234,3196,4809,3876
-364,3756,4810,3890
-589,4630,4778,3896
-364,3926,4748,3918
51,2741,4714,3934
-182,4012,4685,3945
-707,5969,4640,3938
-273,3926,4623,3945
588,361,4621,3957
-364,3841,4623,3973
-3153,13563,4588,3968
-4461,16389,4560,3973
-2335,6075,4551,3982
637,-5378,4560,4000
1113,-4928,4534,3997
-364,3244,4498,4000
-1094,6755,4475,4008
-546,3926,4498,4027
-208,2183,4512,4027
-546,4012,4498,4027
-707,5194,4453,4031
-455,4012,4435,4055
-321,3023,4435,4068
-364,3414,4435,4082
-197,3637,4400,4088
91,3158,4373,4110
184,3041,4365,4124
182,3670,4373,4137
379,4302,4346,4133
728,4609,4311,4137
1148,4822,4289,4142
1730,5121,4311,4164
2328,5459,4323,4177
2367,5804,4311,4192
1620,5961,4268,4198
637,5890,4248,4219
105,5894,4244,4233
0,6316,4248,4247
-231,7032,4219,4241
-910,7597,4186,4247
-1870,7739,4165,4253
-2822,7682,4186,4274
-3614,7698,4199,4284
-4188,7768,4186,4301
-4523,7686,4140,4312
-4643,7511,4123,4329
-4562,7450,4124,4327
-4279,7511,4123,4329
-3867,7359,4085,4331
-3460,6743,4061,4356
-3089,5773,4056,4373
-2640,4865,4061,4384
-2054,4284,4028,4375
-1457,4012,3998,4384
-1035,3835,3986,4395
-819,3670,3998,4411
-691,3538,3995,4406
-546,3500,3998,4411
-413,3498,4000,4420
-364,3500,3998,4438
-375,3485,3963,4436
-364,3500,3936,4438
-333,3507,3928,4444
-364,3500,3936,4466
-415,3475,3909,4468
-364,3500,3873,4466
-218,3526,3852,4455
-182,3500,3873,4466
-297,3418,3887,4477
-364,3414,3873,4493
-260,3478,3829,4491
-182,3500,3811,4493
-270,3423,3810,4488
-364,3414,3811,4493
-287,3519,3777,4488
-182,3585,3748,4493
-240,3495,3737,4490
-364,3414,3748,4493
-358,3455,3745,4486
-273,3500,3748,4493
-280,3408,3749,4493
-364,3329,3748,4493
-394,3393,3715,4473
-364,3500,3686,4466
-355,3475,3672,4462
-364,3414,3686,4466
-358,3440,3687,4449
-364,3500,3686,4438
-392,3463,3678,4430
-364,3414,3686,4438
-257,3444,3683,4427
-182,3500,3686,4411
-219,3465,3680,4387
-273,3414,3686,4384
-224,3436,3682,4373
-91,3500,3686,4356
44,3502,3679,4321
182,3500,3686,4301
362,3562,3700,4286
546,3670,3748,4274
665,3705,3805,4241
728,3670,3873,4219
806,3640,3928,4201
910,3670,3998,4192
989,3693,4078,4162
1001,3670,4186,4137
964,3632,4281,4116
910,3670,4373,4110
861,3742,4454,4083
819,3756,4560,4055
780,3689,4661,4021
728,3670,4748,4000
653,3725,4800,3970
546,3756,4873,3945
413,3693,4961,3913
273,3670,5060,3890
160,3751,5139,3859
91,3841,5248,3836
48,3834,5375,3805
0,3841,5497,3781
-56,3930,5562,3748
-91,4012,5622,3726
-94,3969,5702,3699
-91,3926,5810,3671
-123,3992,5881,3626
-182,4097,5935,3589
-213,4085,5984,3555
-182,4012,6060,3534
-148,3983,6122,3504
-182,4012,6185,3479
-259,4013,6237,3449
-273,4012,6310,3425
-213,4021,6372,3391
-182,4012,6435,3370
-232,3945,6467,3352
-273,3926,6497,3342
-234,4001,6517,3316
-182,4097,6560,3288
-210,4084,6593,3254
-273,4012,6622,3233
-263,3976,6619,3204
-182,4012,6622,3178
-140,4028,6618,3145
-182,4012,6622,3123
-224,4010,6595,3096
-182,4097,6560,3069
-102,4211,6514,3033
-91,4268,6497,3014
-153,4202,6471,2998
-182,4097,6435,2986
-132,4042,6365,2957
-91,4097,6310,2932
-129,4193,6250,2911
-182,4268,6185,2904
-158,4276,6082,2881
-91,4268,5997,2849
-68,4281,5928,2811
-91,4353,5872,2795
-93,4424,5779,2782
-91,4439,5685,2767
-110,4354,5604,2735
-91,4353,5560,2712
-42,4462,5501,2696
-91,4439,5435,2685
-185,4309,5359,2656
-91,4524,5310,2630
95,4872,5251,2610
0,4609,5185,2603
-238,4111,5103,2587
-91,4609,5060,2575
210,5354,5031,2561
-91,4439,4998,2548
-592,3047,4925,2519
-91,4268,4873,2493
802,6338,4838,2472
-182,4268,4810,2466
-3049,145,4740,2452
-4461,2731,4685,2438
-2394,12252,4667,2420
637,16389,4685,2411
1267,8174,4666,2397
-91,-2219,4623,2384
-781,-2563,4574,2364
-182,4097,4560,2356
244,6902,4553,2353
-91,4268,4560,2356
-366,2694,4557,2345
-182,4268,4560,2329
-11,5247,4552,2307
-91,4268,4560,2301
-174,3660,4564,2300
-182,4268,4560,2301
-258,4551,4526,2287
-364,4097,4498,2274
-382,3901,4466,2265
-364,4183,4435,2274
-413,4264,4390,2279
-455,4097,4373,2274
-414,4066,4372,2254
-364,4183,4373,2247
-385,4172,4337,2246
-455,4097,4311,2247
-515,4046,4303,2230
-546,4012,4311,2219
-561,3885,4283,2215
-546,3670,4248,2219
-422,3414,4228,2207
-182,3244,4248,2192
62,3218,4257,2183
182,3414,4248,2192
305,3796,4210,2196
637,4268,4186,2192
1133,4632,4172,2174
1548,4865,4186,2164
1951,5119,4191,2160
2549,5548,4186,2164
2994,5938,4153,2164
2549,5975,4123,2164
1326,5744,4089,2153
455,5804,4061,2137
526,6411,4021,2115
637,7170,3998,2110
-252,7547,3987,2110
-1821,7597,3998,2110
-3011,7692,3999,2093
-3551,7938,3998,2082
-3956,8062,3972,2080
-4461,7938,3936,2082
-4759,7719,3888,2068
-4643,7597,3873,2055
-4265,7487,3874,2049
-3824,7170,3873,2055
-3393,6484,3838,2046
-3004,5548,3811,2027
-2634,4656,3800,2005
-2185,4097,3811,2000
-1651,3861,3807,2000
