III,MCL,ABP
6443,6676,4039
5976,6549,4025
5665,6350,3995
5976,6640,3984
6170,6777,3979
5976,6519,3984
5856,6318,3961
5976,6337,3943
6045,6313,3931
5976,6185,3943
5944,6123,3943
5976,6125,3943
5980,6104,3935
5976,6095,3943
5815,5904,3941
5298,5276,3943
4706,4558,3936
4645,4488,3943
4988,4917,3942
5063,5033,3943
4997,4980,3932
5637,5761,3943
6485,6786,3961
5689,5852,3984
2763,2434,3983
-104,-788,3984
-1008,-1530,3981
-679,-788,3984
-699,-649,3975
-679,-788,3984
686,398,4001
3158,2820,4025
5115,4747,4024
5846,5427,4025
5922,5565,4024
5976,5852,4025
6007,6138,4001
5976,6246,3984
5955,6326,3976
5976,6549,3984
5965,6727,3967
5976,6610,3943
6010,6131,3913
5976,5579,3902
5788,5265,3881
5585,5306,3861
5503,5510,3831
5559,5700,3820
5624,5814,3814
5611,5852,3820
5514,5798,3804
5402,5700,3778
5314,5623,3744
5272,5609,3737
5239,5609,3739
5220,5609,3737
5186,5579,3710
5167,5549,3696
5147,5517,3693
5141,5518,3696
5131,5528,3673
5141,5549,3655
5136,5532,3648
5115,5488,3655
5057,5405,3639
5011,5337,3614
4968,5279,3585
4932,5246,3573
4873,5199,3552
4828,5155,3532
4790,5098,3506
4776,5064,3491
4770,5047,3467
4802,5064,3450
4801,5034,3436
4671,4882,3450
4338,4540,3469
3941,4124,3491
3680,3830,3490
3706,3851,3491
3953,4151,3486
4280,4548,3491
4534,4829,3484
4671,4942,3491
4705,4939,3491
4698,4912,3491
4665,4882,3465
4645,4882,3450
4645,4898,3440
4671,4912,3450
4651,4847,3444
4541,4700,3450
4377,4535,3469
4280,4457,3532
4296,4475,3604
4332,4488,3696
4196,4306,3807
3810,3851,3984
3261,3212,4198
2662,2517,4436
1954,1705,4664
1122,758,4928
507,72,5215
652,273,5503
1582,1371,5738
2662,2608,5955
3198,3200,6161
3080,3062,6366
2511,2426,6522
1618,1395,6653
536,142,6758
-339,-788,6859
-701,-1010,6924
-679,-788,6982
-636,-679,7035
-679,-788,7105
-706,-863,7142
-679,-788,7146
-690,-748,7114
-679,-788,7105
-479,-722,7105
78,-243,7105
966,734,7063
1957,1941,7023
2582,2713,6989
2427,2486,6982
1486,1331,6946
313,30,6900
-477,-703,6841
-679,-788,6818
-628,-705,6794
-679,-788,6777
-818,-940,6730
-679,-788,6694
-9,-107,6659
1096,1061,6653
2321,2470,6633
3445,3851,6612
4361,4965,6576
5011,5700,6571
5356,6069,6568
5480,6216,6571
5505,6258,6544
5507,6246,6530
5466,6164,6521
5402,6064,6530
5336,5994,6512
5298,5973,6489
5239,5909,6444
5115,5731,6407
4888,5422,6356
4593,5064,6325
4332,4776,6285
4228,4669,6243
4313,4757,6172
4515,4973,6119
4697,5197,6074
4802,5367,6037
4840,5452,5961
4880,5488,5873
4910,5480,5779
4906,5458,5709
4832,5400,5627
4750,5337,5544
4688,5269,5439
4645,5215,5339
4540,5106,5229
4332,4882,5134
4001,4489,5028
3628,4033,4928
3315,3671,4816
3210,3578,4723
3329,3742,4633
3601,4063,4559
3882,4393,4471
4097,4669,4395
4199,4819,4320
4202,4821,4271
4123,4698,4221
4045,4578,4189
3975,4487,4158
3836,4306,4148
3461,3820,4128
2845,3062,4107
2217,2344,4074
1957,2092,4066
2215,2434,4063
2819,3153,4066
3420,3856,4042
3810,4306,4025
3947,4457,4014
3889,4397,4025
3696,4208,4024
3471,4002,4025
3282,3835,4017
3158,3729,4025
3053,3633,4024
2975,3548,4025
2929,3482,4017
2923,3457,4025
2903,3437,4027
2845,3396,4025
2695,3242,3999
2453,2941,3984
2112,2520,3975
1696,2062,3984
1158,1490,3981
548,788,3984
103,258,3980
157,394,3984
720,1190,3978
1488,2122,3984
2145,2772,3984
2662,3244,3984
2994,3538,3960
2975,3275,3943
2554,2293,3934
2140,1304,3943
2246,1201,3930
3001,2122,3902
4019,3390,3864
4854,4397,3861
5295,4977,3866
5402,5246,3861
5288,5273,3817
5063,5155,3778
4778,4984,3751
4489,4851,3737
4227,4758,3709
4019,4700,3696
3855,4649,3694
3732,4609,3696
3645,4573,3672
3601,4548,3655
3573,4505,3651
3549,4457,3655
3510,4404,3633
3471,4366,3614
3419,4320,3607
3367,4275,3614
3323,4235,3595
3314,4215,3573
3302,4187,3559
3262,4154,3573
3188,4100,3578
3158,4063,3573
3167,4044,3549
3184,4063,3532
3176,4082,3520
3210,4093,3532
3267,4052,3538
3236,3942,3532
2998,3713,3503
2662,3426,3491
2453,3221,3490
2531,3275,3491
2802,3556,3466
3080,3881,3450
3222,4053,3445
3262,4093,3450
3274,4096,3428
3314,4124,3409
3343,4123,3398
3340,4093,3409
3306,4058,3406
3288,4063,3409
3285,4070,3406
3288,4063,3409
3273,4027,3398
3262,4002,3409
3255,3983,3427
3262,3972,3450
3266,3947,3443
3288,3942,3450
3323,3959,3474
3367,4002,3532
3387,4028,3583
3393,4033,3655
3388,4022,3751
3393,4033,3902
3394,4053,4071
3393,4063,4271
3387,4046,4481
3393,4033,4723
3396,4029,4966
3393,4033,5216
3392,4038,5442
3419,4063,5668
3433,4072,5875
3393,4033,6078
3328,3976,6250
3314,3972,6407
3286,3949,6533
3106,3760,6653
2795,3424,6753
2584,3184,6859
2531,3113,6945
2349,2911,7023
1707,2187,7066
705,1001,7105
-208,-150,7126
-679,-788,7146
-750,-896,7132
-679,-788,7105
-655,-748,7057
-679,-788,7023
-693,-813,6978
-679,-788,6941
-671,-775,6890
-679,-788,6859
-686,-800,6827
-679,-788,6818
-675,-783,6794
-679,-788,6777
-693,-807,6746
-679,-788,6735
-667,-773,6713
-679,-788,6694
-708,-827,6660
-679,-788,6653
-642,-738,6649
-679,-788,6653
-743,-875,6626
-679,-788,6612
-587,-662,6602
-679,-788,6612
-829,-994,6594
-679,-788,6571
-435,-455,6539
-679,-788,6530
-1182,-1466,6510
-679,-788,6489
1440,1961,6443
4071,5185,6407
5653,6856,6361
5976,6944,6325
5901,6764,6265
5976,6944,6202
6041,7069,6115
5976,6944,6037
5926,6854,5949
5976,6944,5873
6004,6996,5786
5976,6944,5709
5955,6906,5610
5976,6944,5503
5983,6959,5373
5976,6944,5257
5969,6931,5145
5976,6944,5052
5975,6944,4945
5976,6944,4846
5974,6940,4737
5976,6944,4641
5970,6936,4544
5976,6944,4477
5970,6936,4412
5976,6944,4353
5970,6936,4278
5976,6944,4230
5970,6936,4202
5976,6944,4189
5970,6936,4147
5976,6944,4107
5970,6936,4073
5976,6944,4066
5970,6936,4045
5976,6944,4025
5970,6936,3995
5976,6944,3984
5970,6936,3974
5976,6944,3984
5970,6936,3984
5976,6944,3984
5970,6936,3971
5976,6944,3984
5971,6936,4004
5976,6944,4025
5970,6937,4019
5976,6944,4025
5970,6936,4041
5976,6944,4066
5971,6938,4063
5976,6944,4066
5968,6934,4078
5976,6944,4107
5974,6940,4111
5976,6944,4107
5959,6930,4098
5950,6944,4107
5904,6946,4106
5820,6944,4107
5691,6921,4100
5585,6944,4107
5474,6969,4107
5350,6944,4107
5248,6803,4087
5324,6640,4066
5581,6510,4036
5872,6458,4025
5994,6463,4020
5976,6580,4025
5940,6768,4009
5976,6944,3984
6000,6982,3951
5976,6944,3943
5937,6910,3942
5976,6944,3943
6028,6942,3919
5976,6853,3902
5739,6659,3892
5428,6458,3902
5143,6287,3890
4932,6185,3861
4761,6116,3811
4671,6095,3778
4655,6086,3754
4671,6095,3737
4632,6070,3697
4567,6034,3655
4505,5979,3618
4463,5943,3614
4392,5903,3616
4332,5882,3614
4299,5859,3589
4306,5852,3573
4303,5824,3564
4306,5791,3573
4305,5737,3571
4306,5700,3573
4270,5663,3569
4228,5640,3573
4191,5605,3557
4150,5549,3532
4084,5477,3498
4045,5458,3491
4024,5458,3491
3967,5397,3491
3898,5314,3466
3941,5367,3450
4015,5452,3442
3941,5337,3450
3824,5151,3447
3967,5276,3450
4178,5483,3448
3993,5215,3450
3649,4788,3440
3915,5155,3450
4480,5879,3468
3862,5064,3491
1589,2126,3475
-679,-788,3450
-1291,-1575,3430
-679,-788,3450
-366,-384,3472
-679,-788,3491
-881,-1056,3484
-679,-788,3491
-550,-608,3510
-679,-788,3573
-778,-942,3657
-679,-788,3778
-611,-659,3910
-679,-788,4066
-750,-947,4230
-679,-788,4436
-599,-578,4666
-679,-788,4928
-867,-1222,5177
-679,-788,5421
418,1164,5645
2427,3942,5873
4471,6104,6082
5507,6944,6284
5286,6755,6453
4515,6155,6612
3987,5603,6740
3941,5458,6859
4219,5803,6945
4750,6367,7023
5433,6772,7070
5976,6944,7105
6109,6975,7108
5976,6944,7105
5900,6899,7082
5976,6944,7064
6022,7004,7035
5976,6944,7023
5950,6841,7000
5976,6944,6982
5793,7057,6949
5167,6640,6941
4259,5629,6936
3654,4851,6941
3792,5020,6917
4593,5913,6900
5471,6673,6874
5976,6944,6859
6051,6935,6815
5976,6944,6777
5940,6953,6728
5976,6944,6694
5988,6923,6644
5976,6944,6612
5957,6944,6581
5976,6944,6571
5982,6932,6545
5976,6944,6530
5958,6938,6504
5976,6944,6489
5989,6937,6460
5976,6944,6448
5913,6936,6427
5872,6944,6407
5875,6938,6360
5924,6944,6325
5953,6938,6283
5950,6944,6243
5909,6936,6174
5872,6944,6119
5829,6941,6071
5794,6944,6037
5751,6935,5975
5715,6944,5914
5665,6948,5847
5611,6944,5791
5541,6892,5709
5480,6822,5627
5411,6735,5537
5350,6671,5462
5284,6612,5364
5246,6580,5257
5208,6536,5139
5167,6489,5052
5099,6412,4968
5037,6337,4887
4931,6199,4779
4698,5913,4682
4198,5328,4591
3445,4457,4518
2557,3425,4428
1775,2517,4353
1266,1935,4294
1148,1819,4271
1393,2132,4236
1931,2790,4189
2592,3575,4129
3210,4275,4107
3595,4673,4103
3706,4760,4107
3620,4643,4082
3549,4548,4066
3602,4586,4057
3784,4791,4066
3989,5053,4060
4176,5306,4066
4318,5490,4079
4437,5640,4107
4505,5747,4110
4541,5822,4107
4531,5819,4099
4489,5761,4107
4401,5670,4105
4306,5609,4107
4229,5572,4101
4202,5549,4107
4197,5518,4105
4202,5518,4107
4181,5535,4101
4150,5549,4107
4095,5500,4105
4045,5427,4107
3993,5358,4100
3967,5337,4107
3944,5322,4109
3915,5306,4107
3830,5263,4081
3706,5215,4066
3568,5126,4059
3497,5003,4066
3519,4846,4050
3654,4730,4025
3873,4657,3993
4176,4639,3984
4508,4663,3979
4828,4791,3984
5073,5003,3968
5246,5246,3943
5341,5423,3908
5376,5549,3902
5324,5614,3903
5193,5609,3902
4967,5479,3875
4671,5276,3861
4330,5063,3857
4019,4912,3861
3771,4800,3837
3601,4730,3820
3475,4680,3812
3393,4669,3820
3339,4658,3802
3314,4639,3778
3287,4589,3751
3262,4548,3737
3229,4519,3714
3210,4518,3696
3198,4513,3673
3210,4518,3655
3215,4515,3626
3210,4518,3614
3178,4492,3611
3158,4457,3614
3148,4411,3593
3158,4397,3573
3156,4392,3561
3158,4397,3573
3147,4380,3577
3132,4366,3573
3098,4346,3548
3080,4336,3532
3074,4315,3521
3080,4306,3532
3066,4290,3536
3053,4275,3532
3045,4238,3506
3053,4215,3491
3053,4204,3483
3053,4215,3491
3048,4204,3489
3053,4184,3491
3053,4156,3486
3053,4154,3491
3039,4154,3486
3027,4154,3491
3015,4131,3487
3027,4124,3491
3050,4128,3484
3080,4154,3491
3084,4160,3490
3080,4154,3491
3069,4130,3477
3080,4124,3491
3099,4126,3520
3132,4154,3573
3156,4182,3619
3184,4215,3696
3206,4228,3799
3236,4245,3943
3260,4255,4091
3288,4275,4271
3311,4278,4476
3340,4275,4723
3358,4263,4968
3367,4275,5216
3360,4291,5453
3367,4306,5709
3371,4290,5947
3367,4275,6161
3336,4266,6326
3314,4275,6489
3301,4267,6639
3288,4245,6777
3249,4198,6864
3210,4154,6941
3179,4111,7005
3158,4093,7064
3112,4080,7073
3053,4063,7064
2992,4009,7039
2949,3942,7023
2907,3877,6982
2871,3851,6941
2836,3837,6890
2819,3820,6859
2797,3774,6825
2766,3729,6818
2712,3690,6812
2662,3669,6818
2615,3629,6796
2584,3578,6777
2551,3519,6746
2531,3487,6735
2516,3467,6712
2505,3457,6694
2479,3435,6652
2453,3426,6612
2431,3422,6559
2427,3426,6530
2424,3411,6501
2427,3396,6489
2426,3376,6462
2427,3366,6448
2415,3346,6423
2401,3335,6407
2389,3327,6377
2401,3335,6366
2418,3337,6346
2427,3335,6325
2406,3318,6276
2375,3305,6243
2342,3285,6216
2323,3275,6202
2303,3265,6148
2297,3275,6078
2293,3279,6000
2297,3275,5955
2284,3243,5902
2270,3214,5832
2252,3190,5722
2244,3184,5627
2231,3177,5539
2218,3184,5462
2179,3188,5356
2114,3184,5257
2021,3142,5165
1931,3093,5093
1846,3064,4993
1749,3093,4887
1663,3136,4773
1696,3153,4682
1921,3122,4590
2297,3093,4518
2707,3084,4448
3106,3093,4395
3377,3087,4328
3445,3093,4271
3427,3115,4216
3575,3153,4189
3744,3173,4164
3601,3184,4148
3301,3178,4121
3340,3153,4107
3372,3091,4085
2427,3032,4066
592,2998,4034
-679,3002,4025
-754,3004,4022
-679,3002,4025
-1076,2986,4001
-679,2971,3984
1543,2940,3973
4358,2911,3984
5806,2884,3982
5820,2881,3984
5690,2888,3978
5924,2911,3984
5917,2926,3980
5402,2941,3984
4747,2950,3981
4280,2971,3984
3997,2981,3976
3993,2971,3984
4325,2933,3986
4802,2911,3984
5092,2905,3957
5141,2911,3943
5052,2902,3937
4906,2911,3943
4728,2929,3935
4567,2941,3943
4423,2913,3959
4254,2881,3984
4106,2854,3984
4176,2820,3984
4566,2728,3981
5167,2608,3984
5690,2505,3962
5976,2486,3943
6026,2575,3932
5976,2790,3943
5939,3069,3933
5976,3335,3902
6004,3519,3850
5872,3639,3820
5460,3695,3798
4802,3669,3778
3992,3528,3734
3158,3335,3696
2419,3163,3667
1905,3062,3655
1651,3003,3632
1592,2971,3614
1615,2948,3591
1722,2941,3573
1971,2927,3544
2375,2911,3532
2710,2887,3528
2714,2881,3532
2332,2878,3512
1827,2881,3491
1393,2874,3478
1070,2881,3491
856,2893,3496
835,2911,3491
814,2909,3465
470,2911,3450
-193,2919,3442
-679,2941,3450
-765,2946,3450
-679,2941,3450
-470,2922,3431
313,2911,3409
1719,2901,3378
2923,2911,3368
3174,2923,3365
2819,2941,3368
2697,2950,3347
3053,2971,3327
3476,2990,3314
3732,3002,3327
3919,2986,3333
4123,2971,3327
4253,2963,3299
4306,2971,3286
4357,2971,3279
4437,2971,3286
4484,2967,3280
4463,2971,3286
4296,2968,3286
3862,2971,3286
3099,2978,3261
2218,3002,3245
1657,3026,3235
1775,3062,3245
2469,3101,3240
3262,3153,3245
3704,3192,3253
3758,3214,3286
3626,3211,3317
3497,3214,3368
3431,3223,3430
3471,3244,3532
3567,3265,3656
3628,3305,3820
3600,3352,3994
3601,3396,4189
3695,3403,4383
3810,3396,4600
3809,3387,4809
3732,3396,5011
3674,3398,5176
3654,3396,5339
3539,3388,5487
3262,3396,5627
2886,3400,5730
2558,3396,5832
2349,3365,5930
2270,3335,6037
2301,3311,6122
2479,3305,6202
2800,3293,6264
3184,3275,6325
3463,3234,6364
3523,3184,6407
3343,3119,6433
3027,3062,6448
2707,3009,6426
2531,2971,6407
2560,2935,6383
2740,2911,6366
2874,2889,6321
2819,2881,6284
2608,2866,6250
2453,2850,6243
2450,2819,6221
2505,2790,6202
2452,2754,6171
2297,2729,6161
2131,2705,6138
2010,2699,6119
1888,2696,6088
1775,2699,6078
1732,2685,6060
1827,2668,6037
2004,2646,5987
2140,2638,5955
2101,2634,5929
1905,2638,5914
1716,2635,5870
1749,2638,5832
2033,2635,5798
2401,2638,5791
2637,2635,5771
2714,2638,5750
2747,2636,5709
2845,2638,5668
2946,2633,5603
2923,2638,5544
2695,2639,5478
2349,2638,5421
2006,2620,5342
1749,2608,5257
1537,2601,5151
1357,2608,5052
1234,2607,4943
1253,2608,4846
1388,2603,4740
1540,2608,4641
1573,2606,4530
1488,2608,4436
1360,2603,4344
1305,2608,4271
1332,2607,4186
1435,2608,4107
1627,2602,4027
1983,2608,3984
2525,2609,3955
3210,2608,3943
3931,2597,3917
4619,2608,3902
5227,2627,3879
5715,2638,3861
5988,2619,3828
5976,2608,3820
5717,2615,3818
5350,2638,3820
5007,2649,3794
4828,2668,3778
4986,2690,3773
5507,2699,3778
5970,2669,3757
5741,2638,3737
4639,2628,3727
3236,2638,3737
2264,2628,3736
1905,2608,3737
1793,2586,3733
1592,2577,3737
1265,2560,3730
940,2547,3737
681,2539,3752
522,2547,3778
455,2548,3781
470,2547,3778
492,2539,3770
496,2547,3778
456,2560,3778
418,2577,3778
408,2579,3770
470,2577,3778
600,2571,3781
809,2577,3778
1050,2587,3753
1279,2608,3737
1403,2615,3731
1435,2608,3737
1407,2583,3721
1383,2577,3696
1373,2587,3665
1409,2608,3655
1489,2616,3651
1670,2638,3655
2027,2671,3639
2531,2699,3614
2870,2668,3581
2714,2577,3573
2178,2434,3573
1775,2274,3573
1786,2121,3549
2062,2032,3532
2531,2034,3524
3445,2153,3532
4772,2369,3517
5872,2668,3491
6190,2989,3458
5976,3275,3450
5844,3461,3448
5976,3548,3450
6093,3537,3430
5976,3457,3409
5553,3314,3382
4750,3153,3368
3603,2998,3346
2453,2881,3327
1663,2797,3300
1279,2759,3286
1087,2740,3277
966,2729,3286
914,2706,3288
940,2699,3286
989,2707,3262
1044,2729,3245
1088,2733,3234
1096,2729,3245
1025,2722,3248
913,2729,3245
806,2730,3221
757,2729,3203
735,2712,3193
731,2699,3203
711,2679,3208
705,2668,3203
705,2659,3178
731,2668,3162
762,2681,3154
809,2699,3162
871,2700,3161
966,2699,3162
1100,2693,3158
1279,2699,3162
1473,2698,3160
1644,2699,3162
1761,2691,3159
1853,2699,3162
1978,2711,3159
2192,2729,3162
2490,2731,3159
2819,2729,3162
3080,2722,3158
3210,2729,3162
3205,2739,3160
3132,2759,3162
3044,2773,3155
2949,2790,3162
2793,2800,3164
2558,2820,3162
2254,2835,3137
1957,2850,3121
1723,2857,3112
1592,2881,3121
1535,2909,3117
1514,2941,3121
1486,2955,3128
1461,2971,3162
1447,2984,3206
1461,3002,3286
1512,3019,3387
1618,3062,3532
1751,3115,3697
1879,3153,3902
2001,3153,4119
2218,3153,4353
2600,3164,4574
3158,3184,4805
3784,3190,5030
4358,3214,5257
4720,3251,5451
4750,3275,5627
4442,3248,5772
3941,3214,5914
3379,3202,6037
2819,3214,6161
2324,3196,6266
2010,3153,6366
1880,3108,6435
1827,3093,6489
1822,3080,6512
2010,3062,6530
2444,3028,6529
3001,3002,6530
3574,2972,6511
4150,2941,6489
4493,2900,6446
4176,2881,6407
3121,2876,6358
1905,2881,6325
1137,2864,6281
861,2850,6243
715,2844,6190
548,2850,6161
444,2838,6133
444,2820,6119
442,2798,6091
418,2790,6078
421,2774,6058
470,2759,6037
513,2738,5988
548,2729,5955
601,2723,5928
679,2729,5914
755,2728,5870
835,2729,5832
896,2724,5798
913,2729,5791
858,2730,5769
783,2729,5750
725,2711,5721
705,2699,5709
698,2691,5685
705,2699,5668
713,2700,5629
731,2699,5586
765,2684,5519
835,2668,5462
887,2647,5399
861,2638,5339
782,2633,5255
809,2638,5175
1072,2636,5089
1540,2638,5011
2037,2635,4909
2427,2638,4805
2682,2643,4693
2845,2668,4600
2918,2692,4508
2897,2699,4436
2810,2669,4353
2740,2638,4271
2727,2624,4176
2766,2638,4107
2854,2653,4054
3001,2668,4025
3119,2679,3981
3053,2699,3943
2745,2713,3907
2375,2729,3902
2146,2740,3898
2114,2759,3902
2163,2766,3893
2218,2759,3902
2245,2728,3904
2244,2699,3902
2208,2675,3874
2166,2668,3861
2090,2657,3855
1931,2638,3861
1699,2583,3852
1540,2486,3861
1569,2347,3878
1775,2213,3902
2065,2109,3899
2427,2062,3902
2887,2075,3914
3445,2183,3943
4031,2380,3947
4541,2638,3943
4820,2888,3934
4750,3093,3943
4377,3198,3943
3941,3184,3943
3654,3059,3924
3523,2911,3902
3386,2795,3871
3106,2729,3861
2641,2674,3846
2036,2638,3820
1375,2624,3767
783,2638,3737
347,2643,3731
78,2638,3737
-76,2627,3716
-157,2638,3696
-195,2655,3686
-209,2668,3696
-224,2655,3694
-235,2638,3696
-243,2627,3695
-235,2638,3696
-227,2642,3673
-209,2638,3655
-188,2624,3647
-157,2638,3655
-130,2668,3641
-104,2699,3614
-85,2701,3580
-52,2699,3573
-14,2695,3572
26,2699,3573
54,2693,3552
78,2699,3532
111,2711,3519
157,2729,3532
201,2727,3538
235,2729,3532
259,2738,3503
287,2759,3491
317,2762,3488
339,2759,3491
350,2753,3469
365,2759,3450
396,2758,3426
444,2759,3409
495,2763,3378
548,2790,3368
601,2820,3366
652,2850,3368
693,2863,3341
731,2881,3327
776,2903,3333
835,2941,3368
893,2972,3386
940,3002,3409
975,3016,3435
1018,3032,3491
1070,3050,3555
1122,3093,3655
1162,3141,3781
1200,3184,3943
1241,3199,4101
1279,3214,4271
1305,3237,4442
1331,3275,4641
1367,3296,4842
1409,3305,5052
1432,3301,5239
1435,3305,5421
1437,3305,5582
1461,3305,5750
1496,3291,5909
1514,3275,6078
1495,3244,6228
1461,3214,6366
1437,3187,6470
1435,3184,6571
1432,3178,6656
1409,3153,6735
1366,3092,6771
1331,3032,6777
1311,2989,6750
1305,2971,6735
1293,2944,6715
1279,2911,6694
1263,2872,6647
1253,2850,6612
1238,2831,6582
1227,2820,6571
1220,2802,6545
1227,2790,6530
1229,2770,6518
1227,2759,6530
1217,2751,6517
1227,2759,6489
1239,2761,6435
1253,2759,6407
1282,2740,6382
1383,2729,6366
1558,2722,6320
1749,2729,6284
1871,2728,6250
1905,2729,6243
1866,2724,6220
1801,2729,6202
1757,2728,6172
1775,2729,6161
1810,2724,6136
1801,2729,6119
1787,2730,6091
1983,2729,6078
2556,2713,6055
3393,2699,6037
4078,2680,5996
4202,2668,5955
3654,2658,5893
2714,2668,5832
1826,2685,5749
1305,2699,5668
1151,2686,5577
1174,2668,5503
1199,2649,5421
1200,2638,5339
1207,2619,5233
1227,2608,5134
1228,2601,5026
1227,2608,4928
1243,2606,4818
1279,2608,4723
1294,2606,4631
1279,2608,4559
1247,2594,4474
1227,2577,4395
1217,2564,4304
1227,2577,4230
1244,2596,4157
1279,2608,4107
1309,2592,4059
1331,2577,4025
1334,2570,3979
1331,2577,3943
1335,2577,3908
1357,2577,3902
1378,2574,3898
1383,2577,3902
1368,2566,3893
1357,2547,3902
1348,2514,3916
1331,2486,3943
1303,2469,3946
1305,2486,3943
1359,2517,3933
1461,2547,3943
1578,2558,3946
1696,2577,3943
1796,2598,3917
1853,2608,3902
1832,2588,3893
1749,2577,3902
1650,2586,3899
1592,2608,3902
1572,2608,3897
1566,2608,3902
1556,2616,3897
1566,2638,3902
1600,2650,3899
1644,2668,3902
1672,2695,3895
1696,2729,3902
1717,2737,3903
1722,2729,3902
1696,2710,3877
1670,2699,3861
1663,2681,3853
1670,2668,3861
1667,2651,3846
1670,2638,3820
1690,2618,3785
1722,2608,3778
1738,2601,3779
1749,2608,3778
1760,2608,3754
1775,2608,3737
1769,2602,3730
1749,2608,3737
1719,2609,3723
1696,2608,3696
1677,2598,3662
1670,2608,3655
1669,2625,3655
1670,2638,3655
1657,2623,3633
1644,2608,3614
1635,2599,3592
1644,2608,3573
1654,2614,3543
1670,2638,3532
1679,2668,3530
1696,2699,3532
1716,2700,3509
1749,2699,3491
1773,2704,3483
1775,2729,3491
1721,2740,3487
1618,2729,3491
1494,2674,3492
1409,2577,3491
1398,2431,3466
1488,2274,3450
1688,2152,3445
2010,2122,3450
2403,2186,3431
2792,2335,3409
3112,2545,3384
3367,2820,3368
3562,3105,3340
3680,3335,3327
3683,3446,3323
3575,3457,3327
3377,3390,3306
3106,3275,3286
2787,3117,3275
2479,2971,3286
2235,2868,3287
2062,2820,3286
1922,2794,3278
1801,2790,3286
1716,2789,3286
1696,2790,3286
1710,2771,3277
1722,2759,3286
1687,2755,3291
1618,2759,3286
1504,2754,3257
1331,2759,3245
1037,2772,3243
626,2790,3245
167,2788,3221
-209,2790,3203
-485,2798,3198
-679,2820,3203
-764,2824,3184
-679,2820,3162
-565,2811,3151
-626,2820,3162
-731,2823,3164
-365,2820,3162
758,2800,3155
2323,2790,3162
3761,2784,3162
4750,2790,3162
5144,2786,3155
4854,2790,3162
4091,2797,3165
3445,2820,3162
3321,2837,3138
3523,2850,3121
3633,2849,3111
3549,2850,3121
3370,2846,3121
3053,2850,3121
2475,2855,3113
1749,2881,3121
1058,2909,3121
444,2941,3121
-135,2956,3110
-548,2971,3121
-686,2983,3138
-679,3002,3162
-688,3013,3170
-679,3032,3203
-640,3055,3265
-679,3093,3368
-757,3124,3476
-679,3153,3614
-590,3167,3775
-679,3184,3984
-302,3203,4213
1514,3244,4477
4229,3289,4742
5976,3335,5011
6095,3365,5255
5976,3396,5503
6385,3416,5736
5924,3426,5955
3530,3411,6126
731,3396,6284
-367,3386,6427
26,3396,6571
287,3399,6671
0,3396,6735
-116,3378,6758
26,3366,6777
-159,3348,6777
-679,3335,6777
-956,3316,6753
-679,3305,6735
138,3289,6709
1331,3275,6694
2227,3244,6667
1931,3214,6653
531,3179,6639
-679,3153,6653
-902,3122,6667
-679,3093,6694
-740,3056,6697
-679,3032,6694
161,3011,6667
1461,3002,6653
2247,2977,6629
2218,2941,6612
1858,2897,6569
1514,2881,6530
939,2879,6480
52,2881,6448
-537,2861,6401
-78,2850,6366
1292,2847,6328
2662,2850,6325
3500,2832,6322
4176,2820,6325
5064,2824,6299
5846,2850,6284
6086,2858,6272
5976,2850,6284
5859,2829,6270
5585,2820,6243
4974,2805,6191
4489,2790,6161
4709,2766,6123
5454,2759,6078
5949,2757,6006
5768,2759,5955
5077,2744,5913
4202,2729,5873
3277,2718,5791
2375,2729,5709
1633,2742,5635
1174,2759,5586
994,2761,5510
966,2759,5421
955,2752,5313
966,2759,5216
1068,2764,5107
1331,2759,5011
1695,2727,4917
2088,2699,4846
2399,2677,4764
2584,2668,4682
2608,2650,4588
2505,2638,4518
2254,2631,4450
1827,2638,4395
1212,2637,4325
548,2638,4271
-10,2635,4222
-365,2638,4189
-576,2633,4143
-679,2638,4107
-601,2648,4075
-183,2668,4066
584,2681,4046
1488,2699,4025
2226,2713,3992
2662,2729,3984
2842,2729,3980
2897,2729,3984
2900,2725,3974
2897,2729,3984
2904,2719,4001
2949,2699,4025
2997,2664,4024
3027,2638,4025
3030,2616,4023
3053,2608,4025
3080,2601,4002
3080,2608,3984
3018,2609,3974
2949,2608,3984
2919,2598,3971
2923,2608,3943
2902,2625,3906
2845,2638,3902
2776,2623,3904
2714,2608,3902
2614,2600,3874
2479,2608,3861
2387,2606,3857
2453,2608,3861
2644,2615,3838
2871,2638,3820
3147,2654,3811
3680,2668,3820
4547,2678,3805
5507,2699,3778
6074,2705,3745
5976,2699,3737
5302,2683,3735
4410,2699,3737
3591,2726,3719
2975,2729,3696
2537,2669,3666
2244,2577,3655
2078,2463,3650
2062,2335,3655
2195,2197,3640
2479,2122,3614
2865,2149,3580
3288,2274,3573
3650,2463,3574
3915,2729,3573
4100,3035,3547
4254,3305,3532
4336,3451,3528
4280,3487,3532
4038,3442,3510
3706,3335,3491
3363,3167,3482
3080,3002,3491
2821,2884,3477
2610,2820,3450
2449,2765,3417
2349,2729,3409
2279,2717,3407
2244,2729,3409
2227,2730,3391
2218,2729,3368
2207,2726,3338
2218,2729,3327
2231,2724,3322
2244,2729,3327
2367,2741,3310
2792,2759,3286
3549,2759,3254
4463,2759,3245
5316,2756,3243
5976,2759,3245
6228,2753,3223
5846,2759,3203
4877,2771,3191
3810,2790,3203
