I,II,ABP,RESP
3195,2048,2379,810
3214,2052,2380,828
3256,2067,2385,836
3293,2106,2380,848
3300,2150,2342,865
3333,2197,2305,887
3405,2228,2283,905
3492,2251,2268,926
3537,2264,2231,948
3571,2288,2194,966
3621,2315,2168,973
3690,2342,2157,986
3725,2353,2134,1005
3730,2360,2120,1025
3720,2366,2114,1034
3730,2378,2120,1045
3743,2380,2101,1062
3770,2378,2082,1084
3802,2374,2069,1096
3849,2378,2082,1104
3878,2375,2094,1112
3889,2360,2120,1123
3879,2330,2146,1131
3889,2306,2194,1143
3907,2286,2250,1160
3928,2269,2343,1183
3926,2238,2457,1195
3928,2197,2603,1202
3929,2148,2764,1207
3928,2106,2975,1222
3905,2061,3230,1241
3889,2015,3533,1261
3872,1965,3842,1273
3849,1924,4165,1281
3800,1881,4492,1286
3770,1834,4834,1301
3763,1774,5150,1320
3770,1725,5429,1340
3748,1691,5660,1351
3730,1670,5875,1360
3714,1639,6063,1367
3690,1598,6210,1380
3627,1548,6286,1390
3571,1507,6322,1399
3540,1472,6329,1405
3532,1452,6322,1419
3505,1434,6267,1437
3492,1416,6173,1459
3490,1392,6045,1470
3492,1380,5912,1478
3464,1373,5765,1485
3452,1362,5615,1498
3465,1333,5457,1508
3492,1307,5318,1518
3490,1292,5182,1523
3492,1289,5057,1537
3506,1280,4922,1556
3532,1271,4797,1577
3529,1262,4666,1588
3532,1253,4537,1597
3546,1229,4385,1603
3571,1198,4239,1616
3569,1167,4096,1626
3571,1144,3979,1636
3596,1117,3861,1642
3651,1089,3756,1656
3682,1060,3649,1666
3690,1035,3570,1675
3680,1002,3503,1679
3690,962,3458,1695
3707,919,3403,1715
3730,890,3347,1735
3732,870,3280,1741
3730,853,3235,1754
3721,821,3195,1773
3730,781,3161,1794
3733,743,3115,1801
3730,726,3086,1813
3706,723,3065,1831
3690,726,3049,1853
3681,726,3011,1861
3690,726,2975,1872
3690,726,2937,1889
3690,726,2900,1912
3673,719,2842,1922
3651,708,2789,1932
3607,695,2744,1945
3571,690,2715,1971
3550,688,2674,1991
3571,690,2640,2010
3608,689,2612,2027
3651,690,2603,2050
3670,693,2595,2068
3690,708,2603,2089
3707,732,2616,2107
3730,763,2640,2129
3733,780,2654,2146
3730,781,2677,2168
3710,772,2707,2186
3690,781,2752,2208
3662,810,2788,2224
3651,853,2826,2247
3646,895,2868,2266
3651,944,2938,2286
3644,999,3012,2301
3651,1053,3086,2326
3664,1096,3142,2354
3690,1144,3198,2385
3706,1199,3233,2403
3730,1253,3235,2424
3752,1285,3185,2448
3770,1307,3124,2484
3744,1335,3072,2513
3690,1380,3049,2543
3619,1426,3037,2567
3571,1471,3049,2602
3530,1509,3078,2633
3492,1543,3124,2661
3430,1565,3161,2676
3373,1580,3198,2700
3332,1588,3231,2727
3333,1598,3272,2759
3338,1600,3307,2779
3333,1598,3347,2799
3304,1596,3373,2815
3293,1616,3384,2838
3305,1652,3366,2855
3333,1688,3347,2878
3338,1704,3328,2896
3333,1707,3310,2917
3323,1704,3263,2925
3333,1707,3198,2937
3333,1705,3120,2950
3333,1707,3049,2976
3332,1706,2974,2996
3373,1707,2900,3016
3419,1706,2820,3023
3452,1725,2752,3035
3444,1747,2689,3042
3452,1761,2640,3055
3486,1754,2585,3061
3532,1761,2529,3075
3523,1780,2464,3083
3452,1779,2417,3095
3302,1708,2387,3099
3095,1580,2380,3114
2877,1430,2366,3125
2778,1307,2343,3134
2872,1234,2300,3129
3174,1253,2268,3134
3635,1380,2243,3141
4246,1616,2231,3154
4952,1921,2210,3151
5674,2269,2194,3154
6303,2618,2173,3159
6785,2923,2157,3173
7029,3128,2132,3174
6944,3214,2120,3173
6504,3173,2114,3168
5873,3032,2120,3173
5250,2824,2117,3172
4762,2614,2120,3173
4384,2437,2127,3169
4087,2306,2157,3173
3840,2198,2200,3172
3651,2106,2268,3173
3483,2014,2344,3168
3333,1924,2417,3173
3204,1838,2472,3173
3135,1779,2529,3173
3107,1745,2586,3160
3095,1725,2640,3154
3056,1701,2666,3149
3016,1688,2677,3154
2983,1685,2687,3145
2976,1688,2715,3134
2965,1678,2749,3117
2976,1670,2789,3114
2991,1667,2815,3112
3016,1670,2826,3114
3015,1655,2812,3103
3016,1634,2789,3095
3012,1615,2745,3080
3016,1616,2677,3075
3006,1617,2581,3063
3016,1616,2491,3055
3046,1609,2422,3041
3095,1616,2380,3035
3122,1626,2349,3024
3135,1634,2343,3016
3132,1629,2353,3001
3135,1634,2380,2996
3130,1648,2397,2986
3135,1670,2417,2976
3134,1683,2435,2953
3135,1707,2454,2937
3124,1745,2438,2922
3135,1797,2380,2917
3164,1841,2275,2905
3214,1888,2157,2897
3255,1939,2024,2886
3293,1997,1896,2878
3316,2044,1787,2857
3333,2088,1748,2838
3340,2129,1775,2820
3373,2179,1859,2819
3427,2223,1958,2811
3492,2269,2082,2799
3522,2313,2214,2773
3532,2360,2343,2759
3536,2398,2427,2748
3571,2433,2491,2740
3612,2464,2543,2717
3651,2505,2603,2700
3668,2544,2642,2688
3690,2578,2677,2681
3710,2592,2713,2659
3730,2596,2789,2641
3728,2593,2894,2627
3730,2596,3049,2621
3740,2596,3242,2603
3770,2596,3495,2582
3780,2587,3781,2558
3770,2578,4090,2543
3740,2556,4378,2521
3730,2524,4648,2503
3729,2479,4891,2481
3730,2451,5132,2464
3707,2433,5357,2440
3690,2415,5578,2424
3682,2377,5781,2406
3690,2342,5987,2385
3688,2313,6178,2351
3690,2288,6359,2326
3677,2247,6501,2305
3651,2215,6619,2286
3600,2198,6704,2254
3571,2197,6768,2227
3565,2182,6768,2205
3571,2160,6693,2188
3550,2136,6540,2157
3532,2124,6359,2129
3523,2111,6159,2104
3532,2106,5950,2089
3525,2102,5716,2068
3532,2106,5503,2050
3547,2103,5327,2029
3571,2106,5206,2010
3570,2105,5110,1980
3571,2106,5057,1951
3570,2100,5037,1926
3571,2106,5057,1912
3558,2116,5066,1893
3571,2124,5057,1872
3608,2118,5000,1849
3651,2124,4908,1833
3654,2145,4759,1814
3651,2179,4574,1794
3658,2198,4348,1768
3690,2215,4128,1754
3709,2236,3925,1744
3730,2269,3793,1735
3748,2287,3720,1712
3770,2288,3719,1695
3759,2273,3753,1683
3730,2269,3830,1675
3696,2269,3910,1656
3690,2269,3979,1636
3690,2256,3998,1621
3690,2251,3979,1616
3679,2254,3914,1607
3690,2269,3830,1597
3710,2281,3727,1583
3730,2306,3644,1577
3725,2339,3577,1566
3730,2378,3533,1557
3746,2401,3485,1545
3770,2415,3458,1537
3758,2422,3446,1527
3730,2433,3458,1518
3697,2429,3462,1504
3690,2415,3458,1498
3687,2391,3418,1495
3690,2378,3347,1498
3684,2372,3236,1491
3690,2378,3124,1478
3699,2380,3008,1462
3730,2378,2900,1459
3755,2363,2790,1460
3770,2342,2715,1459
3752,2307,2676,1446
3730,2269,2677,1439
3703,2227,2684,1438
3690,2197,2715,1439
3679,2177,2770,1427
3690,2179,2863,1419
3707,2186,2959,1417
3730,2197,3049,1419
3731,2197,3121,1409
3730,2197,3198,1399
3734,2183,3271,1396
3770,2160,3347,1399
3810,2132,3404,1392
3849,2124,3458,1380
3869,2126,3497,1366
3889,2124,3533,1360
3882,2106,3552,1350
3849,2106,3570,1340
3793,2129,3564,1328
3770,2160,3533,1321
3762,2171,3471,1310
3730,2179,3421,1301
3631,2184,3392,1289
3532,2179,3384,1281
3472,2141,3365,1271
3452,2106,3347,1261
3414,2094,3326,1249
3373,2106,3310,1242
3353,2108,3275,1234
3373,2106,3235,1222
3382,2109,3181,1201
3373,2124,3124,1183
3354,2128,3057,1170
3373,2124,3012,1163
3412,2116,2975,1152
3452,2124,2938,1143
3454,2138,2877,1133
3452,2160,2826,1123
3457,2172,2785,1104
3492,2179,2752,1084
3515,2174,2703,1069
3532,2179,2677,1064
3514,2179,2693,1058
3492,2179,2752,1045
3472,2169,2810,1023
3492,2179,2863,1005
3501,2194,2903,993
3452,2197,2938,986
3316,2161,2944,975
3174,2106,2938,966
3069,2032,2917,956
3016,1943,2900,946
3016,1842,2867,927
3174,1797,2826,907
3571,1861,2779,892
4206,2052,2752,887
4953,2319,2733,880
5714,2633,2715,867
6408,2961,2676,846
6984,3286,2640,828
7332,3549,2611,816
7381,3704,2603,808
7109,3712,2597,793
6627,3595,2603,769
6067,3389,2614,743
5555,3159,2640,729
5110,2949,2660,722
4722,2796,2677,710
4361,2680,2680,688
4047,2578,2677,670
3781,2459,2659,660
3571,2342,2640,650
3404,2244,2617,630
3293,2179,2603,611
3221,2127,2584,599
3174,2088,2566,591
3125,2054,2541,574
3095,2033,2529,552
3082,2018,2523,536
3095,2015,2529,532
3094,2009,2527,527
3095,1997,2529,512
3087,1967,2527,491
3095,1943,2529,473
3092,1925,2514,461
3095,1924,2491,453
3089,1931,2465,444
3095,1961,2454,434
3092,2004,2441,423
3095,2052,2417,414
3090,2076,2373,404
3095,2088,2343,394
3092,2089,2333,383
3095,2088,2343,374
3089,2071,2344,365
3095,2052,2343,355
3105,2035,2338,344
3135,2033,2343,335
3157,2029,2341,326
3174,2015,2343,315
3181,1986,2340,303
3214,1961,2343,296
3255,1939,2338,295
3293,1924,2343,296
3318,1905,2344,289
3373,1888,2343,276
3440,1870,2323,262
3492,1852,2305,256
3500,1824,2284,256
3532,1797,2268,256
3604,1775,2243,250
3690,1761,2231,237
3722,1738,2224,222
3730,1707,2231,217
3742,1666,2226,218
3770,1634,2231,217
3770,1610,2240,208
3770,1598,2268,197
3801,1586,2284,188
3889,1580,2305,177
3970,1565,2336,165
4008,1543,2417,158
3999,1505,2530,158
4008,1471,2677,158
4041,1450,2838,150
4087,1452,3049,138
4108,1447,3303,128
4127,1416,3607,118
4125,1357,3926,107
4087,1307,4276,99
3997,1275,4642,98
3928,1253,5020,99
3901,1220,5368,92
3889,1198,5689,79
3831,1192,5966,67
3770,1198,6210,59
3745,1195,6398,50
3770,1198,6545,39
3778,1221,6637,29
3770,1271,6693,20
3755,1318,6704,10
3770,1362,6693,0
3776,1406,6650,-9
3770,1471,6582,-20
3751,1537,6475,-31
3770,1598,6359,-39
3810,1646,6229,-48
3849,1707,6098,-59
3850,1778,5947,-72
3849,1852,5801,-79
3847,1907,5658,-78
3849,1961,5541,-79
3836,2019,5423,-88
3849,2088,5318,-99
3876,2146,5202,-101
3889,2197,5094,-99
3836,2240,4975,-98
3770,2288,4871,-99
3738,2330,4768,-98
3770,2378,4685,-99
3811,2425,4591,-101
3849,2469,4499,-99
3869,2493,4396,-88
3889,2505,4314,-79
3879,2510,4234,-79
3849,2524,4165,-79
3799,2535,4072,-70
3770,2542,3979,-59
3758,2532,3877,-57
3770,2524,3793,-59
3770,2517,3709,-54
3770,2524,3644,-39
3760,2529,3581,-25
3770,2542,3533,-20
3793,2558,3483,-21
3849,2596,3458,-20
3921,2645,3446,-11
4008,2705,3458,0
4055,2750,3471,10
4047,2778,3495,20
3974,2784,3513,30
3889,2796,3533,39
3813,2810,3534,48
3770,2832,3533,59
3738,2846,3506,72
3730,2869,3458,79
3727,2893,3370,79
3730,2923,3272,79
3719,2939,3171,87
3730,2959,3086,99
3772,2982,2992,103
3849,3014,2900,99
3896,3029,2819,95
3889,3032,2789,99
3823,3019,2794,104
3770,3014,2826,99
3750,3009,2855,86
3770,3014,2900,79
3776,3017,2953,81
3770,3032,3012,79
3755,3042,3049,62
3770,3050,3086,39
3802,3041,3120,26
3849,3032,3161,20
3874,3018,3191,11
3889,3014,3235,0
3894,3007,3288,-8
3928,3014,3347,-20
3972,3021,3383,-38
4008,3032,3421,-59
3988,3030,3467,-78
3928,3032,3533,-99
3841,3029,3581,-121
3770,3032,3607,-138
3714,3027,3607,-146
3690,3032,3607,-158
3671,3033,3595,-184
3651,3032,3570,-217
3608,3011,3516,-241
3571,2996,3458,-256
3541,2988,3397,-273
3532,2996,3347,-296
3524,2995,3288,-317
3532,2996,3235,-335
3534,2992,3186,-353
3532,2996,3161,-374
3507,2992,3139,-396
3492,2996,3124,-414
3484,2994,3099,-425
3492,2996,3086,-434
3497,2988,3079,-442
3532,2996,3086,-453
3559,3004,3087,-463
3571,3014,3086,-473
3549,3001,3070,-482
3571,2996,3049,-493
3629,2997,3013,-503
3690,3014,2975,-512
3685,3020,2921,-515
3651,3032,2863,-512
3581,3030,2798,-508
3452,3014,2752,-512
3222,2968,2721,-523
2976,2923,2715,-532
2815,2857,2710,-533
2817,2760,2715,-532
2976,2668,2715,-533
3333,2705,2715,-532
3918,2895,2698,-523
4722,3177,2677,-512
5604,3493,2643,-508
6428,3885,2603,-512
7115,4302,2556,-514
7658,4593,2529,-512
7952,4659,2509,-510
7857,4630,2491,-512
7330,4628,2462,-515
6587,4630,2454,-512
5884,4515,2467,-502
5357,4321,2491,-493
4937,4146,2493,-490
4563,4031,2491,-493
4214,3908,2491,-493
3928,3776,2491,-493
3699,3658,2462,-492
3532,3577,2417,-493
3407,3502,2369,-492
3333,3450,2343,-493
3294,3425,2321,-492
3293,3431,2305,-493
3297,3432,2283,-492
3293,3431,2268,-493
3255,3425,2258,-493
3214,3431,2268,-493
3175,3428,2286,-490
3174,3431,2305,-493
3173,3427,2306,-501
3174,3431,2305,-512
3160,3427,2313,-517
3174,3431,2343,-512
3196,3428,2368,-507
3214,3431,2380,-512
3203,3420,2372,-525
3214,3413,2380,-532
3249,3403,2398,-530
3293,3413,2417,-532
3297,3421,2415,-543
3293,3431,2417,-552
3302,3431,2431,-551
3333,3450,2454,-552
3339,3474,2458,-562
3333,3504,2454,-572
3332,3516,2449,-571
3373,3540,2454,-572
3429,3575,2453,-581
3492,3631,2454,-591
3533,3680,2453,-591
3571,3740,2454,-591
3605,3790,2437,-600
3651,3831,2417,-611
3678,3842,2393,-612
3690,3867,2380,-611
3691,3915,2360,-618
3730,3994,2343,-631
3790,4061,2318,-634
3849,4121,2305,-631
3869,4164,2296,-634
3889,4212,2305,-650
3910,4260,2306,-666
3928,4339,2305,-670
3909,4435,2293,-666
3889,4539,2305,-670
3890,4601,2333,-681
3928,4630,2380,-690
3966,4628,2421,-688
4008,4630,2491,-690
4044,4627,2585,-700
4087,4630,2715,-710
4110,4624,2858,-709
4127,4630,3049,-710
4128,4630,3284,-719
4127,4630,3570,-729
4104,4621,3872,-729
4087,4630,4202,-729
4076,4634,4537,-738
4087,4630,4871,-749
4090,4613,5173,-749
4087,4630,5466,-749
4063,4647,5739,-757
4047,4593,5987,-769
4028,4393,6174,-771
4008,4103,6322,-769
3955,3799,6430,-767
3889,3540,6507,-769
3815,3300,6528,-766
3770,3086,6507,-769
3740,2904,6445,-777
3730,2778,6359,-788
3717,2685,6235,-790
3730,2633,6098,-788
3771,2604,5948,-787
3849,2614,5801,-788
3900,2636,5644,-788
3889,2669,5503,-788
3805,2682,5368,-789
3730,2687,5243,-788
3703,2677,5105,-779
3730,2687,4983,-769
3753,2707,4865,-763
3770,2741,4760,-769
3770,2762,4640,-773
3770,2778,4537,-769
3738,2766,4448,-756
3690,2741,4388,-749
3622,2706,4314,-748
3571,2705,4239,-749
3544,2737,4154,-741
3571,2796,4090,-729
3627,2842,4029,-718
3690,2887,3979,-710
3718,2932,3918,-698
3730,2996,3867,-690
3727,3049,3808,-688
3730,3086,3756,-690
3734,3101,3693,-684
3770,3123,3644,-670
3816,3141,3589,-656
3849,3159,3533,-650
3821,3171,3454,-644
3770,3214,3384,-631
3736,3281,3320,-609
3770,3359,3272,-591
3833,3413,3214,-581
3889,3468,3161,-572
3887,3527,3101,-554
3849,3595,3049,-532
3795,3642,2987,-512
3770,3686,2938,-493
3762,3723,2893,-472
3770,3758,2863,-453
3754,3769,2823,-436
3730,3776,2789,-414
3709,3778,2758,-383
3730,3776,2752,-355
3757,3745,2749,-334
3770,3704,2752,-315
3754,3654,2745,-287
3770,3613,2752,-256
3813,3563,2764,-232
3849,3522,2789,-217
3820,3482,2804,-200
3770,3450,2826,-177
3745,3408,2852,-148
3770,3377,2900,-118
3782,3353,2953,-94
3770,3341,3012,-79
3746,3315,3054,-70
3770,3286,3086,-59
3825,3247,3102,-41
3889,3214,3124,-20
3917,3167,3141,0
3928,3123,3161,20
3926,3077,3163,41
3928,3050,3161,59
3912,3027,3154,71
3889,3014,3161,79
3839,2987,3172,88
3770,2959,3198,99
3666,2919,3229,109
3571,2887,3272,118
3505,2852,3302,129
3492,2832,3310,138
3502,2820,3279,141
3532,2832,3235,138
3552,2853,3178,136
3571,2887,3124,138
3572,2918,3062,141
3571,2959,3012,138
3544,2991,2968,129
3492,3014,2938,118
3406,3017,2909,108
3333,3032,2900,99
3291,3055,2900,88
3293,3086,2900,79
3294,3101,2870,71
3293,3123,2826,59
3280,3151,2779,40
3293,3195,2752,20
3309,3225,2719,6
3333,3250,2677,0
3342,3268,2626,-6
3373,3304,2603,-20
3413,3338,2600,-40
3452,3377,2603,-59
3426,3403,2583,-71
3333,3431,2566,-79
3179,3441,2559,-88
3016,3431,2566,-99
2862,3387,2562,-109
2778,3341,2566,-118
2822,3315,2578,-128
3095,3359,2603,-138
3632,3476,2609,-148
4405,3686,2603,-158
5272,3954,2583,-168
6111,4248,2566,-177
6827,4487,2542,-182
7381,4630,2529,-177
7656,4656,2523,-172
7539,4630,2529,-177
7005,4606,2516,-191
6230,4630,2491,-197
5430,4653,2461,-188
4762,4630,2454,-177
4245,4517,2456,-176
3889,4357,2454,-177
3662,4183,2432,-170
3532,4031,2417,-158
3426,3878,2413,-149
3333,3740,2417,-138
3255,3617,2401,-119
3214,3540,2380,-99
3188,3491,2367,-87
3174,3468,2380,-79
3161,3453,2387,-63
3174,3468,2380,-39
3193,3492,2355,-17
3214,3522,2343,0
3199,3529,2341,17
3174,3540,2343,39
3141,3552,2325,62
3135,3577,2305,79
3129,3585,2295,89
3135,3595,2305,99
3130,3599,2311,114
3135,3613,2305,138
3133,3612,2283,168
3135,3613,2268,197
3126,3608,2262,220
3135,3613,2268,237
3160,3611,2269,252
3214,3613,2268,276
3261,3605,2263,306
3293,3595,2268,335
3303,3562,2271,356
3333,3522,2268,374
3385,3477,2248,393
3452,3450,2231,414
3486,3428,2222,433
3492,3413,2231,453
3480,3386,2235,473
3492,3359,2231,493
3511,3322,2210,510
3532,3286,2194,532
3538,3238,2185,561
3571,3195,2194,591
3626,3154,2198,614
3690,3123,2194,631
3719,3080,2171,648
3730,3032,2157,670
3736,2979,2149,691
3770,2941,2157,710
3807,2902,2155,725
3849,2850,2157,749
3873,2771,2152,778
3889,2687,2157,808
3886,2600,2152,830
3889,2505,2157,848
3886,2394,2162,865
3889,2288,2194,887
3881,2189,2237,907
3889,2088,2305,926
3901,1963,2382,944
3928,1834,2491,966
3957,1708,2631,986
4008,1580,2826,1005
4055,1427,3053,1021
4087,1271,3310,1045
4073,1130,3573,1073
4047,1017,3867,1104
4021,903,4177,1125
4008,781,4499,1143
3962,645,4801,1160
3889,508,5094,1183
3804,362,5364,1202
3770,218,5615,1222
3767,92,5819,1240
3770,18,5987,1261
3744,-6,6095,1281
3730,0,6136,1301
3717,2,6086,1318
3690,0,5987,1340
3621,-4,5874,1360
3571,0,5801,1380
3558,0,5772,1395
3571,0,5801,1419
3562,-2,5856,1447
3571,0,5912,1478
3617,0,5921,1499
3690,0,5875,1518
3723,-1,5754,1535
3730,0,5578,1557
3723,-1,5362,1576
3730,0,5169,1597
3736,8,5013,1615
3770,36,4908,1636
3813,84,4812,1654
3849,145,4723,1675
3847,202,4614,1694
3849,254,4499,1715
3863,310,4354,1731
3889,381,4202,1754
3898,458,4031,1775
3928,527,3867,1794
3973,575,3702,1801
4008,617,3570,1813
3980,662,3460,1831
3928,708,3384,1853
3889,745,3316,1863
3889,781,3272,1872
3888,820,3231,1885
3889,871,3198,1912
3892,930,3152,1934
3928,999,3124,1951
3969,1071,3101,1957
4008,1144,3086,1971
4016,1213,3049,1988
4008,1289,3012,2010
3969,1367,2971,2022
3928,1434,2938,2030
3901,1483,2883,2035
3928,1525,2826,2050
3977,1566,2774,2067
4008,1598,2752,2089
3975,1610,2732,2107
3928,1616,2715,2129
3905,1625,2686,2146
3928,1634,2677,2168
3940,1625,2685,2186
3928,1598,2715,2208
3905,1561,2734,2225
3928,1525,2752,2247
3975,1485,2763,2264
4008,1434,2789,2286
3978,1367,2810,2304
3928,1289,2826,2326
3890,1204,2824,2343
3889,1126,2826,2365
3887,1056,2825,2383
3889,999,2826,2405
3893,943,2817,2421
3928,890,2826,2444
3968,834,2861,2464
4008,781,2938,2484
4026,727,3027,2491
4047,672,3124,2503
4064,609,3213,2518
4087,545,3310,2543
4092,483,3403,2555
4087,436,3495,2562
4052,400,3563,2564
4008,381,3607,2582
3956,369,3617,2603
3928,363,3607,2621
3897,360,3564,2621
3849,363,3495,2621
3774,360,3399,2626
3730,345,3310,2641
3721,319,3229,2650
3730,309,3161,2661
3710,320,3083,2662
3690,345,3012,2661
3672,362,2948,2647
3651,381,2900,2641
3590,416,2846,2639
3532,472,2789,2641
3506,536,2724,2631
3532,599,2677,2621
3553,660,2645,2610
3571,726,2640,2602
3592,798,2648,2582
3651,871,2677,2562
3692,938,2710,2540
3690,999,2752,2523
3623,1049,2787,2500
3571,1089,2826,2484
3555,1114,2849,2464
3571,1126,2863,2444
3549,1118,2861,2412
3492,1089,2863,2385
3408,1038,2863,2360
3333,962,2863,2346
3238,830,2845,2324
3135,617,2826,2306
3056,358,2805,2284
3095,145,2789,2267
3286,34,2756,2244
3651,0,2715,2227
4168,10,2668,2207
4841,91,2640,2188
5593,278,2619,2157
6309,545,2603,2129
6846,816,2579,2103
7142,1035,2566,2089
7158,1170,2552,2070
6904,1198,2529,2050
6417,1109,2474,2025
5833,944,2417,2010
5269,770,2368,1998
4801,635,2343,1991
4419,541,2328,1972
4127,472,2343,1951
3901,410,2375,1926
3730,345,2417,1912
3576,268,2439,1900
3452,182,2454,1892
3355,98,2459,1873
3293,36,2454,1853
3243,7,2421,1829
3214,0,2380,1813
3189,1,2336,1794
3174,0,2305,1774
3148,-1,2277,1744
3135,0,2268,1715
3124,0,2277,1689
3135,0,2305,1675
3144,-1,2326,1659
3174,0,2343,1636
3198,0,2356,1602
3214,0,2380,1577
3196,0,2401,1557
3174,0,2417,1537
3159,0,2418,1506
3174,0,2417,1478
3193,0,2413,1457
3214,0,2417,1439
3216,0,2416,1408
3214,0,2417,1380
3204,0,2413,1357
3214,0,2417,1340
3242,-1,2417,1312
3293,0,2417,1281
3327,0,2412,1250
3333,0,2417,1222
3316,-2,2411,1189
3333,0,2380,1163
3386,1,2319,1143
3452,0,2268,1123
3480,-4,2230,1093
3492,0,2194,1064
3500,4,2133,1043
3532,0,2082,1025
3576,-9,2053,996
3651,0,2045,966
3712,11,2013,942
3730,0,1971,926
3706,-19,1924,907
3730,36,1896,887
3809,202,1858,866
3889,436,1822,848
3908,656,1776,827
3928,853,1748,808
3974,1049,1736,789
4008,1253,1785,769
3960,1431,1894,745
3889,1580,2082,729
3850,1717,2325,719
3849,1870,2640,710
3816,2027,2997,690
3770,2179,3384,670
3746,2312,3756,657
3770,2433,4128,650
3781,2539,4494,641
3770,2633,4871,631
3739,2704,5231,620
3730,2760,5578,611
3728,2800,5898,599
3730,2832,6210,591
3709,2844,6490,589
3690,2832,6731,591
3677,2802,6896,585
3690,2778,6991,572
3695,2759,7012,556
3690,2741,6991,552
3675,2706,6919,553
3690,2669,6805,552
3715,2636,6643,542
3730,2614,6470,532
3707,2581,6295,530
3690,2542,6136,532
3685,2497,5976,527
3690,2469,5838,512
3668,2451,5705,497
3651,2451,5578,493
3654,2453,5437,494
3690,2469,5318,493
3716,2489,5215,484
3730,2524,5132,473
3726,2557,5022,464
3730,2596,4908,453
3726,2628,4796,435
3730,2669,4723,414
3727,2709,4649,399
3730,2760,4574,394
3725,2803,4483,389
3730,2850,4425,374
3729,2895,4383,352
3730,2959,4351,335
3721,3029,4291,325
3730,3105,4239,315
3746,3162,4194,297
3770,3214,4165,276
3771,3256,4111,262
3770,3304,4053,256
3763,3342,3990,250
3770,3377,3942,237
3767,3399,3883,216
3770,3431,3830,197
3765,3469,3772,184
3770,3522,3719,177
3766,3568,3644,171
3770,3613,3570,158
3766,3647,3499,137
3770,3686,3458,118
3763,3715,3421,106
3770,3740,3384,99
3792,3748,3325,89
3849,3758,3272,79
3891,3761,3226,69
3889,3758,3198,59
3826,3729,3161,48
3770,3686,3124,39
3748,3633,3078,38
3770,3595,3049,39
3777,3557,3023,34
3770,3522,3012,20
3755,3475,3003,5
3770,3431,3012,0
3780,3375,3014,1
3770,3304,3012,0
3724,3205,2999,-9
3690,3105,3012,-20
3677,3017,3044,-24
3690,2959,3086,-20
3702,2906,3105,-16
3730,2850,3124,-20
3755,2776,3149,-30
3770,2705,3198,-39
3757,2640,3239,-42
3770,2596,3272,-39
3818,2558,3289,-38
3889,2524,3310,-39
3922,2478,3324,-40
3928,2433,3347,-39
3911,2385,3363,-39
3889,2342,3384,-39
3833,2294,3397,-40
3770,2251,3421,-39
3713,2206,3440,-39
3690,2160,3458,-39
3672,2102,3459,-41
3651,2033,3458,-39
3607,1949,3444,-37
3571,1852,3421,-39
3540,1737,3378,-49
3532,1616,3347,-59
3525,1494,3324,-63
3532,1380,3310,-59
3531,1255,3275,-56
3532,1107,3235,-59
3523,927,3192,-63
3532,726,3161,-59
3547,508,3122,-49
3571,290,3086,-39
3574,104,3045,-37
3571,0,3012,-39
3550,-21,2971,-40
3532,0,2938,-39
3500,8,2909,-39
3492,0,2900,-39
3487,-6,2886,-39
3492,0,2863,-39
3472,2,2821,-41
3452,0,2789,-39
3416,-2,2765,-31
3373,0,2752,-20
3299,-1,2729,-15
3214,0,2715,-20
3100,1,2708,-24
2976,0,2715,-20
2880,-5,2712,-8
2936,0,2715,0
3216,7,2723,1
3730,0,2752,0
4397,-12,2774,0
5158,0,2789,0
5928,18,2785,-2
6627,0,2789,0
7133,-29,2790,10
7381,18,2789,20
7320,138,2771,23
6984,200,2752,20
6440,123,2724,18
5833,0,2677,20
5264,-38,2584,21
4801,0,2454,20
4426,21,2299,19
4127,0,2157,20
3868,-13,2051,20
3651,0,2045,20
3465,8,2173,20
3333,0,2454,20
3250,-5,2806,19
3214,0,3124,20
3188,3,3282,21
3174,0,3235,20
3172,-2,2986,13
3214,0,2603,0
3272,1,2152,-13
3333,0,1711,-20
3357,0,1323,-20
3373,0,1041,-20
3364,0,883,-26
3333,0,892,-39
3234,0,1104,-52
3095,0,1562,-59
2948,0,2229,-59
2857,0,3012,-59
2815,0,3762,-65
2817,0,4351,-79
2826,-1,4647,-92
2857,0,4574,-99
2904,0,4135,-98
2976,0,3458,-99
3041,-2,2698,-107
3095,0,2008,-118
3118,1,1495,-123
3135,0,1264,-118
3157,-4,1324,-114
3214,0,1599,-118
3266,5,1955,-129
3293,0,2305,-138
3293,-8,2576,-139
3333,18,2715,-138
3412,99,2684,-138
3492,218,2529,-138
3515,334,2316,-137
3532,436,2120,-138
3576,532,1964,-141
3651,635,1896,-138
3687,738,1921,-127
3690,835,2045,-118
3688,920,2206,-118
3730,999,2380,-118
3789,1070,2522,-111
3849,1144,2640,-99
3875,1217,2693,-88
3889,1289,2677,-79
3896,1353,2588,-69
3928,1416,2491,-59
3967,1474,2414,-51
4008,1525,2380,-39
4026,1563,2378,-21
4047,1598,2454,0
4065,1633,2613,19
4087,1670,2863,39
4089,1700,3163,61
4087,1725,3533,79
4069,1749,3957,89
4047,1779,4425,99
4016,1797,4871,115
4008,1797,5280,138
4008,1788,5635,159
4008,1797,5950,177
3971,1820,6200,196
3928,1834,6396,217
3894,1818,6535,237
3889,1797,6656,256
3885,1790,6755,276
3889,1797,6842,296
3875,1792,6892,315
3849,1779,6916,335
3800,1770,6908,355
3770,1779,6879,374
3758,1784,6807,392
