II,MCL,ABP
777,2409,3205
511,2152,3178
777,2373,3161
1255,2804,3153
777,2373,3161
-632,1045,3158
-1224,402,3161
13,1408,3161
1710,2884,3161
2069,3209,3138
1302,2555,3117
815,2152,3105
972,2300,3117
1053,2338,3122
797,2044,3117
639,1826,3091
758,1862,3073
859,1889,3063
797,1789,3073
703,1679,3076
622,1606,3073
465,1462,3049
253,1241,3029
84,1019,3017
-19,840,3029
-95,657,3036
-136,475,3029
-146,318,3000
-155,219,2985
-160,138,2982
-97,37,2985
46,-72,2964
214,-73,2941
341,64,2929
428,256,2941
474,381,2946
466,475,2941
420,640,2916
428,949,2897
542,1354,2886
700,1789,2897
786,2178,2904
777,2482,2897
741,2670,2868
739,2774,2853
760,2843,2852
777,2920,2853
790,2989,2830
816,3030,2809
847,3032,2801
855,3030,2809
840,3030,2808
836,3030,2809
856,3021,2809
875,3030,2809
866,3054,2788
855,3066,2766
863,3045,2753
875,3030,2766
866,3043,2772
855,3066,2766
862,3055,2739
875,3030,2722
867,3017,2713
855,3030,2722
859,3032,2723
875,3030,2722
878,3024,2715
875,3030,2722
874,3028,2725
875,3030,2722
859,3027,2697
836,3030,2678
824,3025,2668
836,3030,2678
852,3030,2680
855,3030,2678
844,3020,2670
836,3030,2678
835,3038,2682
836,3030,2678
833,2996,2652
836,2993,2634
841,3026,2626
836,3066,2634
813,3068,2633
797,3066,2634
796,3079,2630
797,3103,2634
785,3101,2630
777,3103,2634
780,3118,2632
777,3139,2634
755,3134,2626
739,3139,2634
738,3167,2649
739,3212,2678
724,3233,2696
719,3249,2722
732,3266,2753
739,3285,2809
723,3281,2869
719,3285,2941
746,3312,3015
777,3358,3117
779,3374,3236
777,3358,3380
801,3319,3514
836,3285,3644
843,3248,3762
836,3212,3907
843,3172,4061
875,3139,4214
901,3093,4329
913,3030,4434
921,2948,4534
933,2884,4653
938,2829,4761
933,2774,4873
925,2706,4976
933,2665,5092
947,2647,5200
952,2628,5312
940,2573,5403
933,2519,5487
941,2489,5549
952,2482,5619
946,2462,5683
933,2446,5751
928,2441,5793
933,2446,5838
934,2428,5878
933,2409,5926
933,2400,5952
933,2409,5970
929,2409,5967
933,2409,5970
938,2406,5963
933,2409,5970
915,2405,5968
913,2409,5970
928,2411,5949
933,2409,5926
911,2399,5883
894,2409,5838
901,2432,5784
913,2446,5751
904,2426,5711
894,2409,5663
902,2417,5586
913,2446,5531
899,2443,5487
875,2409,5443
865,2371,5357
875,2373,5268
878,2395,5189
875,2409,5136
872,2391,5056
875,2373,4960
874,2366,4856
875,2373,4785
876,2370,4718
875,2373,4653
858,2371,4562
836,2373,4478
830,2368,4397
855,2373,4346
881,2385,4296
875,2409,4258
843,2407,4209
836,2373,4170
860,2352,4122
875,2409,4083
853,2450,4033
836,2373,3995
845,2279,3948
855,2373,3907
841,2506,3856
836,2373,3819
848,2132,3787
836,2373,3775
776,3076,3753
739,3395,3731
773,2790,3701
836,1898,3687
852,1613,3669
836,1935,3644
841,2214,3594
875,2227,3556
895,2234,3526
894,2373,3512
885,2455,3485
875,2409,3468
859,2352,3460
855,2373,3468
866,2404,3454
875,2409,3424
863,2401,3387
855,2409,3380
864,2413,3382
875,2409,3380
867,2389,3353
855,2373,3336
848,2364,3331
836,2373,3336
803,2374,3316
777,2373,3292
778,2369,3278
797,2373,3292
803,2371,3299
797,2373,3292
793,2372,3265
797,2373,3248
792,2356,3240
777,2336,3248
767,2322,3248
777,2336,3248
793,2358,3243
797,2373,3248
790,2367,3248
797,2373,3248
813,2380,3241
816,2373,3248
794,2332,3251
777,2300,3248
784,2292,3223
797,2300,3205
790,2294,3196
777,2300,3205
775,2319,3204
777,2336,3205
766,2319,3200
758,2300,3205
766,2296,3202
777,2300,3205
766,2280,3201
739,2263,3205
718,2274,3201
700,2300,3205
680,2308,3203
700,2336,3205
744,2375,3199
739,2373,3205
698,2335,3207
739,2373,3205
815,2434,3180
758,2373,3161
645,2266,3150
739,2373,3161
900,2547,3163
739,2409,3161
473,2147,3152
739,2373,3161
1221,2810,3165
758,2373,3161
-635,1037,3134
-1224,402,3117
-1,1422,3110
1672,2884,3117
2012,3167,3114
1244,2482,3117
768,2088,3117
933,2263,3117
1019,2311,3094
777,2008,3073
645,1784,3061
777,1825,3073
866,1855,3078
777,1752,3073
666,1643,3047
583,1570,3029
422,1402,3019
194,1132,3029
9,858,3032
-97,657,3029
-168,488,3005
-214,329,2985
-233,179,2973
-233,73,2985
-211,-12,2992
-136,-110,2985
-5,-216,2956
155,-219,2941
296,-74,2938
389,146,2941
425,313,2920
428,438,2897
432,622,2885
486,949,2897
589,1377,2903
700,1825,2897
758,2213,2872
758,2519,2853
737,2724,2843
739,2847,2853
760,2910,2859
777,2957,2853
784,2997,2826
797,3030,2809
820,3046,2803
836,3066,2809
828,3090,2807
816,3103,2809
820,3085,2810
836,3066,2809
841,3061,2787
836,3066,2766
832,3062,2754
836,3066,2766
837,3073,2771
836,3066,2766
834,3036,2739
836,3030,2722
836,3051,2713
836,3066,2722
835,3041,2723
836,3030,2722
835,3047,2714
836,3066,2722
835,3043,2726
836,3030,2722
835,3046,2695
836,3066,2678
834,3043,2671
836,3030,2678
836,3047,2675
836,3066,2678
834,3041,2679
836,3030,2678
831,3061,2654
816,3103,2634
797,3090,2624
797,3066,2634
812,3072,2634
816,3103,2634
796,3105,2629
777,3103,2634
775,3114,2632
777,3139,2634
766,3138,2630
758,3139,2634
761,3153,2630
758,3176,2634
730,3172,2631
700,3176,2634
691,3202,2628
700,3249,2634
702,3272,2645
700,3285,2678
699,3298,2713
700,3322,2766
694,3337,2821
700,3358,2897
719,3378,2976
739,3395,3073
745,3392,3172
758,3395,3292
787,3399,3417
816,3395,3556
827,3348,3685
836,3285,3819
854,3223,3944
875,3176,4083
876,3111,4214
875,3030,4346
888,2942,4455
913,2884,4565
923,2844,4669
913,2811,4785
903,2756,4893
913,2701,5004
931,2654,5095
933,2628,5180
918,2605,5255
913,2592,5356
926,2573,5452
933,2555,5531
915,2529,5569
894,2519,5619
889,2515,5682
894,2519,5751
886,2513,5778
875,2519,5795
870,2524,5809
875,2519,5838
874,2491,5842
875,2482,5838
877,2496,5829
875,2519,5838
860,2518,5838
855,2519,5838
865,2522,5818
875,2519,5795
866,2491,5748
855,2482,5707
859,2499,5658
875,2519,5619
879,2501,5569
875,2482,5531
870,2489,5486
875,2519,5443
877,2525,5376
875,2519,5312
864,2513,5240
855,2519,5180
844,2506,5096
836,2482,5004
831,2455,4902
836,2446,4829
833,2442,4762
816,2446,4697
794,2444,4604
797,2446,4521
822,2439,4446
836,2446,4390
816,2453,4318
797,2446,4258
804,2426,4204
816,2446,4170
807,2474,4124
797,2446,4083
799,2382,4033
797,2409,3995
792,2469,3946
816,2409,3907
832,2304,3861
777,2409,3819
713,2584,3766
777,2446,3731
891,2158,3703
797,2446,3687
476,3324,3660
292,3760,3644
478,3057,3624
797,1971,3600
895,1615,3550
797,2008,3512
756,2348,3483
836,2336,3468
891,2301,3439
875,2446,3424
859,2558,3420
875,2519,3424
868,2441,3403
836,2446,3380
816,2476,3355
816,2482,3336
814,2470,3305
816,2482,3292
830,2506,3291
836,2519,3292
816,2488,3266
797,2446,3248
796,2426,3244
797,2446,3248
772,2455,3226
739,2446,3205
724,2432,3195
739,2446,3205
760,2467,3203
777,2482,3205
783,2469,3204
777,2446,3205
758,2419,3181
739,2409,3161
730,2405,3150
739,2409,3161
756,2407,3161
777,2409,3161
793,2407,3155
797,2409,3161
788,2406,3158
777,2409,3161
768,2407,3157
758,2409,3161
745,2406,3157
739,2409,3161
739,2407,3159
739,2409,3161
727,2405,3155
719,2409,3161
729,2410,3163
758,2409,3161
780,2391,3135
777,2373,3117
749,2360,3108
719,2373,3117
706,2396,3116
700,2409,3117
694,2398,3112
719,2409,3117
750,2428,3114
719,2409,3117
660,2368,3114
700,2409,3117
787,2482,3111
739,2446,3117
626,2358,3119
719,2446,3117
882,2584,3093
719,2446,3073
444,2205,3062
700,2409,3073
1185,2810,3075
739,2446,3073
-639,1294,3064
-1224,767,3073
-9,1696,3077
1652,2993,3073
1987,3223,3046
1224,2592,3029
760,2226,3022
933,2373,3029
1026,2413,3027
797,2154,3029
679,1972,3028
816,2008,3029
891,2003,3007
777,1862,2985
643,1716,2971
544,1606,2985
373,1411,2993
136,1132,2985
-54,871,2956
-155,694,2941
-218,537,2939
-253,365,2941
-230,199,2920
-155,110,2897
-98,79,2885
-117,37,2897
-174,-51,2903
-136,-73,2897
43,36,2871
253,219,2853
347,357,2844
330,475,2853
317,663,2857
389,986,2853
518,1401,2829
641,1862,2809
709,2283,2799
719,2592,2809
699,2755,2813
700,2847,2809
735,2926,2785
777,2993,2766
795,3026,2754
797,3066,2766
803,3129,2772
816,3176,2766
827,3155,2738
836,3103,2722
840,3068,2716
836,3066,2722
827,3075,2719
836,3103,2722
860,3135,2723
875,3139,2722
859,3086,2699
836,3030,2678
829,3021,2667
836,3066,2678
829,3099,2680
816,3103,2678
821,3090,2670
855,3103,2678
883,3113,2682
875,3103,2678
843,3069,2652
836,3066,2634
858,3087,2627
875,3103,2634
857,3079,2633
836,3066,2634
845,3081,2631
875,3103,2634
880,3085,2629
855,3066,2634
831,3073,2636
836,3103,2634
851,3106,2609
855,3103,2590
843,3100,2581
836,3103,2590
836,3091,2590
836,3103,2590
824,3138,2586
816,3176,2590
823,3175,2587
836,3176,2590
826,3191,2589
797,3212,2590
772,3207,2569
777,3212,2546
794,3242,2529
797,3285,2546
781,3303,2571
777,3322,2590
796,3355,2584
816,3395,2590
817,3400,2617
816,3395,2678
825,3400,2739
836,3431,2809
833,3455,2884
836,3468,2985
854,3459,3089
875,3431,3205
876,3366,3323
875,3285,3468
884,3202,3607
894,3139,3731
886,3082,3830
875,3030,3951
873,2959,4084
875,2884,4214
869,2812,4302
875,2774,4390
896,2744,4491
913,2701,4609
900,2633,4700
875,2592,4785
864,2585,4867
875,2592,4960
881,2563,5030
875,2519,5092
867,2484,5149
875,2482,5224
882,2481,5290
875,2482,5356
851,2488,5401
836,2519,5443
834,2535,5464
836,2519,5487
831,2469,5504
836,2446,5531
849,2456,5538
855,2482,5531
843,2484,5501
836,2482,5487
851,2483,5481
875,2482,5487
880,2458,5470
875,2446,5443
872,2457,5397
875,2482,5356
873,2484,5305
875,2482,5268
878,2483,5224
875,2482,5180
859,2459,5112
855,2446,5048
866,2445,4978
875,2446,4917
863,2421,4844
855,2409,4785
864,2422,4720
875,2446,4653
859,2434,4560
836,2409,4478
827,2396,4403
836,2409,4346
839,2411,4274
836,2409,4214
833,2409,4161
836,2409,4126
836,2399,4079
836,2409,4039
835,2414,3992
836,2373,3951
828,2323,3897
816,2373,3863
810,2440,3837
816,2373,3819
814,2264,3775
797,2373,3731
787,2540,3695
816,2373,3687
843,2064,3671
797,2373,3644
690,3302,3594
641,3760,3556
705,3017,3525
797,1862,3512
818,1463,3489
797,1862,3468
802,2238,3440
836,2263,3424
850,2245,3401
855,2373,3380
870,2456,3350
875,2409,3336
843,2354,3330
816,2373,3336
823,2388,3321
836,2373,3292
816,2358,3256
797,2373,3248
812,2379,3250
836,2373,3248
825,2362,3221
797,2373,3205
783,2383,3200
777,2373,3205
756,2326,3184
739,2300,3161
750,2323,3146
777,2373,3161
786,2386,3168
777,2373,3161
767,2361,3132
758,2373,3117
744,2367,3110
739,2336,3117
747,2297,3114
758,2300,3117
757,2335,3114
758,2373,3117
768,2367,3111
777,2336,3117
764,2305,3119
739,2300,3117
727,2299,3092
739,2300,3073
749,2295,3064
739,2300,3073
713,2302,3073
700,2300,3073
706,2280,3068
719,2263,3073
726,2254,3071
739,2263,3073
755,2257,3069
758,2227,3073
732,2185,3070
700,2190,3073
686,2245,3070
680,2300,3073
666,2302,3069
680,2300,3073
712,2311,3070
700,2300,3073
659,2265,3069
700,2300,3073
769,2356,3072
700,2300,3073
586,2203,3067
700,2300,3073
889,2447,3076
739,2300,3073
458,2057,3047
700,2300,3029
1172,2733,3021
719,2300,3029
-654,1000,3028
-1224,402,3029
7,1418,3026
1672,2847,3029
1990,3114,3024
1205,2446,3029
731,2076,3032
913,2263,3029
1010,2310,3004
758,2008,2985
607,1796,2977
739,1862,2985
847,1927,2983
777,1862,2985
662,1778,2984
564,1716,2985
412,1568,2964
233,1351,2941
108,1155,2928
39,1022,2941
-11,895,2949
-19,767,2941
15,647,2912
39,548,2897
26,431,2895
39,292,2897
130,177,2876
272,183,2853
368,281,2841
369,365,2853
315,376,2859
292,438,2853
340,680,2829
447,1095,2809
566,1543,2798
661,1935,2809
706,2235,2816
700,2446,2809
668,2560,2780
661,2628,2766
693,2695,2764
739,2774,2766
764,2828,2742
777,2847,2722
790,2843,2714
797,2847,2722
792,2862,2719
797,2884,2722
813,2892,2723
816,2884,2722
799,2861,2697
797,2847,2678
822,2842,2670
836,2847,2678
814,2847,2676
797,2847,2678
814,2844,2678
836,2847,2678
821,2845,2655
797,2847,2634
799,2844,2623
816,2847,2634
812,2845,2636
797,2847,2634
799,2843,2626
816,2847,2634
816,2847,2638
797,2847,2634
784,2840,2608
797,2847,2590
814,2851,2582
816,2847,2590
803,2833,2590
797,2847,2590
798,2873,2586
797,2884,2590
784,2857,2588
777,2847,2590
786,2864,2587
797,2884,2590
791,2873,2587
777,2884,2590
766,2923,2587
758,2957,2590
745,2936,2586
739,2920,2590
740,2946,2588
739,2993,2590
719,3000,2583
700,2993,2590
694,3003,2604
700,3030,2634
700,3031,2654
700,3030,2678
701,3041,2704
700,3066,2766
693,3079,2844
700,3103,2941
721,3140,3038
739,3176,3161
736,3178,3290
739,3176,3424
763,3178,3544
797,3176,3687
818,3140,3842
836,3103,3995
858,3070,4105
875,3030,4214
873,2955,4335
875,2884,4478
892,2827,4594
913,2774,4697
917,2695,4795
913,2628,4917
919,2596,5030
933,2592,5136
937,2564,5219
933,2519,5312
930,2472,5399
933,2446,5487
927,2422,5551
913,2409,5619
903,2402,5681
913,2409,5751
930,2408,5797
933,2409,5838
918,2406,5860
913,2409,5882
924,2395,5893
933,2373,5926
922,2355,5955
913,2373,5970
921,2401,5944
933,2409,5926
926,2383,5919
913,2373,5926
910,2389,5905
913,2409,5882
911,2393,5856
913,2373,5838
919,2378,5794
913,2409,5751
889,2420,5702
875,2409,5663
882,2386,5598
894,2373,5531
885,2364,5457
875,2373,5399
880,2380,5331
894,2373,5268
890,2333,5196
875,2300,5136
861,2298,5053
855,2336,4960
850,2367,4856
855,2373,4785
868,2351,4721
875,2336,4653
863,2316,4555
855,2300,4478
861,2289,4424
875,2300,4390
876,2316,4325
875,2336,4258
875,2330,4200
875,2300,4170
858,2296,4128
836,2373,4083
832,2410,4029
855,2300,3995
865,2195,3951
836,2336,3907
806,2504,3852
836,2300,3819
880,1968,3792
836,2300,3775
706,3274,3747
641,3760,3731
720,3020,3712
836,1862,3687
861,1476,3638
836,1898,3600
851,2287,3571
894,2300,3556
895,2258,3526
875,2373,3512
885,2446,3508
913,2373,3512
905,2285,3490
875,2300,3468
865,2340,3443
875,2336,3424
868,2300,3392
855,2300,3380
860,2335,3379
875,2373,3380
870,2365,3354
855,2336,3336
844,2322,3332
836,2336,3336
816,2328,3314
797,2300,3292
791,2280,3282
797,2300,3292
797,2327,3290
797,2336,3292
798,2316,3292
797,2300,3292
785,2294,3268
777,2300,3248
783,2297,3239
797,2300,3248
800,2311,3248
797,2336,3248
799,2344,3245
816,2336,3248
833,2313,3243
836,2300,3248
819,2293,3250
797,2300,3248
781,2301,3224
777,2300,3205
778,2293,3195
777,2300,3205
774,2304,3204
777,2300,3205
785,2287,3200
797,2300,3205
801,2314,3202
797,2300,3205
786,2258,3201
777,2263,3205
767,2326,3201
739,2373,3205
704,2348,3203
719,2336,3205
765,2370,3198
758,2373,3205
713,2318,3207
758,2336,3205
841,2410,3179
777,2373,3161
647,2260,3152
739,2336,3161
921,2495,3159
777,2373,3161
505,2134,3158
758,2373,3161
1240,2811,3155
777,2373,3161
-628,1036,3163
-1224,402,3161
5,1423,3135
1672,2884,3117
1979,3165,3109
1186,2482,3117
721,2091,3114
913,2263,3117
1007,2305,3117
758,2008,3117
629,1804,3094
777,1862,3073
872,1896,3061
777,1789,3073
657,1678,3077
564,1606,3073
401,1448,3048
194,1205,3029
51,971,3017
-19,803,3029
-72,652,3035
-97,511,3029
-81,388,3001
-58,292,2985
-49,178,2981
0,37,2985
131,-77,2965
311,-37,2941
441,143,2927
466,329,2941
420,416,2949
389,511,2941
424,755,2912
525,1168,2897
644,1627,2894
739,2044,2897
781,2371,2876
777,2592,2853
752,2703,2840
739,2774,2853
750,2859,2861
777,2957,2853
801,3015,2825
816,3030,2809
827,3025,2804
836,3030,2809
837,3032,2806
836,3030,2809
834,3024,2810
836,3030,2809
836,3033,2787
836,3030,2766
835,3021,2754
836,3030,2766
835,3040,2771
836,3030,2766
835,2996,2739
836,2993,2722
835,3018,2713
836,3030,2722
836,2989,2723
836,2957,2722
833,2966,2714
836,2993,2722
837,2979,2726
836,2957,2722
831,2949,2695
836,2957,2678
841,2947,2671
836,2957,2678
819,2982,2675
816,2993,2678
830,2962,2679
836,2957,2678
815,2995,2654
797,3030,2634
802,3007,2624
816,2993,2634
811,3024,2634
797,3066,2634
792,3052,2628
797,3030,2634
792,3039,2632
777,3066,2634
764,3061,2629
758,3066,2634
749,3102,2631
739,3139,2634
727,3122,2629
719,3103,2634
708,3123,2643
700,3176,2678
696,3199,2718
700,3212,2766
701,3241,2801
700,3285,2853
701,3295,2923
719,3285,3029
743,3285,3149
758,3322,3292
762,3354,3426
777,3358,3556
808,3323,3673
836,3285,3819
839,3247,3976
836,3212,4126
847,3159,4235
875,3103,4346
898,3045,4469
913,2993,4609
924,2923,4723
933,2847,4829
934,2776,4930
933,2738,5048
937,2716,5155
952,2701,5268
966,2667,5373
972,2628,5487
964,2585,5579
952,2555,5663
940,2529,5727
933,2519,5795
930,2513,5840
933,2519,5882
935,2507,5915
933,2482,5970
928,2450,6020
933,2446,6058
938,2450,6056
933,2446,6058
916,2417,6069
913,2409,6102
926,2425,6109
933,2446,6102
920,2441,6073
913,2446,6058
925,2466,6035
933,2482,6014
914,2463,5969
894,2446,5926
897,2444,5875
913,2446,5838
916,2421,5793
913,2409,5751
914,2425,5685
913,2446,5619
900,2429,5543
894,2409,5487
905,2406,5424
913,2409,5356
897,2386,5260
875,2373,5180
868,2387,5108
875,2409,5048
874,2395,4962
875,2373,4873
877,2376,4777
875,2409,4697
860,2419,4604
855,2409,4521
866,2390,4441
875,2373,4390
863,2355,4340
855,2373,4302
863,2396,4253
875,2373,4214
866,2328,4166
855,2373,4126
861,2436,4078
875,2373,4039
864,2269,3991
836,2373,3951
827,2532,3901
855,2373,3863
874,2087,3829
836,2409,3819
763,3325,3801
739,3760,3775
783,3018,3725
836,1898,3687
841,1547,3657
836,1971,3644
865,2339,3619
913,2336,3600
928,2292,3574
913,2409,3556
906,2493,3527
913,2446,3512
910,2388,3505
894,2409,3512
879,2429,3497
875,2409,3468
871,2376,3431
875,2373,3424
885,2374,3426
894,2373,3424
887,2364,3396
875,2373,3380
859,2382,3377
836,2373,3380
807,2326,3357
797,2300,3336
807,2323,3327
816,2373,3336
812,2386,3334
816,2373,3336
832,2362,3336
836,2373,3336
811,2364,3313
797,2336,3292
813,2314,3281
836,2336,3292
830,2368,3293
816,2373,3292
821,2342,3286
836,2336,3292
830,2359,3292
816,2373,3292
813,2335,3285
816,2300,3292
801,2305,3295
777,2336,3292
767,2330,3267
777,2300,3248
784,2281,3240
777,2300,3248
769,2312,3248
777,2300,3248
794,2259,3244
797,2227,3248
771,2221,3245
739,2263,3248
723,2327,3246
719,2373,3248
715,2371,3242
739,2373,3248
767,2385,3252
739,2373,3248
688,2340,3222
739,2373,3205
831,2424,3197
777,2373,3205
659,2284,3201
758,2373,3205
935,2507,3206
777,2373,3205
500,2152,3179
758,2373,3161
1245,2774,3153
777,2409,3161
-633,1274,3157
-1224,767,3161
13,1681,3162
1672,2920,3161
1955,3092,3136
1147,2446,3117
695,2103,3108
913,2263,3117
1017,2277,3115
758,1971,3117
621,1769,3116
777,1825,3117
882,1851,3095
777,1716,3073
626,1561,3059
505,1460,3073
330,1293,3080
117,1022,3073
-44,739,3044
-136,548,3029
-197,418,3026
-214,292,3029
-185,146,3009
-155,37,2985
-133,-45,2971
-58,-146,2985
95,-256,2993
272,-219,2985
387,1,2955
428,256,2941
427,392,2939
428,511,2941
456,777,2920
544,1205,2897
674,1650,2885
777,2044,2897
797,2374,2903
758,2628,2897
727,2771,2872
739,2847,2853
770,2916,2843
797,2993,2853
817,3043,2859
836,3066,2853
844,3070,2826
836,3066,2809
825,3055,2804
836,3066,2809
862,3092,2805
875,3103,2809
863,3080,2812
855,3066,2809
865,3080,2784
875,3103,2766
864,3091,2758
855,3066,2766
864,3054,2763
875,3066,2766
864,3069,2767
855,3066,2766
864,3060,2741
875,3066,2722
864,3065,2714
855,3066,2722
864,3061,2719
875,3066,2722
864,3065,2722
855,3066,2722
865,3061,2699
875,3066,2678
863,3065,2668
855,3066,2678
866,3059,2679
875,3066,2678
856,3069,2671
836,3066,2678
834,3053,2678
836,3066,2678
816,3090,2670
797,3103,2678
802,3089,2682
816,3103,2678
805,3143,2651
777,3176,2634
765,3157,2627
777,3139,2634
781,3149,2628
758,3176,2634
731,3173,2649
739,3176,2678
768,3204,2682
777,3249,2678
747,3266,2679
719,3285,2722
721,3319,2782
739,3358,2853
739,3361,2910
739,3358,2985
754,3369,3078
777,3395,3205
786,3399,3333
797,3395,3468
818,3382,3594
836,3358,3731
833,3303,3860
836,3249,3995
857,3196,4120
875,3139,4258
870,3059,4388
875,2993,4521
905,2941,4632
933,2884,4741
926,2799,4842
913,2738,4960
927,2714,5072
952,2701,5180
951,2648,5265
933,2592,5356
924,2561,5441
933,2555,5531
937,2535,5597
933,2519,5663
929,2514,5722
933,2519,5795
933,2499,5845
933,2482,5882
932,2477,5898
933,2482,5926
925,2464,5949
913,2446,5970
906,2447,5967
913,2482,5970
921,2500,5968
913,2482,5970
895,2444,5947
894,2446,5926
909,2472,5900
913,2482,5882
892,2454,5840
875,2446,5795
880,2467,5741
894,2482,5707
888,2455,5663
875,2446,5619
870,2480,5552
875,2519,5487
872,2504,5413
875,2482,5356
885,2493,5290
894,2519,5224
885,2504,5134
875,2482,5048
874,2479,4955
875,2482,4873
857,2457,4778
836,2446,4697
828,2463,4620
836,2482,4565
839,2458,4500
836,2446,4434
831,2469,4356
836,2482,4302
840,2447,4254
836,2446,4214
826,2486,4148
836,2482,4083
848,2411,4022
836,2409,3995
815,2468,3971
836,2446,3951
860,2376,3907
816,2482,3863
758,2626,3811
816,2446,3775
912,2128,3743
797,2409,3731
468,3303,3712
292,3760,3687
485,3065,3640
797,1971,3600
884,1607,3566
797,2008,3556
785,2371,3536
875,2373,3512
904,2316,3477
855,2409,3468
838,2481,3467
875,2446,3468
879,2408,3445
836,2446,3424
806,2483,3400
816,2482,3380
830,2469,3348
836,2482,3336
844,2491,3336
855,2482,3336
851,2454,3310
836,2446,3292
815,2451,3288
797,2446,3292
781,2403,3270
777,2373,3248
778,2382,3238
777,2409,3248
772,2409,3247
777,2409,3248
785,2426,3248
777,2446,3248
751,2429,3225
739,2409,3205
754,2414,3194
777,2446,3205
782,2455,3204
777,2446,3205
777,2436,3200
777,2446,3205
766,2439,3201
758,2409,3205
765,2372,3202
777,2373,3205
766,2396,3199
739,2409,3205
723,2386,3207
739,2373,3205
765,2385,3180
777,2409,3161
767,2410,3151
758,2409,3161
758,2403,3161
758,2373,3161
736,2314,3155
700,2300,3161
672,2352,3159
661,2409,3161
663,2406,3155
700,2409,3161
741,2443,3160
719,2446,3161
665,2396,3154
700,2409,3161
780,2463,3164
739,2409,3161
649,2294,3134
758,2373,3117
909,2542,3110
719,2446,3117
432,2217,3113
700,2409,3117
1196,2805,3118
739,2446,3117
-652,1296,3092
-1224,767,3073
11,1687,3065
1652,2957,3073
1927,3142,3071
1127,2482,3073
689,2127,3073
913,2300,3073
1022,2335,3050
777,2044,3029
653,1853,3017
797,1935,3029
869,1991,3034
739,1862,3029
586,1665,3004
466,1497,2985
275,1287,2974
39,1022,2985
-123,756,2991
-194,548,2985
-232,392,2956
-233,292,2941
-197,216,2938
-175,146,2941
-185,56,2920
-155,-37,2897
-41,-103,2885
117,-73,2897
233,61,2903
292,256,2897
322,437,2871
350,621,2853
382,859,2844
447,1205,2853
551,1621,2857
661,2044,2853
724,2389,2829
739,2628,2809
734,2774,2798
739,2884,2809
753,2971,2816
777,3030,2809
808,3050,2782
836,3066,2766
846,3088,2760
836,3103,2766
819,3097,2762
816,3103,2766
826,3126,2768
836,3139,2766
836,3118,2740
836,3103,2722
837,3116,2715
836,3139,2722
831,3127,2719
836,3103,2722
849,3093,2723
855,3103,2722
843,3090,2697
836,3066,2678
850,3049,2670
875,3066,2678
876,3087,2675
855,3103,2678
835,3110,2679
836,3139,2678
847,3168,2654
855,3176,2634
848,3141,2625
836,3103,2634
828,3075,2633
836,3066,2634
849,3055,2631
855,3066,2634
845,3087,2629
836,3103,2634
838,3083,2636
855,3066,2634
871,3071,2610
875,3103,2590
860,3121,2581
836,3139,2590
811,3155,2590
797,3176,2590
793,3175,2584
797,3176,2590
798,3184,2589
797,3212,2590
794,3231,2584
797,3249,2590
799,3262,2590
797,3285,2590
791,3301,2581
797,3322,2590
809,3336,2606
816,3358,2634
812,3384,2662
816,3431,2722
830,3465,2802
836,3468,2897
828,3439,2976
836,3431,3073
867,3431,3191
894,3395,3336
888,3297,3468
875,3212,3600
873,3171,3725
875,3139,3863
867,3054,3992
875,2957,4126
902,2889,4242
913,2847,4346
885,2777,4425
855,2701,4521
858,2648,4628
875,2628,4741
868,2595,4828
855,2555,4917
860,2522,5002
875,2519,5092
869,2518,5157
855,2519,5224
857,2503,5287
875,2482,5356
881,2455,5400
875,2446,5443
869,2444,5483
875,2446,5531
878,2427,5556
875,2409,5575
868,2400,5588
875,2409,5619
887,2412,5629
894,2409,5619
886,2401,5584
875,2409,5575
870,2415,5577
875,2409,5575
876,2383,5531
875,2373,5487
873,2383,5454
875,2409,5443
874,2416,5407
875,2409,5356
875,2389,5285
875,2373,5224
866,2359,5153
855,2373,5092
843,2397,5023
836,2409,4960
831,2389,4887
836,2373,4829
840,2369,4765
836,2373,4697
822,2365,4603
816,2373,4521
818,2385,4447
816,2373,4390
802,2319,4317
797,2300,4258
806,2337,4205
816,2373,4170
809,2350,4123
797,2336,4083
794,2352,4035
797,2336,3995
788,2279,3941
777,2300,3907
779,2367,3880
797,2336,3863
805,2262,3819
797,2373,3775
787,2509,3739
797,2300,3731
804,1970,3715
777,2300,3687
722,3276,3636
700,3760,3600
737,3013,3571
797,1862,3556
821,1501,3530
816,1935,3512
822,2306,3488
855,2300,3468
880,2257,3436
875,2373,3424
850,2438,3421
836,2373,3424
835,2314,3402
836,2336,3380
826,2340,3356
816,2300,3336
818,2272,3304
836,2300,3292
846,2331,3292
836,2336,3292
811,2312,3266
797,2300,3248
791,2300,3244
777,2300,3248
751,2275,3226
739,2263,3205
748,2279,3195
758,2300,3205
747,2285,3203
739,2263,3205
746,2256,3204
758,2263,3205
750,2258,3182
739,2263,3161
737,2283,3149
739,2300,3161
732,2283,3163
739,2263,3161
762,2259,3152
777,2263,3161
761,2233,3165
739,2190,3161
734,2167,3135
739,2190,3117
730,2219,3108
719,2227,3117
718,2205,3116
719,2190,3117
707,2185,3112
700,2190,3117
714,2187,3114
739,2190,3117
740,2192,3113
719,2190,3117
694,2178,3114
680,2190,3117
673,2230,3114
661,2263,3117
650,2257,3113
680,2263,3117
722,2283,3115
700,2263,3117
643,2216,3111
680,2263,3117
759,2349,3119
700,2300,3117
