II,aVF,PLETH,RESP
2889,2328,2136,2288
2876,2309,2138,2319
2876,2298,2135,2339
2876,2309,2138,2367
2850,2315,2136,2396
2827,2309,2138,2431
2817,2296,2135,2461
2827,2309,2138,2496
2828,2334,2137,2526
2827,2346,2138,2560
2808,2325,2134,2584
2777,2309,2138,2609
2735,2318,2139,2629
2727,2346,2138,2657
2749,2352,2120,2679
2777,2346,2105,2705
2775,2350,2096,2725
2777,2383,2105,2753
2798,2411,2108,2777
2827,2419,2105,2802
2813,2399,2085,2816
2777,2383,2072,2834
2753,2386,2063,2852
2777,2419,2072,2882
2810,2449,2082,2907
2827,2456,2105,2931
2804,2434,2129,2943
2777,2419,2171,2963
2762,2415,2213,2983
2777,2419,2269,3011
2786,2415,2324,3027
2777,2419,2401,3043
2744,2424,2496,3054
2727,2419,2631,3076
2724,2394,2776,3090
2727,2383,2927,3108
2720,2396,3073,3118
2727,2419,3256,3140
2736,2411,3464,3161
2727,2383,3684,3188
2676,2354,3878,3202
2628,2346,4078,3220
2610,2331,4287,3238
2628,2309,4506,3269
2649,2301,4693,3292
2678,2346,4868,3317
2693,2405,5030,3330
2678,2419,5196,3349
2621,2364,5335,3367
2579,2309,5460,3398
2569,2296,5559,3421
2579,2309,5657,3446
2572,2306,5738,3458
2579,2309,5821,3478
2603,2329,5881,3497
2628,2346,5920,3526
2610,2326,5928,3542
2579,2309,5953,3559
2564,2310,5985,3567
2579,2309,6019,3591
2582,2280,6017,3613
2579,2273,6019,3639
2587,2307,6026,3652
2628,2346,6051,3671
2653,2334,6052,3689
2628,2309,6051,3720
2561,2304,6044,3742
2529,2309,6051,3768
2546,2286,6045,3782
2579,2273,6051,3800
2579,2299,6050,3809
2579,2346,6051,3832
2584,2347,6028,3854
2579,2309,6019,3881
2541,2272,6012,3893
2529,2273,6019,3913
2556,2289,6000,3932
2579,2309,5986,3961
2550,2315,5964,3975
2529,2309,5953,3993
2549,2298,5918,4010
2579,2309,5887,4042
2557,2321,5847,4066
2529,2309,5821,4090
2540,2273,5783,4097
2579,2273,5756,4106
2572,2302,5720,4103
2529,2309,5690,4106
2486,2264,5638,4102
2479,2236,5591,4106
2493,2264,5537,4102
2529,2309,5492,4106
2563,2313,5426,4102
2579,2309,5361,4106
2554,2328,5286,4102
2529,2346,5229,4106
2520,2312,5163,4102
2529,2273,5098,4106
2528,2275,5010,4102
2529,2309,4933,4106
2530,2307,4856,4102
2529,2273,4802,4106
2503,2238,4745,4102
2479,2236,4703,4106
2482,2258,4651,4102
2529,2309,4604,4106
2571,2350,4546,4102
2579,2346,4506,4106
2548,2296,4468,4102
2529,2273,4440,4106
2528,2293,4390,4102
2529,2309,4341,4106
2502,2272,4294,4102
2479,2236,4276,4106
2486,2254,4258,4102
2529,2309,4243,4106
2550,2318,4207,4102
2529,2273,4177,4106
2485,2227,4140,4102
2479,2236,4111,4106
2506,2266,4071,4102
2529,2273,4045,4106
2509,2245,4023,4102
2479,2236,4012,4106
2468,2256,3982,4102
2479,2273,3947,4106
2492,2259,3903,4102
2529,2273,3881,4106
2557,2311,3862,4102
2529,2309,3848,4106
2464,2260,3815,4102
2479,2273,3782,4106
2546,2322,3744,4102
2529,2273,3716,4106
2442,2168,3681,4102
2479,2236,3651,4106
2591,2402,3613,4102
2529,2346,3585,4106
2366,2152,3549,4102
2479,2273,3519,4106
2739,2566,3482,4102
2479,2236,3453,4106
1616,1198,3417,4102
1091,587,3388,4106
1582,1208,3351,4102
2479,2309,3322,4106
2789,2688,3285,4102
2479,2309,3256,4106
2216,1971,3220,4102
2231,1943,3190,4106
2208,1863,3152,4102
1984,1576,3124,4106
1732,1288,3100,4102
1537,1063,3092,4106
1301,771,3077,4102
992,403,3059,4106
669,47,3022,4102
347,-330,2993,4106
6,-781,2968,4102
-298,-1210,2960,4106
-537,-1519,2944,4102
-744,-1760,2927,4106
-928,-2021,2904,4102
-1041,-2236,2894,4106
-1184,-2324,2881,4102
-1537,-2309,2861,4106
-2108,-2300,2824,4102
-2628,-2309,2796,4106
-2952,-2319,2774,4102
-3174,-2309,2763,4106
-3381,-2313,2743,4102
-3372,-2309,2730,4106
-2994,-2305,2714,4102
-2380,-2309,2697,4106
-1780,-2337,2661,4102
-1190,-2309,2631,4106
-526,-2139,2609,4102
149,-1760,2598,4106
677,-1183,2578,4102
1091,-440,2565,4106
1517,380,2560,4102
1984,1173,2565,4106
2394,1849,2554,4102
2727,2419,2532,4106
3028,2951,2506,4102
3322,3483,2500,4106
3575,3947,2499,4102
3769,4252,2500,4106
3898,4384,2483,4102
3967,4436,2467,4106
3980,4479,2447,4102
3967,4509,2434,4106
3960,4485,2414,4102
3967,4436,2401,4106
3971,4413,2383,4102
3967,4436,2368,4106
3959,4463,2345,4102
3967,4472,2335,4106
3973,4468,2332,4102
3967,4472,2335,4106
3949,4484,2321,4102
3967,4509,2302,4106
4015,4529,2280,4102
4066,4546,2269,4106
4072,4543,2262,4102
4066,4546,2269,4106
4061,4543,2274,4102
4066,4546,2269,4106
4057,4536,2247,4102
4066,4546,2236,4106
4087,4558,2236,4102
4116,4582,2236,4106
4126,4592,2216,4102
4165,4619,2204,4106
4220,4650,2202,4102
4265,4692,2204,4106
4258,4709,2185,4102
4265,4729,2171,4106
4305,4751,2168,4102
4364,4802,2171,4106
4384,4852,2153,4102
4413,4912,2138,4106
4473,4962,2134,4102
4562,5022,2138,4106
4616,5070,2122,4102
4661,5132,2105,4106
4718,5204,2097,4102
4810,5316,2105,4106
4890,5419,2105,4102
4959,5499,2105,4106
5007,5540,2104,4102
5058,5609,2105,4106
5100,5700,2089,4102
5157,5792,2072,4106
5210,5833,2062,4102
5256,5865,2072,4106
5277,5911,2078,4102
5306,5975,2072,4106
5334,6005,2050,4102
5356,6012,2039,4106
5336,5996,2037,4102
5306,5975,2039,4106
5274,5925,2024,4102
5256,5865,2006,4106
5215,5794,1997,4102
5157,5719,2006,4106
5080,5614,2011,4102
5008,5499,2006,4106
4918,5371,1986,4102
4810,5242,1973,4106
4679,5086,1968,4102
4562,4912,1973,4106
4443,4712,1973,4102
4314,4509,1973,4106
4157,4298,1969,4102
4017,4106,1973,4106
3891,3919,1973,4102
3769,3739,1973,4106
3614,3538,1969,4102
3471,3336,1973,4106
3357,3137,1976,4102
3273,2969,1973,4106
3158,2814,1955,4102
3025,2676,1940,4106
2899,2537,1934,4102
2827,2419,1940,4106
2777,2316,1941,4102
2727,2236,1940,4106
2650,2147,1937,4102
2579,2053,1940,4106
2518,1958,1940,4102
2479,1906,1940,4106
2431,1883,1937,4102
2380,1870,1940,4106
2336,1831,1940,4102
2331,1796,1940,4106
2335,1781,1937,4102
2331,1796,1940,4106
2299,1802,1941,4102
2281,1796,1940,4106
2278,1784,1934,4102
2281,1796,1940,4106
2257,1816,1955,4102
2231,1833,1973,4106
2219,1832,1975,4102
2231,1833,1973,4106
2235,1833,1969,4102
2231,1833,1973,4106
2223,1824,1972,4102
2231,1833,1973,4106
2235,1854,1971,4102
2231,1870,1973,4106
2221,1854,1970,4102
2231,1833,1973,4106
2242,1824,1973,4102
2231,1833,1973,4106
2193,1834,1966,4101
2182,1833,1973,4106
2205,1831,1986,4103
2231,1833,2006,4106
2213,1829,2017,4101
2182,1833,2039,4106
2170,1837,2066,4105
2182,1833,2105,4106
2183,1808,2142,4098
2182,1796,2204,4106
2181,1807,2280,4111
2182,1833,2368,4106
2172,1839,2442,4068
2182,1833,2532,4026
2209,1827,2648,3981
2231,1833,2796,3945
2212,1834,2932,3894
2182,1833,3059,3848
2170,1829,3178,3804
2182,1833,3322,3768
2185,1832,3469,3717
2182,1833,3618,3671
2177,1830,3747,3626
2182,1833,3881,3591
2180,1832,4012,3541
2182,1833,4144,3494
2181,1830,4249,3443
2182,1833,4341,3398
2176,1832,4420,3338
2182,1833,4506,3285
2188,1830,4577,3232
2182,1833,4637,3188
2150,1833,4672,3135
2132,1833,4703,3092
2146,1828,4721,3048
2182,1833,4736,3011
2193,1836,4734,2960
2182,1833,4736,2914
2167,1821,4733,2869
2182,1833,4736,2834
2208,1868,4721,2790
2231,1906,4703,2753
2233,1914,4678,2717
2231,1906,4670,2689
2228,1899,4655,2649
2231,1906,4637,2609
2230,1907,4600,2564
2231,1906,4572,2528
2230,1903,4538,2486
2231,1906,4506,2448
2228,1904,4452,2403
2231,1906,4407,2367
2232,1905,4366,2330
2231,1906,4341,2303
2223,1912,4296,2270
2231,1943,4243,2238
2254,1975,4180,2201
2281,1980,4144,2174
2285,1951,4111,2148
2281,1943,4078,2125
2276,1963,4023,2092
2281,1980,3980,2061
2280,1958,3941,2027
2281,1943,3914,1997
2278,1958,3864,1961
2281,1980,3815,1932
2278,1964,3768,1906
2281,1943,3749,1884
2280,1949,3739,1852
2281,1980,3749,1820
2276,1987,3761,1784
2281,1980,3782,1755
2283,1974,3784,1722
2281,1980,3782,1691
2270,1977,3771,1655
2281,1980,3782,1626
2308,1993,3796,1599
2331,2016,3815,1578
2316,2024,3813,1553
2281,2016,3815,1530
2256,2002,3821,1502
2281,2016,3848,1481
2321,2033,3867,1458
2331,2016,3881,1433
2311,1985,3876,1399
2331,2016,3881,1369
2361,2061,3890,1342
2331,2016,3914,1320
2277,1942,3929,1294
2331,2016,3947,1272
2411,2140,3947,1249
2331,2053,3947,1224
2197,1875,3938,1190
2331,2016,3947,1159
2573,2317,3950,1134
2331,2053,3947,1111
1555,1141,3922,1084
1091,587,3914,1063
1529,1118,3914,1047
2331,2090,3914,1031
2614,2434,3882,999
2331,2090,3848,966
2047,1749,3822,938
1984,1686,3815,918
1902,1597,3797,893
1686,1320,3782,870
1480,1024,3763,846
1339,806,3749,821
1180,585,3716,789
992,330,3684,757
825,94,3655,730
645,-147,3651,708
374,-466,3639,679
50,-843,3618,644
-254,-1201,3577,608
-496,-1503,3552,580
-673,-1775,3533,554
-793,-2016,3519,531
-996,-2206,3483,507
-1438,-2309,3453,483
-2088,-2335,3429,458
-2678,-2309,3420,435
-3064,-2299,3401,410
-3322,-2309,3388,386
-3530,-2326,3369,362
-3521,-2309,3355,338
-3155,-2294,3320,313
-2529,-2309,3289,290
-1859,-2349,3262,266
-1190,-2309,3256,242
-513,-2120,3241,217
99,-1760,3223,193
542,-1260,3197,169
893,-623,3190,145
1285,106,3188,119
1736,843,3190,97
2129,1490,3173,74
2430,2053,3157,48
2706,2596,3137,20
3025,3153,3124,0
3340,3640,3102,-5
3570,3959,3092,0
3681,4095,3087,2
3719,4142,3092,0
3743,4181,3078,-1
3769,4216,3059,0
3777,4220,3033,1
3769,4216,3026,0
3763,4229,3022,-1
3769,4252,3026,0
3771,4256,3013,0
3769,4252,2993,0
3764,4252,2965,0
3769,4252,2960,0
3768,4241,2961,0
3769,4252,2960,0
3762,4288,2938,0
3769,4326,2927,0
3782,4326,2925,0
3818,4326,2927,0
3848,4338,2908,0
3868,4362,2894,0
3861,4357,2889,0
3868,4362,2894,0
3884,4387,2879,0
3918,4436,2861,0
3938,4457,2850,0
3967,4472,2861,0
3989,4481,2866,0
4017,4509,2861,0
4031,4533,2839,0
4066,4582,2828,0
4110,4636,2824,0
4165,4692,2828,0
4205,4721,2816,0
4265,4766,2796,0
4334,4827,2769,0
4413,4912,2763,0
4463,4970,2762,0
4513,5022,2763,0
4572,5076,2745,0
4661,5169,2730,0
4739,5263,2721,0
4810,5352,2730,0
4872,5418,2732,0
4959,5499,2730,0
5040,5576,2711,0
5108,5645,2697,0
5149,5690,2688,0
5207,5755,2697,0
5265,5822,2701,0
5306,5865,2697,0
5302,5858,2675,0
5306,5865,2664,0
5328,5902,2661,0
5356,5939,2664,0
5340,5904,2648,0
5306,5829,2631,0
5261,5749,2620,0
5207,5682,2631,0
5111,5584,2636,0
5008,5462,2631,0
4909,5319,2609,0
4810,5169,2598,0
4669,4989,2593,0
4513,4802,2598,0
4355,4605,2595,0
4215,4399,2598,0
4065,4161,2598,0
3918,3922,2598,0
3765,3692,2581,0
3620,3483,2565,0
3463,3272,2556,0
3322,3079,2565,0
3191,2891,2570,0
3075,2713,2565,0
2946,2530,2545,0
2827,2383,2532,0
2715,2264,2526,0
2628,2163,2532,0
2544,2045,2531,0
2479,1943,2532,0
2422,1859,2529,0
2380,1796,2532,0
2328,1729,2530,0
2281,1686,2532,0
2243,1663,2529,0
2231,1650,2532,0
2215,1611,2530,0
2182,1576,2532,0
2123,1563,2530,0
2083,1576,2532,0
2070,1579,2530,0
2083,1576,2532,0
2085,1570,2530,0
2083,1576,2532,0
2077,1576,2529,0
2083,1576,2532,0
2082,1572,2530,0
2083,1576,2532,0
2080,1587,2529,0
2083,1613,2532,0
2080,1637,2532,0
2083,1650,2532,0
2082,1645,2516,0
2083,1650,2500,0
2077,1668,2487,0
2083,1686,2500,0
2087,1676,2517,0
2083,1650,2532,0
2056,1633,2529,0
2033,1650,2532,0
2025,1675,2541,0
2033,1686,2565,0
2033,1669,2579,0
2033,1650,2598,0
2031,1641,2620,0
2033,1650,2664,0
2029,1653,2708,0
2033,1650,2763,0
2035,1641,2816,0
2033,1650,2894,0
2024,1668,2983,0
2033,1686,3092,0
2044,1688,3199,0
2033,1686,3322,0
1994,1683,3447,0
1984,1686,3585,0
2010,1685,3714,0
2033,1686,3848,0
2009,1685,3975,0
1984,1686,4111,0
1995,1683,4239,0
2033,1686,4374,0
2042,1688,4503,0
2033,1686,4637,0
2027,1678,4746,0
2033,1686,4835,0
2029,1706,4897,0
2033,1723,4966,0
2052,1721,5033,0
2083,1723,5098,0
2090,1738,5134,0
2083,1760,5164,0
2074,1762,5180,0
2083,1760,5196,0
2086,1758,5194,0
2083,1760,5196,0
2075,1754,5194,0
2083,1760,5196,0
2088,1777,5179,0
2083,1796,5164,0
2068,1797,5143,0
2083,1796,5131,0
2115,1797,5099,0
2132,1796,5065,0
2106,1786,5023,0
2083,1796,4999,0
2093,1821,4967,0
2132,1833,4933,0
2145,1811,4878,0
2132,1796,4835,0
2117,1809,4794,0
2132,1833,4769,0
2158,1832,4723,0
2182,1833,4670,0
2185,1849,4607,0
2182,1870,4572,0
2176,1867,4538,0
2182,1870,4506,0
2184,1889,4450,0
2182,1906,4407,0
2172,1889,4369,0
2182,1870,4341,0
2205,1876,4290,0
2231,1906,4243,0
2236,1916,4198,0
2231,1906,4177,0
2226,1896,4145,0
2231,1906,4111,0
2232,1912,4068,0
2231,1906,4045,0
2227,1894,4024,0
2231,1906,4012,0
2231,1929,3989,0
2231,1943,3980,0
2227,1937,3972,0
2231,1943,3980,0
2236,1967,3976,0
2231,1980,3980,0
2215,1955,3975,0
2231,1943,3980,0
2269,1963,3973,0
2281,1980,3980,0
2260,1967,3989,0
2281,1980,4012,0
2318,2006,4016,0
2281,1980,4012,0
2214,1940,3999,0
2281,2016,4012,0
2383,2111,4030,0
2281,2016,4045,0
2113,1866,4029,0
2281,2016,4012,0
2587,2279,4001,0
2281,1980,4012,0
1312,1093,4014,0
744,587,4012,0
1301,1111,3994,0
2281,2016,3980,0
2594,2310,3957,0
2231,1980,3947,0
1931,1687,3930,0
1934,1650,3914,0
1911,1565,3878,0
1736,1320,3848,0
1618,1111,3822,0
1587,990,3815,0
1447,788,3800,0
1141,440,3782,0
784,46,3746,0
446,-330,3716,0
121,-702,3689,0
-149,-1063,3684,0
-353,-1391,3671,0
-545,-1686,3651,0
-757,-1958,3611,0
-942,-2163,3585,0
-1183,-2276,3565,0
-1636,-2309,3552,0
-2290,-2315,3517,0
-2876,-2309,3486,0
-3253,-2313,3461,0
-3521,-2309,3453,0
-3762,-2313,3436,0
-3769,-2309,3420,0
-3367,-2311,3399,0
-2678,-2309,3388,0
-1982,-2322,3369,0
-1339,-2309,3355,0
-687,-2206,3334,0
-50,-1906,3322,0
452,-1385,3302,0
843,-697,3289,0
1238,46,3269,0
1686,770,3256,0
2101,1436,3236,0
2430,2053,3223,0
2714,2634,3204,0
3025,3189,3190,0
3339,3667,3169,0
3570,3996,3157,0
3663,4144,3139,0
3670,4179,3124,0
3679,4189,3101,0
3719,4216,3092,0
3757,4240,3087,0
3769,4252,3092,0
3767,4264,3079,0
3769,4289,3059,0
3768,4303,3032,0
3769,4289,3026,0
3766,4257,3025,0
3769,4252,3026,0
3765,4283,3008,0
3769,4326,2993,0
3768,4335,2983,0
3769,4326,2993,0
3760,4314,2996,0
3769,4326,2993,0
3786,4328,2973,0
3818,4326,2960,0
3840,4323,2951,0
3868,4362,2960,0
3889,4407,2963,0
3918,4436,2960,0
3936,4424,2939,0
3967,4436,2927,0
3991,4478,2921,0
4017,4546,2927,0
4030,4584,2916,0
4066,4619,2894,0
4111,4649,2866,0
4165,4692,2861,0
4203,4718,2862,0
4265,4766,2861,0
4337,4829,2841,0
4413,4912,2828,0
4458,4968,2824,0
4513,5022,2828,0
4579,5080,2814,0
4661,5169,2796,0
4726,5255,2783,0
4810,5352,2796,0
4907,5441,2802,0
5008,5535,2796,0
5065,5608,2771,0
5108,5682,2763,0
5149,5749,2763,0
5207,5829,2763,0
5253,5889,2742,0
5306,5939,2730,0
5357,5970,2727,-1
5405,6012,2730,0
5414,6041,2712,5
5405,6049,2697,16
5380,6014,2689,30
5356,5975,2697,48
5309,5928,2695,70
5256,5865,2697,97
5187,5751,2697,123
5108,5609,2697,145
4993,5446,2678,161
4860,5279,2664,177
4708,5081,2657,198
4562,4876,2664,225
4410,4667,2662,252
4265,4472,2664,274
4098,4249,2664,289
3918,3996,2664,306
3726,3720,2646,327
3570,3483,2631,354
3442,3285,2623,380
3322,3116,2631,403
3173,2921,2631,424
3025,2713,2631,451
2888,2507,2627,483
2777,2346,2631,515
2666,2208,2629,541
2579,2090,2631,564
2515,1976,2628,585
2479,1906,2631,612
2432,1864,2629,638
2380,1833,2631,660
2324,1767,2628,676
2281,1686,2631,692
2230,1611,2628,713
2182,1576,2631,741
2139,1565,2628,767
2132,1576,2631,789
2151,1591,2628,805
2182,1613,2631,821
2176,1618,2628,836
2132,1613,2631,853
2081,1601,2628,869
2083,1613,2631,886
2117,1634,2628,901
2132,1650,2631,918
2101,1645,2628,932
2083,1650,2631,950
2103,1669,2628,967
2132,1686,2631,982
2115,1673,2628,991
2083,1650,2631,998
2070,1638,2629,1005
2083,1650,2631,1014
2084,1665,2627,1022
2083,1686,2631,1031
2084,1696,2629,1037
2083,1686,2631,1047
2054,1656,2624,1054
2033,1650,2631,1063
2043,1679,2641,1070
2083,1723,2664,1079
2099,1735,2677,1085
2083,1723,2697,1095
2049,1701,2718,1103
2033,1686,2763,1111
2029,1675,2807,1117
2033,1686,2861,1127
2031,1710,2913,1136
2033,1723,2993,1143
2033,1704,3085,1142
2033,1686,3190,1143
2027,1694,3283,1148
2033,1723,3388,1159
2053,1732,3504,1167
2083,1723,3651,1175
2092,1712,3797,1182
2083,1723,3947,1192
2070,1741,4078,1199
2083,1760,4210,1208
2095,1764,4334,1214
2083,1760,4473,1224
2044,1741,4606,1230
2033,1723,4736,1240
2055,1711,4838,1252
2083,1723,4933,1272
2080,1753,5016,1290
2083,1796,5098,1304
2106,1826,5153,1309
2132,1833,5196,1320
2116,1804,5223,1335
2083,1760,5262,1353
2067,1721,5295,1365
2083,1723,5328,1385
2089,1756,5332,1408
2083,1796,5328,1433
2086,1817,5316,1448
2132,1833,5328,1465
2180,1840,5334,1486
2182,1833,5328,1514
2127,1807,5290,1536
2083,1796,5262,1562
2088,1809,5240,1591
2132,1833,5229,1626
2164,1846,5195,1656
2182,1870,5164,1691
2187,1898,5128,1727
2182,1906,5098,1771
2152,1870,5045,1810
2132,1833,4999,1852
2144,1824,4958,1894
2182,1833,4933,1948
2195,1828,4887,1998
2182,1833,4835,2045
2165,1864,4774,2082
2182,1906,4736,2125
2212,1916,4698,2171
2231,1906,4670,2222
2213,1898,4623,2263
2182,1906,4572,2303
2162,1907,4509,2338
2182,1906,4473,2383
2212,1904,4440,2428
2231,1906,4407,2480
2228,1902,4350,2525
2231,1906,4308,2576
2236,1909,4273,2623
2231,1906,4243,2673
2217,1895,4186,2717
2231,1906,4144,2770
2265,1930,4118,2817
2281,1943,4111,2866
2252,1933,4079,2903
2231,1943,4045,2947
2249,1971,4015,2990
2281,1980,4012,3043
2270,1941,4006,3084
2231,1906,4012,3124
2222,1932,4028,3157
2281,2016,4078,3204
2326,2052,4129,3251
2281,1980,4177,3301
2200,1881,4195,3337
2231,1906,4210,3381
2322,2000,4219,3425
2281,1980,4243,3478
2117,1861,4258,3522
2083,1870,4276,3575
2188,1992,4275,3622
2182,1980,4276,3671
2087,1876,4268,3706
2231,2016,4276,3752
2464,2255,4277,3798
2132,1943,4276,3848
1223,1061,4255,3879
744,587,4243,3913
1336,1159,4226,3948
2281,2090,4210,3993
2569,2384,4172,4025
2281,2090,4144,4058
2142,1883,4121,4082
2281,1906,4111,4106
2282,1804,4080,4107
2033,1503,4045,4106
1799,1240,4005,4100
1636,1026,3980,4106
1370,680,3946,4104
992,220,3914,4106
644,-181,3874,4101
347,-513,3848,4106
21,-885,3815,4103
-298,-1283,3782,4106
-559,-1626,3730,4102
-793,-1906,3684,4106
-1035,-2154,3640,4102
-1240,-2309,3618,4106
-1512,-2341,3589,4102
-2033,-2309,3552,4106
-2751,-2304,3496,4102
-3322,-2309,3453,4106
-3614,-2310,3416,4102
-3818,-2309,3388,4106
-4023,-2326,3348,4102
-3918,-2309,3322,4106
-3327,-2284,3301,4102
-2529,-2309,3289,4106
-1867,-2377,3257,4102
-1240,-2309,3223,4106
-466,-2006,3194,4102
298,-1540,3190,4106
756,-1049,3180,4102
992,-513,3157,4106
1307,150,3116,4102
1785,916,3092,4106
2229,1639,3074,4102
2529,2236,3059,4106
2762,2745,3022,4102
3025,3226,2993,4106
3286,3645,2972,4102
3471,3922,2960,4106
3552,4027,2927,4102
3570,4032,2894,4106
3585,4032,2869,4102
3620,4069,2861,4106
3657,4115,2845,4102
3670,4142,2828,4106
3652,4136,2807,4102
3620,4106,2796,4106
3599,4070,2777,4102
3620,4069,2763,4106
3671,4113,2744,4102
3719,4179,2730,4106
3726,4216,2709,4102
3719,4216,2697,4106
3713,4191,2681,4102
3719,4179,2664,4106
3712,4171,2638,4102
3719,4179,2631,4106
3752,4197,2632,4102
3818,4252,2631,4106
3860,4302,2610,4102
3868,4326,2598,4106
3850,4311,2596,4102
3868,4326,2598,4106
3914,4365,2579,4102
3967,4399,2565,4106
3975,4378,2562,4102
3967,4362,2565,4106
3968,4380,2548,4102
4017,4436,2532,4106
4084,4469,2527,4102
4165,4509,2532,4106
4224,4569,2519,4102
4265,4656,2500,4106
4265,4693,2479,4102
4265,4692,2467,4106
4284,4690,2446,4102
4364,4766,2434,4106
4465,4891,2429,4102
4562,5022,2434,4106
4615,5101,2421,4102
4661,5169,2401,4106
4719,5247,2377,4102
4810,5352,2368,4106
4881,5426,2354,4102
4909,5462,2335,4106
4895,5465,2309,4102
4909,5499,2302,4106
4966,5569,2303,4102
5058,5682,2302,4106
5136,5787,2282,4102
5207,5865,2269,4106
5249,5884,2266,4102
5256,5865,2269,4106
5209,5821,2255,4102
5157,5792,2236,4106
5122,5761,2217,4102
5108,5719,2204,4106
5070,5637,2182,4102
5008,5535,2171,4106
4903,5403,2167,4102
4761,5242,2171,4106
4578,5040,2157,4102
4413,4839,2138,4106
4279,4649,2115,4102
4165,4472,2105,4106
4023,4264,2099,4102
3868,4032,2105,4106
3710,3785,2108,4102
3570,3556,2105,4106
3420,3330,2085,4102
3273,3116,2072,4106
3133,2911,2067,4102
3025,2749,2072,4106
2923,2613,2070,4102
2827,2493,2072,4106
2720,2358,2073,4102
2628,2236,2072,4106
2544,2131,2054,4102
2479,2053,2039,4106
2419,1972,2032,4102
2380,1906,2039,4106
2349,1854,2039,4102
2331,1833,2039,4106
2302,1814,2036,4102
2281,1796,2039,4106
2269,1770,2037,4102
2281,1760,2039,4106
2288,1754,2038,4102
2281,1760,2039,4106
2251,1758,2035,4102
2231,1760,2039,4106
2224,1757,2040,4102
2231,1760,2039,4106
2230,1757,2030,4102
2231,1760,2039,4106
2230,1759,2057,4102
2231,1760,2072,4106
2225,1754,2058,4102
2231,1760,2039,4106
2237,1774,2029,4102
2231,1796,2039,4106
2201,1803,2042,4102
2182,1796,2039,4106
2180,1775,2031,4102
2182,1760,2039,4106
2157,1752,2042,4102
2132,1760,2039,4106
2123,1763,2026,4102
2132,1760,2039,4106
2131,1750,2068,4102
2132,1760,2105,4106
2134,1780,2127,4102
2132,1796,2171,4106
2107,1782,2230,4102
2083,1760,2302,4106
2072,1748,2357,4102
2083,1760,2434,4106
2085,1766,2544,4102
2083,1760,2697,4106
2077,1747,2852,4102
2083,1760,3026,4106
2083,1785,3211,4102
2083,1796,3420,4106
2077,1777,3627,4102
2083,1760,3848,4106
2085,1756,4072,4102
2083,1760,4308,4106
2073,1752,4533,4102
2083,1760,4769,4106
2107,1782,5001,4102
2132,1796,5229,4106
2135,1777,5418,4102
2132,1760,5591,4106
2130,1769,5751,4102
2132,1796,5920,4106
2127,1803,6064,4102
2132,1796,6183,4106
2137,1791,6256,4102
2132,1796,6315,4106
2117,1793,6359,4102
2132,1796,6413,4106
2168,1810,6451,4102
2182,1833,6479,4106
2150,1839,6478,4102
2132,1833,6479,4106
2155,1825,6474,4102
2182,1833,6479,4106
2160,1837,6464,4102
2132,1833,6446,4106
2142,1823,6410,4102
2182,1833,6380,4106
2193,1855,6340,4102
2182,1870,6315,4106
2173,1854,6280,4102
2182,1833,6249,4106
2183,1823,6195,4102
2182,1833,6150,4106
2180,1836,6097,4102
2182,1833,6051,4106
2175,1826,5983,4102
2182,1833,5920,4106
2203,1848,5847,4102
2231,1870,5788,4106
2236,1877,5717,4102
2231,1870,5657,4106
2226,1857,5586,4102
2231,1870,5525,4106
2231,1895,5452,4102
2231,1906,5394,4106
2228,1885,5327,4102
2231,1870,5262,4106
2230,1880,5174,4102
2231,1906,5098,4106
2229,1912,5023,4102
2231,1906,4966,4106
2229,1901,4895,4102
2231,1906,4835,4106
2229,1905,4773,4102
2231,1906,4736,4106
2229,1906,4687,4102
2231,1906,4637,4106
2228,1898,4574,4102
2231,1906,4539,4106
2231,1926,4514,4102
2231,1943,4506,4106
2216,1932,4483,4102
2182,1906,4473,4106
2137,1885,4464,4102
2132,1906,4473,4106
2162,1951,4469,4101
2182,1980,4473,4106
2181,1983,4469,4104
2231,2016,4473,4106
2321,2054,4465,4095
2380,2053,4473,4090
2445,2098,4484,4078
2628,2309,4506,4074
2785,2488,4506,4057
2678,2346,4506,4042
2482,2107,4498,4015
2628,2273,4506,3993
2912,2606,4505,3964
2579,2236,4506,3945
1608,1151,4488,3919
1091,587,4473,3897
1695,1293,4450,3861
2628,2346,4440,3832
2817,2522,4423,3801
2380,1980,4407,3784
2121,1667,4372,3759
2182,1760,4341,3736
2109,1703,4304,3700
1785,1320,4276,3671
1506,951,4238,3641
1339,733,4210,3623
1092,466,4174,3598
744,73,4144,3575
428,-317,4105,3539
149,-660,4078,3510
-179,-1012,4045,3476
-496,-1356,4012,3446
-724,-1649,3960,3403
-893,-1906,3914,3365
-1058,-2151,3872,3322
-1190,-2309,3848,3285
-1376,-2343,3814,3239
-1785,-2309,3782,3204
-2401,-2300,3742,3170
-2926,-2309,3716,3140
-3218,-2317,3683,3092
-3422,-2309,3651,3043
-3637,-2314,3608,2995
-3620,-2309,3585,2963
-3179,-2303,3566,2929
-2479,-2309,3552,2898
-1818,-2342,3516,2857
-1190,-2309,3486,2818
-479,-2109,3461,2772
248,-1686,3453,2737
787,-1101,3436,2702
1141,-440,3420,2673
1450,216,3399,2632
1785,843,3388,2592
2094,1436,3368,2548
2380,2016,3355,2512
2691,2595,3335,2470
3025,3153,3322,2431
3300,3608,3301,2388
3471,3886,3289,2351
3546,3993,3272,2309
