II,aVF,ABP,RESP
1068,1321,6318,1919
1110,1355,6465,1888
1142,1358,6583,1847
1184,1355,6683,1805
1235,1378,6737,1762
1258,1420,6770,1723
1247,1451,6786,1679
1258,1485,6814,1640
1305,1524,6823,1603
1332,1549,6814,1574
1319,1546,6768,1540
1332,1549,6727,1507
1391,1561,6681,1471
1406,1549,6639,1441
1329,1502,6570,1409
1258,1485,6508,1375
1282,1520,6453,1332
1332,1549,6421,1292
1294,1503,6363,1255
1184,1420,6290,1226
1090,1368,6203,1194
1036,1355,6159,1159
993,1331,6132,1117
962,1291,6115,1077
940,1253,6066,1039
888,1226,6028,1010
797,1194,5994,985
740,1162,5984,961
745,1131,5958,929
740,1097,5940,894
668,1055,5913,858
592,1033,5897,828
578,1034,5864,802
592,1033,5853,779
564,1002,5846,748
518,968,5853,712
505,957,5831,675
518,968,5809,646
518,971,5780,621
518,968,5766,596
527,965,5738,564
518,968,5722,530
472,967,5698,496
444,968,5678,464
473,970,5633,430
518,968,5591,398
505,943,5541,364
444,904,5504,331
411,881,5453,297
444,904,5416,265
498,946,5372,238
518,968,5329,215
510,962,5260,191
518,968,5198,166
536,983,5129,139
518,968,5067,116
464,918,4990,92
444,904,4936,66
483,942,4889,39
518,968,4848,17
491,934,4778,4
444,904,4717,0
435,929,4664,0
444,968,4630,0
418,949,4580,0
370,904,4543,0
350,889,4511,0
370,904,4499,0
403,903,4472,0
444,904,4455,0
490,931,4443,0
518,968,4455,0
516,974,4455,0
518,968,4455,0
551,988,4447,0
592,1033,4455,0
603,1054,4455,0
592,1033,4455,0
587,992,4444,0
592,968,4455,0
593,964,4473,0
592,968,4499,0
594,966,4499,0
592,968,4499,0
587,990,4492,0
592,1033,4499,0
601,1056,4495,0
592,1033,4499,0
574,984,4497,0
592,968,4499,0
646,999,4479,0
666,1033,4455,0
608,1018,4425,0
518,968,4412,0
463,924,4390,0
444,904,4368,0
414,880,4335,0
370,839,4324,0
352,794,4321,0
370,775,4324,0
366,774,4303,0
296,775,4281,0
215,769,4253,0
222,775,4237,0
309,782,4210,0
370,775,4193,0
340,756,4169,0
296,775,4150,0
289,798,4118,0
296,775,4106,0
254,687,4101,0
222,645,4106,0
247,697,4085,0
296,775,4062,0
305,791,4046,0
296,775,4062,0
327,796,4070,0
370,839,4062,0
340,817,4030,0
222,710,4019,0
138,615,4017,0
222,645,4019,0
490,831,3992,0
888,1162,3975,0
1490,1711,3969,0
2443,2582,3975,0
3722,3711,3953,0
5034,4841,3931,0
6072,5714,3918,0
6588,6132,3931,0
6261,5826,3934,0
4812,4583,3931,0
2560,2681,3910,0
444,904,3887,0
-775,-136,3855,0
-1184,-516,3844,0
-1329,-666,3840,0
-1481,-775,3844,0
-1563,-799,3822,0
-1555,-775,3800,0
-1567,-816,3786,0
-1629,-904,3800,0
-1689,-963,3806,0
-1777,-1033,3800,0
-1982,-1200,3771,0
-2295,-1420,3756,0
-2621,-1606,3749,0
-2887,-1743,3756,0
-3084,-1854,3753,0
-3183,-1872,3756,0
-3187,-1770,3755,0
-3109,-1614,3756,0
-2998,-1516,3734,0
-2813,-1420,3713,0
-2473,-1193,3698,0
-1925,-775,3713,0
-1259,-278,3721,0
-666,129,3713,0
-260,375,3681,0
0,516,3669,0
206,641,3668,0
370,775,3669,0
469,873,3644,0
518,904,3625,0
560,895,3619,0
592,904,3625,0
600,940,3606,0
592,968,3582,0
594,971,3566,0
592,968,3582,0
585,974,3590,0
592,968,3582,0
634,954,3551,0
666,968,3538,0
649,1014,3535,0
592,1033,3538,0
564,999,3516,0
592,968,3494,0
643,990,3480,0
666,1033,3494,0
662,1041,3500,0
666,1033,3494,0
679,1036,3465,0
666,1033,3451,0
619,996,3442,0
592,968,3451,0
619,987,3447,0
666,1033,3451,0
680,1046,3446,0
666,1033,3451,0
659,1024,3443,0
666,1033,3451,0
666,1035,3461,0
666,1033,3494,0
690,1031,3526,0
740,1033,3582,0
767,1030,3650,0
740,1033,3756,0
684,1036,3874,0
666,1033,4019,0
697,1022,4173,0
740,1033,4368,0
770,1067,4577,0
814,1097,4805,0
869,1098,5019,0
888,1097,5242,0
871,1121,5456,0
888,1162,5678,0
948,1176,5878,0
962,1162,6071,0
903,1145,6233,0
888,1162,6377,0
989,1216,6486,0
1110,1291,6596,0
1135,1344,6689,0
1110,1355,6770,0
1132,1342,6802,0
1184,1355,6814,0
1195,1394,6808,0
1184,1420,6814,0
1210,1414,6798,0
1258,1420,6770,0
1273,1457,6720,0
1258,1485,6683,0
1234,1443,6639,0
1184,1355,6596,0
1100,1292,6525,0
1036,1291,6465,0
1029,1306,6408,0
1036,1291,6377,0
1007,1249,6333,0
962,1226,6290,0
930,1211,6233,0
888,1162,6202,0
812,1080,6173,0
740,1033,6159,0
701,1037,6130,0
666,1033,6115,0
594,968,6089,0
518,904,6071,0
494,911,6038,0
518,968,6028,0
513,973,6021,0
444,904,6028,0
368,833,6006,0
370,839,5984,0
426,888,5952,0
444,904,5940,0
397,864,5916,0
370,839,5897,0
406,864,5866,0
444,904,5853,0
437,909,5831,0
444,904,5809,0
497,909,5763,0
518,904,5722,0
446,864,5672,0
370,839,5635,0
383,862,5584,0
444,904,5547,0
460,912,5502,0
444,904,5460,0
445,906,5393,0
444,904,5329,0
404,869,5257,0
370,839,5198,0
396,857,5126,0
444,904,5067,0
453,921,4998,0
444,904,4936,0
469,890,4859,0
518,904,4805,0
537,916,4755,0
518,904,4717,0
482,866,4664,0
444,839,4630,0
423,852,4602,0
444,904,4586,0
475,934,4554,0
444,904,4543,0
351,844,4539,0
296,839,4543,0
328,887,4517,0
370,904,4499,0
346,843,4489,0
296,775,4499,0
286,761,4493,0
296,775,4499,0
287,767,4513,0
296,775,4543,0
361,831,4546,0
444,904,4543,0
489,941,4533,0
518,968,4543,0
563,1009,4543,0
592,1033,4543,0
565,1004,4533,0
518,968,4543,0
505,966,4546,0
518,968,4543,0
518,933,4514,0
518,904,4499,0
547,923,4492,0
592,968,4499,0
609,981,4481,0
592,968,4455,0
578,962,4423,0
592,968,4412,0
608,966,4391,0
592,968,4368,0
551,977,4334,0
518,968,4324,0
492,911,4321,0
444,839,4324,0
385,810,4303,0
370,839,4281,0
391,866,4253,0
370,839,4237,0
283,766,4211,0
222,710,4193,0
249,699,4168,0
296,710,4150,0
275,709,4120,0
222,710,4106,0
225,733,4098,0
296,775,4106,0
355,790,4091,0
370,775,4062,0
340,734,4024,0
296,710,4019,0
241,699,4021,0
222,710,4019,0
253,739,3988,0
296,775,3975,0
286,771,3973,0
222,710,3975,0
183,643,3948,0
222,645,3931,0
293,701,3927,0
296,710,3931,0
224,645,3906,0
222,645,3887,0
494,910,3881,0
1110,1485,3887,0
1991,2249,3866,0
3035,3098,3844,0
4231,4060,3831,0
5478,5099,3844,0
6381,5878,3844,0
6366,5874,3844,0
5196,4869,3837,0
3257,3227,3844,0
1316,1608,3841,0
-74,452,3844,0
-831,-203,3841,0
-1184,-516,3844,0
-1344,-633,3825,0
-1406,-645,3800,0
-1429,-651,3767,0
-1481,-710,3756,0
-1587,-814,3752,0
-1703,-904,3756,0
-1798,-978,3750,0
-1925,-1097,3756,0
-2168,-1305,3758,0
-2517,-1549,3756,0
-2868,-1753,3730,0
-3109,-1872,3713,0
-3229,-1915,3704,0
-3257,-1872,3713,0
-3247,-1781,3710,0
-3183,-1678,3713,0
-3037,-1571,3711,0
-2739,-1355,3713,0
-2258,-981,3691,0
-1629,-516,3669,0
-973,-85,3655,0
-444,258,3669,0
-112,504,3676,0
74,645,3669,0
218,709,3639,0
370,775,3625,0
508,880,3621,0
592,968,3625,0
613,985,3605,0
592,968,3582,0
575,987,3567,0
592,1033,3582,0
638,1052,3589,0
666,1033,3582,0
668,1020,3551,0
666,1033,3538,0
677,1046,3535,0
666,1033,3538,0
627,999,3516,0
592,968,3494,0
590,958,3469,0
592,968,3451,0
583,976,3420,0
592,968,3407,0
634,956,3403,0
666,968,3407,0
662,1002,3384,0
666,1033,3363,0
708,1037,3351,0
740,1033,3363,0
712,1031,3363,0
666,1033,3363,0
654,1028,3354,0
666,1033,3363,0
665,1040,3374,0
666,1033,3407,0
676,996,3441,0
666,968,3494,0
641,983,3545,0
666,1033,3625,0
732,1058,3731,0
740,1033,3887,0
653,984,4055,0
592,968,4237,0
645,994,4415,0
740,1033,4630,0
762,1043,4863,0
740,1033,5110,0
759,1022,5329,0
814,1033,5547,0
831,1059,5761,0
814,1097,5984,0
826,1133,6172,0
888,1162,6334,0
947,1167,6462,0
962,1162,6596,0
952,1173,6712,0
962,1226,6814,0
997,1281,6870,0
1036,1291,6901,0
1071,1271,6902,0
1110,1291,6901,0
1133,1345,6881,0
1110,1355,6858,0
1076,1304,6813,0
1110,1291,6770,0
1208,1360,6706,0
1258,1420,6639,0
1196,1376,6560,0
1110,1291,6508,0
1095,1265,6461,0
1110,1291,6421,0
1060,1281,6351,0
962,1226,6290,0
899,1180,6232,0
888,1162,6202,0
872,1137,6158,0
814,1097,6115,0
713,1059,6059,0
592,1033,6028,0
507,1003,5997,0
518,968,5984,0
584,931,5957,0
592,904,5940,0
511,892,5912,-1
444,904,5897,0
447,917,5868,6
444,904,5853,17
367,844,5826,27
296,775,5809,33
315,743,5780,34
370,775,5766,33
358,824,5742,38
296,839,5722,50
271,807,5677,62
296,775,5635,66
310,768,5583,64
296,775,5547,66
286,772,5501,76
296,775,5460,83
302,781,5409,82
296,775,5373,83
289,756,5315,91
296,775,5242,99
324,843,5141,99
370,904,5067,99
397,894,5001,107
370,839,4936,116
313,793,4839,117
296,775,4761,116
338,767,4694,122
370,775,4630,133
320,787,4533,136
222,775,4455,133
175,732,4403,129
222,710,4368,133
291,736,4298,140
296,775,4237,149
245,781,4200,157
222,775,4193,166
258,778,4156,174
296,775,4106,182
274,739,4062,190
222,710,4062,199
202,728,4065,206
222,775,4062,215
234,791,4034,224
222,775,4019,232
211,761,4010,239
222,775,4019,248
235,789,4016,258
222,775,4019,265
162,717,4013,270
74,645,4019,282
24,609,4014,299
74,645,4019,315
196,720,4016,323
296,775,4019,331
335,796,4012,346
370,839,4019,364
426,914,4020,380
444,968,4019,398
399,970,3992,421
370,968,3975,447
408,984,3967,466
444,968,3975,480
412,895,3959,494
370,839,3931,513
390,858,3896,536
444,904,3887,563
479,909,3886,590
518,904,3887,613
578,934,3867,628
592,968,3844,646
521,949,3815,669
444,904,3800,696
435,889,3777,715
444,904,3756,729
406,907,3728,742
370,904,3713,762
399,909,3691,785
444,904,3669,812
406,851,3637,835
296,775,3625,861
215,719,3623,886
222,710,3625,911
273,734,3604,934
296,775,3582,961
270,797,3556,986
222,775,3538,1010
174,704,3509,1032
148,645,3494,1060
157,646,3489,1087
222,710,3494,1110
287,763,3476,1123
296,775,3451,1143
243,757,3420,1172
222,775,3407,1209
265,821,3398,1240
296,839,3407,1275
260,805,3410,1315
222,775,3407,1358
251,778,3381,1390
296,775,3363,1424
294,751,3354,1467
296,775,3363,1524
388,878,3362,1576
592,1033,3363,1623
954,1294,3359,1667
1555,1807,3363,1723
2386,2576,3360,1781
3331,3421,3363,1839
4352,4257,3361,1886
5404,5099,3363,1938
6112,5692,3357,1993
5848,5486,3363,2054
4442,4288,3365,2104
2517,2646,3363,2153
917,1316,3338,2198
-74,516,3320,2253
-685,1,3310,2306
-1110,-387,3320,2369
-1284,-550,3319,2431
-1184,-452,3320,2501
-1022,-304,3314,2565
-1036,-323,3320,2634
-1225,-493,3318,2697
-1406,-645,3320,2766
-1502,-724,3314,2830
-1629,-839,3320,2899
-1892,-1078,3318,2962
-2221,-1355,3320,3031
-2507,-1560,3313,3089
-2739,-1678,3320,3147
-2942,-1756,3322,3198
-3035,-1743,3320,3263
-2989,-1626,3295,3333
-2887,-1485,3276,3412
-2820,-1405,3266,3478
-2665,-1291,3276,3545
-2258,-1011,3277,3610
-1629,-581,3276,3694
-992,-146,3269,3772
-518,194,3276,3843
-211,429,3278,3900
0,581,3276,3975
164,679,3252,4055
296,775,3232,4124
411,882,3220,4153
518,968,3232,4174
611,1007,3239,4195
666,1033,3232,4224
678,1072,3203,4227
666,1097,3189,4224
663,1076,3186,4216
666,1033,3189,4224
668,1016,3167,4222
666,1033,3145,4224
692,1064,3132,4218
740,1097,3145,4224
771,1118,3151,4221
740,1097,3145,4224
681,1049,3118,4219
666,1033,3101,4224
709,1067,3092,4220
740,1097,3101,4224
713,1074,3103,4219
666,1033,3101,4224
651,1019,3078,4220
666,1033,3058,4224
691,1054,3043,4219
740,1097,3058,4224
801,1150,3066,4219
814,1162,3058,4224
745,1100,3022,4219
666,1033,3014,4224
667,1034,3030,4219
740,1097,3058,4224
779,1129,3053,4219
740,1097,3058,4224
697,1062,3083,4219
740,1097,3145,4224
817,1159,3200,4219
814,1162,3276,4224
739,1105,3379,4219
740,1097,3538,4224
861,1168,3707,4219
962,1226,3887,4224
936,1197,4066,4219
888,1162,4281,4224
940,1206,4512,4219
1036,1291,4761,4224
1058,1315,4997,4219
1036,1291,5242,4224
1056,1297,5468,4219
1110,1355,5678,4224
1145,1403,5851,4219
1184,1420,6028,4224
1243,1437,6204,4219
1258,1485,6377,4224
1202,1532,6501,4219
1184,1549,6596,4224
1281,1540,6662,4219
1406,1549,6727,4224
1440,1584,6757,4219
1406,1614,6770,4224
1392,1595,6764,4219
1406,1549,6770,4224
1407,1524,6759,4219
1406,1549,6727,4224
1419,1594,6656,4219
1406,1614,6596,4224
1337,1571,6544,4219
1258,1485,6508,4224
1217,1413,6445,4219
1184,1420,6377,4224
1112,1472,6301,4219
1036,1485,6246,4224
1017,1424,6178,4219
1036,1355,6115,4224
1004,1304,6039,4219
888,1226,5984,4224
747,1106,5930,4219
666,1033,5897,4224
657,1053,5851,4219
666,1097,5809,4224
642,1078,5754,4219
592,1033,5722,4224
547,1023,5692,4219
518,1033,5678,4224
484,1006,5649,4219
444,968,5635,4224
422,960,5611,4219
444,968,5591,4224
487,960,5543,4219
518,968,5504,4224
523,1008,5469,4219
518,1033,5460,4224
496,983,5439,4219
444,904,5416,4224
380,871,5370,4219
370,904,5329,4224
435,946,5278,4219
518,968,5242,4224
545,971,5196,4219
518,968,5154,4224
499,962,5088,4219
518,968,5023,4224
538,975,4949,4219
518,968,4892,4224
468,952,4825,4219
444,968,4761,4224
470,1012,4685,4219
518,1033,4630,4224
538,1002,4579,4219
518,968,4543,4224
476,963,4494,4219
444,968,4455,4224
454,959,4408,4219
518,968,4368,4224
589,1008,4315,4219
592,1033,4281,4224
518,1005,4250,4219
444,968,4237,4224
429,964,4210,4219
444,968,4193,4224
442,937,4181,4219
444,904,4193,4224
478,918,4195,4219
518,968,4193,4224
525,990,4180,4219
518,968,4193,4224
523,929,4213,4219
518,904,4237,4224
481,895,4234,4219
444,904,4237,4224
437,912,4246,4219
444,904,4281,4224
440,888,4305,4219
444,904,4324,4224
458,946,4323,4219
444,968,4324,4224
393,940,4316,4219
370,904,4324,4224
406,896,4338,4219
444,904,4368,4224
421,881,4377,4219
370,839,4368,4224
354,817,4335,4219
370,839,4324,4224
356,878,4323,4219
296,904,4324,4224
238,891,4298,4219
222,839,4281,4224
226,763,4273,4219
222,710,4281,4224
233,715,4262,4219
296,775,4237,4224
369,829,4207,4219
370,839,4193,4224
306,821,4170,4219
296,839,4150,4224
398,905,4122,4219
518,968,4106,4224
549,981,4081,4219
518,968,4062,4224
508,965,4035,4219
518,968,4019,4224
493,945,3994,4219
444,904,3975,4224
424,882,3947,4219
444,904,3931,4224
477,941,3908,4219
518,968,3887,4224
565,972,3857,4219
592,968,3844,4224
590,965,3838,4219
592,968,3844,4224
608,972,3826,4219
592,968,3800,4224
521,945,3766,4219
444,904,3756,4224
402,860,3752,4219
370,839,3756,4224
324,840,3750,4219
296,839,3756,4224
301,811,3757,4219
296,775,3756,4224
252,759,3732,4219
222,775,3713,4224
251,788,3702,4219
296,775,3713,4224
278,733,3714,4219
222,710,3713,4224
213,724,3704,4219
296,775,3713,4224
373,797,3716,4219
370,775,3713,4224
305,722,3687,4219
296,710,3669,4224
353,745,3659,4219
370,775,3669,4224
315,770,3669,4219
296,775,3669,4224
357,795,3661,4219
370,775,3669,4224
298,731,3671,4219
296,775,3669,4224
449,922,3644,4219
666,1097,3625,4224
1022,1401,3614,4219
1777,2065,3625,4224
2882,3029,3629,4219
3923,3937,3625,4224
4799,4708,3600,4219
5774,5551,3582,4224
6585,6204,3571,4219
6218,5809,3582,4224
4253,4059,3585,4219
1703,1872,3582,4224
-68,404,3556,4219
-814,-194,3538,4224
-1144,-493,3527,4219
-1406,-775,3538,4224
-1505,-894,3541,4219
-1481,-839,3538,4224
-1548,-823,3513,4219
-1703,-904,3494,4224
-1777,-962,3482,4219
-1777,-968,3494,4224
-1844,-1025,3500,4219
-1999,-1162,3494,4224
-2192,-1327,3467,4219
-2443,-1485,3451,4224
-2767,-1639,3444,4219
-3035,-1743,3451,4224
-3140,-1774,3447,4219
-3109,-1743,3451,4224
-3056,-1698,3451,4219
-2961,-1614,3451,4224
-2751,-1451,3428,4219
-2369,-1162,3407,4224
-1827,-745,3395,4219
-1184,-258,3407,4224
-572,176,3412,4219
-148,452,3407,4224
50,573,3381,4219
148,645,3363,4224
284,743,3353,4219
444,839,3363,4224
531,886,3367,4219
518,904,3363,4224
492,934,3338,4219
518,968,3320,4224
573,975,3309,4219
592,968,3320,4224
581,989,3323,4219
592,1033,3320,4224
642,1055,3296,4219
666,1033,3276,4224
634,993,3263,4219
592,968,3276,4224
610,965,3283,4219
666,968,3276,4224
693,968,3245,4219
666,968,3232,4224
622,969,3231,4219
592,968,3232,4224
583,964,3206,4219
592,968,3189,4224
601,973,3182,4220
592,968,3189,4224
575,955,3168,4219
592,968,3145,4224
641,1006,3130,4220
666,1033,3145,4224
635,1010,3149,4219
592,968,3145,4224
582,951,3129,4220
592,968,3145,4224
589,980,3177,4219
592,968,3232,4224
623,952,3283,4221
666,968,3363,4224
679,1005,3458,4214
666,1033,3582,4207
658,1035,3713,4189
666,1033,3887,4174
671,1034,4091,4146
666,1033,4324,4124
659,1023,4540,4095
666,1033,4761,4075
690,1066,4987,4046
740,1097,5242,4025
811,1099,5485,3996
888,1097,5722,3975
942,1121,5938,3946
962,1162,6159,3926
958,1175,6349,3897
962,1162,6508,3876
990,1166,6619,3846
1036,1226,6727,3826
1080,1310,6821,3799
1110,1355,6901,3777
1117,1333,6932,3740
1110,1291,6945,3710
1123,1292,6944,3678
1184,1355,6945,3661
1253,1434,6910,3635
1258,1485,6858,3611
1204,1494,6786,3574
1184,1485,6727,3545
1230,1459,6656,3514
1258,1420,6596,3495
1199,1376,6525,3469
1110,1355,6465,3445
1065,1359,6392,3415
1036,1355,6334,3396
965,1305,6265,3371
888,1226,6202,3346
868,1167,6125,3307
888,1162,6071,3280
875,1177,6021,3253
814,1162,5984,3230
736,1098,5929,3193
666,1033,5897,3164
611,1009,5870,3136
592,1033,5853,3114
600,1051,5805,3078
592,1033,5766,3048
550,989,5732,3019
518,968,5722,2998
519,971,5696,2964
518,968,5678,2932
480,936,5651,2900
444,904,5635,2882
461,894,5604,2857
518,904,5591,2832
545,905,5571,2802
518,904,5547,2783
469,903,5494,2758
444,904,5460,2733
443,897,5437,2697
444,904,5416,2667
440,932,5352,2637
444,968,5285,2617
451,979,5229,2591
444,968,5198,2567
430,958,5139,2539
444,968,5067,2518
487,976,4986,2491
518,968,4936,2468
516,956,4889,2440
518,968,4848,2418
554,985,4783,2392
592,968,4717,2369
577,920,4642,2341
518,904,4586,2319
465,938,4533,2293
444,968,4499,2269
441,942,4466,2235
444,904,4455,2203
448,914,4435,2172
444,968,4412,2153
415,995,4375,2130
370,968,4368,2104
345,921,4369,2067
370,904,4368,2037
439,923,4336,2011
518,968,4324,1988
569,1010,4336,1953
592,1033,4368,1921
618,1033,4371,1892
666,1033,4368,1872
697,1034,4360,1846
666,1033,4368,1822
603,1027,4362,1794
592,1033,4368,1772
641,1043,4382,1746
666,1033,4412,1723
626,994,4416,1695
592,968,4412,1673
623,985,4400,1647
666,1033,4412,1623
646,1055,4416,1596
592,1033,4412,1574
574,990,4383,1548
592,968,4368,1524
599,967,4361,1496
592,968,4368,1474
596,963,4351,1455
592,968,4324,1441
539,979,4289,1418
444,968,4281,1391
351,912,4279,1362
296,839,4281,1342
279,789,4258,1324
296,775,4237,1309
333,774,4210,1284
370,775,4193,1259
383,774,4167,1232
370,775,4150,1209
336,771,4124,1183
296,775,4106,1159
249,775,4076,1134
222,775,4062,1110
229,762,4055,1083
296,775,4062,1060
361,804,4047,1036
370,839,4019,1010
324,851,3981,982
296,839,3975,961
324,808,3977,944
370,775,3975,928
387,759,3946,902
370,775,3931,878
342,795,3928,860
296,775,3931,845
246,709,3906,821
296,710,3887,795
630,976,3880,773
1332,1614,3887,762
2287,2494,3867,748
3331,3421,3844,729
4477,4386,3829,702
5700,5422,3844,679
6568,6179,3849,660
6366,6003,3844,646
4876,4668,3817,630
2739,2775,3800,613
882,1191,3789,594
-296,258,3800,580
-937,-231,3805,564
-1258,-516,3800,547
-1350,-645,3772,527
-1332,-645,3756,513
-1364,-642,3749,505
-1481,-710,3756,497
-1589,-801,3752,482
-1629,-839,3756,464
-1639,-846,3756,446
-1703,-904,3756,431
-1892,-1066,3732,414
-2221,-1291,3713,398
-2604,-1512,3701,381
-2887,-1678,3713,364
-3014,-1788,3714,346
-3035,-1807,3713,331
-3029,-1725,3703,321
-2961,-1549,3713,315
-2799,-1358,3717,302
-2517,-1162,3713,282
-2086,-903,3685,260
-1481,-516,3669,248
-808,-59,3662,242
-296,323,3669,232
-46,540,3664,214
74,645,3669,199
219,737,3671,190
370,839,3669,182
457,918,3643,166
518,968,3625,149
609,1007,3619,139
666,1033,3625,133
636,1037,3606,120
592,1033,3582,99
621,1036,3565,79
666,1033,3582,66
667,1023,3591,58
666,1033,3582,50
715,1072,3549,41
740,1097,3538,33
698,1074,3538,25
666,1033,3538,17
707,1019,3510,7
740,1033,3494,0
699,1039,3491,-2
666,1033,3494,0
708,1028,3469,1
740,1033,3451,0
674,1033,3444,-1
592,1033,3451,0
603,1032,3429,0
666,1033,3407,0
683,1029,3394,0
666,1033,3407,0
666,1037,3406,0
666,1033,3407,0
645,1020,3399,0
666,1033,3407,0
751,1068,3413,0
814,1097,3451,0
786,1098,3504,0
740,1097,3582,0
763,1103,3654,0
814,1097,3756,0
799,1058,3886,0
740,1033,4062,0
738,1071,4248,0
814,1162,4455,0
864,1208,4662,0
814,1162,4892,0
729,1087,5123,0
740,1097,5373,0
856,1181,5614,0
962,1226,5853,0
978,1187,6056,0
962,1162,6246,0
989,1217,6417,0
1036,1291,6596,0
1044,1301,6744,0
1036,1291,6858,0
1061,1319,6923,0
1110,1355,6989,0
1146,1350,7042,0
1184,1355,7076,0
1235,1418,7057,0
1258,1485,7032,0
1224,1472,7008,0
1184,1420,6989,0
1182,1403,6928,0
1184,1420,6858,0
1151,1405,6782,0
1110,1355,6727,0
1083,1311,6657,0
1036,1291,6596,0
950,1265,6525,0
888,1226,6465,0
887,1187,6388,0
888,1162,6334,0
827,1135,6283,0
740,1097,6246,0
689,1054,6191,0
666,1033,6159,0
628,1032,6132,0
592,1033,6115,0
587,1008,6066,0
592,968,6028,0
564,927,5995,0
518,904,5984,0
479,895,5955,0
444,904,5940,0
399,912,5931,0
370,904,5940,0
367,867,5922,0
370,839,5897,0
361,852,5862,0
370,904,5853,0
410,933,5834,0
444,904,5809,0
443,846,5758,0
444,839,5722,0
479,900,5691,0
518,968,5678,0
502,967,5641,0
444,904,5591,0
412,843,5517,0
444,839,5460,0
500,873,5408,0
518,904,5373,0
485,908,5314,0
444,904,5242,0
433,901,5145,0
444,904,5067,0
449,902,4994,0
444,904,4936,0
441,906,4863,0
444,904,4805,0
445,896,4751,0
444,904,4717,0
444,916,4671,0
444,904,4630,0
444,862,4579,0
444,839,4543,0
425,843,4507,0
370,839,4499,0
307,819,4495,0
296,839,4499,0
339,895,4476,0
370,904,4455,0
340,829,4438,0
296,775,4455,0
306,819,4475,0
370,904,4499,0
425,925,4498,0
444,904,4499,0
463,917,4492,0
518,968,4499,0
580,989,4495,0
592,968,4499,0
550,951,4493,0
518,968,4499,0
542,984,4495,0
592,968,4499,0
611,928,4493,0
592,904,4499,0
556,901,4497,0
518,904,4499,0
495,896,4479,0
518,904,4455,0
571,934,4422,0
592,968,4412,0
558,976,4408,0
518,968,4412,0
494,947,4391,0
444,904,4368,0
374,851,4339,0
370,839,4324,0
437,858,4300,0
444,839,4281,0
330,763,4252,0
222,710,4237,0
235,715,4214,0
296,710,4193,0
282,658,4162,0
222,645,4150,0
204,713,4144,0
222,775,4150,0
217,747,4131,0
222,710,4106,0
261,733,4073,0
296,775,4062,0
261,747,4057,0
222,710,4062,0
239,727,4045,0
296,775,4019,0
298,765,3982,0
222,710,3975,0
167,703,3976,0
222,775,3975,0
317,811,3946,0
296,710,3931,0
197,584,3928,0
222,645,3931,0
417,873,3906,0
666,1097,3887,0
1114,1447,3881,0
2073,2259,3887,0
3397,3422,3866,0
4516,4389,3844,0
5347,5052,3830,0
6292,5809,3844,0
7043,6441,3846,0
6366,5874,3844,0
3864,3739,3834,0
962,1291,3844,0
-659,-30,3847,0
-962,-258,3844,0
-1004,-331,3818,0
-1258,-581,3800,0
-1408,-681,3789,0
-1332,-581,3800,0
-1320,-596,3804,0
-1481,-775,3800,0
-1631,-890,3774,0
-1703,-904,3756,0
-1827,-999,3746,0
-2073,-1226,3756,0
-2396,-1478,3759,0
-2739,-1678,3756,0
-3039,-1824,3731,0
-3183,-1872,3713,0
-3173,-1826,3701,0
-3109,-1743,3713,0
-3074,-1678,3717,0
-2961,-1549,3713,0
-2655,-1288,3685,0
-2147,-904,3669,0
-1544,-474,3661,0
-962,-65,3669,0
-482,280,3666,0
-148,516,3669,0
60,639,3668,0
222,710,3669,0
389,797,3648,0
518,904,3625,0
554,972,3596,0
518,968,3582,0
494,925,3571,0
518,904,3582,0
566,927,3588,0
592,968,3582,0
597,1004,3551,0
592,1033,3538,0
593,1051,3537,0
592,1033,3538,0
590,988,3511,0
592,968,3494,0
621,997,3490,0
666,1033,3494,0
692,1037,3471,0
666,1033,3451,0
613,1040,3442,0
592,1033,3451,0
623,992,3432,0
666,968,3407,0
677,992,3389,0
666,1033,3407,0
662,1039,3415,0
666,1033,3407,0
644,1037,3372,0
592,1033,3363,0
559,995,3373,0
592,968,3407,0
653,988,3424,0
666,1033,3451,0
620,1045,3479,0
592,1033,3538,0
622,1026,3606,0
666,1033,3713,0
672,1033,3845,0
666,1033,4019,0
672,1035,4200,0
666,1033,4412,0
640,1022,4637,0
666,1033,4892,0
775,1067,5133,0
888,1097,5373,0
916,1096,5601,0
888,1097,5853,0
877,1124,6100,0
888,1162,6334,0
886,1171,6517,0
888,1162,6683,0
919,1155,6834,0
962,1162,6989,0
991,1180,7098,0
1036,1226,7163,0
1114,1296,7183,0
1184,1355,7207,0
1199,1368,7216,0
1184,1355,7207,0
1180,1349,7159,0
1184,1355,7120,0
1179,1356,7079,0
1184,1355,7032,0
1200,1356,6943,0
1184,1355,6858,0
1113,1351,6782,0
1036,1355,6727,0
993,1345,6640,0
962,1291,6552,0
917,1206,6468,0
888,1162,6421,0
893,1169,6371,0
888,1162,6334,0
826,1096,6284,0
740,1033,6246,0
685,1022,6193,0
666,1033,6159,0
638,1006,6126,0
592,968,6115,0
548,959,6089,0
518,968,6071,0
484,945,6042,0
444,904,6028,0
423,886,6001,0
444,904,5984,0
467,914,5954,0
444,904,5940,0
387,892,5915,0
370,904,5897,0
410,915,5866,0
444,904,5853,0
437,885,5832,0
444,904,5809,0
491,949,5760,0
518,968,5722,0
480,934,5678,0
444,904,5635,0
472,924,5563,0
