II,aVR,ABP
-679,8244,8165
-2600,10915,8023
1663,6321,7894
6865,171,7785
6600,-222,7652
2559,3714,7547
598,5678,7455
1706,4457,7388
2438,3624,7295
1584,4514,7229
1020,5119,7176
1503,4629,7150
1809,4287,7097
1462,4629,7070
1243,4836,7056
1462,4629,7070
1623,4483,7061
1544,4572,7070
1484,4594,7071
1544,4514,7070
1577,4486,7022
1584,4514,6991
1611,4488,6978
1584,4514,6991
1506,4582,6958
1584,4514,6911
1731,4357,6853
1625,4457,6832
1418,4664,6817
1665,4457,6832
2056,4097,6836
1706,4457,6832
1118,5016,6785
1665,4457,6752
2545,3575,6734
1665,4457,6752
363,5759,6754
2356,3886,6752
6347,246,6716
6012,1200,6673
416,7473,6613
-2600,10915,6594
1828,6364,6589
7474,57,6594
6621,15,6552
1503,4457,6514
-686,6364,6492
975,4686,6514
1979,3660,6521
853,4686,6514
68,5321,6469
569,4686,6435
779,4316,6412
122,4800,6435
-371,5098,6447
-325,4857,6435
-358,4643,6379
-609,4629,6355
-664,4447,6353
-447,4114,6355
-254,3878,6309
-162,3772,6276
-96,3688,6265
-41,3714,6276
-31,3880,6239
-41,4114,6196
-58,4317,6171
-41,4514,6196
22,4734,6206
122,4972,6196
224,5144,6149
325,5257,6117
433,5325,6096
569,5372,6117
724,5346,6127
894,5257,6117
1070,5128,6065
1259,5029,6037
1449,4944,6030
1625,4857,6037
1774,4736,6000
1909,4629,5958
2036,4551,5932
2153,4514,5958
2234,4480,5971
2275,4457,5958
2279,4429,5905
2275,4400,5879
2282,4357,5869
2315,4343,5879
2348,4344,5870
2356,4343,5879
2344,4306,5882
2356,4286,5879
2397,4283,5832
2437,4286,5799
2441,4251,5785
2437,4229,5799
2451,4225,5794
2478,4229,5799
2483,4195,5800
2478,4172,5799
2485,4167,5756
2519,4172,5720
2547,4139,5702
2559,4114,5720
2554,4110,5719
2559,4114,5720
2573,4083,5711
2600,4057,5720
2620,4051,5714
2640,4057,5720
2645,4028,5716
2640,4000,5720
2630,3991,5708
2640,4000,5720
2651,3976,5724
2640,3943,5720
2594,3925,5671
2559,3943,5640
2551,3951,5625
2559,3943,5640
2542,3911,5634
2519,3886,5640
2507,3854,5637
2519,3829,5640
2522,3794,5620
2519,3772,5640
2511,3744,5696
2519,3714,5799
2522,3657,5895
2519,3600,6037
2498,3552,6234
2478,3543,6514
2454,3544,6816
2437,3543,7150
2426,3513,7489
2437,3486,7865
2448,3468,8228
2437,3486,8580
2393,3510,8853
2356,3543,9056
2334,3566,9158
2315,3600,9215
2272,3628,9223
2234,3657,9215
2211,3675,9148
2194,3714,9056
2153,3764,8948
2112,3829,8897
2081,3886,8883
2072,3943,8897
2057,3976,8886
1990,4057,8897
1900,4150,8942
1950,4114,9056
2047,4015,9178
1909,4172,9295
1683,4409,9349
1869,4229,9374
2190,3908,9364
1869,4286,9374
1329,4838,9355
1787,4286,9295
2558,3428,9144
1787,4343,8977
514,5810,8803
1909,4343,8659
4971,1119,8492
4468,2057,8341
-289,7866,8197
-2600,10915,8103
1569,6371,8012
6743,171,7944
6209,-25,7858
1869,4172,7785
-52,6095,7695
1341,4629,7626
2228,3688,7545
1341,4629,7467
780,5204,7346
1381,4572,7229
1788,4148,7117
1462,4514,7070
1253,4742,7052
1503,4514,7070
1677,4374,7067
1584,4514,7070
1516,4583,7059
1584,4514,7070
1621,4484,7066
1625,4514,7070
1650,4491,7058
1625,4514,7070
1548,4578,7071
1625,4514,7070
1763,4379,7029
1625,4514,6991
1372,4739,6942
1584,4514,6911
1954,4134,6863
1584,4514,6832
1006,5101,6811
1625,4514,6832
2562,3590,6840
1625,4514,6832
234,5889,6782
2315,3943,6752
6542,101,6739
6296,971,6752
542,7374,6724
-2600,10915,6673
1946,6241,6607
7759,-229,6594
6859,-223,6594
1584,4400,6594
-613,6377,6548
1178,4629,6514
2239,3543,6497
1056,4572,6514
246,5196,6513
812,4514,6514
1080,4123,6505
406,4629,6514
-116,4940,6508
-41,4686,6514
-20,4476,6511
-284,4514,6514
-437,4389,6480
-325,4057,6435
-173,3793,6376
-81,3714,6355
-41,3726,6347
-41,3829,6355
-67,3999,6324
-81,4229,6276
-108,4467,6214
-122,4686,6196
-90,4855,6194
0,5029,6196
105,5209,6156
203,5372,6117
294,5438,6093
406,5429,6117
550,5371,6128
731,5314,6117
932,5235,6065
1137,5143,6037
1328,5026,6026
1503,4914,6037
1655,4810,6031
1787,4743,6037
1897,4686,6038
1990,4629,6037
2051,4555,5995
2072,4514,5958
2065,4505,5936
2072,4514,5958
2106,4490,5967
2153,4457,5958
2179,4421,5911
2194,4400,5879
2210,4366,5859
2234,4343,5879
2242,4329,5886
2234,4343,5879
2223,4344,5832
2234,4343,5799
2257,4332,5782
2275,4343,5799
2272,4347,5801
2275,4343,5799
2300,4312,5785
2356,4286,5799
2407,4255,5805
2437,4229,5799
2439,4189,5752
2437,4172,5720
2435,4168,5704
2437,4172,5720
2433,4144,5718
2437,4114,5720
2451,4097,5710
2478,4114,5720
2488,4123,5715
2478,4114,5720
2451,4078,5711
2437,4057,5720
2434,4049,5713
2437,4057,5720
2421,4055,5711
2397,4057,5720
2369,4038,5713
2356,4000,5720
2339,3950,5710
2315,3943,5720
2284,3955,5734
2275,3943,5799
2276,3875,5892
2275,3829,6037
2251,3825,6204
2234,3829,6435
2230,3773,6713
2234,3714,7070
2229,3696,7453
2234,3714,7865
2242,3695,8259
2234,3657,8659
2191,3633,9007
2153,3657,9295
2142,3686,9457
2153,3714,9533
2153,3718,9534
2153,3714,9533
2155,3698,9501
2153,3714,9453
2117,3760,9364
2072,3829,9295
2039,3882,9237
2031,3943,9215
2012,4007,9192
1990,4057,9215
1970,4042,9271
1909,4057,9374
1819,4121,9456
1869,4114,9533
1982,4061,9596
1869,4229,9692
1654,4438,9756
1828,4229,9771
2126,3900,9696
1787,4286,9612
1268,4860,9524
1787,4343,9453
2602,3493,9337
1787,4343,9215
406,5712,9081
1747,4229,8977
4870,1095,8853
4468,2114,8738
-255,7909,8605
-2600,10915,8500
1555,6388,8399
6784,229,8341
6340,4,8269
2072,4114,8182
176,5980,8048
1544,4514,7944
2383,3600,7855
1462,4572,7785
887,5197,7664
1462,4629,7547
1824,4251,7440
1462,4629,7388
1238,4853,7336
1462,4629,7309
1588,4497,7286
1462,4629,7309
1397,4668,7335
1462,4572,7388
1458,4535,7425
1422,4572,7467
1455,4550,7471
1462,4572,7467
1395,4638,7427
1462,4572,7388
1598,4428,7334
1462,4572,7309
1216,4812,7271
1462,4572,7229
1876,4148,7166
1503,4514,7150
883,5118,7150
1503,4514,7150
2483,3556,7100
1544,4514,7070
139,5935,7061
2356,3886,7070
6855,-159,7029
6743,686,6991
816,7284,6972
-2600,10915,6991
1860,6040,6965
7759,-629,6911
6909,-506,6844
1584,4400,6832
-658,6475,6832
1137,4629,6832
2195,3503,6787
975,4629,6752
132,5333,6731
691,4629,6752
958,4189,6756
284,4686,6752
-235,5007,6733
-162,4743,6752
-160,4503,6764
-447,4514,6752
-618,4407,6696
-528,4172,6673
-413,4043,6672
-366,4057,6673
-358,4099,6624
-366,4229,6594
-379,4462,6586
-366,4743,6594
-354,4973,6550
-325,5143,6514
-250,5262,6501
-122,5372,6514
21,5445,6479
162,5486,6435
299,5472,6408
447,5429,6435
602,5348,6446
772,5257,6435
962,5143,6385
1178,5029,6355
1396,4905,6337
1584,4800,6355
1723,4703,6360
1828,4629,6355
1916,4559,6311
1990,4514,6276
2040,4478,6254
2072,4457,6276
2093,4426,6286
2112,4400,6276
2128,4364,6225
2153,4343,6196
2179,4327,6185
2194,4343,6196
2189,4351,6188
2194,4343,6196
2213,4302,6199
2234,4286,6196
2234,4285,6150
2234,4286,6117
2247,4251,6102
2275,4229,6117
2294,4224,6111
2315,4229,6117
2336,4198,6118
2356,4172,6117
2356,4162,6072
2356,4172,6037
2366,4147,6020
2397,4114,6037
2421,4095,6036
2437,4114,6037
2437,4124,6030
2437,4114,6037
2434,4078,6029
2437,4057,6037
2438,4048,6038
2437,4057,6037
2420,4055,5993
2397,4057,5958
2368,4053,5936
2356,4057,5958
2353,4037,5961
2356,4000,5958
2342,3954,5936
2315,3943,5958
2284,3945,5992
2275,3943,6037
2276,3910,6037
2275,3886,6037
2252,3862,6045
2234,3829,6117
2228,3760,6214
2234,3714,6355
2232,3704,6517
2234,3714,6752
2235,3688,7039
2234,3657,7388
2226,3642,7739
2234,3657,8103
2245,3659,8431
2234,3657,8738
2187,3649,8990
2153,3657,9215
2149,3669,9369
2153,3714,9453
2119,3772,9433
2072,3829,9374
2040,3853,9287
2031,3886,9215
2013,3935,9126
1990,4000,9056
1961,4040,8995
1950,4057,8977
1948,4050,8963
1909,4114,8977
1844,4209,8997
1909,4172,9056
2012,4065,9100
1869,4229,9136
1637,4480,9151
1828,4286,9215
2144,3924,9275
1787,4286,9295
1242,4868,9217
1787,4343,9136
2640,3469,9058
1787,4343,8977
342,5761,8818
1747,4229,8659
5035,958,8522
4671,1943,8421
-192,7857,8267
-2600,10915,8103
1720,6243,7951
7109,-57,7865
6568,-197,7780
2072,4114,7706
96,6050,7615
1544,4514,7547
2429,3560,7462
1462,4572,7388
858,5222,7296
1462,4629,7229
1844,4234,7167
1462,4629,7150
1222,4865,7138
1462,4629,7150
1602,4487,7142
1462,4629,7150
1380,4679,7142
1462,4572,7150
1507,4502,7140
1503,4514,7150
1522,4490,7147
1503,4514,7150
1435,4573,7113
1503,4514,7070
1626,4390,7012
1503,4514,6991
1286,4718,6981
1503,4514,6991
1866,4169,6960
1544,4514,6911
1006,5045,6847
1544,4514,6832
2390,3682,6831
1584,4514,6832
401,5700,6786
2356,3829,6752
6197,305,6737
5890,1257,6752
489,7402,6725
-2600,10915,6673
1336,6733,6607
6581,686,6594
5891,457,6593
1259,4514,6594
-661,6258,6550
975,4629,6514
1961,3590,6493
934,4514,6514
225,5118,6518
731,4514,6514
966,4111,6495
366,4514,6514
-99,4791,6525
-41,4572,6514
-40,4353,6458
-284,4343,6435
-420,4233,6434
-325,4000,6435
-214,3840,6385
-162,3829,6355
-148,3896,6350
-162,4057,6355
-207,4256,6310
-244,4457,6276
-268,4645,6266
-244,4857,6276
-162,5069,6235
-41,5257,6196
80,5370,6179
203,5429,6196
337,5439,6192
487,5429,6196
642,5363,6198
812,5257,6196
1006,5126,6150
1219,5029,6117
1416,4945,6106
1584,4857,6117
1729,4735,6081
1869,4629,6037
1990,4552,6010
2072,4514,6037
2114,4477,6051
2153,4457,6037
2199,4450,5985
2234,4457,5958
2236,4435,5946
2234,4400,5958
2250,4357,5952
2275,4343,5958
2279,4336,5957
2275,4343,5958
2284,4340,5918
2315,4343,5879
2340,4321,5853
2356,4286,5879
2369,4239,5893
2397,4229,5879
2422,4231,5824
2437,4229,5799
2434,4192,5795
2437,4172,5799
2450,4169,5757
2478,4172,5720
2499,4139,5701
2519,4114,5720
2523,4108,5721
2519,4114,5720
2508,4087,5709
2519,4057,5720
2542,4042,5716
2559,4057,5720
2543,4058,5711
2519,4057,5720
2506,4052,5714
2519,4057,5720
2524,4036,5711
2519,4000,5720
2497,3957,5713
2478,3943,5720
2454,3940,5711
2437,3943,5720
2427,3918,5713
2437,3886,5720
2446,3848,5707
2437,3829,5720
2396,3801,5758
2356,3772,5879
2340,3731,6048
2356,3714,6276
2366,3710,6521
2356,3714,6832
2328,3691,7196
2315,3657,7626
2315,3616,8039
2315,3600,8421
2296,3590,8722
2275,3600,8977
2253,3616,9157
2234,3657,9295
2208,3691,9355
2194,3714,9374
2180,3707,9338
2153,3714,9295
2103,3750,9215
2072,3829,9136
2068,3897,9060
2072,3943,9056
2033,3965,9088
1990,4000,9136
1978,4030,9153
1950,4114,9215
1879,4207,9320
1909,4172,9453
1989,4076,9516
1869,4229,9533
1676,4443,9520
1869,4229,9533
2166,3890,9511
1828,4286,9453
1305,4876,9333
1787,4343,9215
2542,3464,9086
1706,4343,8977
354,5811,8849
1706,4400,8738
4797,1236,8613
4387,2172,8500
-284,7915,8366
-2600,10915,8262
1480,6403,8166
6581,286,8103
6062,132,8018
1787,4286,7944
-106,6131,7857
1259,4629,7785
2124,3712,7673
1259,4686,7547
746,5267,7401
1381,4629,7309
1807,4208,7248
1503,4572,7229
1307,4774,7185
1544,4514,7150
1684,4366,7120
1584,4514,7150
1537,4588,7189
1625,4514,7229
1640,4472,7225
1584,4572,7229
1573,4665,7225
1584,4572,7229
1552,4393,7191
1584,4514,7150
1653,4754,7097
1584,4514,7070
1465,4059,7027
1665,4343,6991
2014,4820,6938
1950,4057,6911
1801,2892,6893
2437,3657,6911
3280,5116,6918
3168,3543,6911
3478,250,6862
6499,1600,6832
9807,8038,6818
7759,10915,6832
860,5086,6803
-2600,-2343,6752
1828,-2488,6687
7759,2800,6673
7512,5736,6672
2925,4743,6673
689,4086,6629
1869,5372,6594
2481,6231,6573
1219,5772,6594
346,5520,6596
731,6057,6594
909,6369,6577
325,6172,6594
-65,6085,6601
122,6229,6594
306,6136,6544
284,5772,6514
353,5427,6502
569,5200,6514
699,4980,6484
731,4800,6435
752,4683,6372
772,4629,6355
769,4595,6351
772,4572,6355
771,4536,6319
772,4514,6276
769,4500,6220
772,4514,6196
774,4521,6183
772,4514,6196
766,4477,6196
772,4457,6196
780,4451,6182
772,4457,6196
746,4431,6203
731,4400,6196
736,4363,6147
731,4343,6117
706,4311,6104
691,4286,6117
697,4254,6110
691,4229,6117
649,4192,6118
609,4172,6117
605,4145,6071
609,4114,6037
578,4068,6022
528,4057,6037
498,4064,6009
487,4057,5958
459,3996,5892
406,3943,5879
354,3926,5874
325,3943,5879
307,3926,5860
284,3886,5879
247,3840,5910
203,3829,5958
157,3839,5978
122,3886,6037
96,3926,6152
81,3943,6355
74,3925,6577
81,3943,6832
96,3998,7110
122,4057,7467
166,4062,7857
244,4057,8262
332,4071,8604
406,4114,8897
469,4142,9115
569,4172,9295
711,4201,9400
853,4229,9453
958,4209,9428
1056,4172,9374
1176,4146,9287
1300,4172,9215
1390,4205,9128
1462,4229,9056
1541,4223,8987
1625,4229,8977
1689,4246,8999
1747,4286,9056
1810,4315,9090
1869,4343,9136
1897,4348,9190
1909,4343,9295
1924,4326,9386
1950,4343,9453
1972,4374,9457
1990,4400,9453
1997,4392,9420
1990,4400,9374
1977,4428,9263
1990,4457,9136
2031,4434,8976
2072,4400,8818
2079,4383,8616
2072,4400,8421
2067,4403,8233
2072,4400,8103
2068,4390,7977
2072,4400,7865
2088,4400,7730
2112,4400,7626
2117,4392,7529
2112,4400,7467
2100,4405,7406
2112,4400,7388
2137,4364,7377
2112,4400,7388
2045,4471,7375
2112,4400,7388
2234,4236,7411
2112,4343,7467
1897,4574,7482
2112,4400,7467
2460,4055,7414
2112,4400,7388
1558,4945,7354
2112,4400,7309
2985,3528,7217
2112,4400,7150
633,5793,7098
2072,4229,7070
5424,947,7017
4996,1943,6991
-72,7864,6982
-2600,10915,6991
1838,6219,6952
7434,-114,6911
6959,-273,6886
2397,4057,6911
384,6034,6919
1869,4514,6911
2779,3533,6866
1787,4514,6832
1152,5163,6786
1747,4572,6752
2124,4153,6704
1747,4514,6673
1527,4741,6629
1787,4514,6594
1928,4375,6541
1787,4514,6514
1711,4583,6499
1787,4514,6514
1815,4462,6513
1747,4514,6514
1681,4568,6502
1747,4514,6514
1841,4410,6514
1747,4514,6514
1578,4689,6498
1747,4514,6514
2017,4216,6523
1747,4514,6514
1328,4958,6459
1787,4457,6435
2479,3696,6432
1787,4457,6435
654,5679,6388
1787,4457,6355
4178,1973,6347
3290,3314,6355
-1074,8661,6315
-2600,10915,6276
2173,5948,6257
7759,-400,6276
7603,-844,6273
3331,3200,6276
907,5424,6274
1584,4457,6276
2121,3701,6234
1259,4514,6196
706,5034,6176
1137,4514,6196
1360,4165,6201
894,4514,6196
485,4766,6158
447,4629,6117
343,4532,6061
41,4629,6037
-177,4603,6027
-203,4400,6037
-172,4155,6030
-122,3943,6037
-41,3745,6038
41,3657,6037
81,3693,5995
81,3829,5958
24,4011,5936
-41,4229,5958
-70,4451,5967
-41,4686,5958
27,4897,5911
122,5086,5879
222,5220,5860
325,5314,5879
431,5357,5885
569,5372,5879
742,5335,5834
934,5257,5799
1118,5136,5778
1300,5029,5799
1496,4937,5809
1706,4857,5799
1881,4745,5749
1990,4629,5720
2048,4538,5708
2112,4514,5720
2186,4516,5713
2234,4514,5720
2235,4480,5721
2234,4457,5720
2255,4449,5677
2275,4457,5640
2268,4435,5620
2275,4400,5640
2314,4357,5644
2356,4343,5640
2357,4335,5624
2356,4343,5640
2388,4342,5649
2437,4343,5640
2449,4318,5591
2437,4286,5561
2440,4243,5549
2478,4229,5561
2508,4225,5555
2519,4229,5561
2512,4204,5563
2519,4172,5561
2535,4132,5517
2559,4114,5481
2565,4103,5464
2559,4114,5481
2547,4119,5481
2559,4114,5481
2581,4081,5472
2600,4057,5481
2598,4046,5475
2600,4057,5481
2602,4057,5475
2600,4057,5481
2576,4051,5471
2559,4057,5481
2555,4056,5479
2559,4057,5481
2543,4035,5463
2519,4000,5481
2493,3954,5512
2478,3943,5561
2454,3948,5582
2437,3943,5640
2429,3888,5752
2437,3829,5958
2440,3785,6205
2437,3772,6514
2419,3744,6869
2397,3714,7309
2368,3679,7777
2356,3657,8262
2354,3624,8687
2356,3600,9056
2339,3586,9327
2315,3600,9533
2289,3605,9643
2275,3600,9692
2255,3582,9663
2234,3600,9612
2208,3648,9530
2194,3714,9453
2177,3750,9360
2153,3772,9295
2110,3787,9236
2072,3829,9215
2038,3882,9218
2031,3943,9295
2035,3976,9405
1990,4057,9533
1905,4152,9615
1950,4114,9692
2047,4011,9740
1909,4172,9771
1679,4417,9736
1869,4229,9692
2197,3875,9620
1869,4229,9533
1330,4796,9375
1828,4286,9215
2627,3451,9070
1787,4343,8977
395,5751,8861
1787,4229,8738
4990,1001,8597
4590,2000,8500
-217,7875,8410
-2600,10915,8341
1635,6298,8251
6946,57,8182
6458,-111,8101
2072,4114,8023
128,6011,7903
1544,4514,7785
2432,3612,7653
1503,4629,7547
898,5249,7442
1462,4629,7388
1826,4228,7343
1462,4629,7309
1233,4869,7246
1462,4629,7229
1594,4482,7250
1462,4629,7309
1385,4702,7318
1462,4629,7309
1512,4573,7287
1462,4629,7309
1384,4685,7316
1422,4629,7309
1505,4522,7260
1422,4629,7229
1274,4790,7189
1462,4572,7150
1744,4224,7088
1462,4514,7070
1018,4989,7070
1462,4514,7070
2158,3769,7020
1462,4572,6991
313,5833,6984
1462,4572,6991
3937,1994,6947
3168,3314,6911
-1106,8711,6898
-2600,10915,6911
2177,5745,6877
7759,-743,6832
7571,-1081,6781
3209,3200,6752
665,5567,6702
1259,4629,6673
1793,3894,6658
975,4743,6673
446,5250,6668
853,4686,6673
1040,4323,6668
569,4686,6673
172,4936,6659
122,4800,6673
-15,4737,6681
-325,4857,6673
-514,4792,6619
-528,4514,6594
-534,4253,6591
-528,4114,6594
-454,4022,6545
-366,4000,6514
-344,4059,6508
-366,4229,6514
-401,4475,6469
-406,4743,6435
-383,4958,6424
-325,5143,6435
-238,5297,6395
-122,5429,6355
-1,5502,6335
122,5543,6355
251,5537,6354
406,5486,6355
584,5372,6351
772,5257,6355
954,5162,6317
1137,5086,6276
1322,4976,6249
1503,4857,6276
1660,4751,6290
1787,4686,6276
1882,4625,6219
1950,4572,6196
1995,4523,6194
2031,4514,6196
2057,4515,6152
2072,4514,6117
2071,4482,6101
2072,4457,6117
2085,4443,6111
2112,4457,6117
2136,4460,6118
2153,4457,6117
2167,4429,6072
2194,4400,6037
2219,4360,6022
2234,4343,6037
2231,4336,6033
2234,4343,6037
2249,4321,6037
2275,4286,6037
2294,4242,5995
2315,4229,5958
2336,4226,5938
2356,4229,5958
2359,4203,5961
2356,4172,5958
2351,4133,5943
2356,4114,5958
2355,4103,5965
2356,4114,5958
2353,4120,5910
2356,4114,5879
2355,4080,5862
2356,4057,5879
2353,4047,5876
2356,4057,5879
2356,4055,5868
2356,4057,5879
2340,4054,5872
2315,4057,5879
2285,4034,5870
2275,4000,5879
2275,3960,5870
2275,3943,5879
2254,3919,5871
2234,3886,5879
2225,3839,5888
2234,3829,5958
2238,3835,6060
2234,3829,6196
2214,3770,6326
2194,3714,6514
2168,3692,6757
2153,3714,7070
2145,3723,7403
2153,3714,7785
2156,3682,8160
2153,3657,8500
2144,3639,8750
2153,3657,8977
2163,3687,9164
2153,3714,9295
2110,3708,9311
2072,3714,9295
2048,3751,9261
2031,3829,9215
2001,3894,9095
1990,3943,8977
1989,3989,8902
1990,4057,8897
1974,4100,8867
1909,4172,8818
1821,4253,8775
1869,4229,8818
1952,4159,8896
1787,4343,8977
1556,4573,9009
1787,4343,9056
2137,3986,9100
1747,4400,9136
1148,4997,9101
1706,4400,9056
2577,3489,9009
1665,4457,8977
310,5871,8879
2234,3943,8738
6156,138,8562
5809,1086,8421
286,7515,8287
-2600,10915,8182
1968,5973,8060
7759,-686,7944
7036,-642,7809
1990,4172,7706
-207,6310,7612
1422,4629,7547
2435,3587,7462
1381,4686,7388
714,5369,7297
1381,4686,7229
1804,4243,7165
1381,4686,7150
1116,4953,7142
1381,4686,7150
1536,4520,7134
1381,4686,7150
1288,4775,7179
1381,4686,7229
1452,4597,7235
1422,4629,7229
1365,4680,7212
1422,4629,7229
1512,4524,7233
1422,4629,7229
1254,4806,7186
1422,4629,7150
1696,4322,7102
1422,4629,7070
982,5103,7023
1422,4629,6991
2124,3872,6946
1462,4629,6911
342,5854,6861
1462,4629,6832
3860,2120,6791
3047,3429,6752
-1187,8732,6695
-2600,10915,6673
2211,5880,6667
7759,-457,6673
7528,-809,6633
3168,3314,6594
666,5544,6569
1300,4572,6594
1845,3848,6603
1016,4686,6594
478,5176,6545
894,4629,6514
1090,4306,6496
609,4686,6514
199,4914,6516
162,4743,6514
58,4665,6496
-244,4800,6514
-459,4763,6525
-487,4514,6514
-472,4267,6458
-447,4114,6435
-390,3985,6434
-325,3943,6435
-292,4023,6385
-284,4229,6355
-323,4487,6351
-366,4743,6355
-376,4951,6308
-325,5143,6276
-235,5302,6269
-122,5429,6276
-5,5496,6231
122,5543,6196
256,5562,6187
406,5543,6196
574,5445,6155
772,5314,6117
992,5185,6103
1219,5086,6117
1420,4974,6083
1584,4857,6037
1714,4746,6009
1828,4686,6037
1922,4652,6052
1990,4629,6037
2033,4573,5985
2072,4514,5958
2113,4465,5947
2153,4457,5958
2176,4458,5951
2194,4457,5958
2213,4426,5959
2234,4400,5958
2239,4383,5916
2234,4400,5879
2228,4407,5857
2234,4400,5879
2238,4363,5887
2234,4343,5879
2214,4335,5832
2194,4343,5799
2181,4337,5779
2194,4343,5799
2213,4346,5808
2234,4343,5799
2247,4295,5751
2275,4229,5720
2312,4157,5705
2356,4114,5720
2392,4077,5718
2437,4057,5720
2483,4044,5711
2519,4057,5720
2522,4062,5715
2519,4057,5720
2516,4040,5711
2519,4057,5720
2502,4091,5713
2478,4114,5720
2451,4087,5711
2437,4057,5720
2428,4046,5713
2437,4057,5720
2446,4038,5710
2437,4000,5720
2395,3958,5713
2356,3943,5720
2341,3919,5729
2356,3886,5799
2363,3841,5899
2356,3829,6037
2332,3831,6190
2315,3829,6435
2306,3779,6758
2315,3714,7150
2321,3661,7534
2315,3657,7944
2290,3661,8351
2275,3657,8738
2271,3639,9017
2275,3657,9215
2259,3690,9344
2234,3714,9453
2208,3703,9485
2194,3714,9453
2174,3761,9362
2153,3829,9295
2127,3859,9242
2112,3886,9215
2096,3930,9164
2072,4000,9136
2021,4045,9140
1990,4057,9215
1990,4042,9295
1950,4114,9374
1863,4236,9432
1909,4229,9533
2013,4132,9629
1869,4286,9692
1637,4529,9661
1869,4343,9612
2238,3991,9563
1869,4343,9533
1281,4894,9436
1869,4343,9295
2783,3471,9116
1828,4343,8977
223,5660,8845
1787,3886,8738
5579,364,8610
5525,1314,8500
377,7484,8397
-2600,10915,8341
1411,6504,8271
6824,286,8182
6354,114,8047
1869,4343,7944
-37,6178,7857
1544,4572,7785
2495,3606,7663
1503,4629,7547
878,5261,7444
1503,4629,7388
1897,4220,7309
1503,4629,7229
1257,4874,7152
1503,4629,7150
1644,4479,7180
1503,4629,7229
1420,4706,7232
1503,4629,7229
1556,4568,7214
1503,4629,7229
1431,4697,7229
1503,4629,7229
1615,4499,7190
1503,4629,7150
1303,4845,7093
1503,4629,7070
1825,4261,7059
1503,4629,7070
991,5198,7040
1503,4629,6991
2309,3722,6926
1503,4629,6911
150,6095,6911
1503,4572,6911
4620,1356,6865
4225,2514,6832
-434,8438,6816
-2600,10915,6832
1951,5181,6805
7759,-1886,6752
7736,-1890,6687
3290,3200,6673
648,5849,6673
1259,4629,6673
1805,3739,6629
934,4743,6594
373,5340,6573
812,4686,6594
1036,4295,6598
569,4743,6594
167,5014,6574
122,4800,6594
-10,4699,6605
-325,4857,6594
-522,4816,6537
-528,4514,6514
-510,4218,6513
-487,4057,6514
-415,3956,6465
-325,3943,6435
-281,4017,6428
-284,4172,6435
-333,4365,6391
-366,4572,6355
-363,4762,6343
-325,4972,6355
-264,5182,6320
-162,5372,6276
-37,5483,6250
81,5543,6276
183,5557,6286
325,5543,6276
533,5470,6229
772,5372,6196
983,5253,6176
1178,5143,6196
1382,5021,6207
1584,4914,6196
1735,4817,6144
1828,4743,6117
1891,4672,6110
1950,4629,6117
1997,4596,6078
2031,4572,6037
2052,4532,6014
2072,4514,6037
2089,4511,6046
2112,4514,6037
2133,4484,5991
2153,4457,5958
2169,4443,5938
2194,4457,5958
2218,4459,5967
2234,4457,5958
2233,4432,5908
2234,4400,5879
2247,4355,5866
2275,4343,5879
2296,4345,5873
2315,4343,5879
2332,4306,5878
2356,4286,5879
2364,4283,5838
2356,4286,5799
2341,4253,5776
2356,4229,5799
2395,4223,5810
2437,4229,5799
2447,4199,5750
2437,4172,5720
2427,4162,5705
2437,4172,5720
2442,4149,5717
2437,4114,5720
2427,4093,5710
2437,4114,5720
2448,4128,5715
2437,4114,5720
2391,4072,5710
2356,4057,5720
2348,4059,5715
2356,4057,5720
2340,4023,5706
2315,4000,5720
2303,3980,5742
2315,3943,5799
2322,3868,5837
2315,3829,5879
2292,3830,5919
2275,3829,6037
2265,3768,6231
2275,3714,6514
2281,3703,6817
2275,3714,7150
2248,3682,7487
2234,3657,7865
2233,3671,8232
2234,3714,8580
2215,3718,8845
2194,3714,9056
2173,3729,9194
2153,3772,9295
2112,3795,9319
2072,3829,9295
2043,3879,9213
2031,3943,9136
2011,3975,9049
1990,4000,8977
1962,4031,8884
1950,4057,8818
1950,4046,8782
1909,4114,8818
1829,4240,8861
1869,4229,8897
1958,4120,8910
1828,4286,8977
1611,4552,9063
1787,4343,9136
2083,3952,9134
1747,4343,9136
1235,4975,9141
1747,4400,9136
2522,3439,9033
1706,4400,8897
515,6029,8761
2275,4457,8659
5781,767,8511
5362,1371,8341
205,7389,8157
-2600,10915,8023
1380,6602,7896
6621,343,7785
6151,82,7653
1828,4286,7547
-8,6151,7448
1503,4572,7388
2414,3611,7311
1462,4629,7229
862,5259,7127
1462,4629,7070
1843,4221,7025
1462,4629,6991
1209,4873,6928
1422,4629,6911
1545,4478,6934
1422,4629,6991
1369,4706,6998
1462,4629,6991
1507,4567,6974
1462,4629,6991
1421,4695,6992
1503,4629,6991
1602,4489,6953
1503,4572,6911
1332,4749,6852
1503,4572,6832
1778,4243,6827
1503,4514,6832
1067,4972,6792
1503,4514,6752
2185,3791,6728
1503,4572,6752
379,5801,6763
1503,4572,6752
3888,2060,6701
3047,3372,6673
-1201,8692,6661
-2600,10915,6673
2227,5925,6644
7759,-400,6594
7491,-779,6529
3128,3314,6514
666,5540,6513
1341,4572,6514
1891,3845,6471
1056,4686,6435
